CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
0.9,923.0,1.5,550.0,110.0,1106.0,82.0,889.0,552.0,6.0,67.9,0.5679
2.0,1109.0,11.9,1046.0,83.0,672.0,45.0,1877.0,1118.0,22.1,53.3,1.3576
1.3,1041.0,8.1,902.0,303.0,880.0,105.0,1562.0,1219.0,14.0,76.7,1.4384
1.2,1066.0,5.7,789.0,246.0,950.0,122.0,1105.0,1098.0,14.1,35.7,0.756
2.1,1112.0,10.5,998.0,229.0,930.0,199.0,1394.0,1013.0,17.0,30.9,0.6227
1.5,1158.0,7.3,867.0,259.0,942.0,114.0,1194.0,1124.0,8.2,63.3,0.5343
4.6,1128.0,16.1,1178.0,320.0,791.0,127.0,1623.0,1177.0,14.7,41.9,0.8238
2.4,1141.0,9.9,969.0,280.0,718.0,109.0,1539.0,1071.0,16.0,66.8,1.2851
0.2,812.0,0.4,435.0,60.0,1370.0,53.0,707.0,503.0,11.3,70.0,0.7358
1.3,845.0,3.6,689.0,226.0,760.0,84.0,835.0,806.0,8.6,51.8,0.5059
2.8,1113.0,16.7,1210.0,261.0,627.0,126.0,1572.0,1153.0,25.6,22.5,0.8817
0.6,1009.0,4.4,737.0,42.0,907.0,52.0,1426.0,646.0,27.9,44.3,1.2163
2.7,1016.0,14.7,1144.0,160.0,842.0,78.0,1677.0,910.0,27.1,25.0,0.9894
3.5,1091.0,12.9,1080.0,285.0,775.0,167.0,1557.0,957.0,23.9,27.1,0.6784
8.6,1908.0,38.4,1734.0,786.0,368.0,186.0,2139.0,2464.0,3.6,77.0,0.9663
0.9,977.0,4.5,735.0,163.0,735.0,56.0,1139.0,696.0,9.0,69.7,0.9418
2.3,1022.0,9.5,959.0,474.0,600.0,151.0,1217.0,1086.0,9.2,74.0,0.85
2.2,1112.0,12.3,1050.0,220.0,674.0,148.0,1504.0,1362.0,20.1,34.5,0.8913
1.3,1030.0,6.6,843.0,54.0,1122.0,80.0,1414.0,760.0,24.6,28.2,1.0286
2.7,1192.0,12.4,1060.0,136.0,644.0,76.0,1795.0,1029.0,24.8,49.0,1.3589
2.6,1314.0,18.0,1240.0,262.0,750.0,128.0,1799.0,1355.0,23.4,37.5,1.0417
2.2,1065.0,6.6,838.0,284.0,743.0,106.0,1183.0,1096.0,8.3,72.0,0.9272
2.6,1154.0,6.1,820.0,364.0,646.0,128.0,1160.0,1093.0,14.5,51.5,0.8618
1.9,1276.0,7.4,868.0,200.0,987.0,106.0,1482.0,1103.0,10.7,66.7,0.938
2.8,1261.0,16.7,1194.0,242.0,663.0,104.0,1912.0,1285.0,22.5,53.1,1.2158
2.1,1022.0,7.4,871.0,97.0,1026.0,68.0,1752.0,768.0,24.7,65.4,1.676
2.6,1192.0,11.9,1045.0,230.0,691.0,89.0,1487.0,1192.0,16.4,52.0,1.2748
1.3,1012.0,5.7,796.0,207.0,983.0,107.0,1432.0,946.0,15.6,59.4,1.1412
0.3,800.0,1.4,540.0,33.0,1289.0,70.0,884.0,437.0,24.0,18.6,0.6263
0.5,953.0,2.5,625.0,49.0,812.0,46.0,1365.0,687.0,27.0,65.3,1.8344
2.2,1195.0,9.6,958.0,104.0,789.0,66.0,1798.0,1043.0,15.6,66.1,1.2487
0.7,944.0,3.9,703.0,31.0,1187.0,72.0,1327.0,508.0,13.9,23.0,0.41
0.5,1009.0,4.1,720.0,75.0,733.0,49.0,1318.0,814.0,14.9,66.8,1.1595
1.5,1015.0,8.2,899.0,115.0,1074.0,88.0,1597.0,957.0,30.9,35.6,1.2812
3.5,1249.0,15.5,1164.0,280.0,672.0,147.0,1718.0,969.0,23.0,29.6,0.892
1.0,1000.0,5.5,784.0,109.0,931.0,119.0,1270.0,697.0,16.1,46.2,0.7312
0.6,926.0,5.1,760.0,214.0,745.0,85.0,1142.0,942.0,21.8,32.2,0.8552
1.1,998.0,5.5,786.0,327.0,739.0,182.0,1061.0,1167.0,10.6,48.6,0.6547
2.1,1286.0,14.9,1156.0,171.0,803.0,87.0,1993.0,1168.0,27.8,64.0,1.7234
3.3,1183.0,13.2,1090.0,398.0,873.0,154.0,1347.0,1111.0,16.7,41.5,0.604
3.6,1247.0,15.4,1156.0,419.0,760.0,184.0,1572.0,1522.0,11.3,60.4,0.7194
0.4,820.0,2.2,599.0,77.0,1581.0,58.0,932.0,413.0,17.4,37.4,0.5809
1.9,979.0,8.9,936.0,120.0,765.0,130.0,1225.0,761.0,34.9,12.5,1.1283
