CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
1.1,926.0,9.3,951.0,142.0,823.0,127.0,1324.0,832.0,33.9,11.1,0.6926
2.2,1279.0,16.2,1202.0,209.0,657.0,131.0,1770.0,1493.0,19.4,60.4,1.1861
3.0,1354.0,11.1,1016.0,206.0,602.0,146.0,1579.0,1291.0,11.4,53.9,0.6962
0.8,801.0,3.5,682.0,75.0,1076.0,91.0,1144.0,581.0,17.0,42.1,0.715
2.7,957.0,14.1,1126.0,145.0,769.0,131.0,1752.0,901.0,25.6,37.9,1.1776
0.9,833.0,2.9,655.0,163.0,777.0,130.0,1004.0,654.0,14.7,57.0,0.7244
2.3,1008.0,9.3,943.0,359.0,760.0,158.0,1124.0,1164.0,14.0,27.5,0.4206
1.6,1024.0,8.7,922.0,163.0,878.0,108.0,1338.0,1005.0,22.5,24.8,0.7252
3.8,1301.0,18.4,1262.0,318.0,756.0,130.0,1898.0,1169.0,25.6,40.7,1.2671
2.0,1166.0,13.0,1085.0,143.0,797.0,91.0,1862.0,1089.0,31.4,41.1,1.4565
3.8,1143.0,18.3,1250.0,314.0,799.0,142.0,1869.0,1159.0,37.9,19.5,1.2971
2.7,1341.0,10.9,1010.0,159.0,703.0,108.0,1647.0,1189.0,20.9,48.3,1.1864
0.9,1150.0,3.1,657.0,263.0,607.0,159.0,993.0,751.0,10.1,56.7,0.6772
2.3,1266.0,9.9,969.0,168.0,773.0,123.0,1501.0,1300.0,15.6,39.0,0.8736
1.0,847.0,4.9,755.0,52.0,1317.0,78.0,1267.0,634.0,24.6,21.5,0.8502
1.6,1000.0,7.1,860.0,278.0,838.0,106.0,1087.0,1004.0,10.6,46.5,0.5277
1.7,979.0,14.4,1137.0,94.0,769.0,53.0,2115.0,821.0,41.2,38.1,1.944
1.6,1014.0,8.2,900.0,76.0,894.0,84.0,1601.0,804.0,31.2,33.1,1.4065
3.4,1348.0,14.8,1143.0,302.0,661.0,132.0,1703.0,1249.0,21.5,51.5,1.29
1.2,931.0,5.7,795.0,240.0,946.0,72.0,953.0,636.0,5.7,43.7,0.3391
2.9,1320.0,12.4,1057.0,338.0,611.0,188.0,1479.0,1410.0,13.6,41.6,0.5876
1.0,939.0,5.4,786.0,57.0,771.0,77.0,1475.0,630.0,24.3,39.6,1.1632
0.9,920.0,3.3,670.0,30.0,1213.0,41.0,1390.0,600.0,27.7,51.2,1.6884
1.7,973.0,6.9,844.0,216.0,1086.0,106.0,1264.0,935.0,10.5,42.1,0.4565
2.5,1181.0,10.6,998.0,90.0,743.0,55.0,2004.0,929.0,37.3,44.8,1.7642
0.6,836.0,4.6,740.0,89.0,1173.0,32.0,1497.0,525.0,18.8,59.9,1.2025
2.8,1049.0,16.9,1209.0,256.0,589.0,160.0,1860.0,1345.0,38.0,20.4,1.4311
1.1,1232.0,11.6,1032.0,141.0,622.0,70.0,1993.0,1384.0,27.3,72.4,1.7886
0.3,751.0,0.6,456.0,15.0,1642.0,45.0,1004.0,343.0,17.2,53.6,0.9745
0.9,967.0,6.4,833.0,127.0,1056.0,79.0,1235.0,712.0,19.1,48.6,1.1227
1.2,875.0,3.5,684.0,34.0,1217.0,73.0,1295.0,708.0,17.9,26.3,0.6774
2.1,994.0,7.4,873.0,258.0,667.0,115.0,1190.0,983.0,17.7,37.3,0.7436
1.0,1084.0,6.2,818.0,95.0,923.0,61.0,1684.0,986.0,11.7,83.3,1.5005
1.2,1028.0,6.7,848.0,173.0,880.0,108.0,1231.0,878.0,22.1,44.2,0.9916
3.2,1159.0,14.1,1122.0,155.0,1152.0,130.0,1728.0,988.0,21.4,25.1,0.7639
1.1,859.0,7.0,857.0,266.0,623.0,96.0,983.0,821.0,16.9,28.5,0.7364
6.8,1826.0,24.6,1426.0,927.0,442.0,221.0,1635.0,2042.0,4.1,81.7,0.5942
2.6,1067.0,10.7,1007.0,212.0,673.0,107.0,1272.0,845.0,25.0,23.4,0.7724
2.6,1202.0,13.0,1088.0,202.0,718.0,124.0,1432.0,907.0,11.1,50.7,0.6478
1.8,1385.0,15.2,1156.0,257.0,638.0,122.0,1775.0,1246.0,17.0,53.2,1.1026
0.6,882.0,5.9,815.0,44.0,1034.0,87.0,1480.0,776.0,25.1,28.0,0.8772
1.5,1143.0,12.2,1058.0,365.0,562.0,179.0,1483.0,967.0,24.4,31.7,1.0513
2.2,1087.0,8.1,896.0,178.0,734.0,109.0,1418.0,936.0,15.7,39.5,0.9064
1.9,1298.0,12.0,1057.0,452.0,544.0,111.0,1557.0,1313.0,7.5,86.8,1.323
1.1,1058.0,7.4,887.0,418.0,643.0,130.0,972.0,1233.0,5.3,68.4,0.6442
1.8,997.0,6.8,848.0,131.0,795.0,81.0,1290.0,748.0,16.7,38.7,0.8656
2.8,1207.0,15.3,1151.0,326.0,509.0,163.0,1442.0,1297.0,19.2,35.3,0.7321
0.4,826.0,2.3,609.0,27.0,1178.0,64.0,1121.0,419.0,14.3,39.5,0.8225
1.0,876.0,7.3,873.0,63.0,1269.0,62.0,1637.0,705.0,36.9,20.9,1.3011
1.1,977.0,7.8,884.0,62.0,723.0,41.0,1896.0,743.0,27.4,54.0,1.6305
3.4,1330.0,14.4,1126.0,571.0,686.0,170.0,1458.0,1601.0,14.0,55.2,0.7914
1.9,1142.0,10.6,999.0,391.0,582.0,129.0,1351.0,1291.0,9.8,71.3,1.0623
1.6,1070.0,11.5,1029.0,279.0,810.0,176.0,1431.0,1139.0,12.5,37.7,0.4796
1.9,965.0,5.9,801.0,360.0,1001.0,140.0,959.0,882.0,7.5,48.8,0.487
1.5,1088.0,9.1,939.0,134.0,995.0,106.0,1410.0,806.0,21.7,24.3,0.7493
2.7,906.0,12.8,1084.0,162.0,1145.0,97.0,1703.0,745.0,22.1,33.9,0.8766
2.8,1295.0,13.9,1119.0,300.0,908.0,141.0,1759.0,1525.0,18.1,40.9,0.7546
0.5,947.0,4.6,745.0,5.0,1461.0,45.0,1719.0,727.0,32.0,16.9,1.2745
1.9,961.0,5.8,802.0,125.0,948.0,148.0,1133.0,755.0,6.9,52.0,0.5146
4.7,1346.0,19.8,1289.0,270.0,683.0,161.0,1781.0,1344.0,25.0,18.0,0.6739
0.9,823.0,2.4,614.0,190.0,921.0,94.0,749.0,563.0,11.0,33.3,0.4843
0.7,927.0,2.8,635.0,68.0,1422.0,57.0,1278.0,681.0,11.4,55.2,0.7066
1.4,918.0,3.3,668.0,144.0,996.0,75.0,1065.0,533.0,26.4,26.8,0.7843
1.7,1074.0,4.8,749.0,203.0,856.0,118.0,1060.0,754.0,10.3,53.0,0.5599
2.9,1044.0,9.0,936.0,378.0,791.0,145.0,1298.0,864.0,12.4,46.5,0.6309
0.9,965.0,7.5,872.0,58.0,951.0,47.0,1686.0,852.0,28.7,36.6,1.5758
2.3,1239.0,20.9,1325.0,608.0,520.0,101.0,1704.0,1497.0,17.7,65.5,1.2377
0.4,797.0,4.6,742.0,22.0,1236.0,44.0,1470.0,603.0,36.3,27.7,1.4672
2.8,1195.0,16.6,1203.0,362.0,714.0,170.0,1471.0,1049.0,11.4,33.0,0.4664
2.6,1188.0,13.5,1098.0,450.0,730.0,133.0,1345.0,1143.0,10.1,53.7,0.5946
3.2,1402.0,27.9,1498.0,176.0,468.0,112.0,2459.0,1496.0,42.1,24.2,1.9219
0.9,1017.0,8.7,928.0,152.0,633.0,116.0,1324.0,1217.0,15.4,55.7,0.9693
0.4,814.0,3.3,674.0,31.0,1162.0,47.0,1419.0,653.0,17.8,57.2,1.2758
0.3,899.0,1.1,519.0,88.0,1035.0,46.0,947.0,680.0,12.8,74.5,1.3177
0.8,875.0,4.0,711.0,86.0,934.0,97.0,1244.0,494.0,18.8,51.2,1.1096
5.1,1334.0,22.2,1364.0,564.0,550.0,162.0,1706.0,1527.0,15.6,43.0,0.7581
0.5,867.0,1.7,561.0,60.0,1012.0,46.0,958.0,595.0,8.2,69.7,0.9753
1.6,1136.0,6.0,814.0,115.0,1015.0,59.0,1775.0,945.0,23.4,74.1,1.6591
8.8,2018.0,41.3,1786.0,713.0,393.0,267.0,2204.0,2259.0,22.4,54.1,1.4431
2.5,1213.0,13.2,1089.0,232.0,736.0,148.0,1507.0,1118.0,27.4,26.2,0.9876
1.2,1109.0,6.5,835.0,123.0,812.0,89.0,1264.0,820.0,23.8,47.7,1.0949
2.2,1072.0,14.8,1143.0,489.0,653.0,142.0,1375.0,1098.0,30.8,18.6,0.8125
2.2,1152.0,10.8,1012.0,232.0,936.0,164.0,1217.0,1250.0,13.3,31.6,0.5137
1.1,1094.0,4.9,754.0,109.0,1008.0,38.0,1362.0,592.0,14.5,81.1,1.6659
3.2,1353.0,21.0,1324.0,203.0,743.0,107.0,1917.0,1457.0,30.9,29.6,1.2005
2.0,1120.0,9.4,949.0,231.0,608.0,84.0,1571.0,1340.0,24.0,70.6,1.6413
5.1,1353.0,32.7,1622.0,409.0,487.0,166.0,2095.0,1782.0,34.0,17.5,1.205
0.3,766.0,0.8,478.0,12.0,1272.0,24.0,1171.0,477.0,6.6,77.8,1.0891
3.8,1159.0,16.4,1188.0,544.0,564.0,181.0,1400.0,1344.0,15.7,42.1,0.5434
1.5,945.0,7.2,861.0,251.0,860.0,100.0,1282.0,664.0,11.4,64.8,1.0221
1.9,1442.0,13.7,1103.0,365.0,525.0,123.0,1825.0,1453.0,11.1,79.9,1.0733
1.2,928.0,3.5,684.0,105.0,884.0,93.0,1103.0,558.0,9.1,64.7,0.8633
2.3,1121.0,13.8,1108.0,402.0,687.0,145.0,1365.0,1059.0,25.4,27.3,0.8182
3.7,1431.0,28.5,1520.0,396.0,499.0,132.0,2143.0,2130.0,20.8,53.9,1.357
1.0,1053.0,10.7,1003.0,121.0,625.0,50.0,1953.0,1014.0,40.7,32.9,1.936
2.5,1374.0,11.8,1045.0,319.0,727.0,146.0,1587.0,1278.0,7.6,79.9,1.0031
4.3,1659.0,27.3,1490.0,582.0,417.0,213.0,1839.0,2029.0,10.5,58.1,0.8692
5.3,1720.0,28.3,1504.0,661.0,443.0,154.0,2065.0,1790.0,13.6,82.0,1.3778
4.0,1446.0,13.8,1105.0,764.0,597.0,215.0,1347.0,1684.0,8.4,55.3,0.4374
1.3,1012.0,6.8,844.0,39.0,899.0,51.0,1712.0,774.0,34.2,31.2,1.5148
3.6,1452.0,21.4,1345.0,290.0,473.0,193.0,1927.0,1400.0,32.5,40.9,1.7357
4.7,1614.0,32.3,1610.0,498.0,421.0,158.0,2145.0,2059.0,36.2,31.9,1.5867
0.7,884.0,4.0,709.0,160.0,1249.0,110.0,1037.0,782.0,17.3,24.3,0.4999
1.8,1096.0,12.1,1051.0,182.0,780.0,82.0,1744.0,1426.0,18.2,50.4,1.074
3.2,1463.0,15.2,1156.0,206.0,635.0,102.0,1904.0,1483.0,9.9,78.3,1.1519
0.8,848.0,3.1,656.0,147.0,740.0,96.0,1059.0,752.0,10.1,71.4,1.0437
0.9,845.0,4.8,757.0,105.0,876.0,106.0,1006.0,556.0,32.8,15.0,0.9345
1.7,1046.0,5.4,777.0,139.0,878.0,93.0,1237.0,826.0,21.5,34.8,0.9206
4.1,1248.0,18.2,1251.0,244.0,603.0,82.0,2025.0,1314.0,17.3,66.1,1.5663
4.0,1737.0,28.2,1513.0,623.0,389.0,174.0,1918.0,2094.0,12.1,81.1,1.5075
4.1,1615.0,24.9,1427.0,742.0,416.0,249.0,1778.0,1842.0,20.5,32.6,0.8682
2.6,1037.0,12.3,1068.0,144.0,883.0,81.0,1714.0,744.0,14.6,52.5,0.9533
1.4,828.0,4.2,721.0,130.0,963.0,90.0,1049.0,618.0,21.4,45.4,1.0428
2.4,1102.0,10.1,979.0,124.0,934.0,82.0,1718.0,1132.0,16.2,51.1,0.7792
3.7,1156.0,13.5,1097.0,247.0,838.0,135.0,1444.0,1105.0,22.5,23.4,0.6754
1.4,917.0,3.9,700.0,78.0,1085.0,121.0,1258.0,759.0,14.7,43.9,0.7653
2.0,1035.0,5.3,779.0,265.0,693.0,186.0,806.0,1050.0,4.4,41.6,0.3224
0.8,800.0,4.1,715.0,61.0,988.0,62.0,1028.0,481.0,17.4,30.0,0.5728
0.9,1044.0,3.5,677.0,120.0,814.0,122.0,1139.0,1153.0,2.5,80.2,0.5291
1.2,1137.0,10.5,1002.0,119.0,829.0,125.0,1617.0,1438.0,34.2,19.1,1.2462
1.6,1174.0,5.8,806.0,369.0,657.0,113.0,1178.0,1241.0,3.9,86.9,1.1698
3.0,1502.0,12.7,1068.0,239.0,694.0,124.0,1871.0,1296.0,20.5,51.0,1.0854
2.4,990.0,6.3,816.0,101.0,946.0,86.0,1399.0,695.0,14.6,54.1,0.8036
2.4,1267.0,16.3,1191.0,236.0,680.0,130.0,1776.0,1329.0,24.7,37.9,0.8419
0.9,931.0,4.6,738.0,176.0,695.0,115.0,1016.0,629.0,19.3,19.9,0.806
1.0,915.0,6.9,853.0,100.0,967.0,80.0,1608.0,755.0,20.5,75.1,1.6583
0.6,892.0,3.9,710.0,73.0,722.0,59.0,1465.0,550.0,30.4,57.5,1.8668
1.2,924.0,4.3,724.0,107.0,1274.0,60.0,1059.0,598.0,12.2,33.5,0.5413
2.9,1208.0,18.1,1239.0,227.0,696.0,87.0,2027.0,1624.0,12.4,72.3,1.1727
1.2,986.0,7.0,858.0,176.0,873.0,74.0,1323.0,1071.0,16.2,59.1,1.1205
2.1,1191.0,10.6,990.0,238.0,826.0,99.0,1815.0,1217.0,13.5,58.6,0.9527
1.1,884.0,4.6,743.0,229.0,761.0,103.0,1099.0,715.0,27.1,47.4,1.423
0.7,984.0,4.5,740.0,145.0,929.0,92.0,1148.0,755.0,10.2,69.8,0.9715
0.7,853.0,2.9,647.0,58.0,952.0,79.0,1045.0,561.0,25.1,29.8,1.0419
2.1,1161.0,14.0,1118.0,465.0,444.0,89.0,1364.0,1208.0,16.2,48.0,0.9891
4.8,1424.0,20.0,1302.0,724.0,515.0,200.0,1650.0,1695.0,6.7,70.3,0.7319
1.9,1238.0,14.7,1133.0,290.0,653.0,188.0,1325.0,1096.0,10.2,31.6,0.4023
3.2,1500.0,19.4,1279.0,409.0,553.0,160.0,1823.0,1931.0,11.6,72.4,0.9892
3.4,1499.0,21.4,1342.0,556.0,369.0,165.0,1696.0,1608.0,20.9,52.2,1.3046
3.9,1204.0,13.3,1095.0,356.0,833.0,137.0,1599.0,1131.0,20.7,45.1,0.9413
1.0,952.0,4.8,750.0,160.0,865.0,95.0,1087.0,902.0,5.3,55.9,0.4746
4.6,1196.0,27.3,1496.0,487.0,440.0,143.0,1918.0,1467.0,30.6,25.0,1.2248
4.2,1588.0,25.0,1436.0,710.0,424.0,157.0,1718.0,2103.0,6.6,68.7,0.8323
0.6,894.0,2.5,629.0,39.0,1384.0,56.0,1210.0,419.0,16.2,44.8,0.8753
0.4,826.0,1.6,556.0,61.0,1197.0,46.0,1008.0,472.0,6.3,74.8,1.1714
1.2,1167.0,14.0,1116.0,166.0,679.0,93.0,1666.0,1175.0,17.8,57.7,0.9702
6.8,1320.0,30.8,1577.0,710.0,492.0,260.0,1685.0,1785.0,18.8,37.3,0.6796
0.6,882.0,6.1,817.0,67.0,785.0,51.0,1469.0,759.0,24.6,51.4,1.5754
1.1,919.0,4.6,745.0,195.0,722.0,84.0,1159.0,733.0,8.9,63.0,0.7993
1.3,944.0,2.8,635.0,146.0,728.0,74.0,1253.0,671.0,11.0,81.1,1.4357
3.3,1346.0,13.6,1109.0,263.0,626.0,101.0,1670.0,1094.0,25.1,36.7,1.1675
2.0,1137.0,8.0,885.0,125.0,1020.0,85.0,1559.0,773.0,24.4,39.1,1.0551
1.8,1151.0,8.5,925.0,123.0,950.0,79.0,1612.0,1148.0,12.8,54.8,0.9661
1.8,1043.0,11.7,1041.0,71.0,662.0,87.0,1883.0,834.0,28.5,40.5,1.6849
2.5,1186.0,12.9,1081.0,299.0,834.0,164.0,1466.0,1077.0,8.1,54.9,0.5721
1.2,915.0,2.0,584.0,169.0,1141.0,97.0,972.0,598.0,4.1,64.9,0.3829
1.2,1112.0,5.7,794.0,196.0,807.0,104.0,1076.0,1177.0,9.3,59.2,0.7551
4.9,1600.0,25.5,1447.0,770.0,428.0,178.0,1595.0,1772.0,9.3,67.9,0.8618
4.7,1352.0,16.1,1180.0,564.0,774.0,206.0,1402.0,1550.0,6.1,67.6,0.4592
3.2,1306.0,13.5,1107.0,449.0,773.0,143.0,1540.0,1190.0,8.4,61.7,0.5396
3.7,1194.0,14.4,1130.0,169.0,665.0,74.0,1891.0,1294.0,22.3,62.9,1.3319
1.7,1206.0,12.2,1059.0,99.0,540.0,65.0,1829.0,1069.0,38.9,16.5,1.3485
1.1,930.0,6.5,832.0,98.0,1214.0,91.0,1227.0,979.0,15.0,18.2,0.4809
1.1,882.0,7.4,868.0,36.0,1073.0,77.0,1476.0,877.0,22.8,19.8,0.8688
1.0,977.0,2.9,644.0,47.0,1256.0,68.0,1196.0,557.0,12.5,64.7,1.0504
2.4,1148.0,11.6,1037.0,386.0,636.0,149.0,1317.0,1248.0,10.2,65.3,0.7704
2.2,1002.0,6.0,804.0,241.0,886.0,169.0,1083.0,853.0,17.6,47.0,0.7293
1.5,1017.0,4.5,739.0,207.0,744.0,115.0,1025.0,886.0,10.0,59.9,0.6588
2.3,1110.0,14.1,1114.0,382.0,782.0,135.0,1608.0,956.0,19.9,49.6,0.7951
1.0,953.0,5.1,773.0,175.0,784.0,114.0,953.0,807.0,12.2,39.2,0.5529
