CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
0.9,943.0,3.8,697.0,24.0,1117.0,70.0,1220.0,706.0,27.7,20.9,1.1221
2.2,1075.0,8.7,931.0,135.0,819.0,104.0,1357.0,1274.0,16.3,46.4,0.85
1.7,946.0,6.1,816.0,475.0,850.0,156.0,948.0,856.0,8.3,50.5,0.4235
0.6,933.0,3.1,656.0,115.0,1008.0,113.0,929.0,565.0,9.8,29.4,0.4529
3.0,1456.0,11.3,1019.0,404.0,701.0,148.0,1377.0,1374.0,4.3,75.7,0.54
7.1,1687.0,32.2,1601.0,521.0,524.0,173.0,2275.0,1937.0,24.5,44.5,1.1466
2.9,1284.0,11.9,1042.0,393.0,650.0,80.0,1773.0,1010.0,16.4,73.5,1.2881
0.5,835.0,2.4,613.0,118.0,1017.0,117.0,716.0,731.0,3.4,34.9,0.2461
4.8,1531.0,24.1,1413.0,297.0,561.0,174.0,2190.0,1559.0,31.1,39.6,1.5063
2.4,1058.0,6.4,823.0,67.0,760.0,71.0,1579.0,674.0,30.4,26.0,1.3543
4.9,1495.0,22.1,1366.0,524.0,507.0,232.0,1852.0,1748.0,17.7,64.1,1.1729
2.2,1302.0,11.0,1010.0,368.0,688.0,140.0,1206.0,1182.0,8.9,56.1,0.5515
3.7,1416.0,20.7,1318.0,261.0,536.0,125.0,2018.0,1822.0,30.1,43.8,1.4978
1.6,1146.0,10.1,974.0,353.0,568.0,164.0,1162.0,1200.0,9.5,29.4,0.4274
1.5,875.0,6.0,808.0,82.0,995.0,54.0,1471.0,864.0,26.8,38.0,1.3692
3.7,1437.0,20.9,1327.0,338.0,583.0,127.0,1959.0,1436.0,23.0,60.7,1.3713
3.5,1366.0,23.2,1392.0,355.0,443.0,172.0,1789.0,1399.0,23.9,46.9,1.2273
0.3,794.0,1.2,523.0,65.0,1337.0,31.0,897.0,488.0,4.5,74.8,0.7001
4.1,1726.0,26.7,1476.0,502.0,431.0,178.0,2186.0,2088.0,26.5,74.8,1.8799
1.1,896.0,3.7,689.0,169.0,978.0,74.0,1105.0,592.0,18.3,48.8,0.9422
3.1,1092.0,13.9,1109.0,428.0,722.0,175.0,1291.0,1259.0,13.3,24.8,0.4028
0.8,899.0,3.2,666.0,123.0,1001.0,75.0,1060.0,1027.0,3.8,77.5,0.9022
1.9,1113.0,12.6,1071.0,301.0,605.0,105.0,1539.0,1411.0,20.3,62.1,1.4525
2.3,1084.0,11.0,1007.0,158.0,823.0,95.0,1561.0,801.0,25.2,29.2,0.8738
0.6,848.0,3.2,662.0,46.0,1308.0,36.0,1107.0,395.0,16.4,28.5,0.551
1.9,1085.0,14.3,1130.0,211.0,682.0,105.0,1771.0,1172.0,36.0,36.3,1.6327
4.7,1400.0,15.9,1177.0,497.0,530.0,187.0,1661.0,1412.0,21.5,49.0,1.1519
1.0,891.0,3.7,694.0,118.0,721.0,69.0,1063.0,699.0,11.6,66.5,1.1577
1.2,801.0,6.0,808.0,62.0,977.0,68.0,1369.0,549.0,24.3,21.1,0.8545
1.5,940.0,4.0,711.0,79.0,996.0,101.0,1210.0,612.0,21.6,29.6,0.8253
5.7,1314.0,27.4,1501.0,490.0,601.0,155.0,1823.0,1616.0,31.1,24.2,1.1482
2.1,1417.0,16.8,1220.0,95.0,703.0,70.0,2143.0,981.0,22.1,54.9,1.3496
2.5,1318.0,15.2,1150.0,120.0,703.0,105.0,2083.0,1452.0,29.4,47.5,1.6794
1.0,1183.0,7.7,894.0,119.0,837.0,111.0,1671.0,1161.0,15.7,74.1,1.303
3.7,1337.0,20.7,1327.0,424.0,442.0,100.0,1833.0,1697.0,24.4,53.7,1.5561
4.7,1406.0,25.9,1452.0,652.0,423.0,201.0,1968.0,1667.0,11.7,64.5,0.8678
4.3,1362.0,24.3,1429.0,865.0,431.0,261.0,1278.0,1693.0,5.7,65.3,0.6264
0.9,767.0,2.3,613.0,113.0,1373.0,41.0,901.0,492.0,7.7,50.1,0.4421
1.8,1028.0,7.2,854.0,117.0,831.0,117.0,1454.0,906.0,14.3,40.7,0.944
1.7,1084.0,12.8,1080.0,40.0,698.0,80.0,1925.0,767.0,32.2,16.8,1.1753
1.7,1010.0,6.2,821.0,82.0,785.0,59.0,1595.0,742.0,20.7,61.0,1.5369
7.7,1696.0,33.3,1642.0,1415.0,354.0,331.0,1404.0,2119.0,12.8,47.8,0.5158
0.9,977.0,4.9,756.0,48.0,1101.0,82.0,1483.0,712.0,25.3,37.6,0.7491
4.0,1336.0,23.2,1395.0,233.0,567.0,115.0,2169.0,1504.0,27.9,67.8,1.8239
1.3,1152.0,7.2,868.0,82.0,695.0,116.0,1367.0,1028.0,17.4,44.3,0.9843
0.4,783.0,2.0,592.0,175.0,914.0,98.0,730.0,533.0,6.8,58.5,0.47
3.1,1230.0,16.1,1180.0,332.0,599.0,140.0,1790.0,1101.0,16.8,63.6,1.1389
2.2,1058.0,13.0,1080.0,163.0,1059.0,93.0,1849.0,1112.0,24.2,41.8,1.0898
0.8,862.0,2.1,592.0,23.0,1200.0,43.0,1447.0,373.0,28.6,41.5,1.2211
4.2,1419.0,30.9,1577.0,370.0,487.0,130.0,2484.0,1788.0,33.8,51.3,1.7344
1.3,1057.0,4.4,738.0,67.0,929.0,108.0,1014.0,833.0,7.5,34.2,0.4325
1.0,897.0,3.8,695.0,53.0,1006.0,47.0,1390.0,661.0,12.9,72.3,1.4
4.6,1260.0,21.1,1332.0,294.0,491.0,139.0,1928.0,1459.0,13.7,59.7,1.085
3.1,1234.0,15.2,1149.0,140.0,914.0,114.0,2185.0,1103.0,25.9,59.1,1.6028
