CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2.2,1059.0,6.5,829.0,144.0,975.0,120.0,1386.0,946.0,15.3,38.4,0.6907
2.3,1225.0,8.9,935.0,312.0,562.0,128.0,1551.0,1167.0,16.1,63.6,1.0907
3.4,1106.0,13.1,1085.0,258.0,717.0,132.0,1535.0,1131.0,13.9,50.9,0.9051
1.1,969.0,3.1,656.0,106.0,988.0,73.0,1238.0,675.0,6.3,76.7,0.906
5.6,1772.0,32.7,1616.0,1054.0,376.0,190.0,1839.0,2326.0,9.7,76.2,1.1615
3.1,1181.0,9.6,960.0,347.0,632.0,154.0,1316.0,1222.0,5.3,59.0,0.4995
1.2,916.0,5.3,776.0,189.0,825.0,94.0,1070.0,886.0,9.0,47.7,0.5467
1.6,1049.0,2.7,630.0,249.0,901.0,108.0,956.0,660.0,5.8,72.1,0.6329
1.2,949.0,4.7,746.0,83.0,1095.0,95.0,1463.0,693.0,17.9,70.3,1.2172
1.4,1100.0,9.4,953.0,75.0,786.0,89.0,1727.0,766.0,22.4,52.2,1.2946
3.6,1296.0,15.0,1157.0,462.0,546.0,167.0,1581.0,1638.0,14.0,61.0,0.8305
2.2,1141.0,12.3,1059.0,276.0,898.0,158.0,1330.0,941.0,16.0,21.0,0.4968
3.5,1470.0,21.5,1351.0,404.0,505.0,164.0,1972.0,1922.0,34.3,30.3,1.5453
0.7,811.0,3.5,682.0,54.0,1109.0,47.0,1206.0,713.0,16.5,39.4,0.8891
1.0,941.0,4.5,729.0,133.0,1115.0,95.0,1055.0,831.0,8.0,43.0,0.4024
2.7,1034.0,7.6,880.0,407.0,781.0,129.0,1175.0,1061.0,2.9,84.0,0.9602
1.8,1131.0,9.4,952.0,133.0,608.0,97.0,1505.0,833.0,34.9,16.0,1.2868
1.2,1123.0,8.2,905.0,146.0,1016.0,94.0,1565.0,838.0,16.6,54.0,1.0815
4.0,1209.0,16.0,1179.0,422.0,739.0,164.0,1620.0,1362.0,20.7,33.6,0.6399
1.9,1218.0,8.9,933.0,192.0,844.0,110.0,1580.0,970.0,25.8,50.2,1.3386
2.9,1251.0,16.2,1191.0,414.0,569.0,118.0,1535.0,1264.0,20.6,55.6,1.3104
4.0,1429.0,19.4,1286.0,436.0,413.0,185.0,1919.0,1660.0,29.1,51.0,1.4954
2.4,970.0,6.5,825.0,166.0,1137.0,173.0,1288.0,1167.0,15.9,28.2,0.5496
1.6,1270.0,7.9,887.0,136.0,863.0,108.0,1588.0,1123.0,18.2,50.8,1.1238
1.1,974.0,7.0,848.0,160.0,954.0,80.0,1281.0,774.0,21.8,28.3,0.8279
1.8,1288.0,16.6,1196.0,297.0,613.0,104.0,1974.0,1265.0,25.8,41.2,1.1575
1.1,969.0,6.0,805.0,68.0,953.0,48.0,1669.0,703.0,17.6,68.3,1.4522
3.4,1263.0,12.8,1075.0,456.0,714.0,156.0,1396.0,1211.0,12.1,53.0,0.6614
2.9,1387.0,16.4,1190.0,309.0,571.0,115.0,1709.0,1188.0,18.8,58.2,0.9515
0.4,782.0,1.3,531.0,15.0,1200.0,26.0,1027.0,457.0,20.8,33.6,1.0104
2.5,1042.0,4.6,741.0,175.0,910.0,120.0,1110.0,852.0,10.7,45.3,0.7895
2.1,1054.0,9.6,963.0,232.0,666.0,119.0,1533.0,1095.0,14.8,72.9,1.3263
0.9,859.0,2.1,595.0,310.0,882.0,105.0,739.0,655.0,6.5,61.1,0.5566
0.8,889.0,3.5,682.0,51.0,946.0,78.0,1209.0,503.0,27.2,39.3,1.2201
1.3,1005.0,5.2,766.0,170.0,880.0,152.0,1065.0,780.0,15.4,34.5,0.6141
0.4,821.0,1.0,498.0,28.0,1214.0,28.0,1224.0,398.0,15.9,65.7,1.2293
1.5,987.0,7.0,860.0,200.0,568.0,100.0,1149.0,866.0,23.2,38.6,1.0624
