CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
0.9,1099.0,5.3,771.0,160.0,696.0,112.0,1033.0,763.0,18.6,29.1,0.7519
0.8,997.0,6.5,837.0,78.0,921.0,72.0,1439.0,851.0,22.1,35.8,0.9008
0.7,1002.0,5.7,797.0,81.0,935.0,84.0,1435.0,773.0,18.7,36.9,1.0699
1.1,1098.0,6.6,838.0,96.0,898.0,90.0,1384.0,885.0,12.3,64.5,0.6975
0.2,759.0,1.4,537.0,25.0,1292.0,65.0,916.0,411.0,17.1,24.2,0.5356
0.8,871.0,3.4,679.0,148.0,1232.0,63.0,1103.0,469.0,14.3,51.8,0.7094
1.8,1043.0,4.4,726.0,209.0,698.0,130.0,1132.0,899.0,7.4,64.3,0.6681
1.6,1213.0,10.1,975.0,185.0,758.0,107.0,1627.0,885.0,17.5,46.5,1.1863
3.5,1302.0,20.9,1328.0,273.0,637.0,109.0,1953.0,1126.0,26.5,39.3,1.0841
4.6,1482.0,27.0,1481.0,658.0,622.0,186.0,1796.0,1832.0,12.4,54.5,0.8032
1.4,1149.0,11.4,1033.0,59.0,795.0,66.0,1694.0,882.0,32.5,24.4,1.3834
1.5,896.0,4.5,739.0,56.0,1425.0,68.0,1364.0,534.0,20.5,52.2,1.0397
2.0,967.0,8.9,934.0,90.0,889.0,92.0,1655.0,654.0,26.1,24.9,0.7849
0.4,863.0,2.3,601.0,27.0,1245.0,56.0,1194.0,451.0,21.2,24.3,0.6188
0.9,1032.0,6.0,811.0,74.0,1141.0,66.0,1607.0,791.0,26.8,47.3,1.387
2.6,1272.0,10.3,989.0,504.0,647.0,164.0,1266.0,1540.0,11.4,55.0,0.648
1.0,1031.0,9.9,973.0,194.0,636.0,86.0,1578.0,1025.0,25.0,60.8,1.5559
0.5,811.0,1.3,530.0,53.0,1342.0,74.0,860.0,336.0,20.6,22.6,0.4119
2.5,980.0,5.7,800.0,240.0,1191.0,151.0,1284.0,766.0,15.8,47.4,0.7264
1.1,929.0,4.9,754.0,95.0,1174.0,61.0,1378.0,703.0,15.1,69.2,1.2279
2.3,1069.0,11.1,1014.0,99.0,944.0,82.0,1940.0,691.0,16.7,76.5,1.4586
1.3,901.0,5.9,813.0,98.0,912.0,58.0,1413.0,676.0,29.1,34.2,1.344
6.3,1424.0,29.3,1528.0,592.0,521.0,217.0,1764.0,1500.0,15.3,25.1,0.4944
1.4,1011.0,4.3,727.0,155.0,943.0,130.0,1019.0,745.0,14.6,45.6,0.7047
6.9,1579.0,26.7,1476.0,998.0,574.0,170.0,1719.0,1869.0,10.7,58.7,0.5564
