CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2.5,1173.0,15.4,1167.0,270.0,621.0,122.0,1745.0,1401.0,16.1,58.0,1.0227
5.4,1554.0,38.5,1729.0,630.0,420.0,169.0,2326.0,2319.0,19.4,66.1,1.4346
0.2,925.0,2.0,589.0,22.0,999.0,24.0,1492.0,775.0,22.0,72.2,1.6725
2.5,1289.0,9.5,956.0,159.0,878.0,64.0,1900.0,1080.0,25.1,58.1,1.5655
1.9,958.0,6.6,830.0,172.0,1152.0,113.0,1218.0,571.0,11.7,41.1,0.7071
2.4,1113.0,11.7,1041.0,339.0,611.0,166.0,1514.0,1216.0,14.2,53.1,0.6531
1.7,1161.0,12.4,1075.0,176.0,655.0,113.0,1543.0,1269.0,23.9,31.3,1.0969
2.2,1128.0,9.9,969.0,348.0,579.0,158.0,1333.0,1662.0,15.3,65.6,1.0086
1.1,962.0,4.1,714.0,106.0,949.0,57.0,1458.0,687.0,15.2,76.7,1.3053
1.4,963.0,8.2,902.0,156.0,703.0,81.0,1412.0,936.0,27.1,28.8,0.9739
0.7,902.0,4.2,725.0,37.0,1039.0,25.0,1573.0,631.0,24.6,70.8,1.7558
0.5,841.0,1.7,563.0,26.0,1269.0,81.0,1226.0,466.0,11.5,56.7,0.9047
1.4,1179.0,6.2,812.0,219.0,778.0,83.0,1339.0,1280.0,13.6,51.7,1.0804
0.7,883.0,4.2,724.0,346.0,1187.0,155.0,892.0,646.0,5.8,46.6,0.3899
2.0,1184.0,7.1,858.0,341.0,675.0,123.0,1344.0,850.0,15.0,52.6,0.9775
1.5,999.0,8.4,905.0,305.0,621.0,127.0,1276.0,997.0,25.6,37.7,1.2659
0.6,859.0,1.6,559.0,25.0,1285.0,48.0,1110.0,628.0,10.1,53.2,0.8937
0.8,894.0,2.2,608.0,199.0,1059.0,119.0,740.0,515.0,5.9,49.3,0.3532
4.3,1404.0,20.2,1299.0,565.0,537.0,195.0,1841.0,1796.0,18.4,55.0,1.373
3.0,1265.0,18.3,1256.0,447.0,548.0,127.0,1386.0,1396.0,19.1,44.2,0.8447
0.8,950.0,6.2,819.0,95.0,730.0,96.0,1286.0,678.0,31.5,19.9,0.9007
1.0,790.0,4.3,729.0,106.0,1027.0,56.0,1124.0,652.0,18.5,38.0,0.739
3.2,1369.0,26.2,1461.0,348.0,472.0,127.0,1730.0,1562.0,22.6,32.4,0.8324
0.4,778.0,1.7,571.0,68.0,1227.0,69.0,753.0,345.0,13.3,21.1,0.3421
0.5,847.0,1.4,539.0,73.0,1275.0,50.0,1020.0,459.0,12.6,52.2,0.6748
1.0,1121.0,7.6,882.0,75.0,814.0,99.0,1521.0,1182.0,28.3,47.7,1.7757
3.8,1532.0,25.8,1461.0,333.0,477.0,218.0,2050.0,1673.0,30.0,30.2,1.1368
1.6,1179.0,15.8,1183.0,409.0,514.0,147.0,1680.0,1557.0,17.0,51.5,1.1715
2.5,1208.0,10.3,983.0,256.0,796.0,129.0,1505.0,1269.0,8.5,57.6,0.4603
5.7,1739.0,27.3,1482.0,717.0,429.0,270.0,1864.0,1990.0,15.5,58.1,0.8406
1.0,998.0,3.4,679.0,138.0,960.0,75.0,1154.0,750.0,5.8,70.9,0.6099
1.0,1078.0,4.8,754.0,165.0,972.0,91.0,1008.0,1136.0,10.0,39.8,0.4646
0.4,808.0,1.5,554.0,104.0,1271.0,115.0,804.0,512.0,6.5,41.1,0.3105
1.1,890.0,4.7,743.0,186.0,1019.0,111.0,1248.0,634.0,16.0,40.6,0.7686
0.2,817.0,0.7,477.0,54.0,1223.0,60.0,746.0,557.0,2.4,76.6,0.5488
3.4,1035.0,15.6,1172.0,386.0,727.0,131.0,1467.0,1525.0,5.8,68.0,0.5476
0.9,865.0,5.1,756.0,74.0,1249.0,85.0,1033.0,463.0,21.3,11.6,0.2723
1.5,1121.0,7.8,890.0,268.0,660.0,129.0,1373.0,1158.0,6.7,72.9,0.9297
1.1,883.0,3.2,659.0,112.0,1328.0,84.0,857.0,648.0,8.7,38.3,0.4577
0.6,972.0,2.2,600.0,63.0,808.0,54.0,1214.0,802.0,13.8,77.8,1.5606
2.9,1302.0,13.6,1103.0,643.0,546.0,141.0,1387.0,1796.0,14.7,53.5,0.7755
1.4,940.0,6.0,807.0,159.0,1090.0,107.0,1157.0,670.0,21.9,23.9,0.5861
1.2,1064.0,8.0,903.0,68.0,976.0,73.0,1606.0,544.0,29.1,22.1,0.8251
1.4,926.0,3.8,693.0,136.0,979.0,98.0,1020.0,707.0,14.7,56.6,0.897
1.7,991.0,6.7,841.0,199.0,988.0,113.0,1140.0,1225.0,14.6,50.1,0.6594
3.2,1092.0,7.9,888.0,484.0,650.0,146.0,1162.0,891.0,6.8,69.4,0.8949
4.8,1385.0,19.2,1271.0,414.0,602.0,153.0,1746.0,1607.0,18.2,42.7,1.1926
1.9,1264.0,12.1,1053.0,364.0,679.0,143.0,1486.0,1369.0,16.0,45.9,0.7993
1.1,853.0,3.8,698.0,361.0,847.0,131.0,752.0,816.0,1.7,61.6,0.2983
1.8,1024.0,8.4,917.0,177.0,905.0,97.0,1324.0,998.0,25.4,19.9,0.633
0.9,926.0,2.6,626.0,55.0,1342.0,88.0,1031.0,777.0,12.4,35.0,0.4491
2.7,1490.0,11.9,1048.0,771.0,676.0,255.0,1142.0,1269.0,9.9,47.4,0.4052
0.2,815.0,2.4,616.0,12.0,1060.0,66.0,1277.0,468.0,35.0,16.9,1.1913
2.1,1171.0,8.3,912.0,505.0,742.0,144.0,1000.0,1081.0,9.8,40.7,0.4316
0.8,954.0,6.0,808.0,156.0,807.0,61.0,1466.0,950.0,7.2,84.7,1.3781
3.4,1070.0,14.7,1141.0,288.0,923.0,114.0,1761.0,1298.0,17.1,56.2,0.9722
4.2,1380.0,23.4,1398.0,511.0,613.0,242.0,1510.0,1404.0,13.9,20.3,0.3952
4.0,1381.0,15.4,1164.0,648.0,453.0,198.0,1413.0,1479.0,6.6,77.0,0.7543
1.3,1092.0,8.9,934.0,188.0,636.0,97.0,1475.0,920.0,18.7,64.5,1.6146
2.7,1162.0,11.8,1043.0,256.0,638.0,95.0,1601.0,1432.0,17.3,64.1,1.2485
1.3,832.0,3.8,702.0,245.0,1211.0,131.0,800.0,562.0,11.3,24.4,0.3119
1.6,960.0,6.0,806.0,153.0,807.0,154.0,1047.0,723.0,27.0,12.8,0.4546
1.8,1174.0,13.4,1092.0,519.0,568.0,178.0,1165.0,1483.0,18.4,24.6,0.6286
1.1,1080.0,6.4,828.0,172.0,1049.0,114.0,1227.0,1003.0,6.9,58.6,0.4148
2.6,1050.0,12.7,1082.0,306.0,700.0,94.0,1439.0,1161.0,15.0,54.8,1.0819
3.6,1165.0,14.9,1143.0,366.0,825.0,136.0,1256.0,1409.0,11.1,39.9,0.3775
6.5,1592.0,30.3,1555.0,806.0,473.0,267.0,1902.0,2066.0,17.6,52.9,0.6719
1.1,969.0,4.6,746.0,94.0,936.0,89.0,1382.0,509.0,22.8,50.8,1.0258
2.3,1267.0,11.8,1039.0,246.0,902.0,96.0,1621.0,1458.0,19.0,35.2,0.783
5.1,1648.0,36.1,1692.0,456.0,463.0,137.0,2370.0,1909.0,32.0,37.6,1.3646
1.0,999.0,7.7,881.0,120.0,653.0,67.0,1479.0,1000.0,21.9,44.2,1.3832
3.6,1153.0,14.0,1109.0,355.0,786.0,184.0,1296.0,1276.0,14.6,15.0,0.3774
2.5,1358.0,26.9,1485.0,280.0,522.0,113.0,2183.0,1859.0,33.2,38.2,1.7073
0.8,915.0,3.9,706.0,184.0,904.0,123.0,689.0,660.0,11.6,16.4,0.2554
2.3,1115.0,6.9,843.0,194.0,769.0,93.0,1399.0,1037.0,9.5,68.7,1.0931
3.4,1363.0,15.0,1143.0,434.0,846.0,144.0,1612.0,1566.0,14.2,40.0,0.5538
1.2,858.0,7.1,853.0,83.0,1212.0,65.0,1403.0,624.0,30.2,20.1,1.1141
1.3,971.0,5.2,775.0,90.0,1068.0,61.0,1530.0,935.0,22.5,59.9,1.3273
3.0,1064.0,8.3,907.0,405.0,839.0,126.0,1008.0,975.0,7.1,42.0,0.357
1.5,953.0,5.6,786.0,77.0,1138.0,51.0,1573.0,539.0,35.8,27.5,1.4881
1.1,1043.0,4.6,741.0,49.0,1128.0,79.0,1309.0,665.0,9.0,35.8,0.4542
2.1,1107.0,10.6,1000.0,224.0,800.0,141.0,1643.0,1026.0,22.4,35.5,1.2836
3.4,1318.0,17.8,1234.0,313.0,803.0,121.0,1745.0,1123.0,25.8,32.8,1.0459
6.0,1531.0,31.8,1603.0,774.0,367.0,208.0,2070.0,2041.0,22.5,72.0,1.7318
1.4,937.0,4.0,706.0,200.0,886.0,106.0,985.0,625.0,2.9,72.4,0.4002
0.6,807.0,1.2,523.0,51.0,1327.0,91.0,996.0,471.0,13.2,55.8,0.7729
5.3,1594.0,29.2,1549.0,813.0,423.0,219.0,1642.0,1764.0,17.3,29.9,0.5909
0.4,816.0,2.0,589.0,85.0,1189.0,61.0,827.0,626.0,13.5,42.6,0.7074
1.5,933.0,7.4,871.0,192.0,816.0,115.0,1260.0,900.0,16.3,35.3,0.612
0.5,886.0,3.5,674.0,73.0,1018.0,35.0,1406.0,756.0,17.2,75.0,1.443
2.7,1430.0,11.6,1039.0,413.0,577.0,165.0,1518.0,1273.0,14.5,55.9,0.9353
3.7,1419.0,16.8,1220.0,339.0,617.0,155.0,1584.0,1220.0,24.0,23.8,0.8257
1.7,1165.0,7.7,883.0,262.0,770.0,74.0,1545.0,1323.0,8.7,83.3,1.3086
2.3,1150.0,14.0,1113.0,355.0,764.0,157.0,1521.0,1238.0,18.8,37.4,0.6417
0.3,717.0,1.1,516.0,21.0,1159.0,23.0,1301.0,330.0,30.7,38.6,1.6288
2.5,1000.0,10.2,981.0,83.0,875.0,93.0,1720.0,686.0,31.9,25.4,1.2889
1.2,951.0,5.4,781.0,239.0,1158.0,108.0,1056.0,911.0,11.1,57.3,0.6325
0.5,893.0,3.7,694.0,39.0,975.0,36.0,1382.0,614.0,27.6,38.6,1.3884
0.6,800.0,4.5,731.0,11.0,1219.0,46.0,1500.0,425.0,43.1,11.6,1.273
4.5,1469.0,17.7,1236.0,796.0,451.0,247.0,1169.0,1532.0,11.1,43.3,0.5472
0.9,1051.0,3.1,657.0,102.0,716.0,84.0,1264.0,771.0,12.7,66.1,1.1212
3.7,1336.0,15.1,1163.0,273.0,581.0,128.0,1494.0,1354.0,9.0,55.5,0.6398
1.5,1143.0,8.3,906.0,164.0,1054.0,77.0,1543.0,705.0,13.2,56.5,0.9085
1.5,1140.0,7.0,851.0,207.0,625.0,116.0,1494.0,1081.0,18.8,67.3,1.2145
2.5,1310.0,13.5,1104.0,379.0,810.0,147.0,1374.0,1268.0,8.9,60.8,0.6367
1.0,967.0,2.8,638.0,210.0,1181.0,139.0,961.0,826.0,8.7,40.0,0.4505
1.2,1058.0,7.6,878.0,109.0,756.0,85.0,1476.0,986.0,21.3,55.6,1.4322
3.9,1473.0,19.7,1290.0,742.0,448.0,154.0,1820.0,1839.0,12.6,86.0,1.6661
3.8,1464.0,18.8,1274.0,357.0,473.0,187.0,1497.0,1195.0,19.4,26.4,0.7694
3.9,1605.0,27.2,1496.0,543.0,498.0,165.0,1919.0,1927.0,22.1,54.1,1.121
3.2,1259.0,17.1,1219.0,137.0,746.0,126.0,2005.0,972.0,32.3,30.5,1.2669
0.6,846.0,2.0,584.0,56.0,1823.0,55.0,1046.0,565.0,18.8,18.3,0.5195
4.2,1323.0,18.4,1256.0,429.0,566.0,147.0,1626.0,1358.0,14.3,43.1,0.7336
0.4,755.0,3.5,682.0,22.0,1110.0,70.0,1296.0,502.0,31.6,18.0,0.9985
3.3,1257.0,11.4,1025.0,428.0,652.0,152.0,1711.0,1451.0,13.5,77.6,1.2198
1.9,1153.0,7.8,887.0,212.0,779.0,110.0,1105.0,1056.0,11.6,57.6,0.6457
0.7,901.0,3.7,695.0,68.0,1134.0,76.0,1349.0,569.0,13.4,60.9,0.8993
2.8,1281.0,16.1,1187.0,251.0,572.0,163.0,1929.0,1197.0,26.5,42.3,1.2592
2.9,1390.0,15.8,1178.0,274.0,485.0,127.0,1752.0,1467.0,27.0,45.9,1.3234
2.3,1221.0,10.5,993.0,263.0,840.0,114.0,1661.0,933.0,15.1,55.6,0.954
1.2,1186.0,8.2,905.0,221.0,540.0,118.0,1291.0,1346.0,10.3,57.2,0.7799
0.5,967.0,2.5,623.0,46.0,986.0,36.0,1409.0,737.0,22.6,81.3,1.8982
5.6,1386.0,33.2,1623.0,766.0,550.0,240.0,1758.0,1681.0,32.7,14.6,0.7721
0.9,1083.0,3.4,677.0,90.0,1067.0,98.0,1012.0,800.0,17.7,31.5,0.5992
0.2,690.0,0.2,391.0,9.0,1854.0,26.0,707.0,312.0,9.6,36.2,0.5983
1.5,1153.0,7.8,887.0,205.0,691.0,124.0,1090.0,1054.0,13.5,39.8,0.5562
1.3,1038.0,6.1,817.0,99.0,787.0,99.0,1618.0,747.0,20.3,50.1,1.3782
4.4,1311.0,19.5,1291.0,455.0,575.0,203.0,1685.0,1617.0,26.0,45.4,1.2525
0.8,959.0,2.4,618.0,196.0,921.0,66.0,959.0,780.0,6.5,61.1,0.577
1.8,1107.0,12.2,1052.0,431.0,598.0,136.0,1256.0,1434.0,6.2,63.0,0.5689
2.5,1314.0,14.5,1131.0,278.0,762.0,121.0,1805.0,1023.0,28.6,33.3,1.1045
1.9,1051.0,12.3,1053.0,179.0,893.0,129.0,1534.0,1191.0,14.1,35.7,0.6134
3.3,1115.0,16.3,1195.0,181.0,764.0,126.0,2044.0,1037.0,26.3,55.5,1.4822
1.0,834.0,3.0,648.0,204.0,927.0,49.0,1025.0,673.0,5.5,84.1,0.8474
3.8,1438.0,21.3,1341.0,295.0,482.0,181.0,1930.0,1674.0,27.2,25.4,1.0514
1.5,1067.0,9.8,967.0,216.0,906.0,109.0,1575.0,1199.0,23.0,29.2,0.9134
4.3,1636.0,26.5,1474.0,484.0,479.0,129.0,2244.0,1706.0,33.3,37.6,1.6431
3.8,1048.0,8.1,901.0,218.0,931.0,94.0,1491.0,1078.0,14.9,57.7,1.1876
2.8,1078.0,12.3,1069.0,284.0,635.0,122.0,1292.0,1073.0,17.4,27.7,0.5648
2.7,1234.0,11.7,1036.0,372.0,715.0,112.0,1625.0,1382.0,25.9,51.7,1.4466
4.5,1396.0,30.8,1580.0,1101.0,421.0,211.0,1672.0,2096.0,11.2,64.7,0.9658
5.2,1678.0,25.2,1445.0,519.0,447.0,198.0,1824.0,1984.0,11.9,46.2,0.6274
3.8,1491.0,18.3,1252.0,393.0,652.0,152.0,1709.0,1782.0,15.3,48.6,0.8803
1.2,846.0,3.6,686.0,109.0,955.0,49.0,1123.0,846.0,21.2,33.1,0.8876
3.3,1340.0,13.3,1094.0,485.0,547.0,166.0,1520.0,1215.0,8.0,67.3,0.6272
1.7,1155.0,8.5,916.0,79.0,894.0,73.0,1615.0,957.0,12.8,69.8,1.0851
2.0,1033.0,8.9,934.0,111.0,894.0,73.0,1499.0,509.0,31.1,29.2,1.482
2.0,1125.0,10.0,978.0,206.0,574.0,99.0,1671.0,1281.0,34.1,34.5,1.6817
3.2,1085.0,8.4,912.0,228.0,876.0,105.0,1445.0,930.0,13.3,48.1,0.7961
0.6,851.0,2.4,618.0,91.0,1074.0,117.0,909.0,584.0,9.9,35.3,0.3771
2.7,1285.0,13.0,1086.0,397.0,585.0,133.0,1578.0,1271.0,19.2,56.7,0.9135
0.8,974.0,7.3,862.0,195.0,770.0,139.0,1258.0,1152.0,32.2,27.4,1.0865
1.2,885.0,4.2,722.0,121.0,1073.0,92.0,1032.0,550.0,11.3,54.4,0.7664
1.8,1027.0,9.9,971.0,132.0,628.0,94.0,1463.0,783.0,23.2,23.0,0.867
0.6,1060.0,5.0,760.0,244.0,897.0,80.0,1262.0,889.0,12.5,78.5,0.9604
1.2,934.0,4.9,756.0,193.0,1063.0,116.0,1132.0,976.0,9.9,64.9,0.6654
1.7,1290.0,11.5,1036.0,322.0,408.0,128.0,1414.0,1617.0,11.5,62.6,0.9608
0.8,932.0,6.1,817.0,53.0,999.0,53.0,1573.0,733.0,29.2,28.8,1.2913
5.3,1416.0,30.4,1562.0,418.0,461.0,199.0,2289.0,1645.0,31.5,29.1,1.3167
0.7,835.0,1.3,528.0,51.0,1393.0,71.0,854.0,488.0,11.2,47.4,0.6087
2.5,1407.0,18.2,1252.0,171.0,607.0,103.0,2174.0,1530.0,22.5,58.0,1.3384
1.8,986.0,6.0,807.0,191.0,1015.0,97.0,1369.0,737.0,7.3,75.9,0.86
2.7,1262.0,10.6,987.0,518.0,580.0,115.0,1439.0,1149.0,9.2,84.7,1.2115
1.4,937.0,8.3,915.0,215.0,826.0,104.0,1114.0,991.0,17.1,37.7,0.5433
1.6,1145.0,8.5,924.0,159.0,770.0,122.0,1543.0,1055.0,23.7,43.3,1.0823
1.3,1038.0,8.2,901.0,87.0,856.0,48.0,1716.0,890.0,24.0,63.6,1.5942
3.6,1379.0,22.2,1362.0,499.0,551.0,136.0,1866.0,1701.0,24.6,46.7,1.1908
