CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
1.0,1059.0,4.1,713.0,208.0,906.0,104.0,1172.0,735.0,6.6,82.0,0.8759
2.8,1409.0,16.8,1198.0,404.0,684.0,190.0,1502.0,1366.0,16.0,33.1,0.5309
1.1,1011.0,3.2,664.0,101.0,869.0,22.0,1588.0,652.0,18.2,81.5,1.8723
2.0,1132.0,14.5,1131.0,81.0,780.0,143.0,2009.0,1394.0,32.5,36.5,1.6765
2.0,1165.0,10.9,1013.0,101.0,763.0,116.0,1680.0,1168.0,16.8,39.3,1.0706
0.4,823.0,1.6,553.0,39.0,1229.0,57.0,1017.0,495.0,12.9,45.8,0.828
1.8,876.0,3.5,682.0,196.0,1318.0,170.0,875.0,705.0,2.5,34.1,0.2189
1.6,1071.0,8.9,938.0,170.0,695.0,84.0,1420.0,1022.0,16.7,56.6,1.0788
1.3,947.0,6.4,828.0,200.0,749.0,135.0,1305.0,704.0,26.1,23.3,1.0109
0.8,946.0,5.0,765.0,189.0,873.0,108.0,1242.0,720.0,30.1,30.2,1.1605
2.3,1178.0,7.6,876.0,36.0,772.0,87.0,1626.0,1239.0,21.0,26.9,1.074
5.9,1598.0,25.4,1440.0,464.0,459.0,209.0,1997.0,2160.0,19.3,59.4,1.2924
1.9,1114.0,8.3,913.0,171.0,577.0,127.0,1269.0,1030.0,18.6,30.3,0.9941
2.5,1199.0,14.0,1114.0,410.0,550.0,174.0,1279.0,1085.0,18.0,32.9,0.8421
0.9,919.0,2.6,626.0,97.0,1212.0,72.0,1121.0,828.0,5.6,74.7,0.6383
3.6,1459.0,20.6,1317.0,278.0,519.0,96.0,2062.0,1499.0,15.9,62.1,1.3464
1.9,981.0,9.9,974.0,206.0,650.0,88.0,1348.0,942.0,18.0,37.2,1.096
4.5,1654.0,20.5,1317.0,390.0,452.0,142.0,2001.0,1861.0,14.0,74.5,1.5931
1.7,1253.0,8.6,919.0,349.0,579.0,134.0,1277.0,1185.0,12.3,64.1,0.7783
0.5,879.0,1.5,548.0,39.0,994.0,64.0,1146.0,711.0,16.1,61.8,1.1393
0.8,962.0,5.8,796.0,39.0,1162.0,73.0,1583.0,742.0,8.4,50.6,0.5942
1.2,1085.0,7.9,887.0,80.0,848.0,59.0,1614.0,743.0,33.1,36.9,1.3415
0.9,887.0,3.5,677.0,60.0,1136.0,59.0,1263.0,733.0,12.6,48.1,0.673
1.1,1043.0,7.2,871.0,210.0,642.0,144.0,1231.0,904.0,11.8,57.1,0.6497
1.1,1023.0,6.6,844.0,203.0,826.0,172.0,912.0,859.0,20.1,17.5,0.3538
2.1,1047.0,7.7,887.0,439.0,701.0,168.0,925.0,1051.0,6.0,47.4,0.3747
1.8,1099.0,13.4,1105.0,135.0,647.0,117.0,1662.0,1181.0,24.5,47.5,1.3919
3.4,1154.0,15.6,1176.0,138.0,700.0,94.0,2049.0,1019.0,30.6,44.8,1.8273
0.6,742.0,2.1,597.0,187.0,1160.0,147.0,574.0,568.0,7.4,22.6,0.2382
2.8,1368.0,16.5,1185.0,813.0,419.0,170.0,1529.0,1637.0,15.8,74.5,1.5194
3.7,1222.0,16.7,1210.0,722.0,433.0,217.0,1247.0,1400.0,6.3,61.6,0.5986
1.6,1052.0,10.7,1005.0,153.0,823.0,56.0,1915.0,756.0,36.0,56.1,1.9803
2.3,1160.0,11.6,1039.0,225.0,924.0,81.0,1664.0,969.0,17.9,75.4,1.4302
3.3,1105.0,21.8,1353.0,656.0,474.0,174.0,1288.0,1806.0,11.3,24.6,0.2608
0.9,952.0,4.5,738.0,50.0,979.0,106.0,1157.0,613.0,21.9,22.2,0.8181
0.3,855.0,1.4,544.0,35.0,1070.0,72.0,1234.0,449.0,15.3,71.6,1.3103
2.6,1244.0,13.3,1093.0,302.0,526.0,134.0,1621.0,1399.0,21.2,53.4,1.204
2.6,1169.0,16.5,1193.0,172.0,644.0,70.0,2019.0,1018.0,34.2,24.1,1.4863
3.0,1148.0,9.8,975.0,191.0,798.0,104.0,1539.0,1369.0,9.9,66.7,0.9342
0.2,759.0,0.5,451.0,13.0,1404.0,48.0,822.0,365.0,14.2,68.5,1.0543
2.4,1080.0,14.1,1120.0,238.0,829.0,140.0,1414.0,1064.0,31.3,14.3,0.6671
3.7,1411.0,34.0,1638.0,265.0,543.0,133.0,2433.0,1552.0,40.7,18.0,1.5624
1.3,1122.0,5.8,800.0,112.0,865.0,159.0,1397.0,1028.0,25.2,32.4,1.1521
2.0,1061.0,9.5,953.0,134.0,839.0,102.0,1572.0,1169.0,16.7,41.2,0.9133
2.5,1119.0,14.6,1135.0,248.0,654.0,177.0,1605.0,1413.0,21.2,42.5,0.9832
4.1,1673.0,20.5,1308.0,685.0,415.0,170.0,1721.0,1474.0,20.3,68.2,1.5042
1.0,952.0,2.6,627.0,127.0,1019.0,187.0,756.0,665.0,5.4,24.5,0.2778
1.4,971.0,6.3,821.0,89.0,834.0,59.0,1446.0,713.0,26.8,31.1,1.1314
3.8,1538.0,27.4,1492.0,307.0,597.0,160.0,2374.0,1739.0,27.3,42.5,1.4823
0.1,725.0,0.6,462.0,30.0,1198.0,45.0,709.0,411.0,4.4,50.5,0.3691
0.3,731.0,1.3,530.0,37.0,1180.0,50.0,920.0,388.0,15.7,44.9,0.9138
0.7,920.0,9.1,942.0,97.0,877.0,89.0,1707.0,677.0,29.5,24.9,1.1209
0.9,954.0,1.2,526.0,452.0,852.0,118.0,551.0,901.0,-0.8,81.8,0.2731
3.9,1239.0,14.6,1140.0,493.0,551.0,198.0,1376.0,1118.0,10.8,40.2,0.4685
2.9,1087.0,16.2,1188.0,297.0,668.0,153.0,1496.0,1101.0,27.8,18.0,0.7386
3.4,1386.0,20.9,1312.0,228.0,702.0,197.0,1663.0,1516.0,17.4,17.1,0.4032
2.1,1176.0,5.5,787.0,178.0,824.0,108.0,1518.0,885.0,25.3,54.8,1.4077
1.7,957.0,10.3,992.0,146.0,1082.0,92.0,1444.0,964.0,40.1,11.7,0.8834
4.4,1304.0,26.0,1459.0,251.0,650.0,129.0,2024.0,1497.0,28.5,26.2,1.2714
1.4,1169.0,5.9,809.0,159.0,797.0,79.0,1531.0,1090.0,13.2,83.1,1.4639
3.4,1094.0,10.2,982.0,417.0,903.0,135.0,1279.0,1095.0,14.2,24.8,0.4427
1.5,1215.0,14.1,1132.0,248.0,613.0,144.0,1466.0,1116.0,22.4,34.2,0.9642
4.5,1595.0,19.1,1279.0,509.0,425.0,178.0,1727.0,1462.0,18.5,58.1,1.3885
1.5,1157.0,6.3,824.0,498.0,676.0,153.0,856.0,1090.0,2.2,64.4,0.3443
0.9,1023.0,4.1,716.0,71.0,975.0,76.0,1048.0,704.0,9.7,49.3,0.4617
3.2,1161.0,13.2,1090.0,370.0,769.0,151.0,1485.0,1390.0,12.1,64.1,0.8135
3.4,1407.0,14.7,1134.0,387.0,679.0,192.0,1570.0,1156.0,12.9,36.7,0.6477
2.8,1114.0,12.6,1073.0,130.0,714.0,106.0,1562.0,789.0,25.1,29.7,1.053
3.2,1220.0,13.6,1097.0,452.0,645.0,168.0,1477.0,1127.0,12.6,58.6,0.8122
1.1,838.0,2.2,603.0,94.0,1179.0,110.0,863.0,577.0,11.7,18.9,0.2942
0.2,771.0,1.0,502.0,119.0,1137.0,67.0,708.0,460.0,13.8,59.3,0.9918
0.5,762.0,1.3,538.0,82.0,1202.0,77.0,891.0,400.0,9.0,47.3,0.565
1.4,991.0,4.7,747.0,174.0,919.0,95.0,1421.0,950.0,14.2,74.7,1.3779
0.6,1024.0,4.4,722.0,103.0,1113.0,66.0,1459.0,701.0,18.1,54.1,1.2822
2.4,1027.0,9.9,968.0,322.0,806.0,114.0,1198.0,1160.0,3.6,63.9,0.3484
1.2,1021.0,6.2,820.0,625.0,526.0,155.0,887.0,1375.0,5.0,70.6,0.7786
0.7,800.0,4.2,720.0,29.0,1038.0,88.0,1046.0,668.0,27.7,10.1,0.4625
3.4,1273.0,12.8,1072.0,290.0,639.0,92.0,1762.0,1313.0,15.5,75.1,1.5744
3.4,1282.0,15.8,1178.0,266.0,520.0,115.0,1833.0,1492.0,17.3,47.4,1.1183
3.2,1465.0,18.8,1268.0,223.0,690.0,140.0,1935.0,1370.0,20.4,66.4,1.239
1.2,1060.0,10.1,985.0,124.0,931.0,153.0,1532.0,964.0,25.2,20.6,0.727
0.9,968.0,6.3,829.0,154.0,742.0,106.0,1150.0,937.0,19.3,35.0,0.7828
1.5,944.0,7.7,886.0,78.0,992.0,49.0,1717.0,1139.0,24.2,53.6,1.4325
0.5,762.0,2.2,599.0,87.0,1052.0,68.0,862.0,638.0,5.6,61.8,0.4439
1.1,949.0,6.2,814.0,50.0,1003.0,71.0,1536.0,647.0,30.6,31.0,1.1986
2.8,1240.0,20.8,1324.0,254.0,569.0,131.0,2001.0,1535.0,28.3,45.2,1.3626
2.1,1026.0,10.5,997.0,292.0,596.0,103.0,1373.0,1162.0,8.8,53.3,0.5996
5.7,1581.0,24.0,1409.0,489.0,473.0,135.0,1878.0,2028.0,21.7,47.4,1.2774
3.9,1499.0,26.7,1474.0,265.0,549.0,95.0,2399.0,1776.0,39.6,32.2,1.77
5.8,1545.0,25.9,1457.0,442.0,498.0,154.0,2083.0,1786.0,30.4,61.6,1.6679
3.4,1314.0,18.4,1257.0,357.0,465.0,123.0,1815.0,1606.0,13.4,58.7,1.3248
6.4,1219.0,22.0,1356.0,731.0,620.0,185.0,1522.0,1756.0,10.9,43.0,0.4185
2.6,1025.0,12.6,1070.0,290.0,722.0,151.0,1363.0,1101.0,15.4,37.1,0.6466
3.4,1242.0,17.1,1216.0,176.0,706.0,116.0,2175.0,1138.0,31.9,39.9,1.7746
1.3,966.0,6.9,842.0,96.0,985.0,105.0,1331.0,604.0,15.4,31.9,0.637
3.6,1210.0,15.4,1160.0,421.0,673.0,156.0,1541.0,910.0,7.4,44.9,0.3849
3.3,1468.0,16.3,1178.0,434.0,463.0,187.0,1385.0,1514.0,11.7,27.3,0.4345
3.6,1303.0,14.4,1130.0,643.0,427.0,158.0,1279.0,1554.0,13.9,65.0,1.232
5.0,1416.0,18.7,1264.0,306.0,624.0,108.0,1910.0,1402.0,21.6,41.1,1.13
1.0,1018.0,4.9,751.0,75.0,919.0,60.0,1626.0,954.0,20.6,70.9,1.639
3.8,1478.0,18.1,1244.0,355.0,533.0,156.0,1800.0,1539.0,15.9,68.9,1.4773
0.8,846.0,3.1,663.0,47.0,1122.0,72.0,1179.0,615.0,19.0,31.2,0.7929
2.9,1171.0,9.9,968.0,201.0,875.0,74.0,1664.0,915.0,11.3,56.1,0.96
2.8,1340.0,9.7,967.0,210.0,533.0,131.0,1387.0,1032.0,24.9,38.9,1.1622
1.7,1153.0,13.0,1080.0,275.0,648.0,157.0,1361.0,1188.0,11.3,43.0,0.5
1.7,932.0,10.3,990.0,213.0,923.0,95.0,1594.0,934.0,23.3,53.5,1.2941
5.6,1450.0,24.3,1416.0,633.0,435.0,174.0,1918.0,1824.0,20.3,58.9,1.2397
