CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
1.4,1145.0,9.4,965.0,234.0,783.0,127.0,1381.0,1211.0,15.3,56.5,1.0723
8.5,1936.0,37.4,1718.0,901.0,416.0,282.0,2110.0,2252.0,20.3,44.8,1.085
2.8,1009.0,12.4,1054.0,256.0,698.0,107.0,1414.0,1209.0,21.2,31.9,1.0566
0.7,892.0,2.3,609.0,52.0,1376.0,62.0,1212.0,657.0,12.6,55.6,0.9701
2.9,1305.0,13.9,1115.0,132.0,690.0,84.0,2016.0,1152.0,28.8,37.4,1.6326
2.1,1057.0,10.8,1005.0,145.0,708.0,74.0,1834.0,1121.0,22.5,67.8,1.4917
5.3,1286.0,20.0,1293.0,592.0,539.0,200.0,1579.0,1617.0,12.8,46.3,0.6637
0.7,1017.0,1.7,561.0,347.0,933.0,101.0,701.0,791.0,0.7,70.3,0.3128
3.4,1214.0,9.2,933.0,199.0,728.0,103.0,1465.0,793.0,9.7,65.6,0.8627
5.5,1591.0,22.3,1365.0,499.0,452.0,185.0,1667.0,1754.0,21.7,32.3,0.9578
0.5,866.0,4.1,715.0,28.0,1306.0,50.0,1680.0,636.0,29.7,40.8,1.5409
1.7,913.0,3.8,703.0,155.0,1078.0,131.0,1065.0,605.0,10.9,51.3,0.6028
0.4,766.0,1.6,560.0,15.0,1339.0,46.0,1215.0,300.0,34.2,16.2,1.0718
4.9,1610.0,30.6,1575.0,884.0,446.0,247.0,1825.0,1668.0,23.8,52.7,1.1557
3.5,1407.0,19.3,1291.0,714.0,619.0,225.0,1462.0,1821.0,8.2,50.3,0.5098
1.0,912.0,8.0,897.0,77.0,775.0,62.0,1599.0,782.0,30.0,28.8,1.4756
3.7,1458.0,15.7,1167.0,177.0,607.0,101.0,2035.0,1414.0,26.7,60.7,1.6989
1.8,1095.0,6.4,830.0,88.0,1241.0,109.0,1437.0,826.0,21.4,15.4,0.5129
1.9,1171.0,8.0,896.0,315.0,601.0,116.0,1374.0,832.0,20.7,74.6,1.5344
1.2,1085.0,6.7,836.0,163.0,907.0,98.0,1518.0,1380.0,12.1,65.8,1.0032
1.0,1045.0,7.0,857.0,95.0,1082.0,43.0,1768.0,653.0,22.3,59.6,1.3063
1.1,917.0,3.2,666.0,235.0,1035.0,104.0,955.0,731.0,4.8,61.0,0.5097
2.4,1264.0,12.3,1058.0,494.0,542.0,104.0,1550.0,1281.0,11.3,77.7,1.1807
1.0,923.0,4.3,721.0,132.0,774.0,74.0,1263.0,641.0,22.1,39.2,1.3245
2.9,1235.0,9.5,952.0,626.0,646.0,189.0,981.0,1223.0,5.8,57.0,0.4595
2.1,1234.0,12.3,1057.0,168.0,807.0,77.0,1780.0,1311.0,22.2,66.3,1.447
5.9,1657.0,27.3,1486.0,427.0,472.0,173.0,1887.0,1957.0,24.6,43.0,0.8673
3.3,1209.0,12.4,1054.0,184.0,792.0,109.0,1777.0,1141.0,21.8,44.5,1.054
1.7,1116.0,9.5,961.0,343.0,761.0,64.0,1637.0,1210.0,16.7,79.0,1.5944
1.7,1064.0,9.1,938.0,240.0,635.0,89.0,1618.0,1026.0,22.2,63.6,1.572
4.2,1400.0,17.7,1238.0,563.0,513.0,145.0,1441.0,1732.0,20.3,26.2,0.7059
2.9,1213.0,13.5,1090.0,372.0,532.0,155.0,1307.0,1154.0,17.0,39.6,0.6643
0.5,761.0,1.3,533.0,67.0,1327.0,96.0,743.0,504.0,2.5,55.2,0.2661
0.8,953.0,3.2,665.0,44.0,1279.0,64.0,1474.0,565.0,26.3,48.4,1.4684
1.2,1109.0,6.5,835.0,189.0,891.0,83.0,1308.0,1095.0,7.7,71.4,0.8325
4.2,1448.0,30.1,1556.0,563.0,433.0,181.0,1897.0,1557.0,26.3,40.6,1.1613
1.7,1081.0,9.0,938.0,85.0,865.0,42.0,1876.0,1129.0,20.9,66.4,1.5205
0.3,779.0,1.4,542.0,43.0,1290.0,29.0,1177.0,444.0,11.8,66.9,1.0241
4.5,1495.0,25.3,1457.0,376.0,437.0,134.0,2209.0,1551.0,22.9,74.3,1.7398
0.4,807.0,1.7,564.0,17.0,1189.0,51.0,1239.0,378.0,26.6,33.1,1.1665
0.7,898.0,4.0,709.0,28.0,1196.0,50.0,1255.0,646.0,15.4,41.5,0.8077
3.1,1175.0,10.2,982.0,653.0,691.0,139.0,1107.0,1365.0,2.9,68.9,0.515
3.4,1160.0,11.2,1018.0,224.0,758.0,140.0,1603.0,895.0,21.3,37.7,0.9946
