CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
0.8,851.0,4.6,740.0,57.0,1142.0,50.0,1468.0,658.0,25.2,36.4,1.3025
2.4,1020.0,10.6,988.0,296.0,963.0,121.0,1328.0,1146.0,16.6,24.0,0.4548
0.7,874.0,2.6,626.0,93.0,1061.0,48.0,990.0,558.0,12.3,54.6,0.7222
1.7,1283.0,6.3,825.0,200.0,889.0,132.0,1293.0,1142.0,9.2,63.2,0.5579
2.2,1144.0,9.8,962.0,320.0,861.0,162.0,1209.0,1048.0,10.2,37.7,0.302
2.8,1313.0,18.6,1250.0,330.0,518.0,135.0,1920.0,1375.0,31.9,37.1,1.4585
2.8,1315.0,7.6,879.0,345.0,667.0,152.0,1172.0,1451.0,5.9,71.6,0.6677
2.0,1134.0,6.2,816.0,95.0,874.0,95.0,1339.0,974.0,8.5,59.2,0.6835
2.6,1282.0,17.0,1204.0,276.0,551.0,92.0,1967.0,1539.0,21.0,64.7,1.5806
2.0,1128.0,13.1,1090.0,301.0,536.0,159.0,1493.0,1308.0,8.5,62.4,0.6374
1.6,1105.0,10.3,994.0,203.0,697.0,119.0,1329.0,760.0,13.1,60.1,1.0121
3.6,1339.0,22.5,1366.0,257.0,759.0,143.0,1968.0,1541.0,32.8,24.0,1.1119
1.1,944.0,5.2,772.0,220.0,689.0,87.0,1295.0,952.0,15.3,65.8,1.2694
2.6,1018.0,10.1,982.0,192.0,873.0,82.0,1726.0,995.0,23.7,64.7,1.5146
3.8,1210.0,24.7,1425.0,356.0,591.0,171.0,1907.0,1344.0,34.3,26.0,1.383
2.5,1294.0,8.8,933.0,436.0,699.0,170.0,1416.0,1124.0,16.6,57.2,0.7814
5.7,1714.0,26.4,1459.0,683.0,375.0,132.0,1995.0,1791.0,9.5,76.2,1.1304
2.2,1105.0,8.1,897.0,334.0,762.0,99.0,1239.0,827.0,11.5,51.6,0.7328
1.7,1124.0,6.1,813.0,311.0,822.0,115.0,1218.0,1337.0,13.7,71.7,1.0434
2.0,1120.0,8.1,900.0,231.0,688.0,185.0,1220.0,958.0,11.6,52.5,0.6628
3.4,1210.0,17.3,1227.0,192.0,650.0,68.0,2223.0,1193.0,38.7,57.3,2.0856
1.2,1083.0,4.9,760.0,113.0,824.0,77.0,1183.0,848.0,16.8,52.7,1.1759
0.6,861.0,0.9,492.0,6.0,1646.0,24.0,1108.0,343.0,15.5,50.5,0.8008
0.5,966.0,1.8,570.0,129.0,940.0,83.0,765.0,472.0,3.1,50.8,0.3208
0.3,785.0,0.9,495.0,63.0,1412.0,88.0,684.0,385.0,8.2,45.2,0.4624
2.2,1207.0,12.0,1050.0,227.0,746.0,116.0,1768.0,1199.0,24.4,50.9,1.3444
2.7,1238.0,11.6,1028.0,303.0,775.0,119.0,1511.0,877.0,11.2,58.1,0.7013
0.7,820.0,3.4,674.0,11.0,1249.0,31.0,1653.0,457.0,33.0,39.5,1.8268
3.0,1317.0,12.4,1062.0,526.0,605.0,183.0,1478.0,1385.0,13.5,54.5,0.8884
0.3,866.0,3.5,686.0,57.0,1226.0,104.0,1017.0,444.0,21.7,15.1,0.4433
0.8,846.0,4.0,710.0,76.0,1214.0,87.0,1190.0,639.0,24.9,20.6,0.7124
0.7,982.0,4.7,751.0,93.0,1162.0,88.0,1343.0,917.0,18.5,64.2,1.4171
4.5,1357.0,22.7,1374.0,316.0,700.0,196.0,1815.0,1649.0,18.2,27.0,0.6278
1.6,1159.0,8.4,905.0,352.0,844.0,90.0,1464.0,797.0,11.7,65.9,0.9649
0.2,743.0,1.8,574.0,89.0,1112.0,71.0,778.0,389.0,17.4,19.5,0.3111
1.0,959.0,9.0,935.0,154.0,1023.0,97.0,1309.0,950.0,17.2,36.9,0.6999
2.5,1175.0,10.5,988.0,472.0,622.0,176.0,1123.0,1000.0,10.7,38.7,0.4924
2.4,1210.0,9.8,970.0,111.0,785.0,85.0,1839.0,1148.0,26.4,60.2,1.6653
3.5,1365.0,24.2,1412.0,357.0,428.0,117.0,2047.0,1604.0,26.7,52.5,1.5763
3.6,1393.0,17.6,1222.0,326.0,650.0,113.0,1861.0,1550.0,24.8,47.7,1.3081
6.7,1761.0,33.6,1623.0,604.0,415.0,194.0,2188.0,1907.0,26.9,52.1,1.4549
0.3,788.0,1.1,518.0,34.0,1153.0,40.0,893.0,484.0,11.1,59.5,0.8412
0.9,1018.0,4.0,704.0,151.0,846.0,84.0,1148.0,801.0,11.2,66.3,0.7771
0.5,892.0,2.9,652.0,77.0,1134.0,70.0,1062.0,618.0,8.4,51.9,0.4756
0.9,1048.0,5.8,806.0,168.0,721.0,135.0,826.0,707.0,7.6,31.5,0.281
2.7,1159.0,17.3,1221.0,89.0,582.0,52.0,2207.0,1368.0,44.4,41.3,2.1759
1.9,951.0,6.6,836.0,194.0,1014.0,87.0,1251.0,976.0,8.6,68.5,0.6395
1.3,1011.0,6.6,830.0,261.0,857.0,129.0,1102.0,1075.0,10.5,52.8,0.6702
1.5,987.0,4.8,746.0,135.0,884.0,100.0,1303.0,956.0,13.0,65.5,1.0894
0.6,790.0,2.4,612.0,83.0,1154.0,61.0,769.0,592.0,7.8,37.4,0.3798
0.8,899.0,5.8,807.0,442.0,791.0,116.0,999.0,975.0,21.5,45.3,0.915
0.8,891.0,5.1,773.0,29.0,864.0,63.0,1703.0,752.0,33.0,45.7,1.8741
2.1,1246.0,8.4,913.0,691.0,673.0,177.0,1041.0,1170.0,0.3,81.3,0.4536
1.3,1186.0,10.8,1009.0,132.0,742.0,57.0,1958.0,1111.0,21.2,82.1,1.9038
2.4,1137.0,20.2,1306.0,127.0,496.0,179.0,1950.0,1278.0,33.1,22.0,1.2643
2.8,1189.0,11.0,1011.0,447.0,705.0,194.0,1044.0,1112.0,6.9,27.6,0.2571
3.4,1232.0,12.4,1059.0,296.0,597.0,148.0,1576.0,1243.0,17.2,65.4,1.1478
1.4,1035.0,8.3,914.0,114.0,870.0,99.0,1816.0,996.0,28.8,53.6,1.5627
2.4,1133.0,11.9,1043.0,335.0,732.0,83.0,1801.0,1058.0,18.5,81.7,1.8372
1.9,1150.0,10.7,992.0,153.0,745.0,71.0,1832.0,1190.0,26.6,55.4,1.5341
0.3,758.0,1.1,516.0,43.0,1343.0,35.0,983.0,338.0,24.9,39.4,1.2573
3.6,1354.0,14.8,1145.0,472.0,642.0,182.0,1542.0,1237.0,9.5,56.2,0.7231
4.1,1413.0,13.5,1095.0,423.0,623.0,120.0,1828.0,1532.0,4.8,79.6,0.806
3.7,1318.0,12.2,1056.0,171.0,955.0,152.0,1613.0,900.0,30.5,16.0,0.8141
2.0,890.0,5.6,793.0,228.0,1056.0,101.0,1023.0,749.0,6.9,58.1,0.4604
7.1,1667.0,40.8,1778.0,722.0,383.0,188.0,2289.0,2438.0,17.1,67.7,1.3371
1.5,1029.0,5.5,780.0,94.0,1081.0,55.0,1401.0,834.0,15.4,60.7,1.0081
1.2,1104.0,10.4,996.0,31.0,712.0,52.0,2040.0,890.0,29.4,28.0,1.5346
2.9,1129.0,14.3,1121.0,225.0,806.0,79.0,1811.0,959.0,24.1,53.7,1.5192
1.0,1093.0,5.8,795.0,263.0,716.0,93.0,1236.0,1047.0,8.4,78.0,1.2366
2.2,1063.0,6.7,842.0,224.0,801.0,125.0,987.0,795.0,14.2,35.4,0.5375
1.0,841.0,3.0,657.0,191.0,1251.0,114.0,768.0,487.0,17.1,26.8,0.3425
4.0,1186.0,11.5,1026.0,494.0,744.0,128.0,1220.0,1299.0,7.5,49.2,0.5069
4.3,1421.0,24.7,1428.0,411.0,607.0,133.0,2156.0,1397.0,15.8,70.1,1.2265
2.4,1101.0,13.0,1087.0,362.0,727.0,147.0,1513.0,1242.0,14.7,63.3,1.2744
1.5,1060.0,8.0,901.0,83.0,983.0,106.0,1487.0,861.0,15.5,48.1,0.9164
1.0,958.0,4.4,733.0,256.0,1024.0,100.0,1122.0,595.0,10.3,71.5,0.926
1.0,936.0,3.3,673.0,265.0,893.0,71.0,1042.0,1037.0,7.1,74.8,0.9536
0.5,812.0,2.3,612.0,89.0,1319.0,78.0,984.0,638.0,8.7,44.8,0.5051
2.7,1481.0,16.4,1209.0,412.0,372.0,167.0,1691.0,1636.0,22.1,62.9,1.5883
0.6,854.0,4.1,719.0,35.0,1201.0,68.0,1271.0,443.0,31.3,19.9,1.009
4.1,1200.0,17.7,1221.0,201.0,720.0,82.0,1967.0,1226.0,36.2,29.6,1.417
5.2,1606.0,29.8,1534.0,280.0,552.0,152.0,2322.0,1595.0,24.8,38.4,1.2542
2.3,1328.0,13.0,1078.0,227.0,653.0,141.0,1848.0,1326.0,17.7,57.8,1.308
2.6,1058.0,10.5,995.0,491.0,583.0,150.0,1309.0,1173.0,9.5,69.3,0.8467
7.0,1637.0,28.4,1517.0,749.0,519.0,270.0,1737.0,1819.0,9.8,46.1,0.3028
1.2,1123.0,5.4,779.0,86.0,910.0,101.0,1458.0,1035.0,16.7,60.5,1.2386
6.4,1583.0,29.7,1547.0,460.0,567.0,157.0,2253.0,1912.0,19.0,60.5,1.3891
0.2,808.0,1.7,565.0,31.0,1365.0,38.0,1040.0,479.0,14.7,61.7,0.9507
1.8,1331.0,12.2,1062.0,162.0,686.0,121.0,1534.0,1305.0,19.6,43.4,1.0313
1.2,1106.0,5.7,795.0,91.0,961.0,105.0,1613.0,1103.0,14.6,71.6,1.1216
