CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
0.8,919.0,6.2,827.0,87.0,1200.0,87.0,1576.0,616.0,29.8,22.5,0.9093
0.3,772.0,0.6,458.0,90.0,857.0,89.0,634.0,432.0,4.6,64.6,0.4701
3.0,1416.0,13.4,1093.0,232.0,704.0,66.0,1895.0,1266.0,15.8,72.2,1.5079
3.4,1372.0,15.1,1149.0,517.0,677.0,115.0,1666.0,1529.0,3.0,79.1,0.8358
4.0,1375.0,14.1,1119.0,265.0,883.0,127.0,1564.0,1254.0,12.6,43.2,0.753
1.1,1070.0,5.7,792.0,117.0,903.0,77.0,1463.0,773.0,13.4,64.1,1.0546
2.3,1118.0,15.0,1149.0,363.0,551.0,118.0,1552.0,1488.0,14.8,55.7,1.2849
1.9,1109.0,14.9,1154.0,129.0,891.0,66.0,1841.0,1018.0,31.3,29.0,1.1922
2.9,1298.0,11.2,1013.0,401.0,643.0,166.0,1255.0,1062.0,16.0,38.0,0.8671
3.5,1031.0,11.7,1036.0,140.0,689.0,77.0,1526.0,706.0,25.8,22.4,0.7993
4.6,1206.0,18.7,1260.0,495.0,671.0,178.0,1718.0,1080.0,19.6,25.5,0.6618
1.4,979.0,9.4,954.0,70.0,955.0,46.0,2165.0,662.0,32.8,64.3,1.9876
1.8,981.0,6.3,821.0,214.0,1036.0,55.0,1273.0,840.0,6.8,83.4,1.2844
4.9,1355.0,18.5,1257.0,279.0,623.0,177.0,1677.0,1426.0,17.3,30.1,0.5676
1.3,1369.0,11.5,1023.0,212.0,537.0,125.0,1585.0,1488.0,11.2,62.7,0.9113
1.7,1155.0,3.4,668.0,42.0,1040.0,80.0,1169.0,636.0,17.3,19.7,0.4527
4.2,1458.0,29.1,1540.0,462.0,530.0,161.0,2030.0,1648.0,32.8,33.0,1.5519
0.6,884.0,3.8,703.0,48.0,926.0,51.0,1422.0,498.0,12.7,70.9,1.228
4.6,1354.0,27.2,1491.0,478.0,475.0,177.0,1936.0,1809.0,17.9,55.7,1.2014
1.2,1070.0,5.1,764.0,130.0,777.0,70.0,1237.0,1038.0,11.7,45.9,0.9474
1.1,859.0,4.7,743.0,124.0,802.0,61.0,1385.0,712.0,22.8,54.3,1.4428
1.9,1067.0,6.8,840.0,198.0,740.0,138.0,1069.0,1245.0,7.0,47.8,0.4186
2.1,1186.0,9.9,978.0,131.0,839.0,82.0,1792.0,1041.0,23.4,65.4,1.6556
1.2,971.0,8.4,912.0,57.0,1010.0,94.0,1774.0,955.0,40.6,22.6,1.3288
4.3,1430.0,16.2,1187.0,438.0,516.0,154.0,1658.0,1516.0,14.4,55.6,0.9242
3.0,1289.0,11.8,1043.0,547.0,559.0,197.0,1229.0,1221.0,9.0,53.2,0.4609
1.8,1004.0,10.1,979.0,305.0,855.0,154.0,1448.0,1321.0,8.5,59.4,0.7716
1.2,816.0,4.8,754.0,66.0,1251.0,77.0,1158.0,570.0,12.2,46.6,0.5952
1.0,907.0,2.4,615.0,184.0,882.0,68.0,1050.0,748.0,7.7,61.5,0.8326
5.7,1685.0,26.4,1473.0,790.0,525.0,236.0,1618.0,2004.0,21.2,31.8,0.7506
1.4,1204.0,6.6,837.0,422.0,631.0,100.0,1102.0,972.0,9.2,77.0,0.8665
0.3,819.0,1.4,545.0,31.0,1114.0,50.0,1009.0,480.0,17.0,57.4,1.217
1.2,1064.0,8.9,937.0,194.0,702.0,84.0,1578.0,1082.0,24.1,49.1,1.1239
0.6,960.0,2.5,620.0,77.0,1044.0,38.0,1106.0,634.0,6.2,80.6,0.9451
1.4,1039.0,4.7,752.0,154.0,736.0,89.0,1114.0,965.0,15.2,43.6,1.0374
1.8,1169.0,10.6,996.0,114.0,712.0,146.0,1833.0,952.0,15.2,48.9,0.7829
2.9,1109.0,11.4,1027.0,269.0,956.0,145.0,1544.0,974.0,22.0,23.2,0.6551
2.0,1134.0,10.3,987.0,234.0,802.0,129.0,1495.0,1074.0,15.6,41.9,0.6894
2.7,1131.0,11.1,1021.0,454.0,541.0,94.0,1312.0,1282.0,18.0,65.2,1.2332
0.5,897.0,3.6,687.0,50.0,1151.0,73.0,1566.0,685.0,21.9,72.1,1.4783
2.5,1196.0,13.6,1099.0,294.0,559.0,94.0,1546.0,1295.0,9.7,75.7,1.0322
0.5,825.0,2.7,632.0,60.0,1318.0,85.0,1205.0,524.0,17.0,26.4,0.5166
0.8,888.0,4.0,707.0,147.0,1019.0,118.0,1097.0,615.0,16.2,35.8,0.7754
1.0,943.0,3.6,685.0,152.0,1041.0,94.0,1027.0,714.0,19.4,38.6,0.8498
0.6,971.0,2.0,587.0,77.0,1116.0,38.0,994.0,805.0,4.2,75.9,0.6852
1.9,1003.0,6.8,841.0,195.0,818.0,85.0,1340.0,875.0,12.5,64.6,0.9662
2.9,1254.0,17.0,1211.0,186.0,1038.0,121.0,1841.0,928.0,15.6,53.2,0.7283
0.7,873.0,2.5,623.0,61.0,1214.0,77.0,1165.0,480.0,13.0,55.7,1.0347
1.2,900.0,3.4,685.0,180.0,892.0,82.0,977.0,644.0,23.7,39.5,1.0314
2.1,1105.0,14.3,1124.0,151.0,757.0,94.0,1888.0,1076.0,36.2,31.0,1.6731
1.6,946.0,5.7,791.0,120.0,975.0,70.0,1250.0,858.0,11.0,54.7,0.7036
0.6,764.0,2.5,625.0,47.0,1115.0,66.0,928.0,564.0,10.1,26.4,0.3427
1.2,1020.0,5.5,785.0,119.0,1101.0,112.0,1177.0,925.0,8.1,47.4,0.5364
1.5,915.0,3.0,653.0,79.0,1286.0,110.0,1091.0,509.0,17.0,30.0,0.4878
1.6,964.0,9.5,957.0,138.0,1053.0,62.0,1745.0,1131.0,19.4,56.0,1.1539
1.6,992.0,10.6,995.0,253.0,763.0,113.0,1939.0,1018.0,26.1,69.3,1.8252
2.3,1275.0,11.8,1040.0,155.0,713.0,151.0,1483.0,1164.0,15.8,32.3,0.608
0.9,1002.0,3.8,700.0,63.0,1021.0,39.0,1428.0,687.0,21.2,52.1,1.2283
1.2,1129.0,7.9,892.0,64.0,886.0,58.0,1819.0,882.0,28.3,43.2,1.3659
1.0,981.0,4.2,728.0,38.0,1244.0,34.0,1837.0,680.0,16.0,82.0,1.7423
2.2,1134.0,13.0,1091.0,333.0,604.0,110.0,1472.0,1071.0,24.4,41.1,1.3663
3.9,1385.0,19.7,1301.0,485.0,608.0,148.0,1802.0,1794.0,6.8,72.5,0.7825
1.9,1174.0,9.5,949.0,285.0,609.0,120.0,1438.0,1027.0,16.2,56.4,1.0617
2.3,1304.0,9.6,965.0,182.0,759.0,139.0,1586.0,1080.0,13.8,54.3,0.9353
0.9,866.0,5.2,776.0,93.0,870.0,78.0,1286.0,827.0,15.0,40.6,0.8413
1.1,979.0,4.2,721.0,99.0,1274.0,95.0,1422.0,574.0,12.6,57.1,0.6617
3.1,1307.0,21.2,1334.0,505.0,529.0,170.0,1792.0,1503.0,26.1,33.5,0.9452
2.6,1179.0,11.7,1039.0,363.0,551.0,107.0,1373.0,1121.0,8.9,70.9,1.1464
2.3,1227.0,7.2,865.0,165.0,845.0,87.0,1464.0,872.0,14.4,56.8,0.9486
3.1,1384.0,17.7,1230.0,578.0,515.0,173.0,1482.0,1514.0,12.6,56.6,0.8804
2.8,1488.0,18.0,1241.0,438.0,482.0,195.0,1572.0,1874.0,20.5,39.2,0.8699
4.0,1266.0,13.0,1079.0,432.0,699.0,125.0,1687.0,1163.0,17.4,68.9,1.0162
