CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
0.8,885.0,1.8,578.0,74.0,1194.0,69.0,902.0,555.0,11.5,48.1,0.7322
6.1,1426.0,21.0,1328.0,935.0,484.0,277.0,1323.0,1530.0,10.8,38.1,0.4137
2.7,1371.0,15.9,1181.0,363.0,527.0,153.0,1843.0,1475.0,18.4,55.2,1.0087
4.8,1352.0,23.0,1379.0,393.0,617.0,147.0,2008.0,1216.0,36.6,42.2,1.5446
3.8,1175.0,17.9,1234.0,208.0,593.0,114.0,1738.0,1131.0,23.0,15.9,0.6636
3.8,1513.0,15.7,1169.0,275.0,604.0,180.0,1524.0,1704.0,13.1,36.0,0.6093
1.1,737.0,3.1,654.0,32.0,1359.0,50.0,1346.0,586.0,16.9,45.1,0.8741
1.2,905.0,4.2,717.0,158.0,1029.0,89.0,1037.0,563.0,6.0,56.1,0.3675
1.3,1028.0,5.9,808.0,162.0,830.0,94.0,1488.0,890.0,15.2,65.9,1.2997
2.4,1137.0,14.3,1129.0,225.0,800.0,134.0,1583.0,1083.0,25.4,36.4,0.9401
2.3,1054.0,8.7,920.0,297.0,704.0,161.0,1320.0,965.0,19.5,58.2,0.9154
2.7,1319.0,10.2,976.0,498.0,653.0,176.0,1258.0,1276.0,7.7,69.9,0.69
0.6,916.0,6.3,830.0,162.0,910.0,81.0,1378.0,837.0,32.9,34.7,1.42
0.7,937.0,2.5,627.0,70.0,1078.0,109.0,928.0,547.0,12.0,37.8,0.4715
1.1,1049.0,3.7,692.0,128.0,848.0,111.0,1107.0,876.0,5.6,50.5,0.3485
0.7,977.0,6.5,835.0,100.0,808.0,65.0,1311.0,704.0,28.1,20.9,0.9461
1.3,933.0,8.2,903.0,131.0,907.0,77.0,1832.0,803.0,23.9,53.4,1.6231
6.0,1631.0,34.4,1651.0,937.0,378.0,254.0,1756.0,1994.0,11.3,41.0,0.5825
0.6,795.0,2.7,638.0,92.0,1060.0,58.0,1249.0,500.0,26.8,42.9,1.0773
2.7,1113.0,12.7,1074.0,249.0,821.0,133.0,1609.0,999.0,21.3,40.2,1.0156
0.9,995.0,6.9,855.0,113.0,949.0,85.0,1340.0,660.0,18.8,35.4,0.8113
0.7,802.0,1.7,559.0,97.0,1356.0,66.0,843.0,497.0,4.4,59.2,0.4433
2.5,1367.0,16.7,1205.0,398.0,492.0,170.0,1599.0,1813.0,9.5,69.1,0.7368
1.1,902.0,3.5,688.0,205.0,1086.0,31.0,1135.0,615.0,8.4,77.2,0.8647
3.9,1321.0,21.7,1348.0,494.0,555.0,161.0,1775.0,1641.0,23.7,26.7,0.9213
3.7,1235.0,16.5,1197.0,329.0,916.0,128.0,1533.0,1216.0,10.6,29.3,0.3535
4.8,1846.0,33.5,1628.0,829.0,365.0,256.0,1938.0,2342.0,14.2,66.9,1.1719
7.1,1609.0,28.1,1514.0,808.0,411.0,288.0,1942.0,2470.0,6.5,64.8,0.781
1.6,1041.0,5.0,765.0,334.0,697.0,116.0,1072.0,1402.0,5.4,73.5,0.8654
3.1,1049.0,10.4,995.0,166.0,775.0,135.0,1490.0,843.0,12.8,39.8,0.7144
1.2,998.0,5.5,779.0,134.0,714.0,109.0,1128.0,737.0,20.6,25.8,0.7462
2.6,1288.0,8.8,924.0,567.0,594.0,132.0,1221.0,966.0,8.2,69.2,0.8288
2.4,1152.0,18.3,1253.0,103.0,841.0,76.0,2227.0,1180.0,30.6,34.0,1.6206
3.8,1599.0,22.1,1356.0,581.0,498.0,201.0,1744.0,1985.0,18.0,49.3,0.9366
1.7,1055.0,5.9,809.0,201.0,865.0,135.0,1185.0,840.0,10.9,52.1,0.6837
3.4,1245.0,16.3,1198.0,365.0,597.0,158.0,1859.0,1555.0,18.6,59.5,1.1506
0.8,861.0,3.0,653.0,70.0,1386.0,78.0,1138.0,644.0,7.8,57.0,0.5985
3.5,1343.0,16.5,1198.0,264.0,583.0,77.0,1944.0,1456.0,21.1,64.4,1.5808
4.2,1545.0,16.5,1196.0,651.0,490.0,214.0,1554.0,1755.0,13.8,65.5,1.0304
2.4,1176.0,11.9,1048.0,189.0,888.0,104.0,1545.0,802.0,28.7,15.3,0.8634
2.0,1106.0,5.8,807.0,425.0,858.0,178.0,1078.0,1099.0,6.0,59.5,0.6462
1.7,1018.0,5.4,781.0,86.0,954.0,49.0,1598.0,646.0,18.3,43.7,1.114
2.8,1213.0,16.4,1205.0,456.0,525.0,193.0,1358.0,1563.0,19.7,37.6,1.0746
3.5,1493.0,22.0,1355.0,537.0,485.0,217.0,1733.0,1779.0,18.1,47.1,0.9782
0.7,1013.0,4.4,734.0,64.0,952.0,88.0,1258.0,797.0,13.7,38.0,0.6107
2.1,1010.0,5.9,802.0,229.0,909.0,120.0,1100.0,658.0,21.2,23.1,0.6415
1.6,1095.0,6.3,822.0,190.0,1006.0,78.0,1338.0,861.0,17.3,57.7,1.049
1.4,1174.0,5.0,757.0,98.0,717.0,59.0,1447.0,914.0,17.8,58.7,1.2618
3.5,1236.0,14.2,1121.0,344.0,573.0,134.0,1296.0,1144.0,20.5,28.2,0.7836
1.2,1067.0,8.9,930.0,134.0,853.0,78.0,1403.0,955.0,14.3,76.4,1.0031
1.1,1032.0,9.6,962.0,70.0,885.0,95.0,1756.0,795.0,36.1,32.1,1.5859
1.2,998.0,9.6,959.0,94.0,1032.0,61.0,2129.0,1003.0,18.1,77.7,1.683
3.3,1119.0,11.0,1013.0,633.0,625.0,215.0,1058.0,1364.0,2.5,60.3,0.3192
5.3,1433.0,22.8,1373.0,436.0,563.0,222.0,1487.0,1349.0,31.4,10.3,0.3765
1.9,1144.0,10.6,1003.0,135.0,730.0,83.0,1713.0,968.0,19.9,61.7,1.4023
1.3,1030.0,7.5,883.0,210.0,679.0,97.0,1360.0,863.0,13.2,64.0,1.3047
0.4,785.0,1.6,559.0,60.0,1327.0,56.0,1078.0,414.0,14.9,60.9,0.9511
1.5,1056.0,9.1,936.0,341.0,696.0,120.0,1209.0,1234.0,20.8,34.9,0.7789
4.2,1425.0,15.7,1174.0,308.0,619.0,160.0,1750.0,1069.0,14.8,57.3,0.7149
1.7,905.0,6.4,828.0,69.0,1179.0,90.0,1337.0,519.0,21.9,24.6,0.4839
0.5,844.0,1.9,578.0,24.0,1102.0,25.0,1357.0,547.0,23.7,55.7,1.5493
3.4,1298.0,18.7,1255.0,317.0,616.0,112.0,1821.0,1509.0,15.6,69.5,1.2266
1.7,1128.0,10.2,986.0,316.0,703.0,164.0,1244.0,1198.0,18.8,32.9,0.7128
2.8,1307.0,13.1,1083.0,450.0,544.0,116.0,1459.0,1237.0,13.3,75.3,1.0834
3.1,1229.0,11.9,1039.0,268.0,688.0,139.0,1646.0,1423.0,10.2,57.9,0.8739
3.0,1083.0,12.1,1049.0,415.0,1066.0,149.0,1386.0,1142.0,9.1,53.2,0.33
4.9,1155.0,13.1,1081.0,332.0,698.0,117.0,1531.0,908.0,29.8,39.3,1.2557
4.7,1394.0,17.7,1241.0,705.0,472.0,254.0,1305.0,1623.0,12.4,31.5,0.4809
1.4,892.0,5.0,766.0,82.0,1179.0,91.0,1073.0,810.0,12.4,25.5,0.2568
