CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2.7,1463.0,14.4,1124.0,187.0,595.0,158.0,1781.0,1490.0,19.7,41.1,1.1528
1.1,932.0,3.5,687.0,64.0,1315.0,69.0,1339.0,510.0,26.7,29.6,0.9445
0.5,908.0,3.1,656.0,5.0,1117.0,9.0,1698.0,487.0,33.8,48.1,1.7344
2.3,912.0,8.6,928.0,343.0,914.0,140.0,1014.0,1075.0,11.6,25.9,0.4007
0.5,856.0,2.6,627.0,52.0,1308.0,43.0,1330.0,468.0,21.4,58.4,1.342
1.2,1143.0,4.8,753.0,78.0,1131.0,104.0,1552.0,683.0,15.5,54.0,0.8847
6.5,1922.0,33.3,1627.0,843.0,382.0,181.0,2034.0,2463.0,6.9,74.4,0.8926
2.5,1132.0,9.3,943.0,242.0,699.0,123.0,1612.0,1205.0,15.3,72.7,1.4277
1.9,1106.0,8.8,930.0,471.0,718.0,115.0,1248.0,1262.0,5.9,80.2,0.8369
2.0,1197.0,18.1,1242.0,271.0,489.0,90.0,1792.0,1240.0,31.1,31.8,1.274
3.0,958.0,12.6,1066.0,51.0,1096.0,85.0,1816.0,673.0,35.5,12.6,0.9361
0.8,920.0,5.9,808.0,63.0,1054.0,42.0,1611.0,588.0,29.4,42.3,1.3669
3.2,1302.0,18.9,1272.0,470.0,594.0,129.0,1755.0,1256.0,17.9,70.2,1.0743
2.7,1328.0,18.3,1245.0,243.0,537.0,142.0,2010.0,1207.0,24.9,42.3,1.3891
2.4,1138.0,7.2,871.0,335.0,575.0,130.0,1244.0,1173.0,7.5,63.8,0.7236
1.1,1061.0,4.1,707.0,89.0,803.0,62.0,1452.0,721.0,14.8,66.9,1.5384
2.8,1186.0,9.4,956.0,179.0,937.0,116.0,1460.0,928.0,21.8,34.3,0.7074
2.3,1079.0,13.3,1096.0,778.0,576.0,157.0,1143.0,1386.0,2.2,77.4,0.5494
2.2,1171.0,18.5,1275.0,243.0,468.0,107.0,1976.0,1304.0,29.3,51.5,1.6194
0.8,896.0,6.8,847.0,165.0,905.0,72.0,1217.0,786.0,19.8,44.6,0.8855
1.0,1051.0,4.0,711.0,78.0,881.0,94.0,1139.0,777.0,15.0,34.4,0.6053
1.1,1018.0,5.7,792.0,245.0,765.0,86.0,1096.0,907.0,7.9,60.3,0.6811
2.3,1449.0,18.0,1245.0,367.0,442.0,170.0,1521.0,1756.0,16.2,40.7,0.8112
2.1,1207.0,9.9,968.0,442.0,728.0,122.0,1445.0,1199.0,2.6,85.5,0.9119
2.5,1041.0,20.5,1318.0,656.0,505.0,123.0,1498.0,1662.0,18.0,51.3,1.0375
0.4,895.0,1.2,527.0,33.0,1107.0,110.0,910.0,518.0,9.4,55.7,0.6416
2.8,1281.0,13.9,1115.0,208.0,667.0,86.0,1861.0,1073.0,32.5,41.0,1.5587
2.6,1332.0,13.6,1097.0,179.0,723.0,92.0,1748.0,1167.0,19.5,52.0,1.1025
2.6,1060.0,12.8,1079.0,141.0,869.0,162.0,1702.0,722.0,35.9,15.6,0.9456
5.1,1395.0,23.0,1380.0,904.0,417.0,219.0,1506.0,1935.0,12.4,51.6,0.9021
0.9,842.0,2.3,608.0,33.0,1307.0,77.0,1033.0,424.0,20.0,14.5,0.3593
3.2,1216.0,15.7,1170.0,185.0,740.0,83.0,1788.0,984.0,28.4,28.5,1.2598
1.9,1057.0,3.0,653.0,68.0,1070.0,99.0,983.0,584.0,11.1,39.7,0.5606
1.1,1040.0,6.4,834.0,95.0,905.0,69.0,1490.0,632.0,31.0,21.5,1.1341
1.3,1233.0,7.7,881.0,164.0,771.0,129.0,1499.0,892.0,12.7,62.3,0.8212
1.1,902.0,3.2,660.0,123.0,1042.0,76.0,1295.0,850.0,17.9,54.0,1.2671
1.3,1145.0,8.7,917.0,143.0,703.0,86.0,1636.0,1292.0,8.6,74.1,1.0593
8.9,1902.0,53.0,1987.0,891.0,348.0,264.0,2462.0,2329.0,35.3,28.6,1.3865
2.6,1151.0,11.4,1023.0,447.0,663.0,145.0,1392.0,1336.0,7.9,74.4,0.9685
2.2,949.0,6.9,846.0,369.0,808.0,130.0,1017.0,923.0,2.0,71.6,0.3424
1.0,892.0,6.0,816.0,121.0,857.0,64.0,1489.0,849.0,22.2,37.8,1.1476
1.2,1061.0,5.3,777.0,265.0,931.0,155.0,1153.0,1011.0,13.6,48.9,0.6197
1.9,1315.0,9.5,948.0,244.0,700.0,125.0,1364.0,1283.0,8.4,66.1,0.773
4.4,1571.0,23.5,1393.0,626.0,566.0,221.0,1667.0,1954.0,11.9,41.9,0.6359
1.8,1235.0,6.7,836.0,113.0,801.0,94.0,1641.0,1172.0,13.0,75.6,1.3196
2.7,1195.0,10.6,1004.0,358.0,789.0,108.0,1345.0,1237.0,15.5,47.8,0.7014
0.5,860.0,2.4,616.0,89.0,1287.0,81.0,954.0,468.0,18.6,46.1,0.8328
4.3,1209.0,20.7,1328.0,375.0,648.0,152.0,1667.0,1498.0,24.4,33.8,0.9364
1.8,1152.0,9.2,949.0,187.0,773.0,94.0,1558.0,1024.0,14.3,64.5,1.1869
2.0,1072.0,13.8,1110.0,243.0,633.0,79.0,1589.0,981.0,17.6,59.8,1.1222
5.7,1381.0,20.0,1306.0,538.0,657.0,141.0,1768.0,1574.0,16.8,67.8,1.3551
5.6,1638.0,30.5,1560.0,812.0,400.0,186.0,1786.0,2193.0,8.5,72.1,0.8183
1.1,917.0,6.3,825.0,52.0,928.0,95.0,1523.0,607.0,28.7,21.8,1.1498
0.6,798.0,2.0,586.0,21.0,1157.0,65.0,1104.0,364.0,26.0,17.4,0.7362
1.4,1079.0,6.7,839.0,140.0,887.0,120.0,1353.0,973.0,22.8,38.2,0.9884
3.5,1588.0,16.6,1196.0,440.0,500.0,205.0,1650.0,1616.0,12.6,50.6,0.7791
1.8,1408.0,15.3,1151.0,295.0,666.0,130.0,2034.0,1553.0,23.8,56.7,1.4298
2.8,988.0,10.2,985.0,419.0,767.0,82.0,1424.0,977.0,17.8,68.7,1.4675
3.1,1241.0,11.8,1042.0,159.0,634.0,53.0,1907.0,1105.0,19.8,81.1,1.8377
1.5,1075.0,8.1,899.0,78.0,714.0,55.0,1885.0,1167.0,25.1,75.8,1.8602
1.9,929.0,3.5,686.0,136.0,762.0,100.0,1104.0,708.0,12.1,53.5,1.0418
2.1,1108.0,10.4,998.0,321.0,539.0,151.0,1034.0,1031.0,15.7,20.3,0.4853
2.0,1093.0,9.5,960.0,234.0,726.0,126.0,1311.0,1079.0,15.9,63.7,1.2856
0.9,939.0,5.1,775.0,114.0,774.0,96.0,1157.0,715.0,16.7,26.7,0.7989
1.9,1147.0,8.7,926.0,151.0,702.0,129.0,1393.0,1037.0,17.7,49.4,0.8999
2.1,914.0,11.8,1038.0,199.0,879.0,113.0,1535.0,1146.0,17.2,27.3,0.6561
0.4,947.0,3.0,657.0,59.0,1029.0,86.0,1293.0,538.0,26.3,56.5,1.5595
1.3,977.0,4.8,747.0,55.0,1254.0,55.0,1610.0,613.0,18.9,56.7,1.1921
2.9,1146.0,13.8,1120.0,393.0,697.0,154.0,1352.0,1047.0,23.6,30.5,0.7326
0.5,864.0,0.8,485.0,157.0,1473.0,93.0,630.0,625.0,-0.4,81.8,0.2876
3.4,1175.0,14.7,1135.0,350.0,851.0,144.0,1606.0,1201.0,24.8,39.7,1.0854
2.5,1216.0,10.6,996.0,424.0,753.0,141.0,1241.0,1242.0,5.0,67.9,0.6078
4.1,1532.0,23.5,1389.0,475.0,608.0,149.0,1808.0,1787.0,11.5,72.6,1.1843
0.2,741.0,0.9,495.0,9.0,1697.0,10.0,1074.0,270.0,12.2,46.0,0.875
1.2,866.0,4.9,753.0,24.0,1452.0,64.0,1351.0,576.0,36.3,10.8,0.8463
2.3,1233.0,13.5,1103.0,326.0,807.0,110.0,1616.0,1236.0,9.8,73.9,0.9306
0.9,1071.0,4.2,725.0,107.0,959.0,103.0,1148.0,696.0,17.2,39.9,0.7677
4.1,1125.0,17.5,1228.0,223.0,815.0,69.0,2188.0,1293.0,32.2,51.3,1.7663
0.9,901.0,5.4,784.0,172.0,771.0,85.0,1066.0,827.0,7.4,52.9,0.6012
3.9,1355.0,11.1,1011.0,506.0,653.0,161.0,1382.0,1299.0,9.5,53.4,0.6357
0.5,828.0,4.1,716.0,53.0,1092.0,61.0,1308.0,661.0,32.7,19.1,1.1197
0.5,916.0,3.0,659.0,100.0,1031.0,94.0,1103.0,844.0,9.5,58.4,0.803
0.7,852.0,3.0,652.0,39.0,1463.0,63.0,1192.0,512.0,13.5,46.7,0.4629
2.5,1143.0,9.3,942.0,389.0,665.0,169.0,1172.0,1222.0,6.8,45.9,0.4183
3.5,1237.0,15.4,1167.0,328.0,791.0,143.0,1772.0,1380.0,18.2,69.9,1.1628
2.8,1333.0,11.7,1047.0,424.0,512.0,167.0,1261.0,1157.0,4.6,63.2,0.6037
2.0,930.0,3.6,682.0,338.0,967.0,94.0,947.0,945.0,7.2,62.8,0.7045
2.3,1013.0,9.8,961.0,29.0,1095.0,65.0,1890.0,894.0,39.4,14.5,1.2365
2.1,992.0,10.7,1000.0,239.0,983.0,120.0,1476.0,848.0,27.4,23.8,0.9174
2.5,1149.0,11.0,1022.0,368.0,634.0,207.0,1081.0,1309.0,11.6,56.0,0.6049
2.0,1023.0,7.1,860.0,280.0,806.0,118.0,1357.0,1036.0,10.4,59.3,0.9066
4.8,1607.0,29.1,1534.0,334.0,553.0,174.0,2334.0,1617.0,21.1,61.8,1.0842
2.1,1231.0,10.7,1003.0,340.0,750.0,128.0,1577.0,1292.0,16.7,68.0,1.0267
