Call_Failure,Complains,Subscription_Length,Charge_Amount,Seconds_of_Use,Frequency_of_use,Frequency_of_SMS,Distinct_Called_Numbers,Age_Group,Tariff_Plan,Status,Age,Customer_Value,Churn
6.0,0.0,38.0,0.0,5918.0,95.0,7.0,12.0,3.0,1.0,1.0,30.0,268.52,0.0
1.0,0.0,35.0,0.0,1420.0,41.0,36.0,20.0,3.0,1.0,1.0,30.0,202.44,0.0
3.0,0.0,37.0,3.0,6660.0,116.0,272.0,32.0,2.0,2.0,1.0,25.0,1528.92,0.0
8.0,0.0,41.0,0.0,1925.0,54.0,53.0,26.0,3.0,1.0,2.0,30.0,291.16,0.0
16.0,0.0,26.0,1.0,1935.0,43.0,27.0,13.0,2.0,1.0,1.0,25.0,210.51,0.0
20.0,0.0,36.0,2.0,14835.0,219.0,47.0,30.0,3.0,1.0,1.0,30.0,790.16,0.0
1.0,0.0,34.0,0.0,2840.0,22.0,0.0,14.0,3.0,1.0,1.0,30.0,114.48,0.0
9.0,0.0,37.0,0.0,8515.0,111.0,123.0,28.0,3.0,1.0,1.0,30.0,837.04,0.0
18.0,0.0,29.0,2.0,1590.0,41.0,31.0,17.0,2.0,1.0,1.0,25.0,212.895,0.0
16.0,0.0,16.0,0.0,6278.0,135.0,53.0,38.0,1.0,2.0,1.0,15.0,644.215,0.0
0.0,0.0,30.0,0.0,1828.0,42.0,0.0,25.0,1.0,1.0,1.0,15.0,102.85,0.0
0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,30.0,0.0,1.0
14.0,0.0,40.0,2.0,5010.0,90.0,18.0,30.0,3.0,1.0,1.0,30.0,276.0,0.0
0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,45.0,0.0,0.0
18.0,0.0,33.0,2.0,14655.0,211.0,36.0,25.0,3.0,1.0,1.0,30.0,738.64,0.0
28.0,0.0,35.0,3.0,15445.0,225.0,53.0,33.0,3.0,1.0,1.0,30.0,838.8,0.0
0.0,0.0,36.0,0.0,3610.0,67.0,0.0,8.0,3.0,1.0,1.0,30.0,147.08,0.0
0.0,0.0,31.0,0.0,6480.0,91.0,7.0,20.0,4.0,1.0,1.0,45.0,181.775,0.0
5.0,0.0,19.0,3.0,2547.0,45.0,32.0,18.0,3.0,1.0,1.0,30.0,231.68,0.0
10.0,0.0,39.0,2.0,11525.0,157.0,16.0,49.0,4.0,2.0,1.0,45.0,332.05,0.0
5.0,0.0,35.0,0.0,305.0,6.0,7.0,2.0,2.0,1.0,2.0,25.0,45.495,0.0
6.0,0.0,39.0,1.0,7623.0,132.0,382.0,42.0,3.0,1.0,1.0,30.0,1838.2,0.0
30.0,0.0,33.0,4.0,16380.0,244.0,7.0,82.0,2.0,2.0,1.0,25.0,779.58,0.0
3.0,0.0,37.0,0.0,7508.0,127.0,384.0,43.0,2.0,1.0,1.0,25.0,2071.575,0.0
7.0,0.0,37.0,0.0,6323.0,100.0,8.0,10.0,2.0,1.0,1.0,25.0,325.035,0.0
13.0,0.0,37.0,2.0,16085.0,192.0,171.0,45.0,2.0,1.0,1.0,25.0,1501.965,0.0
9.0,0.0,29.0,2.0,1620.0,42.0,200.0,13.0,3.0,2.0,1.0,30.0,866.48,0.0
0.0,0.0,32.0,0.0,2100.0,29.0,270.0,12.0,3.0,1.0,1.0,30.0,1165.16,0.0
28.0,1.0,36.0,0.0,1375.0,59.0,55.0,23.0,3.0,1.0,2.0,30.0,277.36,1.0
