Call_Failure,Complains,Subscription_Length,Charge_Amount,Seconds_of_Use,Frequency_of_use,Frequency_of_SMS,Distinct_Called_Numbers,Age_Group,Tariff_Plan,Status,Age,Customer_Value,Churn
3.0,0.0,39.0,1.0,2475.0,53.0,176.0,22.0,2.0,1.0,1.0,25.0,905.76,0.0
0.0,0.0,35.0,0.0,3008.0,71.0,0.0,28.0,2.0,1.0,1.0,25.0,138.555,0.0
18.0,0.0,31.0,1.0,14835.0,213.0,39.0,29.0,2.0,1.0,1.0,25.0,852.66,0.0
9.0,0.0,27.0,1.0,3720.0,68.0,24.0,28.0,3.0,1.0,1.0,30.0,247.52,0.0
0.0,0.0,35.0,0.0,0.0,0.0,25.0,0.0,3.0,1.0,2.0,30.0,100.0,1.0
0.0,0.0,39.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,30.0,4.0,1.0
15.0,0.0,41.0,2.0,5818.0,104.0,34.0,25.0,3.0,1.0,1.0,30.0,372.88,0.0
6.0,0.0,37.0,0.0,1858.0,25.0,7.0,4.0,3.0,1.0,1.0,30.0,103.32,0.0
18.0,0.0,42.0,2.0,6078.0,108.0,41.0,30.0,2.0,1.0,1.0,25.0,462.87,0.0
13.0,0.0,18.0,4.0,3157.0,51.0,38.0,21.0,3.0,1.0,1.0,30.0,280.32,0.0
14.0,0.0,43.0,1.0,15745.0,192.0,165.0,36.0,2.0,1.0,1.0,25.0,1459.665,0.0
12.0,0.0,40.0,0.0,2633.0,68.0,370.0,29.0,3.0,1.0,1.0,30.0,1588.04,0.0
9.0,0.0,38.0,0.0,2238.0,54.0,8.0,17.0,3.0,1.0,2.0,30.0,123.68,0.0
9.0,0.0,28.0,1.0,1873.0,45.0,37.0,70.0,5.0,1.0,1.0,55.0,84.27,0.0
1.0,0.0,9.0,1.0,1297.0,18.0,0.0,4.0,3.0,1.0,1.0,30.0,52.6,1.0
0.0,0.0,38.0,0.0,1793.0,48.0,0.0,18.0,1.0,1.0,1.0,15.0,101.255,0.0
5.0,0.0,35.0,0.0,305.0,6.0,7.0,2.0,2.0,1.0,2.0,25.0,45.495,1.0
1.0,0.0,37.0,0.0,13063.0,158.0,0.0,44.0,3.0,1.0,1.0,30.0,528.84,0.0
4.0,0.0,18.0,3.0,2628.0,41.0,34.0,21.0,3.0,1.0,1.0,30.0,242.76,0.0
21.0,0.0,28.0,2.0,2240.0,49.0,34.0,15.0,2.0,1.0,1.0,25.0,256.005,0.0
0.0,0.0,36.0,0.0,1898.0,51.0,0.0,28.0,1.0,1.0,1.0,15.0,107.195,0.0
16.0,0.0,39.0,3.0,9175.0,124.0,149.0,45.0,3.0,1.0,1.0,30.0,967.96,0.0
7.0,0.0,38.0,2.0,2993.0,68.0,23.0,48.0,2.0,1.0,1.0,25.0,241.245,0.0
18.0,0.0,38.0,2.0,6123.0,104.0,33.0,26.0,2.0,1.0,1.0,25.0,428.715,0.0
2.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,0.0
3.0,0.0,36.0,0.0,5858.0,92.0,2.0,10.0,2.0,1.0,1.0,25.0,276.75,0.0
0.0,0.0,31.0,0.0,1300.0,35.0,26.0,16.0,3.0,1.0,2.0,30.0,157.4,0.0
1.0,0.0,36.0,0.0,1668.0,25.0,0.0,6.0,3.0,1.0,1.0,30.0,67.72,0.0
5.0,0.0,38.0,0.0,933.0,13.0,16.0,6.0,4.0,1.0,2.0,45.0,63.65,1.0
7.0,0.0,38.0,1.0,4515.0,83.0,2.0,25.0,3.0,1.0,1.0,30.0,191.92,0.0
14.0,0.0,37.0,2.0,3900.0,80.0,28.0,25.0,3.0,1.0,1.0,30.0,271.2,0.0
0.0,0.0,35.0,0.0,1345.0,22.0,253.0,16.0,3.0,1.0,1.0,30.0,1066.68,0.0
16.0,0.0,31.0,2.0,1610.0,40.0,36.0,19.0,2.0,1.0,1.0,25.0,236.25,0.0
8.0,0.0,41.0,0.0,1925.0,54.0,53.0,26.0,3.0,1.0,2.0,30.0,291.16,0.0
7.0,0.0,42.0,0.0,13728.0,173.0,8.0,48.0,3.0,1.0,1.0,30.0,588.04,0.0
5.0,0.0,34.0,0.0,2033.0,48.0,320.0,18.0,2.0,1.0,1.0,25.0,1533.645,0.0
1.0,0.0,33.0,1.0,6595.0,96.0,5.0,19.0,5.0,1.0,1.0,55.0,107.865,0.0
9.0,0.0,36.0,0.0,2268.0,44.0,34.0,31.0,3.0,1.0,2.0,30.0,228.48,1.0
8.0,0.0,38.0,1.0,6163.0,98.0,9.0,12.0,3.0,1.0,1.0,30.0,286.44,0.0
22.0,0.0,39.0,2.0,15015.0,227.0,58.0,35.0,3.0,1.0,1.0,30.0,841.68,0.0
0.0,0.0,34.0,0.0,1608.0,22.0,0.0,4.0,3.0,1.0,1.0,30.0,65.2,0.0
