Call_Failure,Complains,Subscription_Length,Charge_Amount,Seconds_of_Use,Frequency_of_use,Frequency_of_SMS,Distinct_Called_Numbers,Age_Group,Tariff_Plan,Status,Age,Customer_Value,Churn
3.0,0.0,41.0,1.0,378.0,8.0,12.0,6.0,3.0,1.0,1.0,30.0,63.44,0.0
0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,1.0
4.0,0.0,32.0,1.0,7190.0,102.0,15.0,20.0,4.0,1.0,1.0,45.0,219.8,0.0
6.0,0.0,35.0,0.0,3355.0,70.0,0.0,22.0,2.0,1.0,1.0,25.0,154.125,0.0
7.0,0.0,20.0,1.0,2000.0,32.0,35.0,16.0,3.0,1.0,1.0,30.0,221.28,0.0
2.0,0.0,38.0,0.0,2170.0,38.0,276.0,15.0,3.0,1.0,1.0,30.0,1192.32,0.0
1.0,0.0,34.0,0.0,2840.0,22.0,0.0,14.0,3.0,1.0,1.0,30.0,114.48,0.0
0.0,0.0,21.0,0.0,1390.0,26.0,29.0,13.0,2.0,1.0,1.0,25.0,194.22,0.0
14.0,0.0,20.0,1.0,8932.0,177.0,81.0,41.0,5.0,1.0,1.0,55.0,258.135,0.0
3.0,0.0,9.0,1.0,1488.0,19.0,0.0,7.0,3.0,1.0,1.0,30.0,60.28,1.0
7.0,0.0,38.0,1.0,4023.0,88.0,9.0,30.0,3.0,1.0,1.0,30.0,200.44,0.0
0.0,0.0,24.0,0.0,663.0,23.0,2.0,51.0,4.0,1.0,1.0,45.0,22.15,0.0
8.0,0.0,38.0,0.0,4370.0,71.0,5.0,17.0,3.0,1.0,1.0,30.0,197.64,0.0
0.0,0.0,33.0,0.0,510.0,5.0,0.0,7.0,2.0,1.0,2.0,25.0,23.175,0.0
5.0,0.0,33.0,1.0,7553.0,123.0,376.0,39.0,2.0,1.0,1.0,25.0,2037.42,0.0
0.0,0.0,36.0,0.0,3465.0,55.0,0.0,10.0,2.0,1.0,1.0,25.0,158.4,0.0
1.0,0.0,14.0,2.0,2357.0,38.0,15.0,14.0,3.0,1.0,1.0,30.0,155.8,0.0
0.0,0.0,39.0,0.0,585.0,16.0,17.0,11.0,2.0,1.0,2.0,25.0,103.545,0.0
0.0,0.0,36.0,0.0,2088.0,52.0,0.0,31.0,1.0,1.0,1.0,15.0,117.7,0.0
16.0,0.0,36.0,0.0,14235.0,209.0,26.0,15.0,3.0,1.0,1.0,30.0,681.76,0.0
0.0,0.0,31.0,0.0,6480.0,91.0,7.0,20.0,4.0,1.0,1.0,45.0,181.775,0.0
7.0,0.0,35.0,1.0,7733.0,131.0,381.0,41.0,3.0,1.0,1.0,30.0,1838.56,0.0
27.0,0.0,37.0,9.0,11145.0,104.0,9.0,42.0,5.0,2.0,1.0,55.0,182.235,0.0
4.0,0.0,35.0,0.0,8210.0,105.0,116.0,26.0,3.0,1.0,1.0,30.0,796.6,0.0
13.0,0.0,44.0,1.0,4630.0,81.0,20.0,23.0,3.0,1.0,1.0,30.0,268.44,0.0
4.0,0.0,36.0,0.0,2535.0,50.0,173.0,23.0,2.0,1.0,1.0,25.0,894.825,0.0
0.0,0.0,33.0,0.0,1248.0,13.0,0.0,3.0,3.0,1.0,1.0,30.0,50.44,0.0
5.0,0.0,35.0,3.0,6560.0,111.0,253.0,35.0,2.0,2.0,1.0,25.0,1438.695,0.0
0.0,0.0,30.0,0.0,1828.0,42.0,0.0,25.0,1.0,1.0,1.0,15.0,102.85,0.0
12.0,0.0,39.0,0.0,13963.0,169.0,7.0,42.0,3.0,1.0,1.0,30.0,593.28,0.0
0.0,0.0,31.0,0.0,2088.0,46.0,0.0,30.0,1.0,1.0,1.0,15.0,117.37,0.0
4.0,0.0,35.0,0.0,15180.0,176.0,143.0,28.0,2.0,1.0,1.0,25.0,1334.52,0.0
0.0,0.0,35.0,0.0,570.0,8.0,0.0,9.0,2.0,1.0,2.0,25.0,26.01,0.0
0.0,0.0,35.0,0.0,7203.0,121.0,377.0,41.0,2.0,1.0,1.0,25.0,2026.08,0.0
26.0,0.0,33.0,2.0,15780.0,234.0,7.0,67.0,2.0,1.0,1.0,25.0,752.13,0.0
23.0,0.0,28.0,3.0,15895.0,230.0,0.0,75.0,2.0,1.0,1.0,25.0,725.625,0.0
