Call_Failure,Complains,Subscription_Length,Charge_Amount,Seconds_of_Use,Frequency_of_use,Frequency_of_SMS,Distinct_Called_Numbers,Age_Group,Tariff_Plan,Status,Age,Customer_Value,Churn
5.0,0.0,37.0,1.0,305.0,6.0,7.0,2.0,5.0,1.0,1.0,55.0,15.165,0.0
0.0,0.0,31.0,0.0,6240.0,76.0,171.0,20.0,3.0,1.0,1.0,30.0,936.64,0.0
8.0,0.0,36.0,3.0,7205.0,109.0,53.0,28.0,5.0,1.0,1.0,55.0,189.21,0.0
5.0,0.0,35.0,0.0,2148.0,54.0,352.0,22.0,2.0,1.0,1.0,25.0,1683.09,0.0
0.0,0.0,37.0,1.0,2905.0,27.0,508.0,10.0,3.0,1.0,1.0,30.0,2149.28,0.0
5.0,0.0,37.0,1.0,11220.0,151.0,9.0,47.0,3.0,1.0,1.0,30.0,490.84,0.0
7.0,0.0,36.0,0.0,11350.0,148.0,0.0,43.0,3.0,1.0,1.0,30.0,459.92,0.0
23.0,0.0,32.0,0.0,840.0,41.0,0.0,13.0,2.0,1.0,2.0,25.0,39.645,1.0
0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,1.0
10.0,0.0,16.0,3.0,3042.0,46.0,40.0,22.0,3.0,1.0,1.0,30.0,283.52,0.0
0.0,0.0,38.0,0.0,750.0,16.0,4.0,14.0,2.0,1.0,2.0,25.0,52.47,0.0
5.0,0.0,22.0,1.0,1613.0,35.0,22.0,64.0,4.0,1.0,1.0,45.0,96.2,0.0
27.0,0.0,43.0,4.0,15140.0,231.0,62.0,33.0,3.0,1.0,1.0,30.0,862.84,0.0
1.0,0.0,34.0,0.0,2475.0,47.0,168.0,21.0,2.0,1.0,1.0,25.0,869.49,0.0
0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,30.0,0.0,1.0
3.0,0.0,34.0,0.0,3410.0,73.0,20.0,24.0,2.0,1.0,1.0,25.0,246.735,0.0
