Call_Failure,Complains,Subscription_Length,Charge_Amount,Seconds_of_Use,Frequency_of_use,Frequency_of_SMS,Distinct_Called_Numbers,Age_Group,Tariff_Plan,Status,Age,Customer_Value,Churn
5.0,0.0,40.0,0.0,415.0,10.0,7.0,2.0,3.0,1.0,2.0,30.0,45.0,0.0
15.0,0.0,43.0,2.0,15870.0,190.0,167.0,36.0,2.0,1.0,1.0,25.0,1474.2,0.0
7.0,0.0,38.0,0.0,13773.0,169.0,0.0,44.0,3.0,1.0,1.0,30.0,557.68,0.0
7.0,0.0,12.0,2.0,2773.0,43.0,21.0,15.0,3.0,1.0,1.0,30.0,196.64,0.0
0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,0.0
0.0,0.0,37.0,0.0,1543.0,27.0,4.0,9.0,3.0,1.0,1.0,30.0,78.8,0.0
4.0,0.0,19.0,0.0,840.0,24.0,2.0,7.0,2.0,1.0,1.0,25.0,47.88,0.0
30.0,0.0,40.0,4.0,15445.0,231.0,61.0,34.0,3.0,1.0,1.0,30.0,871.04,0.0
0.0,0.0,29.0,0.0,3413.0,70.0,0.0,25.0,2.0,1.0,1.0,25.0,156.735,0.0
21.0,0.0,40.0,2.0,3468.0,77.0,374.0,26.0,3.0,1.0,1.0,30.0,1637.8,0.0
0.0,0.0,35.0,0.0,1223.0,37.0,0.0,15.0,3.0,1.0,2.0,30.0,50.4,0.0
0.0,0.0,40.0,0.0,433.0,11.0,39.0,8.0,3.0,1.0,2.0,30.0,173.76,0.0
8.0,0.0,34.0,3.0,7210.0,119.0,273.0,33.0,2.0,2.0,1.0,25.0,1558.305,0.0
8.0,1.0,34.0,0.0,5513.0,92.0,19.0,22.0,2.0,1.0,1.0,25.0,337.725,1.0
4.0,0.0,38.0,1.0,1728.0,28.0,5.0,8.0,4.0,1.0,1.0,45.0,56.4,0.0
0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,45.0,0.0,0.0
25.0,0.0,34.0,3.0,15185.0,221.0,46.0,28.0,3.0,1.0,1.0,30.0,800.24,0.0
0.0,0.0,21.0,0.0,1083.0,25.0,12.0,61.0,4.0,1.0,1.0,45.0,57.7,0.0
9.0,0.0,28.0,1.0,1873.0,45.0,37.0,70.0,5.0,1.0,1.0,55.0,84.27,0.0
4.0,0.0,34.0,0.0,2070.0,49.0,39.0,18.0,3.0,1.0,2.0,30.0,240.76,0.0
18.0,0.0,41.0,3.0,5530.0,100.0,17.0,27.0,4.0,1.0,1.0,45.0,183.25,0.0
14.0,0.0,43.0,2.0,5000.0,97.0,20.0,32.0,3.0,1.0,1.0,30.0,283.88,0.0
6.0,0.0,38.0,0.0,5918.0,95.0,7.0,12.0,3.0,1.0,1.0,30.0,268.52,0.0
17.0,0.0,18.0,6.0,3758.0,61.0,59.0,36.0,3.0,2.0,1.0,30.0,388.76,0.0
13.0,1.0,35.0,0.0,5703.0,92.0,0.0,20.0,2.0,1.0,1.0,25.0,260.775,1.0
5.0,0.0,11.0,2.0,4505.0,45.0,213.0,9.0,3.0,1.0,1.0,30.0,1034.0,0.0
10.0,0.0,33.0,6.0,9420.0,76.0,0.0,40.0,4.0,1.0,1.0,45.0,237.4,0.0
1.0,0.0,11.0,2.0,2368.0,31.0,13.0,12.0,3.0,1.0,1.0,30.0,147.96,0.0
5.0,0.0,33.0,0.0,4515.0,77.0,0.0,24.0,3.0,1.0,1.0,30.0,183.68,0.0
2.0,0.0,36.0,0.0,13468.0,163.0,0.0,42.0,3.0,1.0,1.0,30.0,545.24,0.0
3.0,0.0,31.0,0.0,3893.0,54.0,0.0,32.0,1.0,1.0,1.0,15.0,217.085,0.0
12.0,0.0,11.0,1.0,8978.0,167.0,65.0,36.0,4.0,1.0,1.0,45.0,391.125,0.0
17.0,0.0,45.0,2.0,4503.0,78.0,16.0,38.0,1.0,1.0,1.0,15.0,339.955,0.0
9.0,0.0,38.0,1.0,2895.0,58.0,173.0,22.0,2.0,1.0,1.0,25.0,911.385,0.0
10.0,0.0,38.0,2.0,6518.0,105.0,28.0,27.0,3.0,1.0,1.0,30.0,376.92,0.0
8.0,0.0,39.0,1.0,7813.0,133.0,391.0,45.0,3.0,1.0,1.0,30.0,1881.84,0.0
0.0,0.0,34.0,0.0,1363.0,19.0,0.0,4.0,3.0,1.0,1.0,30.0,55.28,0.0
0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,30.0,0.0,1.0
