Call_Failure,Complains,Subscription_Length,Charge_Amount,Seconds_of_Use,Frequency_of_use,Frequency_of_SMS,Distinct_Called_Numbers,Age_Group,Tariff_Plan,Status,Age,Customer_Value,Churn
0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,45.0,0.0,0.0
0.0,0.0,36.0,0.0,133.0,2.0,0.0,2.0,3.0,1.0,2.0,30.0,5.4,1.0
0.0,0.0,36.0,0.0,3473.0,79.0,0.0,28.0,2.0,1.0,1.0,25.0,159.84,0.0
2.0,0.0,36.0,0.0,3718.0,82.0,2.0,28.0,2.0,1.0,1.0,25.0,180.0,0.0
5.0,0.0,39.0,0.0,553.0,14.0,39.0,8.0,3.0,1.0,2.0,30.0,178.68,1.0
7.0,0.0,28.0,2.0,3645.0,73.0,47.0,29.0,4.0,1.0,1.0,45.0,210.45,0.0
11.0,0.0,40.0,1.0,6223.0,101.0,14.0,14.0,3.0,1.0,1.0,30.0,308.96,0.0
7.0,0.0,38.0,1.0,4023.0,88.0,9.0,30.0,3.0,1.0,1.0,30.0,200.44,0.0
8.0,0.0,35.0,0.0,4018.0,58.0,0.0,30.0,1.0,1.0,1.0,15.0,224.18,0.0
7.0,0.0,31.0,0.0,8730.0,113.0,127.0,37.0,3.0,1.0,1.0,30.0,861.72,0.0
2.0,0.0,36.0,0.0,3718.0,82.0,2.0,28.0,2.0,1.0,1.0,25.0,180.0,0.0
25.0,0.0,35.0,3.0,16030.0,242.0,8.0,84.0,2.0,1.0,1.0,25.0,768.24,0.0
8.0,0.0,38.0,2.0,2960.0,49.0,306.0,33.0,3.0,1.0,1.0,30.0,1344.36,0.0
0.0,0.0,37.0,0.0,223.0,2.0,0.0,6.0,4.0,1.0,2.0,45.0,5.625,1.0
0.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,1.0
9.0,0.0,10.0,0.0,6087.0,129.0,70.0,39.0,1.0,2.0,1.0,15.0,726.88,0.0
10.0,0.0,34.0,0.0,1390.0,26.0,43.0,11.0,4.0,1.0,2.0,45.0,142.9,0.0
8.0,0.0,40.0,2.0,498.0,11.0,12.0,6.0,3.0,1.0,1.0,30.0,68.36,1.0
9.0,0.0,40.0,1.0,5978.0,98.0,12.0,14.0,3.0,1.0,1.0,30.0,291.04,0.0
0.0,0.0,30.0,0.0,1673.0,38.0,0.0,9.0,3.0,1.0,2.0,30.0,68.44,0.0
2.0,0.0,33.0,0.0,3245.0,27.0,1.0,12.0,3.0,1.0,1.0,30.0,134.88,0.0
9.0,0.0,37.0,0.0,4775.0,76.0,23.0,15.0,2.0,1.0,1.0,25.0,321.795,0.0
5.0,0.0,32.0,0.0,11465.0,148.0,3.0,46.0,3.0,1.0,1.0,30.0,476.52,0.0
6.0,0.0,43.0,2.0,3095.0,33.0,491.0,9.0,4.0,1.0,1.0,45.0,1305.7,0.0
11.0,0.0,40.0,0.0,2990.0,47.0,17.0,17.0,3.0,1.0,2.0,30.0,189.48,1.0
2.0,0.0,36.0,1.0,2688.0,62.0,16.0,46.0,1.0,1.0,1.0,15.0,239.25,0.0
5.0,0.0,34.0,0.0,305.0,6.0,7.0,2.0,3.0,1.0,2.0,30.0,40.44,1.0
10.0,0.0,25.0,0.0,995.0,29.0,24.0,20.0,2.0,1.0,2.0,25.0,154.08,0.0
10.0,0.0,40.0,1.0,6898.0,83.0,119.0,42.0,2.0,1.0,1.0,25.0,849.645,0.0
2.0,0.0,21.0,0.0,860.0,23.0,7.0,9.0,2.0,1.0,1.0,25.0,71.235,0.0
3.0,0.0,8.0,1.0,4795.0,45.0,216.0,8.0,3.0,1.0,1.0,30.0,1057.6,0.0
16.0,0.0,44.0,2.0,15790.0,194.0,165.0,33.0,3.0,1.0,1.0,30.0,1299.36,0.0
9.0,0.0,37.0,1.0,6043.0,93.0,7.0,9.0,3.0,1.0,1.0,30.0,273.44,0.0
3.0,0.0,37.0,0.0,10865.0,144.0,0.0,32.0,3.0,1.0,1.0,30.0,440.36,0.0
6.0,0.0,38.0,1.0,1973.0,31.0,7.0,8.0,4.0,1.0,1.0,45.0,67.6,0.0
7.0,0.0,35.0,1.0,3400.0,27.0,482.0,9.0,3.0,1.0,1.0,30.0,2065.08,0.0
10.0,0.0,12.0,0.0,8753.0,163.0,62.0,35.0,4.0,1.0,1.0,45.0,377.9,0.0
10.0,0.0,34.0,1.0,11770.0,154.0,10.0,48.0,3.0,1.0,1.0,30.0,516.96,0.0
16.0,0.0,17.0,1.0,6392.0,141.0,85.0,42.0,2.0,2.0,1.0,25.0,676.485,0.0
8.0,0.0,39.0,0.0,2583.0,58.0,7.0,31.0,1.0,1.0,1.0,15.0,183.755,0.0
7.0,0.0,31.0,0.0,1310.0,24.0,39.0,10.0,4.0,1.0,2.0,45.0,130.85,0.0
11.0,0.0,40.0,0.0,2990.0,47.0,17.0,17.0,3.0,1.0,2.0,30.0,189.48,1.0
16.0,0.0,44.0,2.0,4583.0,74.0,18.0,41.0,1.0,1.0,1.0,15.0,355.135,0.0
12.0,0.0,40.0,2.0,4820.0,89.0,9.0,27.0,3.0,1.0,1.0,30.0,232.36,0.0
11.0,0.0,41.0,3.0,6865.0,95.0,198.0,30.0,3.0,1.0,1.0,30.0,1070.4,0.0
10.0,0.0,37.0,0.0,5693.0,100.0,30.0,27.0,2.0,1.0,1.0,25.0,395.685,1.0
6.0,0.0,37.0,2.0,3260.0,34.0,39.0,20.0,4.0,1.0,1.0,45.0,179.85,0.0
3.0,0.0,10.0,2.0,1603.0,25.0,32.0,11.0,3.0,1.0,1.0,30.0,193.12,1.0
8.0,0.0,44.0,1.0,2653.0,68.0,17.0,39.0,2.0,1.0,1.0,25.0,198.945,0.0
24.0,0.0,35.0,0.0,660.0,43.0,7.0,4.0,3.0,1.0,2.0,30.0,56.12,1.0
0.0,0.0,36.0,1.0,338.0,4.0,4.0,2.0,5.0,1.0,1.0,55.0,11.13,0.0
0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,1.0
5.0,0.0,38.0,1.0,3833.0,87.0,0.0,27.0,3.0,1.0,1.0,30.0,156.8,0.0
4.0,0.0,36.0,0.0,13658.0,164.0,2.0,45.0,3.0,1.0,1.0,30.0,560.88,0.0
