Call_Failure,Complains,Subscription_Length,Charge_Amount,Seconds_of_Use,Frequency_of_use,Frequency_of_SMS,Distinct_Called_Numbers,Age_Group,Tariff_Plan,Status,Age,Customer_Value,Churn
22.0,0.0,36.0,2.0,15080.0,222.0,49.0,30.0,3.0,1.0,1.0,30.0,808.08,0.0
5.0,0.0,37.0,0.0,3065.0,71.0,7.0,28.0,3.0,1.0,1.0,30.0,153.44,0.0
8.0,0.0,41.0,2.0,11545.0,156.0,21.0,51.0,4.0,1.0,1.0,45.0,345.025,0.0
2.0,0.0,35.0,0.0,11160.0,148.0,4.0,45.0,3.0,1.0,1.0,30.0,468.32,0.0
3.0,0.0,38.0,0.0,2393.0,58.0,2.0,33.0,1.0,1.0,1.0,15.0,145.805,0.0
0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,45.0,0.0,0.0
6.0,0.0,38.0,0.0,1585.0,25.0,8.0,11.0,2.0,1.0,2.0,25.0,108.45,0.0
0.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,30.0,0.0,1.0
10.0,0.0,37.0,1.0,6963.0,78.0,110.0,37.0,2.0,1.0,1.0,25.0,811.845,0.0
0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,1.0
10.0,0.0,40.0,2.0,4630.0,88.0,0.0,24.0,3.0,1.0,1.0,30.0,188.72,0.0
7.0,0.0,29.0,0.0,475.0,21.0,13.0,9.0,2.0,1.0,2.0,25.0,80.82,0.0
8.0,0.0,36.0,0.0,6603.0,69.0,76.0,33.0,2.0,1.0,1.0,25.0,642.24,0.0
14.0,0.0,45.0,3.0,4820.0,95.0,17.0,28.0,4.0,1.0,1.0,45.0,165.375,0.0
5.0,0.0,42.0,2.0,598.0,14.0,19.0,8.0,5.0,1.0,1.0,55.0,37.68,0.0
9.0,0.0,38.0,0.0,2048.0,55.0,341.0,26.0,3.0,1.0,1.0,30.0,1448.12,0.0
5.0,0.0,41.0,0.0,623.0,11.0,14.0,6.0,3.0,1.0,2.0,30.0,81.36,0.0
15.0,0.0,27.0,1.0,1530.0,38.0,26.0,15.0,2.0,1.0,1.0,25.0,187.56,0.0
0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,30.0,0.0,1.0
1.0,0.0,36.0,0.0,3293.0,50.0,0.0,18.0,1.0,1.0,1.0,15.0,183.865,0.0
8.0,0.0,24.0,2.0,2080.0,34.0,45.0,20.0,3.0,1.0,1.0,30.0,264.56,0.0
11.0,0.0,38.0,1.0,3775.0,82.0,32.0,28.0,3.0,1.0,1.0,30.0,282.28,0.0
0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,45.0,0.0,0.0
0.0,0.0,31.0,0.0,7123.0,119.0,367.0,37.0,2.0,1.0,1.0,25.0,1977.39,0.0
0.0,0.0,7.0,0.0,3485.0,24.0,187.0,21.0,3.0,1.0,1.0,30.0,888.36,0.0
0.0,0.0,36.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,25.0,9.0,0.0
15.0,0.0,27.0,1.0,1530.0,38.0,26.0,15.0,2.0,1.0,1.0,25.0,187.56,0.0
15.0,0.0,40.0,1.0,4503.0,72.0,8.0,37.0,1.0,1.0,1.0,15.0,295.625,0.0
17.0,0.0,36.0,3.0,6418.0,108.0,47.0,39.0,2.0,1.0,1.0,25.0,505.17,0.0
8.0,0.0,38.0,0.0,4370.0,71.0,5.0,17.0,3.0,1.0,1.0,30.0,197.64,0.0
0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,45.0,0.0,1.0
9.0,0.0,38.0,1.0,5593.0,94.0,29.0,26.0,2.0,1.0,1.0,25.0,386.415,1.0
4.0,0.0,38.0,1.0,1728.0,28.0,5.0,8.0,4.0,1.0,1.0,45.0,56.4,0.0
2.0,0.0,35.0,1.0,2915.0,19.0,472.0,3.0,3.0,1.0,1.0,30.0,2005.36,0.0
0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,30.0,0.0,1.0
25.0,0.0,27.0,3.0,16120.0,234.0,7.0,76.0,2.0,1.0,1.0,25.0,767.43,0.0
2.0,0.0,36.0,1.0,11275.0,154.0,36.0,49.0,4.0,1.0,1.0,45.0,375.725,0.0
0.0,0.0,35.0,0.0,3528.0,82.0,27.0,30.0,3.0,1.0,1.0,30.0,252.4,0.0
13.0,0.0,37.0,2.0,9115.0,121.0,144.0,43.0,3.0,1.0,1.0,30.0,945.44,0.0
0.0,0.0,34.0,0.0,6080.0,74.0,147.0,20.0,3.0,1.0,1.0,30.0,834.16,0.0
2.0,0.0,35.0,0.0,11160.0,148.0,4.0,45.0,3.0,1.0,1.0,30.0,468.32,0.0
25.0,0.0,38.0,3.0,15140.0,225.0,54.0,32.0,3.0,1.0,1.0,30.0,830.6,0.0
17.0,0.0,40.0,3.0,5275.0,87.0,33.0,34.0,3.0,1.0,1.0,30.0,346.48,0.0
14.0,0.0,20.0,1.0,8932.0,177.0,81.0,41.0,5.0,1.0,1.0,55.0,258.135,0.0
0.0,0.0,29.0,1.0,1090.0,32.0,196.0,13.0,2.0,2.0,1.0,25.0,932.49,0.0
0.0,0.0,34.0,0.0,3413.0,76.0,0.0,26.0,2.0,1.0,1.0,25.0,157.005,0.0
16.0,0.0,29.0,0.0,15170.0,222.0,0.0,63.0,2.0,1.0,1.0,25.0,692.64,0.0
21.0,0.0,19.0,2.0,6698.0,147.0,92.0,44.0,2.0,2.0,1.0,25.0,722.025,0.0
6.0,0.0,32.0,1.0,2825.0,49.0,167.0,19.0,2.0,1.0,1.0,25.0,880.83,0.0
9.0,0.0,37.0,0.0,15485.0,182.0,150.0,30.0,2.0,1.0,1.0,25.0,1380.015,0.0
0.0,0.0,24.0,0.0,1263.0,33.0,23.0,66.0,4.0,1.0,1.0,45.0,89.9,0.0
1.0,0.0,30.0,0.0,1665.0,38.0,30.0,19.0,3.0,1.0,2.0,30.0,188.12,0.0
12.0,0.0,40.0,3.0,11885.0,166.0,50.0,53.0,4.0,1.0,1.0,45.0,426.275,0.0
4.0,0.0,38.0,0.0,3770.0,61.0,0.0,2.0,2.0,1.0,1.0,25.0,172.395,0.0
13.0,0.0,41.0,2.0,9070.0,125.0,152.0,47.0,3.0,1.0,1.0,30.0,975.8,0.0
15.0,0.0,29.0,0.0,590.0,38.0,4.0,13.0,2.0,1.0,2.0,25.0,46.26,1.0
19.0,0.0,33.0,8.0,10255.0,85.0,0.0,37.0,5.0,1.0,1.0,55.0,155.1,0.0
0.0,0.0,30.0,0.0,3805.0,55.0,0.0,9.0,2.0,1.0,1.0,25.0,173.7,0.0
0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,1.0
3.0,0.0,35.0,0.0,1665.0,44.0,38.0,20.0,3.0,1.0,2.0,30.0,220.36,0.0
0.0,0.0,33.0,0.0,710.0,8.0,5.0,7.0,2.0,1.0,2.0,25.0,54.81,0.0
4.0,0.0,32.0,0.0,3813.0,58.0,0.0,29.0,1.0,1.0,1.0,15.0,212.905,0.0
12.0,0.0,40.0,2.0,4820.0,89.0,9.0,27.0,3.0,1.0,1.0,30.0,232.36,0.0
7.0,0.0,35.0,1.0,3550.0,33.0,8.0,14.0,3.0,1.0,1.0,30.0,175.32,0.0
18.0,0.0,16.0,1.0,9642.0,182.0,81.0,40.0,5.0,1.0,1.0,55.0,268.86,0.0
4.0,0.0,25.0,0.0,205.0,18.0,0.0,2.0,2.0,1.0,2.0,25.0,10.035,0.0
5.0,0.0,30.0,1.0,1648.0,41.0,40.0,72.0,4.0,1.0,1.0,45.0,142.225,0.0
2.0,0.0,39.0,0.0,808.0,15.0,20.0,9.0,4.0,1.0,2.0,45.0,70.575,1.0
0.0,0.0,33.0,0.0,6353.0,66.0,96.0,33.0,2.0,1.0,1.0,25.0,720.855,0.0
3.0,0.0,33.0,0.0,438.0,2.0,0.0,3.0,3.0,1.0,2.0,30.0,17.6,1.0
2.0,0.0,36.0,0.0,6008.0,64.0,83.0,37.0,2.0,1.0,1.0,25.0,646.74,0.0
4.0,0.0,36.0,0.0,1933.0,48.0,1.0,15.0,3.0,1.0,2.0,30.0,83.24,0.0
10.0,0.0,27.0,1.0,2278.0,50.0,38.0,68.0,4.0,1.0,1.0,45.0,153.2,0.0
14.0,0.0,39.0,1.0,15790.0,188.0,157.0,32.0,2.0,1.0,1.0,25.0,1425.51,0.0
20.0,0.0,17.0,3.0,6993.0,151.0,106.0,57.0,2.0,2.0,1.0,25.0,798.48,0.0
4.0,0.0,34.0,3.0,6720.0,113.0,269.0,33.0,2.0,2.0,1.0,25.0,1517.985,0.0
1.0,0.0,16.0,1.0,1990.0,30.0,42.0,27.0,2.0,1.0,1.0,25.0,279.9,0.0
7.0,0.0,24.0,1.0,1620.0,36.0,192.0,12.0,2.0,2.0,1.0,25.0,938.52,0.0
4.0,0.0,39.0,0.0,1745.0,46.0,48.0,24.0,3.0,1.0,2.0,30.0,263.64,0.0
0.0,0.0,34.0,0.0,7088.0,115.0,345.0,37.0,2.0,1.0,1.0,25.0,1876.635,0.0
0.0,0.0,38.0,0.0,1360.0,44.0,39.0,19.0,3.0,1.0,2.0,30.0,212.16,0.0
32.0,1.0,36.0,4.0,16560.0,252.0,18.0,87.0,2.0,2.0,1.0,25.0,837.54,0.0
2.0,0.0,10.0,2.0,4505.0,46.0,247.0,14.0,3.0,1.0,1.0,30.0,1170.04,0.0
18.0,0.0,39.0,3.0,9420.0,127.0,151.0,45.0,3.0,1.0,1.0,30.0,985.88,0.0
10.0,0.0,25.0,0.0,1225.0,32.0,19.0,13.0,2.0,1.0,1.0,25.0,142.065,0.0
4.0,0.0,37.0,0.0,6118.0,65.0,87.0,22.0,2.0,1.0,1.0,25.0,669.735,0.0
0.0,0.0,32.0,0.0,6075.0,86.0,0.0,22.0,4.0,1.0,1.0,45.0,154.025,0.0
12.0,0.0,37.0,1.0,3490.0,64.0,183.0,23.0,2.0,1.0,1.0,25.0,983.43,0.0
1.0,0.0,36.0,0.0,5613.0,89.0,0.0,10.0,2.0,1.0,1.0,25.0,256.59,0.0
21.0,0.0,46.0,3.0,4340.0,98.0,54.0,36.0,3.0,1.0,1.0,30.0,393.52,0.0
5.0,0.0,33.0,1.0,7030.0,100.0,16.0,22.0,5.0,1.0,1.0,55.0,130.95,0.0
16.0,0.0,17.0,1.0,6392.0,141.0,85.0,42.0,2.0,2.0,1.0,25.0,676.485,0.0
4.0,0.0,38.0,1.0,1728.0,28.0,5.0,8.0,4.0,1.0,1.0,45.0,56.4,0.0
2.0,0.0,25.0,0.0,3225.0,61.0,8.0,23.0,3.0,1.0,1.0,30.0,163.44,0.0
1.0,0.0,36.0,0.0,3875.0,64.0,0.0,12.0,2.0,1.0,1.0,25.0,177.255,0.0
7.0,0.0,35.0,0.0,5108.0,87.0,1.0,24.0,2.0,1.0,1.0,25.0,238.275,1.0
14.0,0.0,35.0,1.0,4080.0,82.0,31.0,29.0,3.0,1.0,1.0,30.0,290.48,0.0
5.0,0.0,35.0,0.0,2148.0,54.0,352.0,22.0,2.0,1.0,1.0,25.0,1683.09,0.0
26.0,1.0,35.0,0.0,1070.0,52.0,14.0,16.0,3.0,1.0,2.0,30.0,100.88,1.0
1.0,0.0,25.0,0.0,1230.0,15.0,22.0,1.0,4.0,1.0,2.0,45.0,86.125,0.0
4.0,0.0,35.0,0.0,15180.0,176.0,143.0,28.0,2.0,1.0,1.0,25.0,1334.52,0.0
5.0,0.0,36.0,0.0,4310.0,68.0,0.0,15.0,2.0,1.0,1.0,25.0,197.01,0.0
4.0,0.0,34.0,0.0,1963.0,38.0,27.0,29.0,3.0,1.0,2.0,30.0,188.04,1.0
0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,45.0,0.0,1.0
2.0,0.0,31.0,0.0,1585.0,42.0,28.0,16.0,3.0,1.0,2.0,30.0,177.08,0.0
5.0,0.0,33.0,0.0,8750.0,112.0,132.0,39.0,3.0,1.0,1.0,30.0,882.48,0.0
2.0,0.0,22.0,0.0,1650.0,30.0,36.0,18.0,2.0,1.0,1.0,25.0,237.6,0.0
8.0,0.0,36.0,0.0,1855.0,44.0,13.0,18.0,3.0,1.0,2.0,30.0,127.96,0.0
10.0,0.0,38.0,1.0,2568.0,66.0,391.0,28.0,3.0,1.0,1.0,30.0,1669.36,0.0
12.0,0.0,16.0,5.0,3453.0,55.0,52.0,34.0,3.0,1.0,1.0,30.0,348.32,0.0
2.0,0.0,32.0,0.0,4255.0,73.0,0.0,19.0,3.0,1.0,1.0,30.0,173.12,0.0
0.0,0.0,30.0,0.0,5353.0,79.0,0.0,4.0,2.0,1.0,1.0,25.0,244.44,0.0
11.0,0.0,41.0,2.0,6338.0,107.0,46.0,18.0,3.0,1.0,1.0,30.0,441.8,0.0
2.0,0.0,7.0,0.0,8368.0,155.0,51.0,32.0,4.0,1.0,1.0,45.0,340.575,0.0
4.0,0.0,36.0,0.0,4455.0,80.0,0.0,23.0,3.0,1.0,1.0,30.0,181.4,0.0
0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,1.0
12.0,0.0,37.0,1.0,3050.0,44.0,14.0,18.0,3.0,1.0,1.0,30.0,179.76,1.0
21.0,0.0,19.0,2.0,6697.0,147.0,92.0,44.0,2.0,2.0,1.0,25.0,721.98,0.0
5.0,0.0,36.0,1.0,305.0,6.0,7.0,2.0,5.0,1.0,1.0,55.0,15.165,0.0
21.0,0.0,32.0,8.0,10480.0,89.0,7.0,38.0,5.0,1.0,1.0,55.0,169.035,0.0
0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,45.0,0.0,0.0
12.0,0.0,36.0,1.0,15610.0,180.0,146.0,27.0,2.0,1.0,1.0,25.0,1367.55,0.0
10.0,0.0,35.0,1.0,9000.0,116.0,146.0,44.0,3.0,1.0,1.0,30.0,948.64,0.0
5.0,0.0,39.0,0.0,7213.0,123.0,370.0,30.0,3.0,1.0,1.0,30.0,1773.44,0.0
12.0,0.0,38.0,2.0,8710.0,116.0,126.0,45.0,3.0,1.0,1.0,30.0,857.04,0.0
8.0,0.0,35.0,2.0,7090.0,103.0,21.0,24.0,5.0,1.0,1.0,55.0,139.395,0.0
10.0,0.0,32.0,3.0,7190.0,120.0,268.0,31.0,3.0,2.0,1.0,30.0,1364.4,0.0
5.0,0.0,38.0,0.0,305.0,6.0,7.0,2.0,5.0,1.0,1.0,55.0,15.165,0.0
19.0,0.0,38.0,3.0,9825.0,132.0,152.0,43.0,3.0,1.0,1.0,30.0,1006.28,0.0
10.0,0.0,16.0,3.0,3098.0,48.0,33.0,19.0,3.0,1.0,1.0,30.0,257.84,0.0
0.0,0.0,7.0,0.0,4085.0,34.0,208.0,8.0,3.0,1.0,1.0,30.0,996.76,0.0
11.0,1.0,36.0,0.0,2513.0,47.0,36.0,31.0,3.0,1.0,2.0,30.0,246.4,1.0
8.0,1.0,40.0,2.0,993.0,16.0,21.0,8.0,4.0,1.0,1.0,45.0,77.725,1.0
28.0,0.0,43.0,10.0,10740.0,105.0,16.0,45.0,5.0,2.0,1.0,55.0,186.675,0.0
9.0,0.0,37.0,0.0,15485.0,182.0,150.0,30.0,2.0,1.0,1.0,25.0,1380.015,0.0
6.0,0.0,35.0,0.0,2665.0,47.0,143.0,19.0,2.0,1.0,1.0,25.0,765.54,0.0
7.0,1.0,35.0,0.0,2800.0,40.0,0.0,13.0,3.0,1.0,2.0,30.0,113.6,1.0
7.0,0.0,15.0,2.0,4650.0,50.0,230.0,16.0,3.0,1.0,1.0,30.0,1108.0,0.0
0.0,0.0,35.0,0.0,958.0,14.0,0.0,6.0,3.0,1.0,1.0,30.0,38.88,0.0
1.0,0.0,30.0,0.0,2520.0,43.0,160.0,17.0,2.0,1.0,1.0,25.0,835.335,0.0
6.0,0.0,40.0,0.0,15180.0,182.0,151.0,29.0,2.0,1.0,1.0,25.0,1370.79,0.0
0.0,0.0,32.0,0.0,2535.0,16.0,0.0,12.0,3.0,1.0,1.0,30.0,102.04,0.0
0.0,0.0,29.0,0.0,6420.0,88.0,2.0,18.0,4.0,1.0,1.0,45.0,167.7,0.0
0.0,0.0,36.0,0.0,1068.0,15.0,0.0,3.0,3.0,1.0,1.0,30.0,43.32,0.0
0.0,0.0,34.0,0.0,1438.0,43.0,327.0,22.0,2.0,1.0,1.0,25.0,1538.145,0.0
12.0,0.0,35.0,3.0,9410.0,125.0,158.0,56.0,3.0,1.0,1.0,30.0,1013.4,0.0
20.0,0.0,44.0,4.0,9420.0,133.0,159.0,46.0,3.0,1.0,1.0,30.0,1018.12,0.0
12.0,0.0,37.0,0.0,3105.0,46.0,7.0,15.0,3.0,1.0,2.0,30.0,154.04,1.0
10.0,0.0,36.0,2.0,4070.0,86.0,46.0,41.0,3.0,1.0,1.0,30.0,350.24,0.0
16.0,0.0,39.0,1.0,15980.0,189.0,166.0,35.0,2.0,1.0,1.0,25.0,1474.605,0.0
3.0,0.0,33.0,1.0,6785.0,97.0,14.0,22.0,5.0,1.0,1.0,55.0,124.23,0.0
0.0,0.0,34.0,0.0,1995.0,30.0,273.0,14.0,3.0,1.0,1.0,30.0,1173.0,0.0
6.0,0.0,29.0,0.0,1748.0,47.0,41.0,73.0,4.0,1.0,1.0,45.0,147.375,0.0
5.0,0.0,35.0,0.0,2148.0,54.0,352.0,22.0,2.0,1.0,1.0,25.0,1683.09,0.0
15.0,0.0,35.0,7.0,9725.0,82.0,0.0,42.0,4.0,1.0,1.0,45.0,245.175,0.0
16.0,0.0,33.0,1.0,6123.0,98.0,25.0,25.0,2.0,1.0,1.0,25.0,392.445,1.0
1.0,0.0,38.0,0.0,2795.0,26.0,8.0,18.0,3.0,1.0,1.0,30.0,144.84,0.0
5.0,0.0,34.0,1.0,3085.0,25.0,7.0,14.0,3.0,1.0,1.0,30.0,152.4,0.0
3.0,0.0,38.0,0.0,2393.0,58.0,2.0,33.0,1.0,1.0,1.0,15.0,145.805,0.0
0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,1.0
0.0,0.0,33.0,0.0,2130.0,11.0,0.0,14.0,3.0,1.0,1.0,30.0,85.64,0.0
4.0,0.0,36.0,0.0,3280.0,75.0,16.0,23.0,2.0,1.0,1.0,25.0,222.975,0.0
7.0,0.0,39.0,0.0,1370.0,21.0,16.0,16.0,2.0,1.0,2.0,25.0,134.595,0.0
0.0,0.0,34.0,0.0,1438.0,43.0,327.0,22.0,2.0,1.0,1.0,25.0,1538.145,0.0
8.0,0.0,44.0,0.0,1095.0,22.0,30.0,14.0,3.0,1.0,2.0,30.0,164.68,0.0
7.0,0.0,38.0,0.0,628.0,9.0,16.0,7.0,3.0,1.0,2.0,30.0,89.48,1.0
0.0,0.0,35.0,0.0,570.0,8.0,0.0,9.0,2.0,1.0,2.0,25.0,26.01,0.0
7.0,0.0,38.0,2.0,833.0,11.0,20.0,7.0,5.0,1.0,1.0,55.0,42.66,0.0
14.0,0.0,40.0,2.0,3145.0,62.0,187.0,27.0,2.0,1.0,1.0,25.0,985.815,0.0
0.0,0.0,36.0,0.0,2055.0,33.0,278.0,16.0,3.0,1.0,1.0,30.0,1195.52,0.0
22.0,0.0,34.0,3.0,15770.0,238.0,1.0,79.0,2.0,1.0,1.0,25.0,724.86,0.0
5.0,0.0,32.0,1.0,305.0,6.0,7.0,2.0,3.0,1.0,1.0,30.0,40.44,0.0
26.0,0.0,42.0,4.0,15220.0,227.0,64.0,36.0,3.0,2.0,1.0,30.0,873.88,0.0
11.0,0.0,34.0,1.0,7023.0,75.0,107.0,38.0,2.0,1.0,1.0,25.0,800.91,0.0
0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,0.0
9.0,0.0,38.0,1.0,2895.0,58.0,173.0,22.0,2.0,1.0,1.0,25.0,911.385,0.0
8.0,0.0,35.0,1.0,8810.0,115.0,137.0,41.0,3.0,1.0,1.0,30.0,905.0,0.0
