Age,Age Group,Call Failure,Charge Amount,Churn,Complains,Customer Value,Distinct Called Numbers,Frequency of SMS,Frequency of use,Seconds of Use,Status,Subscription Length,Tariff Plan
27.0,3.0,12.0,3.0,0.0,0.0,142.40397049016556,16.0,15.0,73.0,3487.0,1.0,40.0,2.0
35.0,5.0,3.0,0.0,0.0,1.0,628.4669970376713,27.0,6.0,150.0,7341.0,1.0,46.0,2.0
35.0,3.0,0.0,0.0,0.0,1.0,792.9736059419066,19.0,219.0,59.0,2710.0,1.0,21.0,1.0
33.0,3.0,2.0,0.0,0.0,0.0,452.2768831922018,16.0,67.0,60.0,1207.0,1.0,29.0,1.0
27.0,3.0,8.0,1.0,0.0,0.0,284.7679696394176,32.0,55.0,71.0,3847.0,1.0,35.0,1.0
48.0,4.0,10.0,1.0,0.0,1.0,756.2662089862844,69.0,8.0,134.0,10418.0,1.0,42.0,1.0
38.0,4.0,3.0,2.0,0.0,0.0,196.79004538371188,20.0,14.0,70.0,4221.0,1.0,32.0,1.0
19.0,2.0,4.0,0.0,0.0,0.0,183.91455582336295,40.0,12.0,99.0,4141.0,1.0,33.0,1.0
32.0,3.0,7.0,1.0,0.0,0.0,236.90247983362423,32.0,60.0,150.0,12778.0,1.0,41.0,1.0
25.0,2.0,0.0,0.0,0.0,0.0,499.2091912163792,70.0,102.0,142.0,3256.0,1.0,27.0,1.0
23.0,2.0,0.0,2.0,0.0,0.0,49.037428205525735,1.0,0.0,4.0,147.0,1.0,31.0,1.0
42.0,4.0,0.0,3.0,0.0,0.0,75.86504468875009,4.0,0.0,29.0,981.0,1.0,29.0,1.0
36.0,3.0,4.0,2.0,0.0,0.0,274.105935938992,18.0,62.0,66.0,4678.0,1.0,31.0,1.0
20.0,2.0,3.0,0.0,0.0,0.0,8.581278007307901,14.0,0.0,27.0,83.0,1.0,22.0,1.0
26.0,3.0,1.0,1.0,0.0,1.0,304.48746791018306,16.0,25.0,68.0,1279.0,1.0,34.0,1.0
