Age,Age Group,Call Failure,Charge Amount,Churn,Complains,Customer Value,Distinct Called Numbers,Frequency of SMS,Frequency of use,Seconds of Use,Status,Subscription Length,Tariff Plan
26.0,2.0,4.0,0.0,0.0,0.0,48.03632432910446,18.0,4.0,9.0,514.0,1.0,28.0,1.0
32.0,3.0,11.0,0.0,0.0,0.0,480.02295551527527,42.0,279.0,139.0,4578.0,1.0,42.0,2.0
41.0,4.0,14.0,2.0,0.0,1.0,140.80863319591234,33.0,5.0,147.0,7132.0,1.0,39.0,1.0
27.0,2.0,2.0,0.0,0.0,0.0,19.426111705963624,5.0,2.0,14.0,280.0,1.0,37.0,1.0
26.0,2.0,1.0,1.0,0.0,0.0,400.11424008261827,40.0,10.0,108.0,7256.0,1.0,41.0,1.0
35.0,3.0,0.0,0.0,0.0,1.0,52.01590527324267,3.0,11.0,8.0,701.0,1.0,35.0,1.0
25.0,2.0,2.0,0.0,0.0,0.0,587.7454841429075,15.0,16.0,69.0,2848.0,1.0,46.0,1.0
27.0,2.0,2.0,0.0,0.0,1.0,184.44492390704775,46.0,29.0,127.0,6745.0,1.0,41.0,1.0
27.0,2.0,1.0,1.0,0.0,0.0,1703.53853988387,26.0,352.0,103.0,7536.0,1.0,29.0,1.0
34.0,3.0,1.0,0.0,1.0,1.0,225.55766523781946,18.0,34.0,79.0,4704.0,1.0,36.0,1.0
49.0,4.0,1.0,1.0,0.0,0.0,112.37932124933118,11.0,8.0,21.0,1002.0,1.0,29.0,1.0
29.0,3.0,0.0,0.0,0.0,0.0,1437.9646768201535,20.0,28.0,88.0,4512.0,1.0,29.0,1.0
29.0,3.0,7.0,1.0,0.0,0.0,30.06478342112536,15.0,1.0,10.0,821.0,1.0,21.0,1.0
28.0,2.0,4.0,1.0,0.0,0.0,1326.9175231870222,31.0,39.0,131.0,9451.0,1.0,38.0,2.0
32.0,4.0,4.0,1.0,0.0,1.0,284.0546346774959,29.0,140.0,88.0,4452.0,1.0,32.0,1.0
30.0,3.0,4.0,1.0,0.0,1.0,145.3959751444496,14.0,15.0,70.0,4188.0,1.0,40.0,1.0
28.0,2.0,3.0,0.0,0.0,0.0,174.06850227296914,13.0,84.0,32.0,533.0,1.0,23.0,1.0
