Age,Age Group,Call Failure,Charge Amount,Churn,Complains,Customer Value,Distinct Called Numbers,Frequency of SMS,Frequency of use,Seconds of Use,Status,Subscription Length,Tariff Plan
41.0,4.0,1.0,1.0,0.0,1.0,1120.8410333345125,12.0,280.0,84.0,7673.0,1.0,24.0,1.0
33.0,3.0,0.0,3.0,0.0,0.0,180.68182435772047,57.0,1.0,95.0,8306.0,1.0,25.0,1.0
33.0,3.0,12.0,3.0,0.0,0.0,192.58955291972674,33.0,53.0,149.0,6674.0,1.0,22.0,1.0
49.0,3.0,2.0,0.0,0.0,0.0,109.251176552146,22.0,0.0,96.0,3148.0,1.0,28.0,1.0
32.0,3.0,5.0,2.0,1.0,0.0,154.0977230811184,65.0,13.0,103.0,6120.0,1.0,36.0,1.0
29.0,3.0,17.0,4.0,0.0,0.0,220.84603864672138,26.0,4.0,71.0,5188.0,1.0,26.0,1.0
36.0,3.0,0.0,0.0,0.0,0.0,173.74273941048887,18.0,22.0,44.0,2644.0,1.0,26.0,1.0
20.0,1.0,6.0,0.0,0.0,1.0,169.95741206445535,10.0,44.0,4.0,570.0,1.0,37.0,1.0
26.0,2.0,7.0,3.0,0.0,0.0,185.02503620904733,25.0,16.0,121.0,5988.0,1.0,43.0,1.0
23.0,2.0,1.0,0.0,0.0,1.0,557.6155770482544,14.0,85.0,19.0,302.0,1.0,30.0,1.0
41.0,4.0,2.0,1.0,0.0,0.0,207.09634578129584,6.0,39.0,72.0,2967.0,1.0,29.0,2.0
20.0,1.0,1.0,1.0,0.0,0.0,14.665542405849752,22.0,0.0,52.0,3166.0,1.0,20.0,1.0
30.0,3.0,13.0,0.0,0.0,0.0,0.018401084505688118,25.0,0.0,50.0,1687.0,1.0,30.0,1.0
36.0,4.0,6.0,1.0,0.0,0.0,690.0117186553525,68.0,45.0,155.0,15162.0,1.0,23.0,1.0
29.0,3.0,6.0,2.0,0.0,0.0,84.96445075512881,21.0,22.0,68.0,3367.0,1.0,37.0,1.0
33.0,3.0,6.0,0.0,0.0,1.0,525.3761426256873,38.0,16.0,163.0,9367.0,1.0,39.0,1.0
32.0,3.0,0.0,0.0,0.0,0.0,5.160999782511591,12.0,0.0,178.0,126.0,1.0,30.0,1.0
35.0,3.0,6.0,2.0,0.0,0.0,759.8303392011215,72.0,113.0,73.0,2449.0,1.0,36.0,1.0
36.0,3.0,2.0,1.0,0.0,1.0,1717.6162840910358,14.0,295.0,85.0,6047.0,1.0,33.0,1.0
25.0,2.0,1.0,2.0,0.0,0.0,255.40581136963547,37.0,11.0,108.0,6771.0,1.0,32.0,1.0
30.0,3.0,0.0,0.0,0.0,0.0,441.59553874712896,17.0,16.0,71.0,5994.0,1.0,42.0,1.0
30.0,3.0,0.0,0.0,0.0,0.0,5.177595640546294,2.0,0.0,19.0,391.0,1.0,46.0,1.0
29.0,3.0,14.0,2.0,0.0,0.0,747.3569250299502,80.0,25.0,149.0,6188.0,1.0,30.0,2.0
22.0,2.0,0.0,0.0,0.0,1.0,100.2580255736281,12.0,4.0,38.0,2776.0,1.0,35.0,1.0
30.0,3.0,2.0,0.0,0.0,0.0,64.7778062533594,34.0,0.0,120.0,7050.0,1.0,33.0,1.0
30.0,3.0,0.0,0.0,0.0,0.0,159.41572172226358,12.0,6.0,26.0,1575.0,1.0,35.0,1.0
29.0,3.0,0.0,1.0,0.0,0.0,48.01939496783487,14.0,22.0,78.0,301.0,1.0,26.0,1.0
16.0,2.0,0.0,0.0,0.0,1.0,127.6456367751072,5.0,36.0,176.0,442.0,1.0,39.0,1.0
18.0,1.0,0.0,0.0,0.0,0.0,5.620116444896895,3.0,0.0,134.0,566.0,1.0,36.0,1.0
33.0,3.0,0.0,0.0,0.0,0.0,9.261043076670605,77.0,0.0,73.0,14.0,1.0,36.0,1.0
36.0,4.0,1.0,1.0,0.0,0.0,45.504371739037964,6.0,54.0,201.0,386.0,1.0,26.0,1.0
30.0,3.0,5.0,0.0,0.0,0.0,1074.493615646139,56.0,45.0,163.0,6656.0,1.0,35.0,1.0
34.0,3.0,1.0,1.0,0.0,0.0,9.927384426625274,51.0,3.0,71.0,8072.0,1.0,37.0,1.0
43.0,4.0,0.0,1.0,0.0,0.0,619.2256659057889,10.0,327.0,71.0,3319.0,1.0,27.0,1.0
18.0,1.0,0.0,1.0,0.0,0.0,474.0006766328746,27.0,87.0,43.0,1356.0,1.0,40.0,1.0
38.0,4.0,0.0,0.0,0.0,0.0,19.159204692501763,11.0,0.0,4.0,652.0,1.0,27.0,1.0
31.0,3.0,8.0,3.0,0.0,0.0,299.4051670400497,21.0,16.0,106.0,6468.0,1.0,20.0,1.0
36.0,4.0,5.0,2.0,0.0,0.0,474.2638349683744,63.0,32.0,115.0,15036.0,1.0,29.0,1.0
32.0,3.0,18.0,1.0,0.0,0.0,51.78658874442225,80.0,24.0,92.0,1441.0,1.0,41.0,1.0
28.0,3.0,0.0,0.0,0.0,1.0,113.19907768510727,7.0,36.0,97.0,868.0,1.0,26.0,1.0
21.0,2.0,0.0,0.0,0.0,0.0,34.00804851974587,68.0,4.0,157.0,245.0,1.0,44.0,1.0
30.0,3.0,12.0,1.0,0.0,0.0,708.807035782732,75.0,31.0,226.0,11135.0,1.0,40.0,1.0
32.0,3.0,10.0,0.0,0.0,0.0,104.86749338647786,27.0,50.0,48.0,1486.0,1.0,46.0,1.0
16.0,1.0,0.0,1.0,0.0,0.0,91.6276853877634,9.0,1.0,97.0,3604.0,1.0,32.0,2.0
29.0,3.0,1.0,0.0,0.0,1.0,104.35904351742968,7.0,1.0,76.0,4008.0,1.0,36.0,1.0
39.0,4.0,0.0,2.0,0.0,0.0,138.72030841929814,12.0,33.0,43.0,4823.0,1.0,30.0,1.0
23.0,2.0,1.0,0.0,0.0,0.0,199.50346373267718,17.0,27.0,81.0,1329.0,1.0,43.0,1.0
30.0,3.0,3.0,0.0,0.0,1.0,193.28665025780637,6.0,48.0,45.0,643.0,1.0,29.0,1.0
29.0,3.0,1.0,0.0,0.0,1.0,335.59111468111826,13.0,27.0,29.0,595.0,1.0,41.0,1.0
34.0,3.0,5.0,1.0,0.0,0.0,998.0332032992828,38.0,56.0,108.0,10661.0,1.0,36.0,1.0
25.0,2.0,3.0,2.0,0.0,0.0,464.1544216838584,69.0,42.0,113.0,8151.0,1.0,29.0,1.0
18.0,1.0,11.0,7.0,0.0,0.0,90.3989326245215,21.0,43.0,40.0,1801.0,1.0,36.0,1.0
32.0,3.0,4.0,1.0,0.0,0.0,650.8098035584632,26.0,112.0,64.0,2673.0,1.0,22.0,1.0
42.0,4.0,8.0,2.0,0.0,0.0,2057.557564301813,72.0,176.0,204.0,3645.0,1.0,23.0,1.0
55.0,5.0,3.0,2.0,0.0,0.0,664.4551811117017,34.0,76.0,94.0,4788.0,1.0,43.0,2.0
