Age,Age Group,Call Failure,Charge Amount,Churn,Complains,Customer Value,Distinct Called Numbers,Frequency of SMS,Frequency of use,Seconds of Use,Status,Subscription Length,Tariff Plan
41.0,4.0,2.0,2.0,0.0,0.0,434.9492595924577,26.0,34.0,88.0,7104.0,1.0,32.0,1.0
19.0,1.0,0.0,0.0,0.0,0.0,220.27755372653263,13.0,5.0,79.0,2349.0,1.0,23.0,1.0
29.0,3.0,0.0,0.0,0.0,0.0,327.1260421454088,10.0,163.0,79.0,485.0,1.0,23.0,1.0
33.0,3.0,5.0,0.0,0.0,0.0,89.13168847750474,5.0,77.0,85.0,192.0,1.0,30.0,1.0
28.0,3.0,0.0,0.0,0.0,0.0,17.555533914574735,15.0,2.0,148.0,1425.0,1.0,28.0,1.0
49.0,5.0,3.0,2.0,0.0,0.0,236.40430284065323,30.0,11.0,139.0,9821.0,1.0,39.0,2.0
34.0,3.0,2.0,2.0,0.0,0.0,41.38107358211001,18.0,12.0,21.0,1326.0,1.0,33.0,1.0
33.0,3.0,2.0,0.0,0.0,0.0,22.31498774689216,9.0,6.0,38.0,922.0,1.0,31.0,1.0
28.0,3.0,14.0,2.0,0.0,0.0,22.29829363891881,6.0,3.0,22.0,1030.0,1.0,37.0,1.0
31.0,3.0,10.0,1.0,0.0,1.0,15.404499099159462,13.0,8.0,247.0,811.0,1.0,47.0,1.0
43.0,4.0,0.0,0.0,1.0,0.0,734.2403136526239,38.0,173.0,69.0,7220.0,1.0,39.0,1.0
29.0,3.0,4.0,0.0,0.0,1.0,75.79484800815794,8.0,6.0,18.0,977.0,1.0,37.0,1.0
32.0,3.0,1.0,0.0,0.0,0.0,204.07687137739143,19.0,81.0,42.0,503.0,1.0,42.0,1.0
52.0,5.0,3.0,0.0,0.0,0.0,6.503298481726501,4.0,3.0,110.0,480.0,1.0,38.0,1.0
37.0,4.0,1.0,4.0,0.0,1.0,469.42094863825383,45.0,18.0,186.0,13528.0,1.0,22.0,2.0
36.0,3.0,0.0,0.0,0.0,0.0,84.10943105384878,5.0,45.0,154.0,26.0,1.0,31.0,1.0
26.0,2.0,6.0,5.0,0.0,0.0,311.23459947953614,16.0,45.0,68.0,2588.0,1.0,40.0,2.0
16.0,5.0,1.0,0.0,0.0,0.0,107.60125274277156,12.0,3.0,14.0,748.0,1.0,32.0,1.0
26.0,2.0,3.0,0.0,0.0,0.0,1140.4570158072504,33.0,73.0,142.0,11754.0,1.0,26.0,2.0
20.0,1.0,0.0,0.0,0.0,0.0,22.067848719666106,7.0,1.0,29.0,863.0,1.0,32.0,1.0
25.0,2.0,0.0,0.0,0.0,0.0,24.657641412611454,22.0,2.0,83.0,2349.0,1.0,18.0,1.0
24.0,2.0,11.0,2.0,0.0,1.0,159.59347261361685,20.0,40.0,108.0,6290.0,1.0,27.0,1.0
