Age,Age Group,Call Failure,Charge Amount,Churn,Complains,Customer Value,Distinct Called Numbers,Frequency of SMS,Frequency of use,Seconds of Use,Status,Subscription Length,Tariff Plan
26.0,2.0,1.0,1.0,0.0,0.0,178.14363660313208,23.0,13.0,79.0,5528.0,1.0,21.0,1.0
39.0,4.0,0.0,1.0,0.0,0.0,210.64026276055955,21.0,9.0,81.0,2181.0,1.0,27.0,2.0
32.0,3.0,6.0,0.0,0.0,0.0,7.826523595893457,42.0,2.0,60.0,1673.0,1.0,13.0,1.0
36.0,4.0,1.0,1.0,0.0,0.0,1371.9826254019672,26.0,147.0,71.0,1958.0,1.0,23.0,2.0
21.0,2.0,0.0,0.0,0.0,0.0,71.99016311904167,7.0,12.0,31.0,735.0,1.0,21.0,1.0
36.0,4.0,0.0,0.0,0.0,0.0,359.25568999432465,36.0,4.0,113.0,10979.0,2.0,31.0,1.0
32.0,3.0,0.0,0.0,0.0,0.0,1231.802196986948,9.0,243.0,25.0,1811.0,1.0,22.0,1.0
38.0,4.0,24.0,2.0,0.0,1.0,767.6901976577125,60.0,87.0,173.0,6866.0,1.0,30.0,1.0
36.0,4.0,0.0,0.0,0.0,0.0,541.2494477268986,47.0,323.0,52.0,1055.0,1.0,34.0,1.0
17.0,2.0,0.0,1.0,0.0,0.0,610.3820604937167,29.0,76.0,72.0,8512.0,1.0,18.0,1.0
28.0,3.0,3.0,1.0,0.0,0.0,129.33734288402007,46.0,0.0,163.0,9666.0,1.0,24.0,1.0
27.0,3.0,1.0,0.0,0.0,0.0,44.2506608257964,15.0,0.0,67.0,2279.0,1.0,26.0,1.0
25.0,2.0,7.0,2.0,0.0,1.0,90.14715929895414,24.0,4.0,52.0,2242.0,1.0,35.0,1.0
34.0,3.0,0.0,1.0,0.0,0.0,110.73989772226321,20.0,18.0,36.0,3597.0,1.0,26.0,1.0
24.0,2.0,13.0,1.0,0.0,0.0,634.7230724361086,27.0,189.0,71.0,2998.0,1.0,33.0,1.0
25.0,2.0,25.0,0.0,0.0,1.0,1324.1455733330504,33.0,66.0,129.0,15349.0,1.0,45.0,1.0
40.0,4.0,2.0,5.0,0.0,0.0,511.5162635876323,10.0,110.0,37.0,2409.0,1.0,32.0,1.0
43.0,4.0,6.0,2.0,0.0,0.0,1391.7553134327634,27.0,45.0,124.0,12736.0,1.0,40.0,1.0
25.0,2.0,4.0,1.0,0.0,1.0,471.4607251536859,45.0,21.0,121.0,6133.0,1.0,36.0,1.0
44.0,4.0,4.0,1.0,0.0,0.0,252.5268806256837,11.0,26.0,57.0,949.0,1.0,30.0,1.0
31.0,3.0,21.0,3.0,0.0,0.0,438.26850020696327,29.0,11.0,102.0,4859.0,1.0,25.0,1.0
24.0,2.0,2.0,1.0,0.0,1.0,198.78215861234386,11.0,10.0,70.0,3356.0,1.0,33.0,1.0
21.0,2.0,0.0,0.0,0.0,0.0,364.08856242203495,1.0,181.0,142.0,482.0,1.0,14.0,1.0
28.0,3.0,4.0,4.0,0.0,0.0,1003.3624219624639,19.0,192.0,90.0,5304.0,1.0,32.0,1.0
41.0,4.0,0.0,0.0,0.0,0.0,234.73635604902546,5.0,3.0,43.0,2466.0,1.0,26.0,1.0
24.0,2.0,1.0,3.0,0.0,0.0,144.42797940976376,29.0,2.0,67.0,2443.0,1.0,27.0,1.0
31.0,3.0,0.0,0.0,0.0,0.0,0.6331471144174312,1.0,0.0,44.0,945.0,1.0,32.0,1.0
43.0,4.0,0.0,0.0,0.0,0.0,326.4887603974567,31.0,35.0,62.0,4970.0,1.0,23.0,1.0
40.0,4.0,0.0,0.0,0.0,0.0,190.80288415801442,13.0,19.0,18.0,702.0,1.0,47.0,1.0
33.0,3.0,0.0,0.0,0.0,0.0,21.677514392361275,2.0,3.0,159.0,429.0,1.0,33.0,1.0
35.0,3.0,2.0,0.0,0.0,1.0,354.98900261544793,21.0,5.0,72.0,4993.0,1.0,37.0,1.0
33.0,3.0,5.0,0.0,0.0,0.0,154.04835969299629,28.0,6.0,99.0,3020.0,1.0,33.0,1.0
36.0,4.0,5.0,3.0,0.0,0.0,121.44041979809064,71.0,25.0,94.0,4967.0,1.0,39.0,1.0
32.0,3.0,1.0,3.0,0.0,0.0,421.1784790008501,41.0,32.0,71.0,2415.0,1.0,26.0,1.0
42.0,4.0,0.0,3.0,0.0,0.0,63.7799534285272,23.0,6.0,6.0,912.0,1.0,30.0,1.0
27.0,3.0,5.0,1.0,0.0,1.0,1769.0321362162542,48.0,463.0,141.0,8805.0,1.0,42.0,2.0
29.0,3.0,4.0,0.0,0.0,1.0,119.7943652018542,9.0,43.0,9.0,423.0,1.0,31.0,2.0
20.0,2.0,5.0,1.0,0.0,0.0,61.79141693734546,11.0,0.0,81.0,3009.0,1.0,40.0,1.0
28.0,3.0,0.0,0.0,0.0,0.0,26.563776563355905,25.0,8.0,21.0,858.0,1.0,26.0,1.0
39.0,4.0,0.0,0.0,0.0,0.0,303.23427305425906,1.0,264.0,189.0,220.0,1.0,25.0,2.0
28.0,3.0,6.0,0.0,0.0,0.0,218.48627883212473,45.0,3.0,132.0,3796.0,1.0,36.0,1.0
40.0,4.0,3.0,0.0,0.0,0.0,326.96266866888175,20.0,48.0,46.0,2088.0,1.0,38.0,1.0
19.0,1.0,1.0,4.0,0.0,0.0,876.4714845168039,5.0,173.0,7.0,2788.0,1.0,20.0,1.0
37.0,4.0,2.0,0.0,0.0,0.0,257.96947517248594,51.0,21.0,78.0,5500.0,1.0,39.0,1.0
34.0,3.0,3.0,4.0,0.0,0.0,47.51167643034101,14.0,6.0,52.0,1929.0,1.0,36.0,1.0
40.0,4.0,0.0,1.0,0.0,0.0,86.2439722417041,19.0,23.0,74.0,3415.0,1.0,28.0,1.0
33.0,3.0,0.0,0.0,0.0,0.0,766.0243792356677,15.0,99.0,53.0,3674.0,1.0,42.0,1.0
34.0,3.0,1.0,0.0,0.0,0.0,672.6429297798647,27.0,223.0,110.0,5472.0,1.0,38.0,1.0
37.0,4.0,1.0,5.0,0.0,0.0,286.0899189819464,29.0,33.0,120.0,6835.0,1.0,25.0,1.0
29.0,3.0,1.0,0.0,0.0,0.0,291.70881778520214,18.0,62.0,51.0,1329.0,1.0,35.0,1.0
26.0,2.0,7.0,1.0,0.0,0.0,51.32414292032188,15.0,13.0,49.0,740.0,1.0,24.0,1.0
29.0,3.0,0.0,1.0,0.0,0.0,44.83247875157211,6.0,39.0,2.0,205.0,1.0,26.0,1.0
29.0,3.0,2.0,1.0,0.0,0.0,1.2342124923944149,15.0,41.0,3.0,358.0,1.0,28.0,1.0
23.0,2.0,5.0,0.0,0.0,0.0,0.02115271292853188,32.0,1.0,68.0,607.0,1.0,39.0,1.0
24.0,2.0,0.0,0.0,0.0,0.0,59.973304838704564,14.0,26.0,18.0,175.0,1.0,32.0,1.0
40.0,4.0,1.0,5.0,0.0,1.0,1390.0526255270042,23.0,160.0,87.0,8413.0,1.0,16.0,1.0
19.0,1.0,6.0,2.0,0.0,0.0,359.0790366840935,27.0,15.0,109.0,6993.0,1.0,31.0,1.0
25.0,2.0,5.0,4.0,0.0,0.0,258.52720271071706,27.0,19.0,63.0,3379.0,1.0,25.0,1.0
24.0,4.0,1.0,0.0,0.0,0.0,21.81274410563164,5.0,1.0,107.0,48.0,1.0,25.0,1.0
22.0,2.0,4.0,1.0,0.0,0.0,357.5149628477265,24.0,40.0,85.0,4855.0,1.0,43.0,1.0
41.0,4.0,1.0,2.0,0.0,0.0,830.9027558833538,46.0,26.0,136.0,14988.0,1.0,40.0,2.0
26.0,2.0,0.0,1.0,0.0,0.0,643.3149154013929,27.0,143.0,57.0,3438.0,1.0,36.0,1.0
35.0,3.0,0.0,0.0,0.0,0.0,52.45956676620484,7.0,3.0,115.0,476.0,1.0,31.0,1.0
40.0,4.0,1.0,1.0,0.0,0.0,160.84202883217586,26.0,5.0,81.0,4650.0,1.0,42.0,1.0
26.0,2.0,2.0,0.0,0.0,0.0,159.69071634071977,21.0,49.0,29.0,510.0,1.0,29.0,1.0
