Age,Age Group,Call Failure,Charge Amount,Churn,Complains,Customer Value,Distinct Called Numbers,Frequency of SMS,Frequency of use,Seconds of Use,Status,Subscription Length,Tariff Plan
30.0,3.0,1.0,0.0,0.0,0.0,339.99703689923217,28.0,17.0,111.0,9148.0,1.0,43.0,1.0
21.0,2.0,2.0,1.0,0.0,0.0,380.91546133649064,27.0,109.0,77.0,3027.0,1.0,31.0,1.0
25.0,2.0,0.0,0.0,0.0,0.0,34.247833506437566,15.0,0.0,75.0,4289.0,1.0,33.0,1.0
26.0,2.0,8.0,0.0,0.0,0.0,25.820383626170045,32.0,0.0,57.0,4332.0,1.0,40.0,1.0
21.0,2.0,0.0,0.0,0.0,0.0,27.08549832052494,26.0,1.0,69.0,1610.0,1.0,29.0,1.0
25.0,2.0,2.0,0.0,0.0,0.0,202.62714773601954,30.0,7.0,123.0,4907.0,1.0,39.0,1.0
36.0,3.0,1.0,0.0,0.0,0.0,43.41798606794626,4.0,18.0,13.0,240.0,1.0,14.0,1.0
18.0,1.0,0.0,0.0,0.0,0.0,2.5143584493175632,3.0,0.0,217.0,236.0,1.0,12.0,1.0
28.0,3.0,0.0,1.0,0.0,1.0,323.6198417500612,12.0,34.0,81.0,3592.0,1.0,41.0,2.0
32.0,3.0,1.0,0.0,0.0,1.0,131.38714945830597,21.0,13.0,94.0,5716.0,1.0,26.0,1.0
27.0,2.0,3.0,0.0,0.0,0.0,26.21988165966127,23.0,7.0,219.0,523.0,1.0,30.0,1.0
42.0,4.0,0.0,0.0,0.0,0.0,245.9340064616258,18.0,78.0,61.0,2593.0,1.0,30.0,2.0
31.0,3.0,4.0,0.0,0.0,0.0,284.17760421030187,58.0,7.0,78.0,6062.0,1.0,37.0,1.0
26.0,2.0,2.0,0.0,0.0,0.0,255.23387013201108,1.0,42.0,61.0,3572.0,1.0,36.0,1.0
34.0,3.0,3.0,0.0,0.0,1.0,206.27381222645457,21.0,25.0,58.0,1368.0,1.0,42.0,1.0
36.0,3.0,7.0,1.0,0.0,0.0,222.64433940853206,39.0,21.0,70.0,4891.0,1.0,36.0,1.0
33.0,3.0,1.0,1.0,0.0,0.0,85.17198189394156,5.0,32.0,15.0,605.0,1.0,40.0,1.0
30.0,3.0,2.0,0.0,0.0,0.0,97.10170571922171,12.0,6.0,60.0,1963.0,1.0,35.0,1.0
22.0,2.0,1.0,0.0,0.0,0.0,319.8645771472737,35.0,22.0,83.0,4236.0,1.0,37.0,1.0
37.0,4.0,5.0,0.0,0.0,0.0,268.08144399072694,54.0,5.0,144.0,11729.0,1.0,33.0,1.0
40.0,4.0,1.0,2.0,0.0,0.0,1800.9489525847223,43.0,110.0,127.0,13792.0,1.0,34.0,1.0
28.0,3.0,11.0,2.0,0.0,0.0,1601.9887241541715,51.0,318.0,133.0,13222.0,1.0,35.0,1.0
23.0,2.0,14.0,0.0,0.0,0.0,263.36079564068035,26.0,47.0,55.0,2604.0,1.0,32.0,1.0
25.0,2.0,4.0,0.0,0.0,0.0,41.825711528540275,15.0,14.0,30.0,757.0,1.0,33.0,1.0
