Age,Age Group,Call Failure,Charge Amount,Churn,Complains,Customer Value,Distinct Called Numbers,Frequency of SMS,Frequency of use,Seconds of Use,Status,Subscription Length,Tariff Plan
33.0,3.0,3.0,1.0,0.0,0.0,595.6142717061548,50.0,8.0,159.0,11376.0,1.0,35.0,1.0
25.0,2.0,0.0,0.0,0.0,0.0,0.13331599105299968,3.0,0.0,167.0,155.0,1.0,35.0,1.0
42.0,4.0,4.0,1.0,0.0,0.0,424.8065190995819,56.0,10.0,148.0,8144.0,1.0,29.0,1.0
25.0,2.0,1.0,0.0,0.0,0.0,3.3240432811669094,13.0,0.0,50.0,2458.0,1.0,33.0,1.0
31.0,3.0,2.0,0.0,0.0,1.0,217.6064398758268,22.0,19.0,26.0,1543.0,1.0,22.0,1.0
37.0,4.0,5.0,6.0,0.0,0.0,763.4688085688825,53.0,88.0,115.0,9906.0,1.0,42.0,1.0
23.0,2.0,1.0,1.0,0.0,0.0,689.5578324261891,24.0,43.0,114.0,6201.0,1.0,34.0,1.0
29.0,3.0,4.0,0.0,0.0,0.0,79.8378408602232,22.0,16.0,63.0,2974.0,1.0,26.0,1.0
25.0,2.0,1.0,1.0,0.0,0.0,378.74069925346623,44.0,30.0,113.0,5720.0,1.0,35.0,1.0
21.0,2.0,0.0,0.0,0.0,1.0,13.225493943591374,13.0,0.0,164.0,506.0,1.0,37.0,1.0
24.0,2.0,0.0,1.0,0.0,0.0,16.476522805453683,15.0,1.0,82.0,1011.0,1.0,21.0,1.0
24.0,2.0,0.0,0.0,0.0,1.0,84.79375710053804,12.0,0.0,23.0,1010.0,1.0,22.0,1.0
38.0,4.0,1.0,0.0,0.0,0.0,466.7926743432122,31.0,130.0,55.0,1375.0,1.0,19.0,1.0
42.0,4.0,1.0,1.0,0.0,0.0,217.10450878961782,30.0,6.0,108.0,6335.0,1.0,36.0,1.0
33.0,3.0,1.0,0.0,0.0,0.0,18.193640820418455,13.0,1.0,60.0,646.0,1.0,37.0,2.0
32.0,3.0,6.0,2.0,0.0,0.0,726.9556553495083,27.0,215.0,77.0,2656.0,1.0,30.0,1.0
29.0,3.0,0.0,0.0,0.0,1.0,120.53549190612061,5.0,109.0,46.0,298.0,1.0,37.0,1.0
24.0,2.0,6.0,0.0,0.0,0.0,53.393754556669165,19.0,0.0,98.0,6120.0,1.0,38.0,1.0
