Age,Age Group,Call Failure,Charge Amount,Churn,Complains,Customer Value,Distinct Called Numbers,Frequency of SMS,Frequency of use,Seconds of Use,Status,Subscription Length,Tariff Plan
29.0,3.0,1.0,1.0,0.0,0.0,58.061024321357465,10.0,6.0,222.0,672.0,1.0,28.0,1.0
33.0,3.0,2.0,1.0,0.0,1.0,222.36729849364903,13.0,65.0,20.0,1809.0,1.0,35.0,1.0
34.0,3.0,15.0,2.0,0.0,0.0,290.4544771845779,69.0,120.0,143.0,8066.0,1.0,42.0,1.0
39.0,4.0,12.0,3.0,0.0,0.0,976.0948621267884,15.0,72.0,144.0,8283.0,1.0,33.0,1.0
27.0,2.0,5.0,2.0,0.0,0.0,467.76996412497635,46.0,8.0,107.0,2945.0,1.0,28.0,1.0
29.0,3.0,3.0,0.0,0.0,0.0,678.8025082373169,35.0,12.0,113.0,9501.0,1.0,33.0,1.0
20.0,1.0,0.0,0.0,0.0,0.0,15.189811493671677,3.0,31.0,23.0,335.0,1.0,15.0,1.0
26.0,2.0,2.0,0.0,0.0,0.0,232.78470974074804,17.0,140.0,21.0,1672.0,1.0,24.0,1.0
31.0,3.0,12.0,2.0,0.0,1.0,1258.8753726493046,37.0,84.0,137.0,12315.0,1.0,36.0,1.0
28.0,3.0,12.0,1.0,0.0,1.0,338.25650847856866,20.0,3.0,91.0,7075.0,1.0,41.0,1.0
41.0,4.0,2.0,4.0,0.0,0.0,548.5507581981773,39.0,14.0,115.0,8846.0,1.0,37.0,1.0
40.0,4.0,2.0,2.0,0.0,0.0,597.1799710983871,32.0,24.0,139.0,12457.0,1.0,40.0,2.0
26.0,2.0,2.0,0.0,0.0,0.0,621.9193577859513,16.0,519.0,30.0,751.0,1.0,36.0,1.0
32.0,3.0,2.0,0.0,0.0,0.0,75.80301681608402,17.0,192.0,195.0,734.0,1.0,24.0,2.0
26.0,2.0,0.0,1.0,1.0,0.0,27.49383686449642,25.0,20.0,30.0,685.0,1.0,34.0,1.0
36.0,3.0,3.0,0.0,0.0,0.0,140.2997567366911,58.0,10.0,71.0,2203.0,1.0,32.0,1.0
36.0,3.0,0.0,0.0,0.0,1.0,410.9479925604878,9.0,42.0,40.0,2499.0,1.0,31.0,1.0
28.0,3.0,6.0,4.0,0.0,1.0,216.6888327420178,0.0,20.0,12.0,2036.0,1.0,34.0,1.0
32.0,3.0,0.0,0.0,0.0,0.0,85.07016044522263,6.0,27.0,23.0,886.0,1.0,42.0,1.0
30.0,3.0,0.0,0.0,0.0,0.0,91.12576051078642,27.0,28.0,75.0,1270.0,1.0,35.0,1.0
27.0,2.0,26.0,4.0,0.0,1.0,859.6412918653908,25.0,54.0,151.0,12397.0,1.0,23.0,1.0
34.0,3.0,2.0,0.0,0.0,1.0,1254.91157431014,21.0,77.0,166.0,11898.0,1.0,23.0,1.0
31.0,3.0,3.0,0.0,0.0,0.0,333.46712071109687,62.0,48.0,109.0,6025.0,1.0,16.0,1.0
36.0,3.0,1.0,0.0,0.0,0.0,1.1604851810927825,7.0,54.0,234.0,262.0,1.0,40.0,1.0
27.0,2.0,10.0,2.0,0.0,1.0,353.0658500943541,57.0,82.0,110.0,4986.0,1.0,30.0,1.0
26.0,2.0,0.0,1.0,0.0,0.0,45.01018269383691,11.0,3.0,251.0,333.0,1.0,25.0,1.0
31.0,3.0,0.0,0.0,0.0,0.0,5.4433917829958895,18.0,3.0,63.0,1385.0,1.0,28.0,1.0
25.0,2.0,11.0,4.0,0.0,0.0,121.32200977755816,30.0,1.0,100.0,5041.0,1.0,38.0,1.0
36.0,3.0,4.0,3.0,0.0,0.0,546.6970514209557,60.0,50.0,146.0,8826.0,1.0,33.0,1.0
17.0,3.0,2.0,0.0,0.0,0.0,50.5119851375749,14.0,8.0,44.0,828.0,1.0,34.0,1.0
38.0,4.0,11.0,5.0,1.0,1.0,1023.5254946880508,62.0,119.0,137.0,12954.0,1.0,44.0,1.0
20.0,1.0,2.0,0.0,0.0,0.0,201.06827600093868,21.0,19.0,80.0,1886.0,1.0,34.0,1.0
22.0,2.0,0.0,0.0,0.0,0.0,40.50545457419303,23.0,0.0,48.0,1848.0,1.0,31.0,1.0
54.0,5.0,15.0,2.0,0.0,0.0,242.6646508638475,30.0,11.0,106.0,7351.0,1.0,47.0,1.0
26.0,2.0,1.0,0.0,0.0,0.0,159.95414967615625,7.0,12.0,13.0,738.0,1.0,16.0,1.0
33.0,3.0,3.0,0.0,0.0,0.0,121.49729454939876,23.0,10.0,71.0,2601.0,1.0,37.0,1.0
27.0,2.0,3.0,4.0,0.0,1.0,609.317620870477,51.0,46.0,140.0,9568.0,1.0,37.0,1.0
18.0,3.0,13.0,3.0,0.0,1.0,280.46892586605236,6.0,65.0,73.0,5177.0,1.0,45.0,1.0
28.0,3.0,0.0,1.0,0.0,0.0,35.439137843977974,22.0,2.0,69.0,2601.0,1.0,30.0,1.0
29.0,3.0,0.0,1.0,0.0,0.0,2.269861260281553,8.0,2.0,13.0,206.0,1.0,18.0,1.0
53.0,5.0,2.0,3.0,0.0,1.0,28.54064897992993,25.0,0.0,149.0,8866.0,1.0,24.0,1.0
40.0,4.0,0.0,0.0,0.0,1.0,205.68622558370163,10.0,23.0,32.0,3385.0,1.0,36.0,1.0
44.0,4.0,1.0,0.0,0.0,0.0,128.99501154944994,15.0,83.0,62.0,1926.0,1.0,29.0,1.0
28.0,3.0,0.0,0.0,0.0,0.0,414.17857794220964,12.0,4.0,42.0,2555.0,1.0,27.0,1.0
26.0,2.0,0.0,0.0,0.0,0.0,95.98264624573908,9.0,8.0,179.0,67.0,1.0,23.0,1.0
24.0,2.0,0.0,0.0,0.0,0.0,2.418208169205159,3.0,1.0,163.0,313.0,1.0,23.0,1.0
42.0,4.0,6.0,0.0,0.0,0.0,94.84050602335302,10.0,14.0,55.0,1799.0,1.0,35.0,1.0
32.0,3.0,5.0,0.0,0.0,0.0,4.190468255365691,10.0,4.0,97.0,123.0,1.0,38.0,1.0
28.0,3.0,0.0,1.0,0.0,0.0,262.8457526519906,23.0,6.0,82.0,4414.0,1.0,28.0,1.0
23.0,2.0,10.0,3.0,0.0,0.0,1087.5191523470533,22.0,367.0,66.0,3824.0,1.0,34.0,1.0
27.0,3.0,5.0,1.0,0.0,0.0,65.54285461006658,12.0,0.0,63.0,2110.0,1.0,8.0,1.0
37.0,4.0,1.0,0.0,0.0,1.0,60.39896947898555,20.0,14.0,92.0,3294.0,1.0,43.0,1.0
44.0,4.0,34.0,6.0,0.0,0.0,367.5676967636356,42.0,52.0,205.0,10643.0,1.0,25.0,1.0
52.0,4.0,0.0,0.0,0.0,0.0,135.93436352170008,5.0,91.0,2.0,272.0,1.0,43.0,1.0
26.0,2.0,0.0,0.0,0.0,0.0,185.74258285880194,13.0,10.0,95.0,2463.0,1.0,23.0,1.0
31.0,3.0,4.0,0.0,0.0,0.0,4.633297624792935,17.0,1.0,32.0,525.0,1.0,30.0,1.0
48.0,4.0,0.0,0.0,0.0,0.0,51.62188923342003,9.0,0.0,11.0,2745.0,1.0,7.0,1.0
33.0,3.0,1.0,0.0,0.0,0.0,58.27799334568788,10.0,0.0,61.0,1095.0,1.0,36.0,1.0
29.0,3.0,0.0,0.0,0.0,0.0,4.5270093663879205,4.0,0.0,80.0,155.0,1.0,28.0,1.0
42.0,4.0,4.0,3.0,0.0,0.0,30.643378794956593,3.0,1.0,157.0,162.0,1.0,33.0,1.0
26.0,2.0,9.0,1.0,0.0,0.0,980.3620857627532,54.0,107.0,141.0,9036.0,1.0,36.0,1.0
31.0,3.0,5.0,0.0,0.0,1.0,19.325030425305034,8.0,0.0,97.0,1094.0,1.0,36.0,1.0
29.0,3.0,1.0,0.0,0.0,0.0,703.3559835023858,59.0,20.0,137.0,12433.0,1.0,32.0,1.0
18.0,2.0,2.0,0.0,0.0,1.0,372.33454258968703,18.0,21.0,84.0,5331.0,1.0,24.0,1.0
27.0,2.0,0.0,0.0,0.0,1.0,631.0212184282632,57.0,25.0,119.0,9962.0,1.0,30.0,1.0
23.0,2.0,2.0,0.0,0.0,0.0,33.846606633396085,12.0,10.0,21.0,21.0,1.0,22.0,1.0
23.0,2.0,10.0,3.0,0.0,0.0,661.1106861046516,36.0,42.0,65.0,3119.0,1.0,32.0,1.0
37.0,4.0,3.0,1.0,0.0,0.0,41.830724328565346,8.0,0.0,56.0,2876.0,1.0,36.0,1.0
48.0,4.0,2.0,3.0,0.0,0.0,540.1501750243333,49.0,40.0,159.0,6015.0,1.0,29.0,1.0
29.0,3.0,3.0,1.0,0.0,0.0,98.50837473189614,9.0,1.0,73.0,5156.0,1.0,41.0,1.0
28.0,3.0,5.0,4.0,0.0,0.0,1029.8192693636408,24.0,125.0,85.0,7656.0,1.0,24.0,1.0
25.0,2.0,0.0,0.0,0.0,1.0,277.89684491220527,11.0,1.0,85.0,2899.0,1.0,30.0,1.0
41.0,4.0,3.0,1.0,0.0,0.0,1383.481146240979,50.0,101.0,88.0,4243.0,1.0,25.0,2.0
31.0,3.0,3.0,4.0,0.0,0.0,796.2016247314319,47.0,58.0,204.0,12549.0,1.0,28.0,1.0
27.0,2.0,2.0,2.0,0.0,0.0,73.76332795360618,10.0,20.0,10.0,2203.0,1.0,27.0,1.0
22.0,2.0,2.0,0.0,0.0,0.0,110.45633520597303,30.0,0.0,87.0,4584.0,1.0,35.0,1.0
28.0,3.0,16.0,3.0,0.0,0.0,120.55207793323565,11.0,8.0,55.0,2398.0,1.0,23.0,1.0
50.0,4.0,4.0,0.0,0.0,0.0,9.498444712021806,11.0,0.0,94.0,2286.0,1.0,33.0,1.0
35.0,3.0,3.0,2.0,0.0,0.0,463.63070304675534,38.0,27.0,86.0,8341.0,1.0,35.0,1.0
36.0,3.0,10.0,1.0,0.0,1.0,359.0668758341953,51.0,42.0,141.0,6629.0,1.0,41.0,1.0
32.0,3.0,2.0,1.0,0.0,1.0,144.66742654243126,27.0,1.0,124.0,5422.0,1.0,44.0,1.0
46.0,4.0,5.0,2.0,0.0,0.0,877.0780942239402,32.0,95.0,174.0,8644.0,1.0,44.0,2.0
23.0,2.0,2.0,1.0,0.0,1.0,54.33688507928982,11.0,10.0,45.0,176.0,1.0,36.0,1.0
29.0,3.0,1.0,1.0,0.0,0.0,613.8771473312307,26.0,20.0,80.0,5052.0,1.0,30.0,1.0
32.0,3.0,1.0,0.0,0.0,1.0,205.6533900457562,35.0,30.0,52.0,2041.0,1.0,32.0,1.0
42.0,5.0,2.0,2.0,0.0,0.0,936.0455911887153,59.0,79.0,157.0,10455.0,1.0,25.0,1.0
39.0,4.0,0.0,0.0,0.0,1.0,37.77306995386126,11.0,0.0,77.0,4473.0,1.0,26.0,1.0
27.0,2.0,2.0,3.0,0.0,0.0,22.103637002850274,25.0,2.0,43.0,2389.0,1.0,26.0,1.0
27.0,2.0,0.0,0.0,0.0,0.0,57.51488960246701,14.0,5.0,33.0,1897.0,1.0,28.0,1.0
23.0,2.0,0.0,0.0,0.0,0.0,11.371180152752219,7.0,0.0,12.0,873.0,1.0,33.0,1.0
33.0,3.0,1.0,0.0,0.0,0.0,15.232784712705643,9.0,1.0,41.0,1101.0,1.0,41.0,1.0
21.0,1.0,2.0,0.0,0.0,0.0,7.988463922152382,17.0,10.0,43.0,610.0,1.0,44.0,1.0
26.0,2.0,6.0,9.0,0.0,0.0,1120.7075586382252,20.0,96.0,53.0,3525.0,1.0,41.0,1.0
37.0,4.0,0.0,1.0,0.0,1.0,279.50465099720856,44.0,28.0,104.0,6506.0,1.0,41.0,1.0
41.0,4.0,6.0,2.0,0.0,0.0,185.25794413103645,22.0,4.0,65.0,4274.0,1.0,26.0,1.0
30.0,3.0,1.0,0.0,0.0,1.0,0.8166741015604676,4.0,12.0,97.0,66.0,1.0,27.0,1.0
32.0,3.0,3.0,0.0,0.0,0.0,150.45737492990722,19.0,1.0,97.0,4265.0,1.0,22.0,1.0
33.0,3.0,5.0,1.0,0.0,0.0,1343.7634839115435,70.0,197.0,189.0,9541.0,1.0,39.0,1.0
37.0,4.0,0.0,2.0,0.0,0.0,236.14029311539517,15.0,22.0,83.0,3276.0,1.0,43.0,1.0
