Age,Age Group,Call Failure,Charge Amount,Churn,Complains,Customer Value,Distinct Called Numbers,Frequency of SMS,Frequency of use,Seconds of Use,Status,Subscription Length,Tariff Plan
24.0,2.0,0.0,0.0,0.0,0.0,459.11348695496036,14.0,56.0,69.0,3199.0,1.0,21.0,1.0
23.0,2.0,3.0,2.0,0.0,0.0,101.05594772435796,20.0,32.0,44.0,5444.0,1.0,26.0,1.0
38.0,4.0,3.0,0.0,0.0,0.0,22.72338174997446,25.0,6.0,68.0,1211.0,1.0,39.0,1.0
21.0,2.0,9.0,6.0,0.0,0.0,1197.5102239168673,56.0,118.0,127.0,9054.0,2.0,38.0,1.0
35.0,3.0,5.0,2.0,0.0,0.0,686.4861705499335,42.0,135.0,147.0,12404.0,1.0,33.0,1.0
41.0,4.0,1.0,0.0,0.0,0.0,636.2591965609694,20.0,60.0,90.0,3607.0,1.0,41.0,1.0
34.0,3.0,0.0,0.0,0.0,1.0,96.55237302216165,13.0,22.0,24.0,1498.0,1.0,29.0,1.0
21.0,4.0,7.0,1.0,0.0,1.0,781.0805652421586,50.0,70.0,179.0,15692.0,1.0,37.0,1.0
26.0,2.0,1.0,2.0,0.0,0.0,409.3385826293111,15.0,29.0,79.0,4711.0,1.0,22.0,1.0
29.0,3.0,19.0,2.0,0.0,0.0,69.9774813774336,27.0,13.0,84.0,3908.0,1.0,36.0,1.0
23.0,2.0,3.0,1.0,0.0,1.0,696.837746209389,66.0,6.0,182.0,16777.0,1.0,35.0,1.0
32.0,3.0,4.0,2.0,0.0,0.0,1388.9457819843387,21.0,237.0,71.0,5463.0,1.0,42.0,1.0
36.0,3.0,0.0,2.0,0.0,0.0,147.47733926228926,32.0,4.0,89.0,3516.0,1.0,20.0,1.0
39.0,5.0,0.0,0.0,0.0,1.0,72.53080856376674,2.0,10.0,204.0,4.0,1.0,37.0,1.0
19.0,4.0,1.0,4.0,0.0,0.0,559.2123664108757,5.0,217.0,54.0,1639.0,1.0,45.0,2.0
33.0,3.0,9.0,1.0,0.0,0.0,23.255867756622404,24.0,7.0,72.0,451.0,1.0,36.0,1.0
31.0,3.0,0.0,0.0,0.0,0.0,100.51316247715889,27.0,1.0,65.0,1946.0,1.0,29.0,1.0
26.0,2.0,3.0,0.0,0.0,0.0,3.045254524908848,15.0,0.0,62.0,1914.0,1.0,22.0,1.0
20.0,1.0,2.0,0.0,1.0,0.0,354.4069444791218,29.0,22.0,99.0,8505.0,1.0,29.0,1.0
21.0,1.0,0.0,0.0,0.0,0.0,18.085482046591128,1.0,1.0,47.0,256.0,1.0,24.0,1.0
24.0,2.0,6.0,1.0,0.0,0.0,81.08387516785629,65.0,0.0,135.0,7780.0,1.0,35.0,1.0
24.0,2.0,0.0,2.0,0.0,0.0,264.5590948748308,34.0,60.0,53.0,3966.0,1.0,37.0,1.0
37.0,4.0,0.0,0.0,0.0,0.0,57.112589767210615,25.0,0.0,186.0,2346.0,1.0,27.0,1.0
49.0,4.0,0.0,0.0,0.0,0.0,13.923802710429497,76.0,8.0,0.0,158.0,1.0,27.0,1.0
15.0,1.0,0.0,0.0,0.0,0.0,1.2361746010475212,5.0,0.0,20.0,1062.0,1.0,29.0,1.0
51.0,5.0,1.0,1.0,0.0,0.0,334.25250597633107,13.0,148.0,20.0,847.0,1.0,35.0,1.0
36.0,3.0,0.0,0.0,0.0,0.0,201.73832166466,59.0,2.0,90.0,2966.0,1.0,33.0,1.0
33.0,3.0,2.0,4.0,0.0,0.0,234.00485426316897,22.0,31.0,69.0,3182.0,1.0,31.0,1.0
33.0,3.0,9.0,0.0,0.0,0.0,566.5889264136949,12.0,32.0,38.0,2440.0,1.0,23.0,1.0
28.0,3.0,0.0,0.0,0.0,0.0,25.741375580469228,15.0,2.0,10.0,245.0,1.0,28.0,1.0
36.0,3.0,3.0,2.0,0.0,0.0,31.03348859740282,24.0,0.0,121.0,3793.0,1.0,26.0,1.0
25.0,2.0,0.0,0.0,0.0,0.0,189.39103257179406,3.0,11.0,16.0,610.0,1.0,18.0,1.0
24.0,2.0,0.0,1.0,0.0,0.0,387.1710740692049,16.0,151.0,69.0,4124.0,1.0,40.0,2.0
25.0,2.0,5.0,1.0,0.0,0.0,216.84493402213312,52.0,53.0,92.0,2806.0,1.0,10.0,1.0
25.0,2.0,0.0,0.0,0.0,0.0,18.02377987137273,11.0,0.0,61.0,1077.0,1.0,42.0,1.0
28.0,3.0,0.0,1.0,0.0,0.0,154.61689290614055,6.0,30.0,57.0,1521.0,1.0,29.0,1.0
33.0,3.0,0.0,1.0,0.0,0.0,41.3709062096683,6.0,1.0,17.0,1364.0,1.0,32.0,1.0
26.0,2.0,0.0,0.0,0.0,0.0,517.3513121407353,16.0,29.0,63.0,4402.0,1.0,33.0,1.0
28.0,3.0,6.0,4.0,0.0,1.0,65.52092643259154,8.0,21.0,49.0,2373.0,1.0,38.0,1.0
31.0,3.0,0.0,1.0,0.0,1.0,125.32539066390633,10.0,4.0,39.0,2464.0,1.0,46.0,1.0
40.0,4.0,0.0,0.0,0.0,0.0,25.034863067195456,1.0,2.0,20.0,1179.0,1.0,40.0,1.0
22.0,2.0,10.0,4.0,0.0,1.0,180.12946738840077,22.0,57.0,65.0,2347.0,1.0,26.0,1.0
39.0,4.0,7.0,0.0,0.0,0.0,441.63867031461314,26.0,207.0,84.0,2761.0,1.0,46.0,1.0
36.0,3.0,3.0,1.0,0.0,1.0,490.46486657162853,18.0,65.0,125.0,12663.0,1.0,39.0,1.0
26.0,2.0,2.0,3.0,0.0,1.0,423.9105522729806,19.0,21.0,55.0,4065.0,1.0,45.0,1.0
24.0,2.0,0.0,0.0,0.0,0.0,500.6866876866963,6.0,114.0,33.0,852.0,1.0,38.0,1.0
32.0,3.0,1.0,0.0,0.0,0.0,121.79143971421013,26.0,3.0,35.0,2481.0,1.0,27.0,1.0
31.0,3.0,12.0,0.0,0.0,0.0,411.93376652405686,13.0,94.0,77.0,2265.0,1.0,30.0,1.0
44.0,4.0,1.0,0.0,0.0,0.0,291.5993629807418,35.0,1.0,103.0,4563.0,1.0,34.0,1.0
30.0,3.0,3.0,1.0,0.0,0.0,270.8639494401857,23.0,32.0,42.0,3425.0,1.0,29.0,1.0
39.0,4.0,16.0,2.0,0.0,1.0,900.8271872142859,45.0,251.0,124.0,12131.0,1.0,28.0,2.0
25.0,2.0,5.0,2.0,0.0,1.0,1230.4383565307055,33.0,507.0,126.0,10154.0,1.0,42.0,1.0
21.0,2.0,4.0,1.0,0.0,0.0,258.60098109688846,9.0,42.0,54.0,3231.0,1.0,25.0,1.0
17.0,2.0,18.0,2.0,0.0,0.0,633.1767031995606,6.0,47.0,47.0,1477.0,1.0,38.0,1.0
26.0,2.0,6.0,1.0,0.0,0.0,227.57750721736355,25.0,94.0,69.0,1534.0,1.0,34.0,1.0
32.0,3.0,7.0,3.0,0.0,0.0,381.68801472395074,67.0,13.0,154.0,8621.0,1.0,32.0,1.0
24.0,2.0,0.0,0.0,0.0,0.0,24.292903692693294,14.0,16.0,248.0,350.0,1.0,23.0,1.0
28.0,3.0,4.0,0.0,0.0,1.0,1159.9471014545206,46.0,27.0,248.0,7998.0,1.0,39.0,1.0
32.0,3.0,12.0,2.0,0.0,0.0,218.0349603445137,67.0,99.0,145.0,14819.0,1.0,36.0,1.0
34.0,3.0,6.0,2.0,0.0,1.0,1639.139720310149,91.0,149.0,192.0,16073.0,1.0,42.0,1.0
31.0,3.0,1.0,2.0,0.0,0.0,686.9802296767872,25.0,29.0,97.0,553.0,1.0,24.0,1.0
22.0,2.0,1.0,0.0,0.0,0.0,48.987700026708126,5.0,0.0,40.0,2364.0,1.0,21.0,1.0
34.0,3.0,9.0,2.0,0.0,0.0,69.01912202522006,24.0,13.0,108.0,5474.0,1.0,32.0,1.0
31.0,3.0,2.0,2.0,0.0,0.0,237.06436690541227,27.0,21.0,79.0,3924.0,1.0,24.0,1.0
22.0,2.0,6.0,1.0,0.0,0.0,7.726565882696871,10.0,12.0,150.0,160.0,1.0,36.0,1.0
38.0,4.0,7.0,5.0,0.0,0.0,1180.4824035472477,41.0,217.0,88.0,6091.0,1.0,4.0,2.0
29.0,3.0,1.0,1.0,0.0,0.0,291.50804603136964,15.0,2.0,7.0,1965.0,1.0,24.0,1.0
38.0,3.0,0.0,2.0,0.0,0.0,230.2875132306815,21.0,6.0,82.0,5593.0,1.0,30.0,1.0
26.0,2.0,6.0,0.0,0.0,0.0,47.15056266868353,15.0,0.0,51.0,2397.0,1.0,32.0,1.0
26.0,2.0,0.0,0.0,0.0,0.0,472.46560379039164,29.0,85.0,108.0,14032.0,1.0,21.0,1.0
41.0,4.0,5.0,0.0,0.0,0.0,190.48171996697212,11.0,14.0,30.0,2154.0,1.0,26.0,1.0
32.0,3.0,6.0,1.0,1.0,1.0,676.7050887297444,54.0,120.0,184.0,10386.0,1.0,36.0,1.0
34.0,3.0,6.0,1.0,0.0,0.0,1228.516198016025,30.0,64.0,113.0,15660.0,1.0,5.0,1.0
17.0,3.0,0.0,1.0,0.0,0.0,658.3637561059137,14.0,248.0,121.0,426.0,1.0,26.0,1.0
42.0,4.0,2.0,8.0,0.0,0.0,1049.9314910733594,41.0,178.0,106.0,13622.0,1.0,36.0,2.0
20.0,1.0,0.0,0.0,0.0,0.0,329.3703482031978,13.0,91.0,23.0,40.0,1.0,35.0,1.0
26.0,2.0,4.0,0.0,0.0,0.0,159.61153329558974,10.0,31.0,48.0,37.0,1.0,39.0,1.0
26.0,2.0,0.0,0.0,0.0,0.0,106.59265301029914,25.0,1.0,41.0,2346.0,1.0,18.0,1.0
52.0,5.0,1.0,1.0,0.0,0.0,69.85295346792991,4.0,5.0,43.0,3496.0,1.0,25.0,1.0
24.0,2.0,0.0,1.0,0.0,0.0,217.4936270429767,12.0,86.0,11.0,1245.0,1.0,17.0,1.0
24.0,2.0,1.0,0.0,0.0,0.0,35.625620402841115,14.0,3.0,29.0,1437.0,1.0,28.0,1.0
35.0,3.0,3.0,1.0,0.0,0.0,45.02400529304005,25.0,0.0,92.0,8169.0,1.0,36.0,1.0
22.0,2.0,0.0,3.0,0.0,0.0,317.52235013483823,13.0,192.0,41.0,3585.0,1.0,25.0,1.0
24.0,2.0,0.0,0.0,0.0,0.0,18.152756350448044,11.0,0.0,8.0,161.0,1.0,41.0,1.0
52.0,1.0,0.0,0.0,0.0,0.0,435.37563975391413,20.0,78.0,81.0,7761.0,1.0,30.0,2.0
40.0,4.0,10.0,2.0,0.0,0.0,475.64302185294764,38.0,33.0,143.0,13877.0,1.0,37.0,1.0
21.0,1.0,1.0,0.0,0.0,0.0,414.9705065170577,7.0,7.0,121.0,62.0,1.0,27.0,1.0
31.0,3.0,2.0,0.0,0.0,0.0,53.232151035335285,5.0,0.0,11.0,1846.0,1.0,23.0,1.0
48.0,4.0,1.0,0.0,0.0,0.0,980.5886554360834,56.0,53.0,109.0,12875.0,1.0,36.0,1.0
30.0,3.0,1.0,0.0,0.0,0.0,1028.1951031299352,47.0,61.0,146.0,9130.0,1.0,34.0,1.0
25.0,2.0,0.0,0.0,0.0,0.0,114.15066511835907,14.0,9.0,39.0,1170.0,1.0,28.0,1.0
29.0,3.0,5.0,1.0,0.0,0.0,389.0721840971219,23.0,58.0,80.0,8521.0,1.0,33.0,1.0
19.0,1.0,35.0,1.0,0.0,0.0,133.3829358465526,37.0,2.0,108.0,6780.0,1.0,40.0,1.0
48.0,4.0,5.0,2.0,0.0,1.0,453.09598453019026,50.0,50.0,116.0,6958.0,1.0,44.0,1.0
17.0,2.0,4.0,9.0,0.0,0.0,113.62604787682658,8.0,30.0,54.0,2600.0,1.0,37.0,1.0
21.0,2.0,2.0,0.0,0.0,0.0,22.508353945836618,9.0,14.0,13.0,12.0,1.0,21.0,1.0
29.0,3.0,0.0,0.0,0.0,0.0,854.0973939224625,7.0,56.0,48.0,4078.0,1.0,29.0,2.0
32.0,3.0,7.0,3.0,0.0,1.0,605.656562377071,50.0,192.0,133.0,5601.0,1.0,41.0,1.0
23.0,2.0,6.0,0.0,0.0,0.0,114.72987290375637,36.0,48.0,21.0,775.0,1.0,32.0,1.0
39.0,4.0,0.0,1.0,0.0,1.0,31.6527359561808,9.0,0.0,53.0,2548.0,1.0,34.0,1.0
24.0,2.0,0.0,0.0,0.0,0.0,38.866344352328525,10.0,9.0,19.0,752.0,1.0,33.0,1.0
31.0,3.0,2.0,0.0,0.0,0.0,129.9389760647939,50.0,0.0,152.0,11257.0,1.0,27.0,1.0
29.0,3.0,1.0,1.0,0.0,1.0,399.1912084701939,28.0,9.0,142.0,10620.0,1.0,26.0,1.0
26.0,2.0,1.0,0.0,0.0,0.0,282.0992844990158,42.0,17.0,91.0,4807.0,1.0,30.0,1.0
31.0,3.0,0.0,0.0,0.0,0.0,0.060256337700171296,11.0,0.0,40.0,594.0,1.0,33.0,1.0
24.0,2.0,1.0,0.0,0.0,1.0,8.733574209383862,5.0,0.0,206.0,821.0,1.0,23.0,1.0
25.0,2.0,0.0,0.0,0.0,0.0,65.89982335126066,24.0,13.0,102.0,5347.0,1.0,32.0,2.0
23.0,2.0,1.0,0.0,0.0,0.0,486.5702015020401,18.0,20.0,73.0,2907.0,1.0,37.0,1.0
