Age,Age Group,Call Failure,Charge Amount,Churn,Complains,Customer Value,Distinct Called Numbers,Frequency of SMS,Frequency of use,Seconds of Use,Status,Subscription Length,Tariff Plan
37.0,4.0,3.0,2.0,0.0,0.0,724.4574416993721,67.0,90.0,127.0,6597.0,1.0,26.0,1.0
30.0,3.0,3.0,1.0,0.0,0.0,626.5834968155272,47.0,4.0,133.0,9158.0,1.0,27.0,1.0
25.0,2.0,3.0,2.0,0.0,0.0,622.8735758407263,59.0,134.0,139.0,9065.0,1.0,42.0,1.0
32.0,3.0,0.0,0.0,0.0,1.0,189.71999048323454,7.0,62.0,18.0,2191.0,1.0,20.0,1.0
39.0,4.0,1.0,1.0,0.0,1.0,4.026709427892941,10.0,0.0,65.0,2890.0,1.0,32.0,1.0
29.0,3.0,4.0,0.0,0.0,0.0,572.448258849002,19.0,129.0,12.0,1054.0,1.0,27.0,1.0
32.0,3.0,12.0,4.0,0.0,0.0,242.21172108775505,31.0,49.0,96.0,3678.0,1.0,31.0,1.0
21.0,2.0,17.0,9.0,0.0,0.0,1350.207401071073,14.0,70.0,108.0,7823.0,1.0,25.0,1.0
25.0,2.0,0.0,1.0,1.0,0.0,8.516936711984076,19.0,6.0,12.0,510.0,1.0,29.0,1.0
22.0,2.0,1.0,0.0,0.0,0.0,95.7959668847175,6.0,20.0,48.0,1759.0,1.0,22.0,1.0
17.0,1.0,4.0,0.0,0.0,0.0,263.61243281342627,36.0,31.0,123.0,4245.0,1.0,28.0,1.0
25.0,2.0,15.0,1.0,0.0,0.0,1384.6317250665606,34.0,50.0,138.0,8402.0,1.0,32.0,1.0
37.0,4.0,2.0,2.0,0.0,0.0,297.501503993806,32.0,52.0,71.0,3219.0,1.0,31.0,1.0
20.0,2.0,6.0,6.0,0.0,0.0,326.8965357089084,9.0,84.0,40.0,2668.0,1.0,29.0,1.0
32.0,3.0,11.0,1.0,0.0,0.0,846.3371683597625,53.0,62.0,195.0,5852.0,1.0,38.0,1.0
18.0,1.0,0.0,0.0,0.0,0.0,46.57617241509546,5.0,9.0,14.0,775.0,1.0,28.0,1.0
37.0,4.0,3.0,1.0,0.0,0.0,314.360846937861,30.0,8.0,122.0,9577.0,1.0,12.0,1.0
31.0,3.0,1.0,1.0,0.0,0.0,305.9805734060903,31.0,65.0,124.0,3084.0,1.0,17.0,2.0
34.0,3.0,0.0,0.0,0.0,0.0,218.8833459652712,22.0,21.0,82.0,4950.0,1.0,43.0,1.0
26.0,2.0,1.0,1.0,0.0,0.0,49.21924701037914,12.0,8.0,10.0,431.0,1.0,38.0,1.0
35.0,3.0,1.0,0.0,0.0,0.0,70.91297051529386,11.0,17.0,83.0,1726.0,1.0,37.0,1.0
27.0,2.0,1.0,0.0,0.0,0.0,34.180247309489964,10.0,6.0,65.0,1782.0,1.0,26.0,1.0
22.0,2.0,0.0,0.0,0.0,0.0,1.1272161710342958,2.0,0.0,141.0,289.0,1.0,26.0,1.0
42.0,4.0,0.0,0.0,0.0,0.0,611.3128788901683,11.0,85.0,35.0,2933.0,1.0,36.0,1.0
35.0,3.0,8.0,4.0,0.0,0.0,34.060930880692176,21.0,18.0,54.0,1389.0,1.0,11.0,1.0
32.0,3.0,0.0,0.0,0.0,0.0,162.01644261415623,16.0,4.0,51.0,3681.0,1.0,29.0,1.0
30.0,3.0,5.0,4.0,0.0,1.0,47.69627208086168,11.0,1.0,30.0,2691.0,1.0,31.0,1.0
23.0,2.0,1.0,0.0,0.0,0.0,11.438058828145047,8.0,2.0,208.0,1.0,1.0,16.0,1.0
24.0,2.0,0.0,0.0,0.0,0.0,290.3850344698526,24.0,44.0,68.0,4027.0,1.0,18.0,1.0
30.0,3.0,4.0,1.0,0.0,0.0,279.53009128626775,25.0,18.0,100.0,5930.0,1.0,38.0,1.0
18.0,1.0,0.0,0.0,0.0,0.0,117.72177008264148,16.0,11.0,160.0,1088.0,1.0,20.0,1.0
21.0,2.0,0.0,0.0,0.0,0.0,2.953681092618968,3.0,0.0,23.0,1784.0,1.0,38.0,1.0
32.0,3.0,10.0,4.0,1.0,1.0,1508.4179519530535,71.0,170.0,235.0,11569.0,1.0,29.0,1.0
38.0,4.0,0.0,0.0,0.0,0.0,79.08262330110904,4.0,8.0,33.0,1694.0,1.0,34.0,1.0
26.0,5.0,0.0,0.0,0.0,0.0,129.782533493546,37.0,0.0,91.0,12554.0,1.0,37.0,1.0
20.0,2.0,5.0,1.0,0.0,0.0,696.6418918339355,87.0,28.0,105.0,8461.0,1.0,35.0,1.0
27.0,3.0,1.0,0.0,0.0,1.0,60.25883306578856,11.0,0.0,68.0,2297.0,1.0,31.0,1.0
18.0,1.0,1.0,0.0,0.0,0.0,50.158850556270934,10.0,6.0,41.0,712.0,1.0,28.0,1.0
