Age,Age Group,Call Failure,Charge Amount,Churn,Complains,Customer Value,Distinct Called Numbers,Frequency of SMS,Frequency of use,Seconds of Use,Status,Subscription Length,Tariff Plan
39.0,4.0,1.0,0.0,0.0,0.0,95.25577501659197,10.0,5.0,23.0,798.0,1.0,43.0,1.0
32.0,3.0,10.0,2.0,0.0,0.0,675.2346239800388,20.0,160.0,88.0,2212.0,1.0,19.0,2.0
37.0,4.0,1.0,0.0,0.0,1.0,299.3716851527341,62.0,5.0,139.0,9146.0,1.0,32.0,1.0
16.0,5.0,2.0,0.0,0.0,0.0,13.933609846322467,6.0,0.0,51.0,2214.0,1.0,24.0,1.0
26.0,2.0,0.0,0.0,0.0,0.0,18.228792522915523,6.0,0.0,51.0,363.0,1.0,37.0,1.0
36.0,3.0,26.0,1.0,0.0,1.0,1665.5400002054948,70.0,66.0,177.0,13180.0,1.0,45.0,1.0
45.0,4.0,17.0,8.0,0.0,1.0,1156.5162362151045,51.0,82.0,165.0,2870.0,1.0,31.0,1.0
24.0,2.0,0.0,0.0,0.0,0.0,196.38554431688146,24.0,9.0,58.0,1986.0,1.0,38.0,1.0
18.0,1.0,3.0,2.0,0.0,0.0,377.43415340864635,23.0,57.0,84.0,3912.0,1.0,36.0,1.0
27.0,2.0,2.0,5.0,0.0,0.0,263.0380374379047,39.0,5.0,117.0,5531.0,1.0,26.0,1.0
29.0,3.0,0.0,0.0,0.0,1.0,1324.1164392087917,57.0,54.0,103.0,11891.0,1.0,31.0,1.0
34.0,3.0,2.0,0.0,0.0,1.0,116.61140901093536,1.0,31.0,218.0,582.0,1.0,35.0,1.0
23.0,2.0,2.0,0.0,0.0,0.0,156.93204216300254,17.0,0.0,75.0,2359.0,1.0,36.0,1.0
34.0,3.0,2.0,0.0,0.0,0.0,170.02761858969095,4.0,16.0,3.0,1355.0,1.0,30.0,1.0
35.0,3.0,1.0,0.0,1.0,1.0,1300.3344496140464,56.0,82.0,130.0,9839.0,1.0,30.0,1.0
32.0,3.0,0.0,0.0,0.0,1.0,457.528041967485,5.0,200.0,20.0,287.0,1.0,24.0,1.0
35.0,3.0,0.0,3.0,0.0,0.0,1261.0384002497606,4.0,154.0,58.0,3665.0,1.0,43.0,1.0
21.0,2.0,0.0,0.0,0.0,0.0,289.0495388078018,9.0,20.0,20.0,1434.0,1.0,30.0,1.0
43.0,4.0,0.0,0.0,0.0,0.0,43.477730797877136,13.0,17.0,243.0,213.0,1.0,32.0,1.0
38.0,4.0,1.0,3.0,0.0,0.0,43.98402481374297,17.0,4.0,31.0,1207.0,1.0,28.0,1.0
25.0,2.0,0.0,0.0,0.0,0.0,27.259142036181274,2.0,45.0,152.0,347.0,1.0,22.0,1.0
29.0,3.0,4.0,2.0,0.0,0.0,95.15694127720703,42.0,3.0,111.0,13705.0,1.0,33.0,1.0
27.0,3.0,0.0,0.0,0.0,0.0,311.000110189266,8.0,45.0,168.0,1641.0,1.0,30.0,1.0
21.0,1.0,0.0,0.0,0.0,0.0,8.319995094939637,13.0,3.0,244.0,157.0,1.0,26.0,1.0
21.0,2.0,0.0,0.0,1.0,0.0,70.17869242681827,5.0,7.0,58.0,3186.0,1.0,27.0,1.0
22.0,2.0,0.0,0.0,0.0,0.0,0.6556146087409586,2.0,0.0,225.0,23.0,1.0,28.0,1.0
25.0,2.0,2.0,2.0,0.0,0.0,486.3652466937769,17.0,77.0,90.0,3406.0,1.0,39.0,1.0
30.0,3.0,0.0,0.0,0.0,0.0,977.8978134590689,21.0,90.0,82.0,10053.0,1.0,36.0,1.0
21.0,2.0,0.0,0.0,0.0,0.0,42.7583139824631,4.0,9.0,9.0,493.0,1.0,26.0,1.0
29.0,3.0,2.0,0.0,0.0,1.0,426.3537201770859,23.0,70.0,23.0,1109.0,1.0,39.0,1.0
43.0,4.0,8.0,8.0,0.0,0.0,912.247271580775,85.0,27.0,167.0,15653.0,1.0,40.0,1.0
22.0,2.0,1.0,0.0,0.0,1.0,216.1428432053677,0.0,89.0,31.0,487.0,1.0,35.0,1.0
32.0,3.0,0.0,0.0,0.0,0.0,65.4882885625021,14.0,2.0,55.0,1951.0,1.0,34.0,1.0
45.0,4.0,8.0,5.0,0.0,0.0,616.0557794455086,40.0,65.0,83.0,5886.0,1.0,44.0,1.0
27.0,2.0,0.0,0.0,0.0,0.0,155.12433498450915,28.0,0.0,97.0,5507.0,1.0,27.0,1.0
32.0,3.0,24.0,3.0,0.0,0.0,867.228274012305,68.0,42.0,194.0,2901.0,1.0,41.0,2.0
39.0,4.0,1.0,1.0,0.0,0.0,1.1455125458469557,33.0,0.0,60.0,5201.0,1.0,25.0,1.0
46.0,4.0,8.0,2.0,0.0,1.0,1112.5524906888136,33.0,41.0,152.0,8757.0,1.0,31.0,1.0
34.0,3.0,2.0,1.0,0.0,0.0,1073.5156274835474,19.0,58.0,137.0,11977.0,1.0,27.0,1.0
50.0,4.0,15.0,3.0,0.0,0.0,1178.9814252912486,90.0,299.0,196.0,12262.0,1.0,36.0,1.0
40.0,4.0,1.0,0.0,0.0,0.0,118.92324955600218,9.0,82.0,2.0,1435.0,1.0,33.0,1.0
40.0,4.0,9.0,3.0,0.0,0.0,545.9926095381916,24.0,28.0,105.0,6040.0,1.0,21.0,1.0
43.0,4.0,4.0,0.0,0.0,0.0,32.05636816161299,30.0,0.0,85.0,2407.0,1.0,36.0,1.0
40.0,4.0,6.0,2.0,0.0,1.0,1034.2651893384223,31.0,330.0,50.0,3448.0,1.0,37.0,1.0
30.0,3.0,0.0,0.0,0.0,0.0,13.469544001296175,1.0,0.0,81.0,38.0,1.0,16.0,1.0
22.0,2.0,0.0,0.0,0.0,0.0,69.0214959580934,57.0,1.0,228.0,329.0,1.0,23.0,1.0
27.0,2.0,6.0,2.0,0.0,1.0,881.4958276825885,62.0,120.0,143.0,8382.0,1.0,45.0,1.0
49.0,4.0,0.0,0.0,0.0,0.0,196.93765413481083,23.0,0.0,87.0,6219.0,1.0,27.0,1.0
35.0,3.0,15.0,4.0,0.0,0.0,62.977485421894755,19.0,19.0,49.0,761.0,1.0,31.0,1.0
21.0,2.0,1.0,0.0,0.0,0.0,1495.3629477400864,40.0,196.0,151.0,4688.0,1.0,35.0,1.0
33.0,3.0,0.0,1.0,0.0,0.0,196.69552508945824,50.0,0.0,99.0,7132.0,1.0,33.0,1.0
24.0,2.0,4.0,0.0,0.0,0.0,117.9165375347984,10.0,58.0,57.0,1221.0,1.0,28.0,1.0
34.0,3.0,1.0,1.0,0.0,0.0,1301.488490111891,37.0,147.0,121.0,6567.0,1.0,37.0,2.0
34.0,3.0,8.0,3.0,0.0,0.0,700.2685499911174,56.0,407.0,142.0,5491.0,1.0,30.0,2.0
39.0,3.0,0.0,0.0,0.0,1.0,191.61130587412916,7.0,30.0,188.0,1596.0,1.0,18.0,1.0
26.0,2.0,5.0,3.0,0.0,0.0,1497.6952479320148,63.0,67.0,138.0,10874.0,1.0,14.0,1.0
38.0,4.0,3.0,0.0,0.0,0.0,466.2224782253142,26.0,32.0,62.0,6050.0,1.0,21.0,1.0
33.0,3.0,8.0,0.0,0.0,1.0,1500.8786729875146,36.0,77.0,168.0,11905.0,1.0,41.0,1.0
24.0,2.0,2.0,1.0,0.0,0.0,152.6250604519616,34.0,10.0,85.0,2425.0,1.0,21.0,1.0
37.0,3.0,1.0,4.0,0.0,0.0,986.1393609440546,22.0,68.0,99.0,9949.0,1.0,24.0,1.0
32.0,3.0,8.0,1.0,0.0,0.0,1769.788945224097,49.0,113.0,177.0,16129.0,1.0,41.0,1.0
41.0,4.0,2.0,2.0,0.0,1.0,557.1854444740127,41.0,11.0,140.0,9744.0,1.0,29.0,1.0
23.0,2.0,0.0,0.0,0.0,0.0,121.54325149037567,3.0,9.0,32.0,1813.0,1.0,34.0,1.0
21.0,2.0,12.0,0.0,0.0,1.0,123.77702768103015,13.0,7.0,93.0,2490.0,1.0,32.0,1.0
37.0,4.0,0.0,0.0,0.0,1.0,247.16259025634048,11.0,6.0,75.0,5459.0,1.0,34.0,1.0
28.0,3.0,0.0,0.0,0.0,0.0,122.93410432659228,23.0,0.0,54.0,3082.0,1.0,27.0,1.0
40.0,4.0,0.0,2.0,0.0,0.0,178.53563745709428,17.0,36.0,30.0,2974.0,1.0,31.0,1.0
35.0,3.0,0.0,0.0,0.0,0.0,390.8312288890269,68.0,9.0,116.0,6786.0,1.0,34.0,1.0
32.0,3.0,11.0,7.0,0.0,0.0,999.4615588631302,32.0,81.0,105.0,15734.0,1.0,42.0,2.0
32.0,3.0,1.0,0.0,0.0,0.0,325.62257869795167,12.0,116.0,20.0,1073.0,1.0,25.0,1.0
25.0,2.0,4.0,0.0,0.0,0.0,307.3613639759011,15.0,7.0,117.0,6089.0,1.0,30.0,1.0
48.0,4.0,4.0,1.0,0.0,0.0,356.7040383921733,26.0,79.0,117.0,5913.0,1.0,34.0,1.0
28.0,3.0,0.0,0.0,0.0,0.0,479.9814783181544,12.0,52.0,185.0,1217.0,1.0,13.0,1.0
47.0,4.0,1.0,0.0,0.0,1.0,146.02400889151693,9.0,25.0,20.0,445.0,1.0,27.0,1.0
20.0,1.0,0.0,0.0,0.0,0.0,2.6521237036093557,1.0,10.0,206.0,265.0,1.0,32.0,1.0
39.0,4.0,1.0,1.0,0.0,0.0,144.90444955360326,32.0,57.0,77.0,5837.0,1.0,41.0,1.0
25.0,2.0,0.0,0.0,0.0,0.0,189.97356109350002,2.0,11.0,2.0,623.0,1.0,31.0,1.0
31.0,3.0,10.0,4.0,0.0,0.0,27.05246088911901,43.0,0.0,145.0,2673.0,1.0,34.0,1.0
32.0,3.0,10.0,4.0,0.0,0.0,204.11841234107015,21.0,261.0,65.0,3541.0,1.0,24.0,1.0
51.0,5.0,0.0,0.0,0.0,0.0,86.28273889316912,53.0,37.0,81.0,4450.0,1.0,39.0,1.0
25.0,2.0,1.0,4.0,0.0,0.0,220.32988554744122,16.0,21.0,73.0,6371.0,1.0,24.0,1.0
30.0,3.0,1.0,1.0,0.0,0.0,99.38539903357827,4.0,16.0,40.0,2267.0,1.0,32.0,1.0
30.0,3.0,6.0,1.0,0.0,0.0,108.96433550774184,41.0,39.0,67.0,3329.0,1.0,25.0,1.0
40.0,4.0,4.0,0.0,0.0,1.0,1807.7054431434042,24.0,412.0,120.0,3163.0,1.0,35.0,1.0
38.0,4.0,3.0,1.0,0.0,0.0,333.448998257897,22.0,57.0,53.0,2839.0,1.0,29.0,1.0
25.0,2.0,4.0,1.0,0.0,0.0,184.2535021200053,30.0,39.0,64.0,2981.0,1.0,42.0,2.0
24.0,2.0,0.0,0.0,0.0,0.0,204.62146144246546,15.0,30.0,18.0,654.0,1.0,29.0,1.0
26.0,2.0,3.0,3.0,0.0,0.0,995.3743052227793,31.0,70.0,82.0,5837.0,1.0,18.0,2.0
26.0,2.0,0.0,0.0,0.0,0.0,543.5913711722491,34.0,48.0,67.0,3395.0,1.0,44.0,1.0
29.0,3.0,1.0,0.0,0.0,0.0,0.8902479592789405,11.0,0.0,30.0,1181.0,1.0,46.0,1.0
20.0,1.0,1.0,0.0,0.0,0.0,105.29047463443266,15.0,0.0,63.0,3492.0,1.0,32.0,1.0
33.0,3.0,3.0,3.0,0.0,0.0,53.927159184495196,24.0,5.0,51.0,1894.0,1.0,39.0,1.0
26.0,2.0,0.0,0.0,0.0,1.0,156.2226798097354,22.0,64.0,33.0,5132.0,1.0,36.0,1.0
32.0,3.0,1.0,3.0,0.0,0.0,115.58794434297594,48.0,77.0,61.0,5446.0,1.0,27.0,2.0
26.0,2.0,6.0,1.0,0.0,0.0,510.4007264146555,35.0,69.0,99.0,4732.0,1.0,39.0,1.0
