Age,Age Group,Call Failure,Charge Amount,Churn,Complains,Customer Value,Distinct Called Numbers,Frequency of SMS,Frequency of use,Seconds of Use,Status,Subscription Length,Tariff Plan
33.0,3.0,1.0,4.0,0.0,0.0,53.30464117519134,18.0,13.0,61.0,3846.0,1.0,24.0,1.0
17.0,4.0,0.0,0.0,0.0,0.0,109.54568237181402,13.0,2.0,42.0,2315.0,1.0,34.0,1.0
22.0,2.0,10.0,3.0,0.0,0.0,1054.1030400395257,22.0,143.0,143.0,17037.0,1.0,44.0,1.0
27.0,2.0,2.0,1.0,0.0,0.0,38.12453153037648,15.0,1.0,84.0,3505.0,1.0,28.0,1.0
43.0,4.0,0.0,0.0,0.0,0.0,171.18230408053256,5.0,23.0,28.0,551.0,1.0,42.0,2.0
26.0,2.0,4.0,0.0,0.0,0.0,18.590489638683493,8.0,16.0,16.0,40.0,1.0,46.0,1.0
21.0,2.0,1.0,1.0,0.0,0.0,55.62701659178357,18.0,16.0,33.0,1493.0,1.0,21.0,1.0
28.0,3.0,4.0,2.0,0.0,0.0,909.3913176872637,37.0,394.0,147.0,11938.0,1.0,18.0,1.0
32.0,3.0,1.0,0.0,0.0,0.0,218.10966906303503,31.0,12.0,117.0,5504.0,1.0,31.0,1.0
17.0,4.0,0.0,0.0,0.0,0.0,280.40915919593823,7.0,31.0,50.0,3090.0,1.0,18.0,1.0
28.0,3.0,0.0,0.0,0.0,0.0,50.34346074853492,16.0,6.0,95.0,3197.0,1.0,32.0,1.0
36.0,3.0,3.0,0.0,0.0,0.0,1035.5065596452873,17.0,69.0,56.0,4275.0,1.0,40.0,1.0
28.0,3.0,0.0,0.0,0.0,0.0,200.38947114290167,9.0,123.0,29.0,157.0,1.0,29.0,1.0
34.0,3.0,0.0,0.0,0.0,0.0,245.48253882245947,15.0,5.0,127.0,8344.0,1.0,26.0,1.0
25.0,2.0,1.0,1.0,0.0,0.0,56.3597441789752,16.0,0.0,104.0,7733.0,1.0,20.0,1.0
33.0,3.0,0.0,0.0,0.0,0.0,60.76680450626292,1.0,2.0,5.0,272.0,1.0,30.0,1.0
31.0,3.0,10.0,0.0,0.0,0.0,679.2966068043104,44.0,134.0,147.0,12395.0,1.0,35.0,1.0
35.0,3.0,5.0,1.0,0.0,1.0,248.5108762730117,56.0,44.0,53.0,3392.0,1.0,22.0,1.0
30.0,3.0,6.0,0.0,0.0,0.0,170.58082015748565,8.0,7.0,101.0,1073.0,1.0,22.0,1.0
26.0,2.0,2.0,0.0,0.0,0.0,27.08995947570177,8.0,10.0,245.0,251.0,1.0,30.0,1.0
28.0,3.0,3.0,1.0,0.0,0.0,21.70571934976997,39.0,2.0,90.0,3117.0,1.0,29.0,1.0
27.0,2.0,4.0,0.0,0.0,0.0,312.2253157863708,2.0,302.0,51.0,292.0,1.0,25.0,1.0
24.0,2.0,4.0,0.0,0.0,0.0,0.5355974906460299,18.0,18.0,47.0,811.0,1.0,36.0,1.0
31.0,3.0,1.0,1.0,0.0,0.0,304.3096899912717,36.0,19.0,129.0,4550.0,1.0,40.0,1.0
30.0,3.0,4.0,2.0,0.0,0.0,367.2203277999217,19.0,18.0,137.0,8732.0,1.0,39.0,1.0
28.0,3.0,3.0,0.0,0.0,0.0,24.94627980190103,25.0,12.0,71.0,1215.0,1.0,26.0,1.0
29.0,3.0,1.0,0.0,0.0,0.0,90.29396211239349,21.0,1.0,96.0,4688.0,1.0,27.0,1.0
24.0,2.0,9.0,1.0,0.0,0.0,263.11066157773234,34.0,1.0,109.0,2179.0,1.0,41.0,1.0
49.0,4.0,4.0,3.0,0.0,0.0,152.48771627065895,25.0,6.0,39.0,2960.0,1.0,33.0,1.0
27.0,2.0,0.0,0.0,0.0,1.0,243.3255043267839,21.0,1.0,84.0,7631.0,1.0,38.0,1.0
34.0,3.0,0.0,0.0,0.0,0.0,1826.6620126913972,11.0,389.0,103.0,6230.0,1.0,26.0,2.0
53.0,5.0,2.0,1.0,0.0,1.0,1511.6834678441708,33.0,144.0,117.0,6947.0,1.0,21.0,1.0
37.0,3.0,0.0,1.0,1.0,1.0,89.03429284362322,35.0,0.0,102.0,4969.0,1.0,31.0,1.0
23.0,2.0,10.0,2.0,0.0,0.0,523.2008622213285,14.0,86.0,120.0,7870.0,1.0,41.0,1.0
42.0,4.0,4.0,2.0,0.0,0.0,615.5824376886078,34.0,21.0,115.0,9301.0,1.0,27.0,1.0
36.0,3.0,0.0,1.0,0.0,0.0,234.5008003349123,11.0,25.0,52.0,1393.0,1.0,22.0,1.0
