Age,Age Group,Call Failure,Charge Amount,Churn,Complains,Customer Value,Distinct Called Numbers,Frequency of SMS,Frequency of use,Seconds of Use,Status,Subscription Length,Tariff Plan
25.0,2.0,8.0,1.0,0.0,0.0,465.86552422942333,24.0,13.0,129.0,7332.0,1.0,25.0,1.0
26.0,2.0,1.0,1.0,0.0,0.0,535.5513401260748,61.0,25.0,69.0,3894.0,1.0,38.0,1.0
27.0,2.0,2.0,1.0,0.0,0.0,64.62797733024388,13.0,18.0,19.0,184.0,1.0,31.0,1.0
32.0,3.0,0.0,0.0,0.0,0.0,32.53162308929998,11.0,40.0,123.0,869.0,1.0,41.0,1.0
39.0,4.0,0.0,0.0,0.0,0.0,15.800050791934353,4.0,1.0,243.0,503.0,1.0,34.0,1.0
31.0,3.0,1.0,1.0,0.0,0.0,203.43127495507187,22.0,5.0,98.0,6918.0,1.0,18.0,1.0
32.0,3.0,0.0,0.0,0.0,0.0,158.449060112177,26.0,11.0,151.0,6586.0,1.0,20.0,1.0
33.0,3.0,0.0,1.0,0.0,0.0,195.18237454222026,14.0,8.0,2.0,2659.0,1.0,38.0,1.0
28.0,3.0,9.0,3.0,0.0,0.0,494.646551323852,61.0,142.0,209.0,1957.0,1.0,37.0,2.0
19.0,1.0,13.0,2.0,0.0,1.0,109.07505466059769,28.0,2.0,29.0,3368.0,1.0,22.0,1.0
20.0,1.0,5.0,0.0,0.0,0.0,207.93570706938553,30.0,8.0,88.0,3019.0,1.0,38.0,1.0
22.0,2.0,0.0,1.0,0.0,0.0,30.169256827239582,2.0,0.0,148.0,765.0,1.0,19.0,1.0
25.0,2.0,2.0,1.0,0.0,0.0,163.51594329311894,23.0,52.0,67.0,2001.0,1.0,30.0,1.0
33.0,3.0,1.0,0.0,0.0,1.0,765.2416483300918,27.0,206.0,128.0,12574.0,1.0,35.0,1.0
40.0,4.0,1.0,0.0,0.0,0.0,67.17439989866419,30.0,9.0,78.0,1788.0,1.0,16.0,1.0
22.0,2.0,1.0,3.0,0.0,0.0,21.98404796340619,35.0,0.0,78.0,4819.0,1.0,38.0,1.0
32.0,3.0,10.0,0.0,0.0,0.0,52.30215302501932,11.0,8.0,31.0,1045.0,1.0,25.0,1.0
32.0,3.0,0.0,0.0,0.0,0.0,168.00080298686305,8.0,3.0,37.0,707.0,1.0,37.0,1.0
19.0,1.0,0.0,0.0,0.0,0.0,11.712048939527008,12.0,0.0,57.0,151.0,1.0,24.0,1.0
44.0,4.0,5.0,1.0,0.0,0.0,1.2775677788994109,14.0,0.0,2.0,762.0,1.0,29.0,1.0
46.0,4.0,0.0,0.0,0.0,0.0,12.917766766519089,14.0,0.0,62.0,2129.0,1.0,30.0,1.0
25.0,2.0,0.0,0.0,0.0,0.0,319.121015477425,8.0,19.0,42.0,1727.0,1.0,35.0,2.0
33.0,3.0,1.0,0.0,0.0,0.0,34.06325133739525,9.0,5.0,92.0,7473.0,1.0,15.0,1.0
25.0,2.0,6.0,1.0,0.0,0.0,156.9064099172981,31.0,1.0,69.0,4432.0,1.0,32.0,1.0
25.0,2.0,1.0,0.0,0.0,0.0,71.20461071401948,11.0,5.0,11.0,1223.0,1.0,19.0,1.0
