Age,Age Group,Call Failure,Charge Amount,Churn,Complains,Customer Value,Distinct Called Numbers,Frequency of SMS,Frequency of use,Seconds of Use,Status,Subscription Length,Tariff Plan
29.0,3.0,0.0,3.0,0.0,0.0,66.41682425833302,6.0,87.0,24.0,568.0,1.0,40.0,1.0
31.0,3.0,2.0,1.0,0.0,0.0,78.71704224971761,24.0,0.0,88.0,6223.0,1.0,32.0,1.0
23.0,2.0,10.0,3.0,0.0,1.0,103.63191143738624,20.0,0.0,101.0,7657.0,1.0,28.0,1.0
26.0,2.0,10.0,1.0,0.0,0.0,348.1195226177151,37.0,100.0,91.0,3272.0,1.0,40.0,1.0
31.0,3.0,0.0,0.0,0.0,0.0,28.57908383463247,8.0,4.0,19.0,512.0,1.0,20.0,1.0
26.0,2.0,5.0,1.0,0.0,0.0,169.76953653173175,40.0,10.0,70.0,2344.0,1.0,33.0,1.0
27.0,3.0,0.0,0.0,0.0,0.0,90.56234288911911,7.0,26.0,161.0,21.0,1.0,45.0,1.0
38.0,4.0,9.0,3.0,0.0,0.0,2090.129875014823,85.0,140.0,171.0,4770.0,1.0,22.0,1.0
23.0,2.0,3.0,1.0,0.0,0.0,1122.4845040763369,37.0,115.0,98.0,2726.0,1.0,21.0,2.0
40.0,4.0,1.0,3.0,0.0,0.0,403.42424133401425,13.0,118.0,60.0,2772.0,1.0,32.0,2.0
21.0,2.0,0.0,0.0,0.0,0.0,261.32199162274264,24.0,6.0,107.0,2647.0,1.0,31.0,1.0
22.0,2.0,5.0,1.0,0.0,0.0,260.87517108063287,6.0,47.0,45.0,1191.0,1.0,21.0,1.0
31.0,3.0,5.0,1.0,1.0,0.0,481.5322868113391,79.0,8.0,214.0,9599.0,1.0,31.0,2.0
38.0,4.0,1.0,2.0,0.0,0.0,591.3551073212728,18.0,27.0,164.0,9600.0,1.0,29.0,2.0
31.0,3.0,0.0,2.0,0.0,0.0,22.556686905980403,9.0,0.0,44.0,1534.0,1.0,19.0,1.0
24.0,2.0,0.0,0.0,0.0,0.0,386.9140268880527,7.0,9.0,70.0,2944.0,1.0,23.0,1.0
25.0,2.0,0.0,0.0,0.0,0.0,19.415458201846942,15.0,0.0,42.0,584.0,1.0,27.0,1.0
37.0,3.0,0.0,0.0,0.0,0.0,35.51654685275033,2.0,6.0,18.0,414.0,1.0,30.0,1.0
37.0,4.0,0.0,0.0,0.0,0.0,8.094811267620248,0.0,0.0,77.0,184.0,1.0,34.0,1.0
