Age,Age Group,Call Failure,Charge Amount,Churn,Complains,Customer Value,Distinct Called Numbers,Frequency of SMS,Frequency of use,Seconds of Use,Status,Subscription Length,Tariff Plan
29.0,3.0,5.0,4.0,0.0,1.0,315.0401704360012,34.0,217.0,142.0,4864.0,1.0,41.0,1.0
42.0,4.0,1.0,0.0,0.0,0.0,8.571188657887413,23.0,0.0,62.0,1545.0,1.0,44.0,1.0
27.0,2.0,1.0,2.0,0.0,0.0,476.9755031207343,49.0,3.0,142.0,7616.0,1.0,35.0,1.0
36.0,3.0,3.0,5.0,0.0,0.0,223.8202487999055,39.0,0.0,102.0,6686.0,1.0,31.0,1.0
26.0,2.0,2.0,1.0,0.0,0.0,136.0423722204996,12.0,4.0,49.0,2820.0,1.0,37.0,1.0
28.0,3.0,8.0,0.0,0.0,1.0,332.28125533998013,23.0,88.0,51.0,1373.0,1.0,41.0,1.0
25.0,2.0,0.0,0.0,0.0,0.0,133.6969775691067,20.0,85.0,71.0,1228.0,1.0,7.0,1.0
21.0,2.0,1.0,1.0,0.0,0.0,44.6950184104076,13.0,5.0,117.0,374.0,1.0,34.0,1.0
28.0,3.0,7.0,4.0,0.0,0.0,1689.5668845616879,68.0,306.0,191.0,3887.0,1.0,47.0,1.0
39.0,4.0,10.0,1.0,0.0,0.0,3.5125624540814777,37.0,5.0,77.0,1155.0,1.0,39.0,1.0
21.0,2.0,4.0,0.0,0.0,0.0,474.8872301055641,12.0,140.0,44.0,1471.0,1.0,37.0,1.0
21.0,2.0,4.0,1.0,0.0,0.0,5.681361266786379,58.0,3.0,115.0,1666.0,1.0,35.0,1.0
35.0,3.0,6.0,4.0,0.0,0.0,1048.508244674603,30.0,61.0,236.0,15347.0,1.0,39.0,2.0
24.0,2.0,1.0,0.0,0.0,0.0,80.76790603994738,17.0,6.0,41.0,1887.0,1.0,27.0,1.0
28.0,3.0,0.0,0.0,0.0,0.0,361.0863654518395,14.0,91.0,39.0,1506.0,1.0,44.0,1.0
36.0,3.0,7.0,2.0,0.0,0.0,925.1520662148862,48.0,116.0,127.0,9219.0,1.0,38.0,1.0
40.0,4.0,0.0,1.0,0.0,1.0,180.26305508399008,17.0,0.0,90.0,5301.0,1.0,37.0,2.0
37.0,3.0,3.0,0.0,0.0,0.0,1105.910801566367,49.0,172.0,110.0,5487.0,1.0,29.0,1.0
30.0,3.0,3.0,2.0,0.0,0.0,484.34846584620317,39.0,155.0,87.0,5352.0,1.0,20.0,1.0
21.0,2.0,0.0,0.0,0.0,0.0,7.881333176639437,3.0,0.0,200.0,252.0,1.0,24.0,1.0
36.0,3.0,1.0,1.0,0.0,0.0,99.85704559760673,18.0,3.0,42.0,3042.0,1.0,24.0,1.0
40.0,4.0,3.0,1.0,0.0,0.0,60.592012039210346,37.0,1.0,89.0,4589.0,1.0,25.0,1.0
48.0,5.0,8.0,6.0,0.0,0.0,675.3760108509963,47.0,67.0,178.0,15399.0,1.0,30.0,2.0
22.0,2.0,5.0,1.0,0.0,0.0,673.8888088863278,31.0,369.0,18.0,280.0,1.0,27.0,2.0
33.0,3.0,18.0,4.0,0.0,0.0,666.2284610041223,31.0,41.0,128.0,7610.0,1.0,30.0,2.0
24.0,2.0,0.0,0.0,0.0,0.0,218.8122285079444,14.0,56.0,76.0,1769.0,1.0,27.0,2.0
23.0,2.0,0.0,0.0,0.0,0.0,152.5893819557803,25.0,14.0,72.0,5483.0,1.0,30.0,1.0
30.0,3.0,0.0,1.0,0.0,0.0,704.5662016535758,23.0,172.0,84.0,4347.0,1.0,40.0,2.0
22.0,2.0,7.0,1.0,0.0,0.0,40.10657067260897,18.0,0.0,62.0,4015.0,1.0,3.0,1.0
23.0,2.0,1.0,0.0,0.0,0.0,189.1369242561137,42.0,20.0,70.0,3853.0,1.0,25.0,1.0
