Age,Age Group,Call Failure,Charge Amount,Churn,Complains,Customer Value,Distinct Called Numbers,Frequency of SMS,Frequency of use,Seconds of Use,Status,Subscription Length,Tariff Plan
26.0,2.0,0.0,0.0,0.0,1.0,82.38157029252004,16.0,2.0,79.0,5801.0,1.0,31.0,1.0
36.0,3.0,15.0,3.0,0.0,1.0,763.1924228893024,40.0,284.0,114.0,14719.0,1.0,34.0,1.0
21.0,2.0,1.0,0.0,0.0,0.0,149.7200036219827,8.0,4.0,111.0,9516.0,1.0,29.0,1.0
27.0,2.0,0.0,1.0,0.0,0.0,539.2574260886081,9.0,74.0,60.0,4225.0,1.0,35.0,1.0
25.0,2.0,4.0,0.0,0.0,0.0,433.28827925722896,7.0,144.0,56.0,521.0,1.0,31.0,1.0
25.0,2.0,0.0,0.0,0.0,0.0,199.84818304071115,9.0,78.0,67.0,498.0,1.0,41.0,1.0
27.0,2.0,0.0,0.0,0.0,1.0,415.1278355353741,2.0,6.0,96.0,6277.0,1.0,36.0,1.0
32.0,3.0,2.0,2.0,0.0,0.0,619.1163132837137,16.0,67.0,82.0,4888.0,1.0,13.0,1.0
26.0,2.0,2.0,2.0,0.0,0.0,644.0308383430264,13.0,198.0,64.0,4736.0,1.0,28.0,1.0
22.0,2.0,4.0,0.0,0.0,1.0,18.055878175247308,18.0,1.0,117.0,4604.0,1.0,37.0,1.0
28.0,3.0,1.0,0.0,0.0,0.0,156.46241805536653,11.0,12.0,81.0,5398.0,1.0,28.0,1.0
19.0,1.0,0.0,0.0,0.0,0.0,98.56876201071157,4.0,19.0,33.0,3298.0,1.0,41.0,1.0
47.0,4.0,0.0,0.0,0.0,0.0,472.27048109678856,19.0,3.0,51.0,4439.0,1.0,34.0,1.0
26.0,2.0,5.0,1.0,0.0,1.0,4.064614170210149,10.0,0.0,129.0,6460.0,1.0,29.0,1.0
40.0,4.0,0.0,0.0,0.0,0.0,59.75668534713,4.0,6.0,8.0,360.0,1.0,38.0,1.0
28.0,3.0,1.0,2.0,0.0,0.0,485.06366559709966,27.0,11.0,64.0,6560.0,1.0,45.0,1.0
33.0,3.0,14.0,1.0,0.0,0.0,133.0227301429368,24.0,168.0,78.0,3123.0,1.0,38.0,2.0
33.0,3.0,1.0,0.0,0.0,0.0,22.2819553261549,4.0,3.0,20.0,24.0,1.0,28.0,1.0
30.0,3.0,15.0,0.0,0.0,0.0,101.86381533346172,11.0,9.0,51.0,1669.0,1.0,28.0,1.0
28.0,2.0,1.0,9.0,0.0,0.0,196.6830722971465,9.0,15.0,75.0,1060.0,1.0,41.0,1.0
31.0,4.0,0.0,0.0,0.0,0.0,39.571837899721984,17.0,2.0,71.0,3076.0,1.0,36.0,1.0
33.0,3.0,5.0,0.0,0.0,0.0,0.11209018937382621,12.0,1.0,52.0,575.0,1.0,37.0,2.0
