Age,Age Group,Call Failure,Charge Amount,Churn,Complains,Customer Value,Distinct Called Numbers,Frequency of SMS,Frequency of use,Seconds of Use,Status,Subscription Length,Tariff Plan
20.0,1.0,3.0,0.0,0.0,0.0,433.6029948860117,39.0,45.0,104.0,2112.0,1.0,36.0,2.0
30.0,3.0,8.0,1.0,0.0,0.0,117.7537215841865,40.0,1.0,142.0,6172.0,1.0,36.0,1.0
23.0,2.0,0.0,2.0,0.0,0.0,73.60338518886878,12.0,13.0,37.0,4984.0,1.0,15.0,1.0
15.0,4.0,3.0,0.0,0.0,0.0,15.457527772483509,9.0,0.0,32.0,934.0,1.0,33.0,1.0
28.0,3.0,0.0,0.0,0.0,0.0,0.2985506352530304,2.0,0.0,54.0,1548.0,1.0,25.0,1.0
21.0,2.0,4.0,0.0,0.0,0.0,508.3665762983634,26.0,24.0,105.0,4783.0,1.0,34.0,1.0
23.0,2.0,0.0,0.0,0.0,0.0,496.4531799045828,50.0,32.0,96.0,3199.0,1.0,39.0,1.0
22.0,2.0,0.0,0.0,0.0,0.0,269.87118487822187,13.0,88.0,13.0,127.0,1.0,32.0,1.0
22.0,2.0,0.0,0.0,0.0,0.0,18.790856502351556,9.0,2.0,18.0,321.0,1.0,28.0,1.0
25.0,2.0,1.0,0.0,0.0,0.0,231.41411333325507,6.0,46.0,40.0,1876.0,1.0,36.0,1.0
34.0,3.0,1.0,0.0,0.0,0.0,784.5904478012767,45.0,169.0,149.0,6665.0,1.0,28.0,2.0
24.0,2.0,5.0,1.0,0.0,0.0,275.9052590912049,44.0,37.0,140.0,11523.0,1.0,28.0,1.0
20.0,1.0,2.0,0.0,0.0,0.0,189.83200931542387,40.0,12.0,81.0,3700.0,1.0,35.0,1.0
35.0,3.0,1.0,2.0,0.0,0.0,72.73604551773043,13.0,7.0,53.0,2115.0,1.0,24.0,1.0
22.0,2.0,6.0,1.0,0.0,0.0,277.72517565168806,41.0,30.0,87.0,5682.0,1.0,32.0,1.0
21.0,2.0,3.0,0.0,0.0,0.0,666.2591523288693,10.0,109.0,64.0,1488.0,1.0,38.0,2.0
22.0,2.0,0.0,0.0,0.0,0.0,2.2881407860667027,5.0,0.0,2.0,77.0,1.0,35.0,1.0
28.0,3.0,0.0,0.0,0.0,0.0,64.58845460559849,25.0,15.0,57.0,719.0,1.0,40.0,1.0
23.0,2.0,1.0,2.0,0.0,0.0,431.09939945977254,16.0,46.0,65.0,2100.0,1.0,14.0,1.0
