AH,C6H6(GT),CO(GT),NO2(GT),NOx(GT),PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),RH,T
1.1130772340546045,14.093398249817376,2.496530490572717,129.0,324.0,1192.0,1110.0,651.0,1697.0,1149.0,53.86028923180914,21.82896134338386
1.6618226861746244,13.44927007539898,2.131483583757498,140.0,225.0,1237.0,1087.0,676.0,1853.0,1098.0,37.91201042213155,27.94390899307728
0.7119750521916823,11.041944111081053,1.3533276966498387,84.0,74.0,1094.0,1027.0,1016.0,1627.0,1022.0,30.4837697179544,22.711444332438916
1.2199331337267088,8.655335089336097,1.9089976398513344,101.0,156.0,1111.0,854.0,780.0,1577.0,838.0,64.95097273597918,13.597437161823732
0.8334848509271617,10.093465619750898,2.0185037731481565,88.0,154.0,999.0,999.0,904.0,1759.0,938.0,48.55516247435356,17.87417683338127
0.7997390553081181,24.999843818569836,3.8096807186756507,197.0,845.0,1363.0,1348.0,457.0,1496.0,1509.0,28.87070897280024,16.889701251060693
0.7657197255567445,12.607954121351693,3.0247467251382822,114.0,173.0,1151.0,1138.0,780.0,1601.0,1178.0,56.79937633778152,13.290677187258597
0.5894202482133493,7.7209595841734835,2.6866395403793617,150.0,465.0,1215.0,926.0,807.0,821.0,1031.0,39.93984462534066,13.088809891999444
0.955630746635485,5.134505458082517,0.6782851407882837,85.0,101.0,1024.0,803.0,1017.0,1360.0,804.0,31.499809618425562,23.618956428030593
0.8032721726713739,7.031742382067469,1.6224561912944193,59.0,93.0,1224.0,928.0,723.0,1901.0,900.0,52.02449193118531,30.184307840418008
0.9712139945939946,6.550763898473805,1.2835552534094088,68.0,261.0,702.0,780.0,840.0,606.0,834.0,68.78601032752383,10.752102878623782
0.7536532421093427,17.079265961877496,3.5990883304071906,139.0,248.0,1488.0,1237.0,698.0,1496.0,1549.0,50.29962010805378,15.341026461300062
1.2440304513435747,16.969991305635787,2.2384294683476105,112.0,241.0,1225.0,1193.0,686.0,1764.0,1580.0,50.02924999633801,31.479891009604685
1.0273818940446107,12.244438556588173,2.207508823932319,120.0,273.0,1269.0,1063.0,553.0,1439.0,1269.0,63.84746203535679,11.181275003795944
0.7620778504341719,14.276950962702172,3.385819545578149,151.0,374.0,1245.0,1237.0,594.0,1448.0,1414.0,36.41465145677566,18.2810855115612
0.6153597166681093,3.9374822281081765,0.9172585057897711,159.0,90.0,933.0,776.0,1208.0,1242.0,1100.0,27.869588389597133,28.65679701980141
0.9918378343873553,7.970006802288321,1.4632574590128495,87.0,418.0,1148.0,886.0,626.0,1109.0,1089.0,55.87584628617216,10.745956540151107
1.8237805759557337,9.115364123093451,1.8177234698238527,79.0,100.0,1119.0,1016.0,873.0,2018.0,761.0,39.44245883610212,33.941239570584194
0.6494945977561315,2.687370768951957,0.6054197926406278,49.0,41.0,905.0,628.0,1154.0,1023.0,459.0,44.49964591916198,11.68619176189011
0.2762030714561474,1.2816251929831721,0.20855529512286722,84.0,40.0,838.0,535.0,1449.0,843.0,271.0,28.742748652576825,19.86151090077675
0.6379861474261654,3.516404088636051,1.0385186792705794,19.0,16.0,1004.0,705.0,1047.0,1289.0,734.0,51.18255452226782,12.545611417052841
1.3145051281891618,7.08739822218477,1.2316191595975514,122.0,70.0,1009.0,917.0,1042.0,1669.0,711.0,27.065848463416383,39.86840367622333
1.0807599080361678,2.6218945417888664,0.5272160627879956,45.0,42.0,922.0,724.0,1090.0,1421.0,319.0,36.94802528997728,26.3141635031157
0.927916947268961,11.400984615611847,2.015361381632118,68.0,196.0,1040.0,1046.0,735.0,1514.0,1096.0,54.18983694726918,18.035863912932463
1.3021129723042313,22.462677681323232,3.020083776238403,106.0,246.0,1268.0,1536.0,679.0,1637.0,1277.0,63.85431422257099,17.578713055441206
0.9753778249488574,11.184469295152647,2.5581974671829473,152.0,213.0,1197.0,1146.0,916.0,1831.0,913.0,34.77188340411578,19.987719729443008
0.8817169283279076,4.497872555742239,1.275096515314847,85.0,264.0,1021.0,764.0,882.0,984.0,593.0,68.02031887235921,6.030646687602447
0.5654776520090894,4.691296209260445,1.101642418006126,122.0,207.0,945.0,720.0,1116.0,764.0,689.0,57.83225630965924,6.87292781892385
1.6613333992330006,21.213044823062006,3.1053190090439466,116.0,321.0,1369.0,1493.0,479.0,1700.0,1522.0,57.47395392085901,22.390557045258006
1.2742913623017411,13.526278685904776,3.0049096774977495,148.0,193.0,1122.0,1123.0,685.0,1692.0,990.0,33.73659037785612,29.56860391646847
0.7943372601486851,22.290470737904364,8.46998828827826,237.0,883.0,1728.0,1392.0,519.0,1450.0,1452.0,55.62929386556229,-1.479253779652253
0.44468646233164,11.910044533902457,3.095127600342575,165.0,627.0,1329.0,1079.0,638.0,1272.0,1210.0,57.296794888865634,4.975625377857524
0.8830722850874693,19.86559609597308,3.5815956373268363,83.0,309.0,1344.0,1380.0,795.0,1725.0,1403.0,50.7825761812743,17.73204813806103
1.7579221528439526,40.63352157599331,3.451745960389206,93.0,214.0,1134.0,1318.0,425.0,2202.0,1697.0,49.73455767599521,38.837585609174255
0.7835354081608805,5.510568185224448,0.8443836066811478,58.0,64.0,964.0,834.0,1166.0,1515.0,272.0,50.96113370072588,11.504889820892627
1.0688890379140281,18.58799219389148,3.0399246954527137,81.0,245.0,1390.0,1240.0,636.0,1767.0,1613.0,85.68752725962491,9.073385621785095
0.2671598577296892,10.38043599018054,1.761925662633178,187.0,414.0,995.0,996.0,757.0,1156.0,1059.0,31.384683659059515,14.812374299466475
0.826111341161688,26.845218254589163,5.515630034542515,122.0,341.0,1481.0,1486.0,673.0,1684.0,1556.0,78.71053609309651,8.995076787645969
0.7727848195445133,19.665454475897967,3.6935445292594973,101.0,161.0,1164.0,1169.0,767.0,1647.0,1427.0,22.029100789581868,24.77517877071
1.8769581872321248,4.717266349283762,0.39211641424160426,65.0,171.0,965.0,658.0,898.0,1113.0,639.0,68.2654722916044,25.118852603664983
1.4357965513292916,2.4956730903938604,0.5584155114579065,49.0,30.0,685.0,623.0,1355.0,1497.0,277.0,83.87453721462857,16.484420552515388
