AH,C6H6(GT),CO(GT),NO2(GT),NOx(GT),PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),RH,T
0.38062293342621545,1.9252104912788837,1.0696710484685028,100.0,158.0,781.0,615.0,1216.0,1873.0,691.0,35.546274305822024,11.194183147252703
0.5678524621491347,10.786473171431894,2.901073037947217,195.0,804.0,1153.0,1220.0,467.0,1027.0,1207.0,43.086771642151895,4.797462107109688
0.5149087191652064,0.5731770784063135,0.7238784980207467,79.0,132.0,843.0,428.0,1359.0,554.0,495.0,54.19766284767226,4.987265379722471
1.2608416709001429,1.802906907077873,0.41807286244731645,48.0,41.0,816.0,583.0,1116.0,1515.0,507.0,41.61337514772641,25.473066637383674
1.1878237998125456,11.399153377912342,3.2004803185134856,122.0,350.0,1318.0,991.0,491.0,1632.0,1283.0,75.32270888035603,9.354090985570492
0.8200249709160017,10.653910132713271,4.62369394971717,143.0,279.0,1247.0,1027.0,798.0,1580.0,1080.0,25.84777962548159,22.750676253464853
0.956529525733455,3.96141019669556,1.0558932884619152,47.0,47.0,897.0,710.0,1479.0,1276.0,574.0,66.30846211934336,11.415297982818755
0.8501819531688626,2.2980874126765087,0.6264523512905753,98.0,136.0,824.0,663.0,871.0,783.0,507.0,64.60117102175509,5.322057045090375
0.6325364517380807,2.2181572658660396,0.771554172942454,60.0,94.0,883.0,519.0,1066.0,910.0,499.0,79.80609897329363,6.45537681204555
1.379406536437742,13.39161380423028,2.5501849565726458,100.0,157.0,1302.0,1110.0,589.0,1815.0,1131.0,39.02290962015917,22.910600830016193
1.2253977481218319,12.114075240204587,2.307634105352209,106.0,207.0,1186.0,1073.0,765.0,2113.0,1238.0,64.13261355721743,17.255807328177838
1.240205339069745,10.547059275718562,1.49491391049644,108.0,113.0,1004.0,1020.0,601.0,1441.0,932.0,55.09819642066155,18.969663589451173
0.6584141987824177,0.6235318030115404,2.5438175199525097,68.0,69.0,821.0,470.0,1154.0,1016.0,656.0,60.29706925564886,8.051536974697852
0.3987023176964366,2.7139649530591528,1.1376795611137307,118.0,49.0,803.0,647.0,1252.0,900.0,433.0,82.29662506897441,6.378424711573901
0.6579961068821818,9.441632967781704,1.319108182861072,117.0,105.0,959.0,984.0,991.0,1348.0,1006.0,27.653697360543237,23.446313928761676
0.6273852452355533,23.34405442835282,3.949013663102802,210.0,738.0,1197.0,1426.0,632.0,1549.0,1488.0,39.141044746979816,15.822731820925908
0.5411990496885386,7.247191421367965,1.2725001187552354,53.0,29.0,1029.0,849.0,859.0,1895.0,618.0,44.97170434713895,28.867495972792632
0.8042630022427064,6.082559458067595,2.3205076060689933,113.0,159.0,951.0,899.0,928.0,1253.0,755.0,38.20075056782342,11.746381484682663
1.1493287536357577,0.9066286674172416,0.4487328509222911,40.0,35.0,856.0,687.0,1749.0,1405.0,496.0,38.64483434407771,31.65537547917436
0.7635883233885992,7.104126609690501,2.016460214252112,134.0,404.0,1206.0,966.0,753.0,1102.0,1036.0,53.819161467726836,10.247949136743534
0.867737045674043,3.471275767737579,0.7223227081549621,113.0,234.0,900.0,671.0,761.0,911.0,776.0,44.73631894979149,16.862569971962422
1.7200527470893257,24.83163229394791,5.130997930130127,110.0,118.0,1312.0,1332.0,762.0,2213.0,1627.0,64.17362967671163,29.455369419848047
1.32149233443711,14.743016873592579,2.970496734161973,165.0,498.0,1231.0,1102.0,468.0,1316.0,1382.0,58.54140360057086,18.455202538803675
1.1009060457411508,8.546943833147402,2.7645978576318537,87.0,152.0,1123.0,931.0,665.0,1343.0,903.0,72.75327869390027,0.7697080900006252
0.18782827996614881,10.147777212482811,3.19875441621302,180.0,281.0,1208.0,931.0,668.0,782.0,1128.0,12.643872153629239,4.3969652118477605
0.9963429448179519,8.57071911401877,3.3192536480902683,100.0,225.0,1460.0,912.0,658.0,1751.0,1304.0,57.57794194297671,10.781634547681003
1.18643801855698,12.997928974910375,3.142412955601689,197.0,437.0,1340.0,1277.0,573.0,1755.0,1333.0,52.74226826555385,19.19241133668652
0.8666526131711427,10.979816366223078,2.3332606631523816,154.0,225.0,965.0,1200.0,982.0,1524.0,768.0,33.20908890516552,24.1294998531148
1.1259103273084767,4.113188156925089,0.681237446255293,74.0,196.0,979.0,745.0,834.0,1234.0,986.0,68.23369512636397,15.895464722190345
1.6116605729525648,7.47536557817778,1.3731764271173033,84.0,135.0,1157.0,998.0,722.0,2089.0,974.0,71.6448472181899,22.03168068107386
0.6729992257142423,3.4923578086860267,1.1238126559611183,92.0,162.0,911.0,702.0,1050.0,1285.0,682.0,27.910681079355378,20.832762113195535
0.9012866195512224,12.259176481363772,2.4526863826564234,153.0,304.0,1355.0,995.0,568.0,1669.0,1812.0,77.8628900685884,10.165179858023683
0.9774801760317453,2.2407816017193025,0.7479966974249744,62.0,40.0,823.0,574.0,990.0,1218.0,509.0,39.53905185102728,21.94466769373482
1.3204008671274885,4.541668506337448,0.7723712255789831,63.0,17.0,990.0,891.0,905.0,1495.0,674.0,45.26637840115752,22.601095470193073
0.6105333466499261,5.28998941179065,1.0719971861033672,119.0,219.0,901.0,765.0,1380.0,1105.0,801.0,40.09665514324741,18.860066852347394
0.7356433126381048,10.62140655253278,2.1761764156878485,144.0,396.0,1254.0,924.0,706.0,1298.0,1244.0,70.8528288976054,5.92140392580246
0.6604112443404193,12.573995403005053,2.970650589535801,176.0,277.0,1276.0,1133.0,744.0,1625.0,1748.0,10.539608196240735,20.831829105011394
0.5100311553164028,8.2113593072057,2.822783028029317,207.0,386.0,991.0,973.0,936.0,1183.0,987.0,48.69579116611036,7.3620368758240335
2.006802031265833,3.345533347982801,0.9810644457244004,66.0,99.0,927.0,706.0,870.0,1467.0,520.0,66.65567403688466,22.874522011372093
1.1371221186062155,4.313123214383894,2.1548373589872374,88.0,168.0,895.0,758.0,933.0,1502.0,910.0,37.36046314347976,21.007169569294632
1.4910987675899998,15.49753909652584,3.0915674656134886,131.0,318.0,1180.0,1116.0,720.0,1899.0,1427.0,69.55323731061921,24.57146960500615
1.5425376066199041,7.741467632485962,1.5243958008130674,96.0,68.0,1039.0,890.0,837.0,2042.0,950.0,41.89788655924795,26.62160040491449
0.5954571965474962,4.983864064483325,1.3043462063601612,133.0,35.0,871.0,813.0,949.0,1216.0,660.0,14.301327014110406,33.395818052095464
