X1_house_age,X2_distance_MRT_station,X3_number_convenience_stores,X4_lat,X5_long,X6_price
16.6,0.6985,6.0,24.98281,121.54312,36.7
33.5,0.622,6.0,24.97814,121.54211,42.5
43.8,0.6977,6.0,24.98298,121.54312,44.3
34.5,0.6977,6.0,24.97707,121.54301,34.1
11.5,0.4617,6.0,24.96305,121.54312,36.3
13.6,0.6985,6.0,24.9832,121.54494,43.1
3.2,0.8821,8.0,24.98322,121.54722,47.2
11.8,0.4119,6.0,24.98489,121.54477,21.3
31.7,0.55,6.0,24.979,121.54464,34.1
5.9,0.3248,5.0,24.98203,121.54348,52.2
0.0,0.9476,4.0,24.98199,121.54464,32.5
18.2,0.6783,5.0,24.95562,121.53913,36.9
11.9,0.3302,6.0,24.9677,121.54616,39.4
13.0,0.9292,6.0,24.96606,121.5423,39.7
34.9,0.8513,1.0,24.97493,121.5273,41.2
25.9,0.6977,6.0,24.98118,121.53885,36.7
33.9,0.6977,4.0,24.9852,121.53445,36.5
3.6,0.8515,6.0,24.97585,121.54312,44.0
19.8,0.54477,8.0,24.98123,121.53932,32.4
9.9,0.6977,4.0,24.98298,121.54477,38.5
16.0,10000.3248,8.0,24.98203,121.54348,35.3
5.0,0.7105,8.0,24.9618,121.54494,35.7
16.9,0.335,6.0,24.9877,121.542,36.7
19.5,0.8821,8.0,24.97017,121.54494,38.5
4.0,10000.3248,8.0,24.98203,121.54348,49.3
18.0,0.126,6.0,24.95744,121.54494,45.1
12.9,0.6977,3.0,24.96357,121.52981,33.1
40.9,0.6783,5.0,24.98254,121.54162,48.5
13.0,10000.3248,8.0,24.98203,121.54348,44.3
15.6,0.6985,6.0,24.98281,121.534,42.1
41.3,0.6985,6.0,24.97559,121.554,47.3
34.0,0.1,6.0,24.97927,121.54477,36.7
16.4,0.6912,6.0,24.98246,121.53986,40.5
2.6,0.3771,8.0,24.9866,121.54089,48.5
3.9,0.6747,5.0,24.9858,121.53956,51.8
1.9,0.6977,6.0,24.98102,121.53885,47.5
6.4,0.561,6.0,24.96305,121.53842,25.5
13.0,0.9537,6.0,24.96347,121.54477,20.7
2.3,0.5487,4.0,24.96945,121.534,31.5
17.0,10000.3248,8.0,24.98203,121.53777,36.3
17.2,0.6747,5.0,24.98674,121.534,23.9
17.2,0.88643,8.0,24.983,121.54722,47.2
29.6,0.6985,6.0,24.97544,121.53653,40.5
10.0,0.1329,6.0,24.97015,121.54494,78.3
0.0,0.92,6.0,24.96299,121.54477,45.7
32.9,0.6977,4.0,24.98298,121.53981,47.3
4.3,0.3302,6.0,24.9845,121.54086,47.3
13.6,0.6985,6.0,24.97347,121.54026,40.5
15.9,0.6948,6.0,24.98298,121.53427,39.3
12.4,0.6985,6.0,24.9746,121.53445,35.5
17.0,0.1882,8.0,24.97544,121.54494,45.1
3.2,0.8821,8.0,24.98322,121.54722,41.2
15.0,10000.3248,8.0,24.98203,121.54348,46.2
39.2,0.762,2.0,24.97417,121.54739,47.2
20.6,0.6977,6.0,24.97838,121.54119,40.3
36.6,0.8193,8.0,24.98155,121.54494,38.1
13.3,0.6419,8.0,24.96945,121.5449,31.3
9.0,0.12,6.0,24.9844,121.54477,49.3
41.4,0.3446,6.0,24.98326,121.5446,35.5
13.6,0.6419,8.0,24.9645,121.54765,55.0
35.5,0.3446,6.0,24.98322,121.54026,36.5
5.2,0.9314,3.0,24.98123,121.53956,51.6
13.6,0.7129,8.0,24.9877,121.54477,48.1
33.0,0.9476,4.0,24.98199,121.54464,32.2
14.0,10000.719,2.0,24.9726,121.53812,40.3
15.9,0.3223,6.0,24.98102,121.534,27.3
10.0,0.1506,6.0,24.97845,121.54477,40.3
11.6,0.527,6.0,24.98092,121.54301,34.1
31.7,0.6052,6.0,24.98123,121.54395,15.5
4.0,0.1009,2.0,24.96386,121.54436,22.9
24.0,0.932,6.0,24.96604,121.53923,48.2
13.2,0.8877,8.0,24.98118,121.53913,36.7
37.0,10000.3248,8.0,24.98203,121.54348,45.1
30.2,0.6783,5.0,24.9824,121.54722,47.3
11.6,0.527,6.0,24.96365,121.53885,55.3
12.0,0.1,6.0,24.97701,121.54494,37.7
12.7,0.323,6.0,24.97281,121.534,28.5
11.0,0.4823,6.0,24.96735,121.54477,36.7
31.3,0.6977,4.0,24.98298,121.534,38.5
16.2,0.1334,1.0,24.97501,121.5273,36.9
10.3,0.622,6.0,24.97585,121.54323,38.1
17.8,0.6783,5.0,24.98674,121.54713,36.5
10.5,0.6419,8.0,24.96945,121.5449,31.5
15.0,0.9476,4.0,24.98199,121.54464,32.1
10.4,0.6419,6.0,24.96,121.53986,40.5
25.3,0.6977,6.0,24.98549,121.54477,22.1
