X1_house_age,X2_distance_MRT_station,X3_number_convenience_stores,X4_lat,X5_long,X6_price
14.7,0.527,6.0,24.98092,121.53874,50.5
16.9,0.6912,6.0,24.98298,121.53966,39.3
17.2,0.8821,8.0,24.98265,121.54713,36.2
16.2,0.6747,5.0,24.98254,121.53951,42.2
14.0,10000.719,2.0,24.97353,121.54477,40.1
26.6,0.6985,6.0,24.98281,121.54119,43.5
1.7,0.6977,6.0,24.98193,121.54089,50.4
30.8,0.532,6.0,24.98085,121.5494,40.6
8.5,0.4301,6.0,24.9866,121.54026,55.5
39.2,0.7134,2.0,24.98016,121.53475,39.4
12.5,0.6419,8.0,24.9645,121.534,42.5
31.0,0.9455,6.0,24.97845,121.54477,48.1
10.4,0.527,6.0,24.97838,121.53913,36.5
35.9,0.7391,3.0,24.97563,121.53715,61.5
35.3,0.6683,8.0,24.987,121.54026,50.5
13.7,0.3302,6.0,24.97703,121.5415,36.4
19.8,0.5989,5.0,24.98092,121.53913,36.3
13.7,0.7721,6.0,24.98298,121.53923,48.4
12.5,0.6783,5.0,24.974,121.54464,34.5
37.8,0.4617,6.0,24.97843,121.53923,48.5
10.3,0.6977,6.0,24.97838,121.54059,47.5
13.9,0.6419,8.0,24.9645,121.53923,48.5
15.5,0.32,6.0,24.97838,121.53471,37.4
11.9,0.6977,4.0,24.96398,121.53788,36.8
1.0,10000.3248,8.0,24.98203,121.54348,30.5
1.0,0.9476,4.0,24.98199,121.54464,32.2
6.4,0.3248,8.0,24.98203,121.54026,54.4
21.2,0.5487,4.0,24.974,121.53842,0.2
21.7,0.5487,4.0,24.974,121.53842,44.2
17.6,0.6419,8.0,24.9634,121.5449,31.3
12.9,0.3227,3.0,24.97349,121.54026,39.5
31.5,0.6912,6.0,24.98298,121.539,32.5
13.7,0.6419,8.0,24.96945,121.5449,26.5
31.5,0.9476,4.0,24.98199,121.54464,32.5
16.9,0.2615,6.0,24.983,121.54312,36.7
0.0,0.9679,6.0,24.96398,121.54413,31.7
35.9,0.5708,6.0,24.97563,121.54069,36.5
32.0,0.1302,6.0,24.97151,121.54436,38.7
31.0,0.87,6.0,24.97701,121.54436,39.7
5.0,10000.3248,8.0,24.98203,121.537348,36.3
38.5,0.6735,5.0,24.97547,121.53642,34.3
