X1_house_age,X2_distance_MRT_station,X3_number_convenience_stores,X4_lat,X5_long,X6_price
0.0,0.917,6.0,24.96305,121.54477,25.7
13.3,0.7721,6.0,24.98118,121.53788,36.8
9.9,0.4617,6.0,24.9832,121.54301,34.1
12.5,0.527,6.0,24.97349,121.53842,34.1
34.9,0.6985,6.0,24.97707,121.54301,34.1
31.9,0.6926,4.0,24.983,121.5173,47.5
31.7,0.5283,6.0,24.98199,121.53471,37.5
12.7,0.6783,5.0,24.95562,121.54464,30.5
20.2,0.8821,8.0,24.98326,121.54722,35.2
12.3,0.7721,6.0,24.98118,121.53788,31.5
29.6,0.6912,6.0,24.98254,121.53913,36.8
3.9,0.6783,5.0,24.98085,121.54391,56.3
19.8,0.3302,6.0,24.97015,121.54477,47.3
4.0,0.7132,7.0,24.97429,121.53917,30.7
27.5,0.6419,8.0,24.96945,121.534,32.5
18.0,0.911,6.0,24.96606,121.54477,39.7
31.4,0.527,6.0,24.98092,121.53009,34.5
28.4,0.6977,6.0,24.97838,121.53477,49.5
4.0,0.151,6.0,24.97,121.53986,40.7
33.6,0.6985,6.0,24.97585,121.54308,42.0
21.7,0.3446,4.0,24.97419,121.53814,23.5
34.8,0.6985,6.0,24.97707,121.54312,44.3
3.0,10000.3248,8.0,24.98203,121.54348,49.3
32.0,0.9476,4.0,24.98199,121.54464,32.2
15.0,0.129,7.0,24.97635,121.53917,45.3
33.5,0.6172,6.0,24.97838,121.54224,39.3
19.2,0.6747,5.0,24.983,121.53951,42.2
34.8,0.6985,6.0,24.97707,121.54312,44.3
12.8,0.8515,1.0,24.9752,121.53119,40.6
19.2,0.6747,5.0,24.97419,121.53951,42.2
30.4,0.6419,8.0,24.96945,121.5449,25.5
14.7,0.6977,6.0,24.96165,121.53812,26.5
12.7,0.8821,1.0,24.97017,121.53642,37.5
37.0,10000.3248,8.0,24.98203,121.54348,44.3
16.2,0.6747,7.0,24.98407,121.534,35.6
13.6,0.6419,8.0,24.96945,121.5449,40.5
12.9,0.6419,8.0,24.96606,121.53923,42.3
8.5,0.6958,6.0,24.98298,121.54301,34.1
0.0,0.9476,4.0,24.98199,121.54477,45.1
19.5,0.6419,8.0,24.98023,121.53923,38.5
16.9,0.6912,6.0,24.98298,121.534,35.7
3.0,10000.3248,8.0,24.98203,121.54348,19.2
12.7,0.6419,1.0,24.97388,121.52981,28.5
41.4,0.6912,6.0,24.98199,121.53986,40.5
38.3,0.7105,0.0,24.97161,121.53423,38.4
18.2,0.88643,8.0,24.983,121.53986,40.6
34.5,0.983,6.0,24.9814,121.54312,39.3
17.7,0.6419,1.0,24.9615,121.54713,37.5
13.0,0.938,6.0,24.96398,121.54436,31.7
3.0,10000.4459,6.0,24.96398,121.5425,36.5
32.0,0.9388,6.0,24.975151,121.54436,31.3
30.9,0.6419,8.0,24.98407,121.53923,48.5
1.5,0.3248,8.0,24.98203,121.54026,47.3
24.0,0.945,6.0,24.96571,121.54089,45.1
33.0,0.9476,4.0,24.98199,121.54464,32.2
17.5,0.6419,8.0,24.96945,121.5449,26.5
34.6,0.6977,6.0,24.97838,121.54301,34.1
0.0,0.9476,4.0,24.98199,121.54464,32.9
20.6,0.6912,6.0,24.98092,121.54739,46.4
32.3,0.2083,8.0,24.987,121.54059,54.4
13.6,0.3119,6.0,24.9645,121.5423,43.5
13.0,0.1,6.0,24.95744,121.54477,45.1
1.9,0.6977,6.0,24.9838,121.54089,48.5
16.0,10000.3248,8.0,24.98203,121.54348,49.3
1.0,10000.2134,1.0,24.97349,121.53372,40.6
31.5,0.5273,6.0,24.98199,121.54464,32.5
30.9,0.6419,8.0,24.9845,121.53947,39.3
2.0,0.1,6.0,24.95544,121.54477,45.1
35.7,0.3302,6.0,24.9817,121.543,23.5
8.0,0.9476,4.0,24.98199,121.54464,32.1
30.6,0.6419,8.0,24.98,121.54765,55.5
31.0,0.932,6.0,24.96604,121.53986,40.7
32.0,10000.3248,8.0,24.98203,121.54348,36.3
32.7,0.527,8.0,24.98092,121.53986,40.5
30.0,0.127,6.0,24.95744,121.54477,45.1
13.3,0.3302,6.0,24.98203,121.54477,38.5
16.4,0.51418,6.0,24.9845,121.53923,48.5
33.3,0.4459,6.0,24.96398,121.542,46.5
16.9,0.6419,6.0,24.9642,121.543,25.3
1.5,0.6977,6.0,24.98281,121.54026,36.5
13.3,0.6419,8.0,24.96945,121.5449,31.3
8.5,0.6977,6.0,24.98298,121.52758,48.3
6.3,0.6977,6.0,24.98102,121.53885,47.1
31.4,0.6969,6.0,24.98298,121.513,34.1
14.0,0.126,6.0,24.97544,121.54477,45.1
0.0,0.9476,4.0,24.98199,121.54464,32.2
32.0,0.16,6.0,24.97707,121.561,36.7
37.2,0.8877,8.0,24.98102,121.53475,39.2
35.8,0.5487,4.0,24.98419,121.53885,40.5
13.3,0.6985,6.0,24.97544,121.53119,43.5
11.8,0.527,6.0,24.9675,121.54451,39.3
31.7,0.8515,1.0,24.97493,121.53119,37.4
12.8,0.6783,5.0,24.98407,121.54713,33.4
19.2,0.5989,8.0,24.98223,121.53951,42.2
35.9,0.5292,6.0,24.97071,121.54069,36.5
33.6,0.6977,4.0,24.98298,121.542,42.5
43.8,0.6977,6.0,24.98102,121.534,40.5
14.7,0.556,6.0,24.96172,121.54739,53.5
38.3,0.589,6.0,24.97563,121.54026,36.5
7.0,10000.218,3.0,24.97577,121.53767,36.8
5.0,0.8604,6.0,24.96756,121.5423,32.7
29.0,10000.7286,2.0,24.98102,121.53755,40.3
10.8,0.6977,6.0,24.97838,121.54312,36.5
20.0,0.7529,8.0,24.98178,121.53956,51.7
16.9,0.6912,6.0,24.98573,121.53956,51.7
28.6,0.6977,6.0,24.97838,121.53475,39.4
1.5,0.7721,6.0,24.9814,121.54477,49.3
8.0,0.631,7.0,24.96606,121.54297,17.3
29.3,0.6977,6.0,24.98102,121.53655,40.5
31.5,0.3248,5.0,24.98203,121.54348,23.5
27.3,0.4371,6.0,24.97598,121.554,29.5
34.9,0.6977,6.0,24.98042,121.5431,39.7
39.7,0.6977,4.0,24.98298,121.53475,39.4
13.7,0.6419,8.0,24.9645,121.54765,53.5
15.6,0.6977,6.0,24.9838,121.54494,43.1
33.4,0.532,6.0,24.98085,121.54211,42.5
16.9,0.6912,6.0,24.97841,121.5428,51.0
26.6,0.527,6.0,24.98092,121.53863,37.5
34.8,0.1626,6.0,24.98298,121.53923,48.6
14.7,0.3446,6.0,24.9622,121.534,30.5
35.9,0.5487,4.0,24.98419,121.53842,36.5
16.2,0.8877,8.0,24.98118,121.53436,35.6
19.2,0.6052,7.0,24.96628,121.54196,45.4
17.0,10000.218,3.0,24.9767,121.54477,37.4
34.5,0.954,6.0,24.96305,121.53966,39.3
0.0,0.9476,4.0,24.98199,121.54464,32.2
18.2,0.6783,5.0,24.95562,121.53951,42.4
31.7,0.9476,4.0,24.98199,121.54464,32.5
30.2,0.8877,8.0,24.9857,121.53964,35.6
13.0,0.631,7.0,24.96606,121.54297,39.3
11.5,0.8533,6.0,24.96365,121.54713,36.3
18.0,0.7286,8.0,24.9845,121.53923,48.2
35.7,0.5684,5.0,24.984,121.54464,49.5
16.6,0.6912,6.0,24.97841,121.5428,51.0
12.2,0.6783,3.0,24.98102,121.54722,47.3
14.0,10000.3248,8.0,24.98203,121.53777,36.3
10.0,0.9455,6.0,24.96398,121.54477,36.7
10.5,0.6977,6.0,24.9752,121.53913,36.3
38.5,0.3248,6.0,24.98203,121.53713,34.1
31.4,0.6719,5.0,24.96365,121.54139,26.5
0.0,0.9476,4.0,24.98199,121.54464,32.9
11.0,0.126,6.0,24.97563,121.54477,29.3
14.4,0.53,6.0,24.98085,121.5419,50.5
13.2,0.88643,8.0,24.983,121.53923,48.2
17.4,0.6419,8.0,24.96945,121.5449,40.5
17.0,0.1,6.0,24.97723,121.54494,36.7
26.8,0.8807,6.0,24.98326,121.54312,44.3
11.5,0.2721,8.0,24.98489,121.54494,46.3
16.9,0.6912,6.0,24.98298,121.5397,55.3
30.0,10000.18,2.0,24.98407,121.53777,35.6
30.3,0.6419,8.0,24.9845,121.54765,55.5
0.0,0.9679,6.0,24.97845,121.54413,50.7
11.5,0.589,6.0,24.97563,121.53885,26.5
15.9,0.2707,3.0,24.97003,121.534,34.1
18.0,0.9476,4.0,24.98199,121.54477,32.1
12.9,0.3218,3.0,24.9767,121.534,39.5
30.4,0.6419,8.0,24.98326,121.543,65.5
36.6,0.8193,6.0,24.98746,121.54301,34.1
22.2,0.1334,1.0,24.97501,121.5273,45.9
14.0,10000.218,3.0,24.97577,121.53767,39.6
19.5,0.6419,8.0,24.97153,121.5449,32.5
13.3,0.27722,3.0,24.97017,121.53445,35.3
13.7,0.6419,6.0,24.9645,121.54765,53.5
0.0,0.9476,4.0,24.98199,121.54464,32.2
36.6,0.3446,6.0,24.98298,121.542,36.5
35.9,0.5487,4.0,24.97563,121.53715,42.5
36.6,0.8193,6.0,24.98155,121.54025,38.1
3.9,0.6419,8.0,24.96945,121.54765,55.5
15.0,0.1312,6.0,24.977,121.539289,48.7
16.4,0.6985,6.0,24.9809,121.53448,273.6
2.0,10000.3248,8.0,24.98203,121.54348,36.3
27.6,0.6937,6.0,24.98298,121.53956,36.5
35.7,0.3302,6.0,24.98102,121.54089,48.5
6.6,0.6419,8.0,24.981,121.54001,40.5
17.0,0.1329,8.0,24.98246,121.54494,49.3
20.0,0.12,6.0,24.96299,121.54477,31.3
5.6,0.6985,6.0,24.98123,121.54059,48.5
30.6,0.6419,8.0,24.96945,121.5449,48.5
5.6,0.6985,6.0,24.98123,121.54017,48.5
14.2,0.8821,8.0,24.983,121.54026,45.4
2.5,0.3302,6.0,24.98092,121.54713,36.5
17.3,0.6783,5.0,24.98254,121.54713,36.5
1.0,10000.3248,8.0,24.98203,121.54348,53.3
2.3,0.5508,6.0,24.96305,121.54026,36.5
39.8,0.7134,6.0,24.97577,121.53475,39.4
35.5,0.7311,6.0,24.97563,121.54026,48.5
16.9,0.6419,8.0,24.9675,121.53986,40.3
5.9,0.3232,6.0,24.98123,121.543,56.3
7.0,10000.218,3.0,24.97577,121.53767,36.7
20.4,0.3302,6.0,24.98085,121.54308,23.5
0.0,0.9476,4.0,24.98199,121.54477,49.3
19.0,10000.757,2.0,24.97349,121.53451,41.3
12.8,0.5487,4.0,24.9758,121.54477,40.5
12.8,0.6985,3.0,24.97707,121.54312,44.3
16.4,0.6977,6.0,24.98672,121.5428,49.5
24.2,0.0708,6.0,24.96495,121.54739,47.4
31.4,0.6985,6.0,24.97707,121.54301,34.1
17.3,0.6783,5.0,24.97563,121.534,22.5
43.8,0.6977,6.0,24.98118,121.543,40.3
19.8,0.527,6.0,24.9675,121.53874,538.3
11.4,0.5273,6.0,24.96305,121.54713,36.8
2.6,0.527,6.0,24.98092,121.53863,37.5
16.3,0.6985,6.0,24.98298,121.542,38.1
16.4,0.3248,6.0,24.98203,121.54348,41.2
30.8,0.8513,1.0,24.97493,121.53445,35.6
11.9,0.527,8.0,24.97349,121.53451,41.3
17.7,0.6783,5.0,24.98199,121.534,26.5
