X1_house_age,X2_distance_MRT_station,X3_number_convenience_stores,X4_lat,X5_long,X6_price
12.8,0.8515,1.0,24.97201,121.54739,46.6
16.4,0.6985,6.0,24.9759,121.54273,49.5
1.5,0.5845,6.0,24.97838,121.54089,49.3
2.0,10000.3248,8.0,24.98203,121.54348,29.3
28.0,0.9476,4.0,24.98199,121.54464,32.2
10.4,0.6419,8.0,24.96945,121.5449,31.5
13.9,0.6419,8.0,24.9645,121.53986,40.3
11.9,0.6419,8.0,24.96365,121.53923,48.3
21.2,0.5487,4.0,24.974,121.54211,42.2
3.5,0.6419,8.0,24.96945,121.5449,47.3
19.8,0.589,5.0,24.97153,121.53885,37.5
19.2,0.88643,8.0,24.983,121.53986,40.2
17.8,0.7392,4.0,24.983,121.53119,40.5
15.6,0.6977,4.0,24.98199,121.54477,38.1
5.0,0.1,6.0,24.95744,121.54477,49.3
34.8,0.3302,6.0,24.97151,121.5435,38.6
4.0,10000.3248,8.0,24.98203,121.53713,44.3
7.8,0.12,6.0,24.9675,121.53932,32.3
19.2,0.5947,9.0,24.98343,121.53951,42.2
17.5,0.6419,8.0,24.96945,121.5449,40.5
4.7,0.3302,6.0,24.98203,121.53765,53.5
26.6,0.5273,6.0,24.98102,121.54477,38.1
1.0,10000.3248,5.0,24.98203,121.54348,45.4
19.2,0.9845,5.0,24.97417,121.54089,45.4
29.3,0.6977,6.0,24.98102,121.52758,48.0
17.0,10000.719,2.0,24.97707,121.54477,40.5
19.2,0.8877,8.0,24.98102,121.53937,37.4
13.5,0.6419,8.0,24.96945,121.5449,26.5
1.7,0.6977,4.0,24.98298,121.54026,49.5
9.0,0.12,6.0,24.97845,121.54494,29.3
39.7,0.7132,7.0,24.98016,121.53932,32.4
18.2,0.6783,3.0,24.95562,121.54765,20.9
30.8,0.6419,8.0,24.98123,121.543,48.5
16.2,0.8877,8.0,24.98353,121.53455,44.2
5.3,0.5575,10.0,24.98343,121.53762,54.4
15.0,0.1383,8.0,24.9845,121.54494,45.1
34.8,0.6985,6.0,24.97707,121.54312,44.3
13.2,0.8877,8.0,24.98102,121.53923,48.2
20.2,0.9845,5.0,24.97425,121.54739,46.2
13.9,0.6427,8.0,24.983,121.53986,40.5
6.2,0.2615,8.0,24.98298,121.53913,36.7
17.2,0.8877,8.0,24.98102,121.54722,47.2
1.5,0.1386,7.0,24.97293,121.54026,40.5
31.0,0.1,6.0,24.95512,121.54477,45.1
17.5,0.6419,8.0,24.96945,121.5449,26.5
8.9,0.6985,6.0,24.98298,121.54301,34.1
17.0,10000.3248,8.0,24.98203,121.54348,46.2
27.6,0.6977,6.0,24.97838,121.54119,37.5
17.2,0.6747,5.0,24.98674,121.534,23.9
14.0,10000.3248,8.0,24.98203,121.54348,53.3
2.3,0.5487,6.0,24.97542,121.53842,36.5
17.7,0.6783,5.0,24.98298,121.54713,36.5
33.6,0.6977,4.0,24.9897,121.54059,41.5
13.6,0.6912,6.0,24.9832,121.54436,48.5
14.6,0.6912,6.0,24.98085,121.53812,42.3
3.8,0.6783,5.0,24.98085,121.54391,55.0
0.0,0.9537,6.0,24.96398,121.54436,32.7
14.0,0.1,6.0,24.97544,121.54494,45.1
39.6,0.7134,1.0,24.97349,121.52981,41.4
17.5,0.6419,8.0,24.96945,121.5449,26.5
17.7,0.6419,8.0,24.96945,121.5449,26.5
10.8,0.7721,9.0,24.98118,121.539517,46.7
17.7,0.6419,8.0,24.96945,121.5449,26.5
15.4,0.3248,6.0,24.98203,121.54059,53.5
16.0,10000.22,8.0,24.9898,121.54477,39.3
21.7,0.3302,4.0,24.97419,121.53814,23.5
13.2,0.6783,5.0,24.98383,121.54391,45.4
32.5,0.3302,6.0,24.98182,121.54086,48.6
14.7,0.6985,6.0,24.97668,121.54494,30.5
26.9,0.527,6.0,24.97353,121.53885,36.5
36.6,0.8193,6.0,24.96015,121.54494,38.1
13.2,0.8895,8.0,24.9838,121.53913,36.7
6.5,0.335,6.0,24.97514,121.54464,40.3
4.0,10000.3248,8.0,24.98203,121.54348,44.2
35.9,0.3302,6.0,24.97563,121.53715,36.5
20.2,0.6717,2.0,24.98407,121.54722,47.3
17.5,0.6783,5.0,24.98085,121.54391,40.3
1.5,0.6977,6.0,24.98102,121.53885,40.3
6.4,0.6985,6.0,24.9873,121.54013,62.1
39.8,0.7134,6.0,24.98672,121.53475,39.1
30.6,0.6419,8.0,24.98123,121.543,48.5
13.2,0.0173,7.0,24.97417,121.54089,45.4
11.8,0.631,6.0,24.96606,121.54297,55.3
16.4,0.6985,6.0,24.9877,121.54451,40.5
18.0,10000.3248,8.0,24.98203,121.54348,44.3
27.6,0.3302,6.0,24.98193,121.54086,58.1
21.7,0.3302,4.0,24.97425,121.53814,23.5
16.4,0.6985,6.0,24.97353,121.53475,39.7
38.5,0.6985,3.0,24.97559,121.53713,34.1
14.7,0.6977,6.0,24.97838,121.54477,48.5
18.0,0.631,7.0,24.96606,121.54297,39.3
16.3,0.6912,6.0,24.98407,121.53986,40.6
0.0,0.9679,6.0,24.9613,121.54413,33.1
17.0,0.7262,8.0,24.98178,121.53923,48.1
14.6,0.719,6.0,24.96386,121.54477,48.5
16.2,0.1386,7.0,24.9896,121.54201,25.6
31.5,0.9476,4.0,24.98199,121.54464,32.5
9.0,0.127,6.0,24.95744,121.49621,45.1
5.3,0.6783,5.0,24.98246,121.54477,35.3
8.9,0.527,6.0,24.97814,121.53913,36.5
26.8,0.527,6.0,24.98092,121.53913,36.5
34.8,0.4459,6.0,24.96398,121.54765,40.5
37.2,0.8877,8.0,24.98102,121.53471,37.2
2.6,0.6977,6.0,24.96299,121.54089,31.5
18.0,10000.3248,8.0,24.98203,121.54477,35.3
16.3,0.6977,6.0,24.98298,121.542,36.7
35.5,0.3302,6.0,24.983,121.53119,36.5
31.7,0.9476,4.0,24.98199,121.54464,23.5
20.6,0.6977,4.0,24.9877,121.54634,37.4
16.2,0.8877,8.0,24.98102,121.53438,42.2
14.0,0.1,6.0,24.97771,121.54477,35.7
13.8,0.6977,6.0,24.98343,121.53923,48.6
3.8,0.6783,5.0,24.98085,121.54391,55.0
17.5,0.6419,8.0,24.96945,121.5449,26.5
16.9,0.6977,6.0,24.98102,121.54464,40.5
1.5,0.6419,8.0,24.4762,121.534,49.3
17.3,0.6783,5.0,24.98674,121.534,22.5
14.0,0.126,6.0,24.97519,121.54494,29.7
19.2,0.54477,8.0,24.98322,121.54026,0.2
7.0,10000.218,3.0,24.9767,121.53778,36.7
30.3,0.6419,8.0,24.9845,121.54765,55.5
29.6,0.6977,4.0,24.98281,121.53885,25.5
18.0,0.9476,4.0,24.98199,121.54464,32.9
16.3,0.6977,6.0,24.98102,121.5428,58.8
1.0,10000.7134,2.0,24.98246,121.54477,49.3
17.3,0.6783,5.0,24.9814,121.54722,47.3
13.3,0.6419,8.0,24.96756,121.5449,31.3
15.6,0.6977,6.0,24.98102,121.54494,43.1
10.3,0.5836,6.0,24.989,121.53986,40.5
18.4,0.6985,6.0,24.96398,121.543,31.3
30.6,0.6977,6.0,24.98123,121.54312,36.5
2.7,0.3302,6.0,24.96606,121.54297,60.6
32.5,0.8204,8.0,24.98236,121.53923,48.3
18.9,0.6419,8.0,24.9645,121.5449,31.5
2.3,0.3302,6.0,24.97585,121.54086,47.4
5.6,0.6419,8.0,24.9845,121.54765,55.5
20.9,0.6985,4.0,24.975,121.53419,40.3
34.5,0.6419,8.0,24.97003,121.54301,34.1
28.2,0.642,6.0,24.98353,121.54766,39.7
13.0,10000.217,2.0,24.9832,121.54477,39.3
37.2,0.8877,8.0,24.98118,121.53471,37.4
1.8,0.6977,6.0,24.98102,121.54089,40.5
6.2,0.87882,10.0,24.98298,121.54024,45.9
7.8,0.6294,8.0,24.97347,121.54026,40.9
18.2,0.6783,8.0,24.983,121.54765,55.6
17.7,0.6419,4.0,24.9614,121.534,26.5
33.3,0.6977,6.0,24.98298,121.542,46.6
16.2,0.88643,8.0,24.983,121.53445,35.6
32.0,0.114,8.0,24.97707,121.54312,44.9
37.9,0.6783,5.0,24.97153,121.534,34.1
13.3,0.6419,8.0,24.96756,121.5449,31.3
30.4,0.6419,8.0,24.9845,121.54765,55.5
39.7,0.7132,6.0,24.98298,121.53932,32.4
5.7,0.4459,6.0,24.96398,121.5425,30.5
16.4,0.8515,6.0,24.97544,121.53119,40.5
4.0,0.1286,8.0,24.97285,121.53923,48.2
29.3,0.527,8.0,24.98102,121.53872,40.5
5.2,0.9845,5.0,24.97417,121.54089,45.2
31.5,0.9476,4.0,24.98199,121.54464,32.5
12.9,0.3302,6.0,24.97003,121.543,42.5
2.6,0.145,6.0,24.97528,121.54089,48.6
40.0,10000.3248,8.0,24.98203,121.54348,19.2
33.3,0.6977,6.0,24.983,121.542,46.5
18.2,0.88643,10.0,24.983,121.54026,46.2
6.8,0.5989,5.0,24.98092,121.53913,36.3
35.3,0.5302,6.0,24.98092,121.54063,36.5
27.5,0.6977,6.0,24.98674,121.54464,32.5
4.0,0.3248,8.0,24.98203,121.54477,38.1
5.0,10000.215,8.0,24.97707,121.54477,36.3
16.4,0.6912,6.0,24.97841,121.5428,49.5
39.6,0.7134,1.0,24.97349,121.53475,39.4
32.3,0.2758,8.0,24.97563,121.54086,47.3
30.9,0.6419,8.0,24.9845,121.54765,55.5
30.8,0.6419,8.0,24.98407,121.53932,32.5
13.6,0.6977,6.0,24.9638,121.54436,43.8
13.7,0.6419,8.0,24.96756,121.53923,48.5
41.3,0.3446,6.0,24.98326,121.5446,35.1
0.0,0.631,7.0,24.96606,121.54297,34.1
35.9,0.5451,8.0,24.9895,121.54063,36.5
12.9,0.3227,7.0,24.97349,121.54464,39.5
19.2,0.8895,8.0,24.98254,121.53951,42.2
16.2,0.1726,7.0,24.9877,121.53445,35.6
13.0,0.12,6.0,24.97026,121.7132,31.3
3.4,0.547,6.0,24.98085,121.54391,36.5
13.3,0.6419,8.0,24.96945,121.5449,31.6
10.0,10000.3248,8.0,24.98203,121.54348,35.3
13.0,10000.2461,8.0,24.97229,121.54477,40.3
39.7,0.7134,2.0,24.9877,121.53475,39.4
12.3,0.6977,6.0,24.97353,121.534,42.5
19.5,0.6419,8.0,24.97235,121.543,38.5
7.8,0.6977,4.0,24.98182,121.53885,38.5
19.2,0.8877,8.0,24.98353,121.53986,40.2
33.3,0.6985,6.0,24.97559,121.54089,46.5
3.9,0.6419,8.0,24.98092,121.54713,36.7
5.7,0.6719,5.0,24.9641,121.5428,53.5
26.8,0.527,6.0,24.98092,121.54312,44.3
35.8,0.517,6.0,24.98092,121.54713,36.5
20.6,0.6912,6.0,24.98092,121.54739,46.4
6.2,0.6747,7.0,24.98178,121.53951,42.4
31.9,0.51627,6.0,24.98298,121.534,97.5
2.6,0.527,6.0,24.96305,121.53653,41.5
17.6,0.6419,8.0,24.96945,121.5449,31.5
14.0,10000.218,3.0,24.9767,121.51486,36.7
26.8,0.8515,6.0,24.97544,121.54312,44.3
13.7,0.8515,1.0,24.97493,121.54722,41.4
22.2,0.5727,7.0,24.98281,121.53956,51.7
32.3,0.3302,6.0,24.9866,121.54086,38.5
17.4,0.6419,8.0,24.96945,121.5449,40.5
4.0,0.631,7.0,24.96606,121.54297,99.9
13.7,0.0854,6.0,24.96305,121.53642,34.4
35.9,0.3446,8.0,24.987,121.543,82.5
13.6,0.6419,8.0,24.96945,121.5449,31.3
10.0,0.957,6.0,24.96398,121.54436,42.7
29.0,10000.3248,8.0,24.98203,121.54348,46.2
22.2,0.6747,2.0,24.98254,121.54713,36.7
18.3,0.6419,8.0,24.96945,121.5449,31.5
22.2,0.5575,10.0,24.98343,121.54059,45.4
37.2,0.8877,8.0,24.98102,121.53937,37.4
16.2,0.8877,8.0,24.98102,121.53411,37.2
25.3,0.6977,6.0,24.9838,121.54458,47.3
16.4,0.6977,6.0,24.98353,121.53411,38.5
15.7,0.327,6.0,24.9859,121.53451,53.5
7.0,10000.719,2.0,24.97707,121.53788,40.6
4.8,0.6977,6.0,24.98353,121.53923,48.7
2.5,0.27235,6.0,24.96305,121.54477,42.3
18.3,0.88643,10.0,24.983,121.54026,46.5
16.2,0.88643,8.0,24.983,121.53445,35.6
17.3,0.6419,1.0,24.96945,121.5449,31.5
13.7,0.3221,6.0,24.98281,121.53997,38.1
2.0,0.1193,6.0,24.96571,121.54494,45.1
21.7,0.5487,4.0,24.974,121.53842,44.23
15.2,0.6783,3.0,24.983,121.534,7.6
12.0,0.127,6.0,24.96735,121.54477,48.1
14.7,0.717,6.0,24.9832,121.543,350.1
0.0,0.9679,6.0,24.96606,121.54297,9.7
13.2,0.6747,5.0,24.98674,121.534,23.6
15.9,0.4617,6.0,24.9832,121.543,34.1
13.2,0.8895,8.0,24.98123,121.54059,45.4
6.6,0.6977,6.0,24.98281,121.54494,39.1
17.7,0.3248,8.0,24.98203,121.54971,30.5
6.2,0.5575,10.0,24.98343,121.54059,45.4
29.0,10000.2616,2.0,24.98419,121.54477,40.6
3.2,0.8821,8.0,24.98322,121.54722,47.2
13.8,0.3302,6.0,24.983,121.54477,47.3
2.0,0.126,6.0,24.97528,121.54494,47.1
13.2,0.2854,8.0,24.98223,121.54494,45.4
12.9,0.6977,4.0,24.97353,121.534,39.3
14.8,0.3104,6.0,24.983,121.54086,55.5
16.3,0.6912,6.0,24.98298,121.53986,40.5
15.7,0.6419,1.0,24.97003,121.534,34.1
13.6,0.6912,6.0,24.98092,121.515,42.5
13.3,0.8193,6.0,24.9845,121.54765,55.0
17.2,0.6747,5.0,24.98674,121.534,23.9
34.5,0.32,6.0,24.97814,121.54312,36.3
32.3,0.8302,6.0,24.9877,121.53986,40.6
25.9,0.6977,6.0,24.98298,121.54089,27.3
29.3,0.6977,6.0,24.98102,121.53885,40.5
3.4,0.549,6.0,24.97838,121.53471,37.5
30.7,0.419,6.0,24.96756,121.54765,53.5
35.3,0.6419,8.0,24.9845,121.5449,31.5
1.5,0.6977,6.0,24.98254,121.54026,36.5
16.4,0.8515,6.0,24.97544,121.53119,40.5
3.8,0.6783,5.0,24.98674,121.54713,36.5
13.6,0.6977,6.0,24.97538,121.53889,48.5
16.2,0.8821,8.0,24.98016,121.53913,36.7
16.4,0.6735,5.0,24.98034,121.54308,49.3
5.2,0.6783,5.0,24.9824,121.54026,0.9
3.5,0.6783,5.0,24.97563,121.53715,26.5
25.3,0.6985,6.0,24.97577,121.5417,47.3
32.8,0.527,6.0,24.98092,121.53913,36.3
16.8,0.3,6.0,24.98246,121.54477,47.3
16.3,0.6977,6.0,24.98102,121.53885,35.6
12.5,0.6419,8.0,24.97388,121.53445,35.3
20.6,0.6912,6.0,24.98092,121.54739,46.4
4.0,0.1,6.0,24.97744,121.54477,36.7
13.0,10000.3248,8.0,24.98203,121.54348,49.3
14.6,0.717,6.0,24.9832,121.5155,53.5
22.8,0.6985,6.0,24.97668,121.54271,40.6
17.5,0.6419,8.0,24.96945,121.5449,26.5
31.4,0.6912,6.0,24.98419,121.54039,51.5
18.0,10000.3248,8.0,24.98203,121.54348,44.3
38.3,0.6977,4.0,24.98102,121.53655,31.3
11.8,0.527,6.0,24.9675,121.54451,39.3
32.0,0.9476,4.0,24.98199,121.54464,32.1
18.4,0.88643,1.0,24.97707,121.54301,34.1
15.0,0.7518,8.0,24.98246,121.54477,49.3
18.0,0.9476,4.0,24.98199,121.54464,32.1
25.3,0.6977,6.0,24.9838,121.54494,47.3
3.5,0.4721,6.0,24.98407,121.52758,48.0
33.6,0.6977,6.0,24.98281,121.542,42.5
5.6,0.527,6.0,24.98092,121.53653,37.5
21.2,0.5487,4.0,24.974,121.53842,23.2
34.4,0.8515,1.0,24.97349,121.53119,43.5
37.0,10000.7286,2.0,24.97285,121.53926,39.3
30.9,0.6419,8.0,24.9845,121.53923,48.5
15.0,0.7262,8.0,24.98178,121.53932,32.1
18.8,0.1827,3.0,24.97707,121.54312,44.3
6.5,0.6419,8.0,24.96945,121.5449,26.5
0.0,0.9476,4.0,24.98199,121.54464,32.2
5.3,0.6783,5.0,24.97563,121.5377,35.5
35.8,0.3302,6.0,24.9845,121.52758,48.6
34.5,0.5684,6.0,24.98092,121.54301,34.1
30.9,0.343,6.0,24.989,121.53966,39.3
12.7,0.6419,1.0,24.97388,121.52981,28.5
16.4,0.6912,6.0,24.98199,121.53913,36.5
0.0,0.9476,2.0,24.98199,121.54477,32.1
42.7,0.3302,6.0,24.96606,121.54297,41.4
34.5,0.8193,6.0,24.97845,121.54312,44.3
3.0,10000.7105,2.0,24.97161,121.54477,40.1
10.0,10000.5006,2.0,24.9726,121.53561,36.3
31.5,0.6985,6.0,24.97707,121.54312,44.3
39.7,0.6977,4.0,24.97577,121.53475,39.4
12.6,0.6985,6.0,24.97707,121.54312,42.5
16.0,0.632,6.0,24.97838,121.54119,40.1
0.0,0.9679,9.0,24.96853,121.54413,44.7
26.8,0.0854,6.0,24.98123,121.53981,47.3
13.6,0.6419,8.0,24.97015,121.54312,44.3
2.0,0.16,6.0,24.96412,121.54713,36.7
7.0,10000.7286,2.0,24.97707,121.53986,40.3
18.4,0.3302,6.0,24.9677,121.543,40.6
15.2,0.5989,2.0,24.98305,121.53445,35.9
30.9,0.161,6.0,24.98353,121.53966,39.5
4.0,0.12,6.0,24.97544,121.54713,36.7
11.5,0.7721,6.0,24.98118,121.53788,40.8
16.2,0.9845,5.0,24.97417,121.53956,51.7
13.6,0.919,6.0,24.96365,121.5423,15.3
15.0,0.129,8.0,24.98407,121.53956,49.3
33.6,0.6977,6.0,24.9838,121.54211,42.5
13.3,0.3302,6.0,24.983,121.54477,38.5
13.9,0.6977,4.0,24.9638,121.54477,36.5
1.0,0.1193,6.0,24.96571,121.54089,45.1
19.2,0.6747,5.0,24.98674,121.53951,42.2
16.2,0.9845,5.0,24.98353,121.53913,36.7
13.9,0.6977,4.0,24.9838,121.53923,48.5
3.8,0.8389,10.0,24.98322,121.53765,61.9
4.5,0.3248,5.0,24.98203,121.54348,55.0
14.0,10000.3248,8.0,24.98203,121.54348,53.3
20.6,0.6912,6.0,24.98092,121.54312,36.3
12.7,0.6427,1.0,24.97349,121.52981,28.5
4.0,0.126,6.0,24.97525,121.54494,31.3
35.3,0.6977,6.0,24.9838,121.53863,36.5
31.5,0.9476,4.0,24.98199,121.54464,32.5
12.9,0.6977,4.0,24.97353,121.534,39.5
4.0,10000.3248,8.0,24.98203,121.53762,36.3
3.0,10000.2121,2.0,24.97577,121.53767,40.6
15.9,0.5296,6.0,24.97838,121.53964,36.7
15.6,0.6985,6.0,24.981,121.54494,43.1
