X1_house_age,X2_distance_MRT_station,X3_number_convenience_stores,X4_lat,X5_long,X6_price
6.6,0.6977,6.0,24.98322,121.54063,59.5
5.0,10000.3248,8.0,24.98203,121.54348,53.3
13.2,0.6783,5.0,24.98246,121.54713,36.3
41.3,0.3302,6.0,24.9826,121.543,22.1
20.4,0.93,6.0,24.96322,121.542,23.5
17.4,0.6419,1.0,24.9645,121.54767,23.5
12.0,0.127,6.0,24.95744,121.54494,45.1
17.3,0.6419,8.0,24.96945,121.5449,31.5
15.2,0.8895,2.0,24.9877,121.53475,39.6
13.3,0.4459,6.0,24.96398,121.5425,36.5
37.8,0.6977,6.0,24.97353,121.534,37.5
14.7,0.6419,1.0,24.5273,121.52979,26.5
13.8,0.3302,6.0,24.9838,121.54494,47.3
38.6,0.6977,4.0,24.98123,121.53788,43.5
1.0,10000.2121,2.0,24.9844,121.53762,45.4
12.0,0.126,6.0,24.97544,121.54494,45.1
5.0,10000.218,3.0,24.97598,121.53743,48.6
30.8,0.6419,8.0,24.96945,121.539,40.5
16.5,0.8515,6.0,24.97814,121.53413,36.3
31.4,0.6985,6.0,24.97707,121.54301,34.1
32.4,0.527,6.0,24.98092,121.53913,36.5
28.0,0.631,7.0,24.96606,121.54297,39.3
3.8,0.6783,5.0,24.98085,121.54391,60.7
16.4,0.5845,6.0,24.97838,121.53419,40.5
16.5,0.5469,4.0,24.98298,121.53464,37.4
5.2,0.6747,5.0,24.98407,121.53419,37.4
18.2,0.6783,5.0,24.98407,121.54713,36.9
16.0,10000.3248,8.0,24.98203,121.54348,35.3
19.2,0.5947,7.0,24.98254,121.53951,42.2
16.0,10000.3248,5.0,24.98203,121.54348,46.2
13.3,0.6977,6.0,24.983,121.54494,38.5
9.0,0.1193,6.0,24.97544,121.53649,45.4
13.0,0.7669,2.0,24.9877,121.54477,37.4
0.0,0.1,6.0,24.97744,121.54413,36.7
16.4,0.6912,6.0,24.98298,121.53951,42.3
16.0,10000.3248,8.0,24.98203,121.54348,55.0
10.4,0.6977,6.0,24.97838,121.53913,36.5
16.6,0.6912,6.0,24.9832,121.53471,37.4
35.4,0.5292,6.0,24.97563,121.53713,36.5
27.0,10000.3248,8.0,24.98203,121.54348,42.3
0.0,0.9617,6.0,24.96881,121.54436,48.7
15.5,0.2854,6.0,24.96305,121.54464,34.4
16.2,0.88643,2.0,24.983,121.53445,35.6
18.2,0.6747,8.0,24.983,121.54765,55.0
16.9,0.6912,6.0,24.98298,121.53956,51.7
0.0,0.932,6.0,24.96398,121.54329,44.3
18.0,0.126,6.0,24.96975,121.54494,43.7
36.0,10000.7286,8.0,24.97707,121.54477,40.3
12.7,0.6419,1.0,24.97493,121.534,26.5
32.7,0.9455,10.0,24.98182,121.54086,48.5
5.9,0.6783,5.0,24.98246,121.54477,49.3
16.4,0.6912,6.0,24.97841,121.5428,51.0
8.0,0.118,6.0,24.96735,121.54477,35.7
21.7,0.527,4.0,24.974,121.53842,44.2
19.2,0.5989,5.0,24.9663,121.54026,37.0
8.9,0.6985,6.0,24.98298,121.52758,48.0
11.4,0.6977,6.0,24.96365,121.54308,46.8
1.0,10000.2,8.0,24.97153,121.54477,38.1
13.3,0.3302,6.0,24.98193,121.54086,31.3
12.2,0.8821,8.0,24.98246,121.54722,41.2
8.9,0.6977,4.0,24.98419,121.52758,48.5
12.7,0.534,1.0,24.97003,121.52981,28.5
11.0,0.9476,4.0,24.98199,121.54464,32.1
32.5,0.3302,6.0,24.98298,121.53923,38.6
12.2,0.1386,7.0,24.98246,121.54722,41.4
19.0,0.1,6.0,24.95744,121.53711,48.6
34.9,0.6977,4.0,24.97003,121.53981,47.3
35.9,0.3302,6.0,24.9845,121.54089,48.5
32.8,0.3302,6.0,24.98123,121.54312,36.8
4.0,10000.3248,8.0,24.98203,121.54348,46.3
5.4,0.8515,6.0,24.97544,121.53119,37.4
1.5,0.6419,8.0,24.96945,121.5449,47.3
36.6,0.8193,6.0,24.97015,121.54312,36.3
32.6,0.6511,6.0,24.98298,121.54312,36.8
2.7,0.3302,6.0,24.9845,121.54765,53.5
5.9,0.6985,6.0,24.98123,121.54089,48.5
4.5,0.3446,6.0,24.98102,121.54312,44.3
15.0,0.114,6.0,24.97544,121.54312,44.3
3.5,0.6747,5.0,24.9851,121.534,49.5
13.7,0.7721,6.0,24.98118,121.53788,44.4
12.9,0.6419,8.0,24.96604,121.543,31.3
17.5,0.6419,8.0,24.98092,121.54713,36.5
17.9,0.6977,4.0,24.98353,121.534,36.5
30.0,0.129,6.0,24.97635,121.54329,44.3
12.2,0.6747,3.0,24.98254,121.54722,47.3
0.0,0.6294,8.0,24.97347,121.54494,40.9
1.8,0.6977,6.0,24.98102,121.53812,48.5
16.4,0.6985,6.0,24.97841,121.5428,49.3
18.0,10000.3248,8.0,24.98203,121.54348,38.1
30.6,0.6419,8.0,24.98123,121.543,48.5
2.6,0.6977,4.0,24.97838,121.53445,36.5
21.7,0.5487,4.0,24.974,121.53842,44.2
13.2,0.8877,8.0,24.98102,121.53937,37.4
5.7,0.8515,1.0,24.97544,121.53119,37.4
5.0,10000.717,2.0,24.9832,121.54477,512.5
18.9,0.4459,6.0,24.96398,121.52758,48.5
13.2,0.8821,8.0,24.983,121.54713,36.7
13.3,0.6419,8.0,24.96945,121.5449,31.6
19.2,0.8895,8.0,24.98102,121.53951,42.2
37.8,0.8515,1.0,24.97349,121.53471,37.4
17.2,0.1334,1.0,24.97501,121.5273,45.9
8.9,0.4369,6.0,24.98298,121.52758,48.0
34.6,0.6985,6.0,24.97668,121.5417,43.1
2.7,0.5273,6.0,24.98092,121.54739,53.5
13.6,0.3302,6.0,24.9856,121.54086,54.4
16.2,0.8877,8.0,24.98102,121.53464,35.6
13.6,0.6912,6.0,24.98298,121.53923,48.0
40.9,0.7721,8.0,24.98281,121.53923,48.3
26.8,0.7721,6.0,24.98298,121.54312,36.5
20.3,0.6783,5.0,24.98092,121.54713,36.5
34.8,0.6783,5.0,24.98102,121.54713,36.5
9.7,0.6977,4.0,24.9849,121.54477,32.5
16.2,0.8877,8.0,24.98102,121.53411,37.4
34.0,0.12,6.0,24.97707,121.54713,36.7
8.0,10000.3248,8.0,24.98203,121.54348,36.3
34.5,0.8193,6.0,24.97015,121.54494,38.1
27.5,0.8515,6.0,24.97544,121.53119,37.4
39.8,0.7132,7.0,24.98016,121.53947,39.4
32.0,10000.3248,8.0,24.98203,121.54348,44.3
38.5,0.3302,6.0,24.98203,121.542,38.1
13.3,0.6783,5.0,24.97563,121.53715,47.5
31.4,0.317,6.0,24.96447,121.543,30.5
4.0,10000.3248,8.0,24.98203,121.53777,35.6
13.7,0.6419,8.0,24.9645,121.5449,26.5
34.6,0.6985,6.0,24.97347,121.54301,34.1
6.4,0.8513,6.0,24.97814,121.5273,59.5
13.6,0.6912,6.0,24.97841,121.5428,48.5
39.7,0.6977,4.0,24.97577,121.53475,39.4
13.3,0.8302,6.0,24.97151,121.5435,38.6
6.5,0.3302,6.0,24.97577,121.53767,36.8
21.7,0.5487,4.0,24.9675,121.53842,44.3
41.3,0.4459,6.0,24.965,121.53917,30.5
12.7,0.328,6.0,24.9838,121.54722,41.5
34.8,0.6783,5.0,24.98085,121.54391,55.0
8.4,0.6985,6.0,24.98298,121.52758,48.5
33.6,0.6977,4.0,24.98199,121.53885,38.5
4.7,0.6977,6.0,24.96606,121.54297,41.4
34.9,0.6977,4.0,24.97349,121.53445,35.7
6.3,0.5575,1.0,24.98343,121.53762,54.4
16.0,10000.3248,8.0,24.98203,121.54348,55.0
16.2,0.2854,8.0,24.98223,121.54541,45.4
38.6,0.6977,4.0,24.9858,121.53885,38.5
6.2,0.3248,8.0,24.98203,121.54348,23.2
3.2,0.95394,8.0,24.98322,121.54722,41.2
2.7,0.6977,4.0,24.9638,121.534,32.5
16.5,0.3225,6.0,24.98281,121.54477,40.3
13.6,0.512,6.0,24.97814,121.53913,36.3
19.5,0.6419,8.0,24.97707,121.54312,44.3
13.2,0.8895,8.0,24.98281,121.54059,45.2
16.4,0.6912,6.0,24.98276,121.53964,36.5
33.6,0.6985,6.0,24.98281,121.542,42.5
12.5,0.5487,4.0,24.97814,121.53842,26.5
31.3,0.5609,6.0,24.98199,121.54477,47.5
20.5,0.3446,6.0,24.98042,121.54713,36.3
6.4,0.8513,6.0,24.97585,121.5273,59.5
34.8,0.6294,8.0,24.97347,121.54271,40.9
14.7,0.7721,6.0,24.97814,121.54464,22.5
1.0,10000.219,8.0,24.97509,121.54011,49.3
30.6,0.6427,8.0,24.98155,121.53964,36.3
12.3,0.6419,8.0,24.96945,121.5449,31.5
12.7,0.7721,6.0,24.98298,121.54739,37.5
6.2,0.8877,8.0,24.98102,121.54026,49.9
16.8,0.6912,6.0,24.98298,121.53986,40.6
26.9,0.527,6.0,24.98092,121.53814,36.5
15.9,0.7721,8.0,24.98199,121.54477,55.1
40.9,0.3619,8.0,24.96756,121.5423,67.7
8.3,0.8329,6.0,24.96622,121.54022,29.5
9.0,10000.3248,8.0,24.98203,121.53762,44.3
16.2,0.6747,5.0,24.98674,121.534,23.2
3.5,0.6747,5.0,24.98674,121.534,24.5
13.6,0.3302,6.0,24.9832,121.54089,48.6
31.0,0.7286,8.0,24.97577,121.53986,40.6
17.3,0.6419,8.0,24.96945,121.5449,31.5
13.0,0.932,6.0,24.96604,121.53923,48.7
19.5,0.6419,8.0,24.9675,121.53923,48.3
26.8,0.527,6.0,24.97927,121.53642,40.3
12.2,0.8821,8.0,24.98118,121.53913,36.7
7.5,0.6747,5.0,24.98674,121.534,24.5
18.0,0.127,6.0,24.95744,121.54477,45.1
1.0,10000.3248,8.0,24.98203,121.53765,40.6
20.3,0.3446,6.0,24.98042,121.542,46.8
15.0,0.16,6.0,24.96412,121.54713,36.7
3.7,0.527,6.0,24.98085,121.54391,60.7
29.3,0.7721,8.0,24.98102,121.54494,40.5
14.0,10000.3248,8.0,24.98203,121.54348,53.3
29.3,0.6977,6.0,24.98102,121.53885,40.8
3.5,0.5346,6.0,24.98085,121.54391,38.5
31.9,0.6783,5.0,24.98199,121.54477,49.5
10.0,0.1,6.0,24.97744,121.54494,36.7
37.8,0.5575,1.0,24.97707,121.54915,34.1
15.4,0.6985,6.0,24.97668,121.54451,34.1
1.0,10000.3248,8.0,24.98203,121.54348,44.3
