X1_house_age,X2_distance_MRT_station,X3_number_convenience_stores,X4_lat,X5_long,X6_price
0.0,0.9292,6.0,24.96176,121.5499,36.7
17.6,0.6783,5.0,24.96305,121.534,26.9
15.0,0.211,8.0,24.96305,121.51642,34.7
8.5,0.1828,6.0,24.98573,121.52758,48.6
25.9,0.5669,6.0,24.98298,121.52954,40.5
13.2,0.9845,7.0,24.97419,121.54059,49.0
31.5,0.5006,6.0,24.97841,121.53812,55.3
4.0,0.631,7.0,24.97723,121.54477,48.1
16.9,0.66185,4.0,24.97814,121.53758,48.5
25.9,0.645,6.0,24.97585,121.54069,48.0
6.6,0.5947,9.0,24.98034,121.539,9.3
13.8,0.938,4.0,24.9854,121.53923,48.0
38.3,0.536,4.0,24.97838,121.53436,42.5
16.5,0.5487,6.0,24.98298,121.54464,34.1
4.0,10000.315,8.0,24.97353,121.53445,35.6
3.0,10000.7345,2.0,24.97349,121.53451,40.3
7.5,0.932,6.0,24.98298,121.53438,42.3
1.0,10000.747,2.0,24.98123,121.54329,44.3
18.2,0.44,2.0,24.97419,121.54765,55.2
13.0,0.3248,8.0,24.98203,121.54494,44.1
32.8,0.655,10.0,24.9814,121.54026,48.5
30.4,0.6419,6.0,24.97927,121.54329,36.5
18.2,0.3446,0.0,24.96735,121.53471,36.7
40.0,10000.719,8.0,24.97756,121.53767,43.5
16.8,0.262,6.0,24.9826,121.5443,55.3
0.0,0.1,6.0,24.95744,121.54413,36.7
38.2,0.87882,3.0,24.98353,121.53477,62.2
16.6,0.8513,1.0,24.9767,121.53451,26.5
16.7,0.52929,6.0,24.96412,121.539,16.3
16.5,0.4617,6.0,24.98034,121.53471,37.4
4.0,0.171,6.0,24.96398,121.54713,36.7
30.9,0.6945,6.0,24.97838,121.53956,51.8
16.4,0.8515,6.0,24.97841,121.53529,37.4
4.5,0.3432,6.0,24.96182,121.54477,25.3
3.6,0.6719,5.0,24.96305,121.53758,31.5
17.4,0.3302,6.0,24.9826,121.53927,22.1
2.6,0.3248,5.0,24.98203,121.54348,46.1
34.9,0.4883,6.0,24.98343,121.54713,36.1
33.0,0.4371,6.0,24.97598,121.54713,36.7
13.6,0.4617,6.0,24.97005,121.54089,48.5
27.5,0.3232,6.0,24.97585,121.53471,37.4
19.0,0.7155,8.0,24.973,121.54477,38.1
13.2,0.3446,8.0,24.9822,121.54026,45.4
34.8,0.5735,8.0,24.9675,121.54451,40.3
6.6,0.6977,4.0,24.9845,121.53885,22.1
13.3,0.632,6.0,24.98085,121.5479,47.7
16.5,0.5273,6.0,24.98092,121.53423,38.5
7.8,0.751,8.0,24.97017,121.54301,49.3
3.8,0.335,6.0,24.98203,121.54477,47.3
0.0,0.332,6.0,24.9693,121.54329,44.3
38.3,0.7721,4.0,24.98182,121.53788,36.5
13.2,0.3248,7.0,24.98203,121.54348,75.3
12.0,0.16117,6.0,24.987,121.54722,41.0
1.0,10000.3248,8.0,24.97349,121.54348,36.3
35.9,0.5845,6.0,24.9863,121.53666,36.5
14.2,0.3302,7.0,24.9877,121.54026,36.6
12.0,0.1506,4.0,24.97544,121.53889,35.3
14.0,10000.3248,8.0,24.98203,121.53762,35.3
4.0,0.932,6.0,24.9845,121.53956,51.7
43.8,0.7134,2.0,24.97563,121.53475,39.7
31.9,0.6921,3.0,24.98298,121.53956,51.8
33.3,0.6977,6.0,24.97353,121.53885,23.5
29.3,0.876,8.0,24.98281,121.53913,36.8
21.3,0.5487,4.0,24.974,121.53842,42.5
19.0,10000.711,4.0,24.95719,121.53642,40.5
13.9,0.419,6.0,24.9677,121.5423,48.5
19.8,0.5181,8.0,24.9847,121.5427,39.3
34.5,0.186,6.0,24.98123,121.53812,36.3
7.6,0.1394,7.0,24.9787,121.53932,40.3
4.8,0.3302,6.0,24.96533,121.5435,47.3
31.0,0.945,6.0,24.97845,121.126,40.9
4.6,0.527,6.0,24.97927,121.53642,40.1
31.5,0.496,5.0,24.97181,121.54477,34.5
41.3,0.3446,6.0,24.9822,121.54312,44.5
9.0,0.631,7.0,24.96606,121.54477,39.7
1.0,10000.9819,8.0,24.97349,121.542,47.3
22.8,0.9476,4.0,24.98199,121.54464,32.5
17.3,0.2083,1.0,24.98118,121.53644,22.5
34.4,0.8513,5.0,24.97707,121.54308,41.1
37.9,0.315,6.0,24.97577,121.53119,37.4
0.0,0.9476,4.0,24.96606,121.54464,31.3
18.2,0.1726,2.0,24.98118,121.53913,36.7
38.5,0.5845,2.0,24.97153,121.5399,34.0
33.9,0.6985,7.0,24.98178,121.54059,46.0
25.6,0.315,6.0,24.9832,121.54722,15.6
2.3,0.527,6.0,24.96305,121.5385,31.3
14.6,0.719,8.0,24.98102,121.54436,48.5
29.4,0.3248,5.0,24.98203,121.54348,36.5
8.3,0.419,6.0,24.96007,121.54069,31.5
35.5,0.3302,6.0,24.97913,121.53642,36.3
5.2,0.7581,3.0,24.983,121.54086,45.4
12.7,0.8528,1.0,24.97668,121.52981,28.5
30.0,0.141,6.0,24.941,121.54713,36.3
32.0,10000.7707,2.0,24.986,121.54477,48.1
30.2,0.976,3.0,24.98353,121.53964,36.7
13.7,0.6427,1.0,24.97419,121.511,48.5
26.9,0.4617,5.0,24.96305,121.53758,34.5
17.7,0.3432,6.0,24.9663,121.53986,40.6
0.0,0.956,6.0,24.96604,121.54722,47.7
17.2,0.8101,5.0,24.96674,121.54067,47.0
3.9,0.7132,10.0,24.98298,121.54089,47.5
37.3,0.315,6.0,24.975814,121.53986,40.6
10.4,0.6912,6.0,24.9646,121.53445,34.1
3.5,0.64389,8.0,24.98322,121.53956,47.3
0.0,0.944,9.0,24.9748,121.749,36.7
18.9,0.7129,10.0,24.9877,121.54026,38.1
30.6,0.6419,1.0,24.96945,121.543,383.5
16.3,0.6977,7.0,24.983,121.53788,31.3
41.4,0.1805,6.0,24.97595,121.53119,37.5
36.6,0.722,2.0,24.98281,121.54739,46.3
17.3,0.8513,8.0,24.97501,121.5273,43.5
37.8,0.6977,6.0,24.98281,121.539,47.3
41.3,0.45606,9.0,24.983,121.5431,47.3
3.6,0.136,7.0,24.9681,121.54022,5.7
5.3,0.545,6.0,24.96515,121.54089,49.5
32.8,0.3302,6.0,24.98085,121.54391,38.1
8.3,0.6936,6.0,24.98298,121.527,31.5
40.9,0.5845,6.0,24.96571,121.54089,48.5
16.3,0.135,6.0,24.9754,121.53464,35.6
27.0,10000.1726,8.0,24.98123,121.53762,36.3
16.8,0.335,6.0,24.97577,121.543,40.5
25.3,0.8821,10.0,24.9845,121.54026,47.1
9.0,0.7406,8.0,24.97544,121.53923,48.7
19.8,0.6052,7.0,24.9866,121.54915,40.5
24.0,0.84,6.0,24.97927,121.54477,36.7
11.6,0.527,6.0,24.97913,121.53642,55.3
13.0,10000.719,2.0,24.9748,121.53717,43.5
5.9,0.7286,544.0,24.97285,121.53986,40.5
35.7,0.1828,2.0,24.98199,121.53715,50.5
30.6,0.814,10.0,24.98123,121.54069,48.0
13.3,0.7721,8.0,24.9836,121.539,36.3
31.7,0.547,4.0,24.96871,121.53471,41.0
19.2,0.471,7.0,24.9517,121.54329,37.9
0.0,0.9632,2.0,24.9767,121.534,37.7
18.2,0.8877,8.0,24.98322,121.54069,36.9
13.6,0.4301,5.0,24.9866,121.54477,38.1
16.4,0.0645,6.0,24.97841,121.5428,35.5
16.4,0.6912,6.0,24.98573,121.52758,48.0
8.0,0.9679,6.0,24.9832,121.539,49.7
4.0,10000.2121,8.0,24.97349,121.53655,39.3
31.7,0.9476,1.0,24.98199,121.53095,30.5
31.5,0.9476,4.0,24.98199,121.54464,32.5
1.0,10000.218,3.0,24.97544,121.51486,45.3
30.9,0.336,8.0,24.96756,121.55,67.5
15.6,0.5822,1.0,24.97418,121.52981,29.5
16.6,0.3619,6.0,24.97814,121.54312,44.0
13.6,0.527,6.0,24.98092,121.54375,39.3
5.6,0.547,5.0,24.97528,121.53758,37.5
31.7,0.55387,1.0,24.9726,121.54477,38.1
30.9,0.335,6.0,24.96305,121.53758,36.5
17.0,0.719,0.0,24.97161,121.5449,35.7
13.0,0.1016,6.0,24.95425,121.54477,32.9
33.3,0.8329,6.0,24.98092,121.5346,41.5
6.6,0.6957,6.0,24.98123,121.52758,48.0
34.7,0.6419,1.0,24.972,121.53411,38.1
20.5,0.4459,6.0,24.96398,121.53436,42.3
16.9,0.5947,9.0,24.98199,121.539,36.5
13.0,0.111,6.0,24.99176,121.54722,36.7
14.4,0.5487,6.0,24.97838,121.54477,38.5
3.7,0.2289,3.0,24.97707,121.54119,37.5
5.6,0.6977,4.0,24.97838,121.53889,40.3
1.7,0.523,6.0,24.96515,121.54089,50.0
6.2,0.45606,9.0,24.98118,121.5419,36.4
40.0,10000.3248,5.0,24.98203,121.53713,46.2
41.3,0.7769,8.0,24.98254,121.539,36.5
34.8,0.851,6.0,24.96627,121.54312,44.0
33.6,0.5684,6.0,24.98092,121.54224,39.4
18.4,0.1626,8.0,24.983,121.54026,46.5
35.3,0.589,7.0,24.97563,121.544,47.3
6.3,0.9455,6.0,24.98182,121.54089,54.4
18.0,0.6242,6.0,24.96007,121.54477,36.7
34.6,0.7392,8.0,24.98123,121.543,30.1
13.2,0.939,3.0,24.98407,121.53917,35.6
0.0,0.9679,9.0,24.96853,121.54413,50.7
34.8,0.7392,8.0,24.9819,121.53981,47.3
14.0,10000.3248,8.0,24.98203,121.53765,44.3
3.4,0.5487,4.0,24.98199,121.53758,40.5
14.8,0.317,6.0,24.9832,121.53923,48.6
33.6,0.2289,1.0,24.97281,121.53151,41.5
34.8,0.87882,6.0,24.97814,121.543,40.1
3.9,0.725,6.0,24.96357,121.534,92.7
31.3,0.1329,6.0,24.97201,121.54395,47.5
13.0,0.1,6.0,24.945,121.327,45.1
16.9,0.3446,6.0,24.9856,121.54765,55.0
7.5,0.95,4.0,24.97563,121.54211,44.2
13.8,0.3302,6.0,24.9865,121.54086,48.6
32.9,0.3302,10.0,24.98298,121.54086,47.1
2.0,0.945,6.0,24.9675,121.54436,30.7
11.9,0.327,6.0,24.98085,121.54196,39.4
8.5,0.773,6.0,24.97557,121.5104,49.5
15.9,0.3248,6.0,24.98203,121.54412,42.1
16.4,0.335,6.0,24.96412,121.53464,37.7
30.0,10000.3248,6.0,24.98203,121.54348,46.1
25.3,0.6945,6.0,24.975,121.54219,35.7
3.5,0.5312,6.0,24.98085,121.54391,40.3
8.5,0.6919,6.0,24.96305,121.54477,41.3
3.6,0.8193,8.0,24.97015,121.54494,38.1
12.7,0.5684,5.0,24.9714,121.54464,32.5
12.2,0.8821,8.0,24.98246,121.54722,36.7
17.2,0.3248,7.0,24.98203,121.54069,45.4
2.3,0.3302,6.0,24.96581,121.54086,36.4
33.3,0.4459,6.0,24.96398,121.542,27.0
8.4,0.7721,6.0,24.98118,121.53119,40.281
31.7,0.335,6.0,24.96412,121.53986,40.5
28.6,0.6242,6.0,24.9655,121.541,36.8
15.6,0.8383,6.0,24.97015,121.54494,38.1
13.3,0.3302,6.0,24.97701,121.53737,38.4
3.9,0.5273,8.0,24.98102,121.53956,49.5
17.2,0.4371,2.0,24.9824,121.54767,36.8
19.0,0.9476,2.0,24.98199,121.54464,29.3
13.3,0.642,8.0,24.9877,121.53932,32.5
32.7,0.3302,6.0,24.98109,121.54082,62.2
7.8,0.5632,0.0,24.97707,121.53966,39.7
38.6,0.3446,4.0,24.97538,121.522,77.5
26.8,0.2289,6.0,24.9819,121.5469,48.5
17.8,0.329,8.0,24.9877,121.543,22.3
30.2,0.9845,5.0,24.97417,121.54765,55.0
13.8,0.7721,6.0,24.98123,121.543,40.3
11.9,0.8513,6.0,24.97563,121.543,27.3
