X1_house_age,X2_distance_MRT_station,X3_number_convenience_stores,X4_lat,X5_long,X6_price
15.6,0.16,6.0,24.9679,121.53994,27.3
2.6,0.3302,6.0,24.97585,121.5273,31.3
38.3,0.6977,4.0,24.97538,121.53445,35.7
18.0,10000.3248,8.0,24.98203,121.54142,49.3
33.3,0.6985,6.0,24.97559,121.542,31.5
3.6,0.456,7.0,24.9857,121.53711,54.4
8.9,0.54445,6.0,24.95663,121.54089,48.5
15.9,0.8821,10.0,24.98281,121.53797,42.3
35.3,0.517,6.0,24.96305,121.54063,29.5
3.0,10000.3248,8.0,24.98203,121.53765,40.3
6.2,0.6747,5.0,24.98674,121.534,23.0
20.6,0.1055,1.0,24.98343,121.54713,36.7
16.2,0.1338,7.0,24.995,121.54245,41.4
12.0,0.12,5.0,24.9512,121.53758,32.9
16.9,0.3248,8.0,24.98203,121.54348,47.3
18.9,0.6419,1.0,24.95418,121.53445,43.5
19.5,0.5487,4.0,24.974,121.53913,36.3
13.5,0.6419,8.0,24.96945,121.539,23.5
38.3,0.7105,4.0,24.97073,121.53423,38.5
16.5,0.7105,6.0,24.98298,121.53423,38.4
16.3,0.6016,6.0,24.96431,121.53986,40.5
27.5,0.2442,6.0,24.98298,121.54013,35.5
16.4,0.1126,6.0,24.97838,121.54713,36.5
3.0,10000.327,8.0,24.96735,121.492449,35.7
9.0,0.9476,4.0,24.98298,121.53986,40.3
0.0,0.7286,8.0,24.9845,121.54477,48.1
33.0,0.945,6.0,24.97945,121.53451,36.3
16.9,0.6912,6.0,24.97841,121.53475,39.3
33.3,0.6977,6.0,24.98178,121.542,46.5
5.7,0.8515,1.0,24.97549,121.53756,28.5
12.9,0.3302,6.0,24.97577,121.54971,31.1
18.0,10000.2134,1.0,24.97519,121.52981,29.3
8.0,0.5,6.0,24.97814,121.54477,52.2
17.4,0.6419,8.0,24.96305,121.54739,46.5
19.8,0.6912,6.0,24.96427,121.539,47.3
2.0,0.051,6.0,24.9776,121.53986,40.9
4.5,0.3248,8.0,24.98203,121.53765,53.5
16.8,0.1828,6.0,24.982,121.54765,55.0
12.4,0.313,6.0,24.96357,121.555,31.3
35.3,0.1619,6.0,24.98407,121.527,36.8
31.3,0.875,10.0,24.98343,121.53762,61.5
3.8,0.676,8.0,24.97707,121.54022,47.5
13.5,0.4538,6.0,24.97349,121.54464,34.3
32.0,0.13,6.0,24.95885,121.51486,45.4
37.0,10000.214,8.0,24.9788,121.54634,39.3
25.3,0.63,6.0,24.97585,121.54391,54.4
30.0,10000.3248,8.0,24.98203,121.54348,19.2
16.0,10000.3446,8.0,24.971,121.54022,49.3
17.6,0.6912,4.0,24.9819,121.54765,55.0
40.0,10000.3248,5.0,24.98203,121.54348,44.3
0.0,0.6607,6.0,24.96007,121.54436,34.7
14.8,0.6172,6.0,24.97835,121.54312,36.5
10.8,0.4617,6.0,24.96305,121.53923,48.3
0.0,0.3446,6.0,24.9856,121.539,17.7
6.5,0.5989,6.0,24.9877,121.5495,41.3
5.4,0.5,6.0,24.97353,121.54281,38.5
30.4,0.6419,6.0,24.9675,121.539,31.3
0.0,0.118,6.0,24.97371,121.54713,36.7
38.6,0.98017,4.0,24.9832,121.53445,35.3
13.9,0.64031,3.0,24.96606,121.54297,39.3
6.4,0.527,6.0,24.97845,121.53863,40.5
17.7,0.6419,6.0,24.9677,121.5449,9.5
3.4,0.436,6.0,24.98085,121.5415,47.5
32.0,0.1123,6.0,24.97744,121.54329,44.1
34.4,0.6727,8.0,24.97707,121.543,28.5
16.0,10000.3248,5.0,24.98203,121.54348,51.7
31.9,0.595,0.0,24.97285,121.5276,39.5
4.7,0.6419,10.0,24.9845,121.54022,15.5
13.3,0.54477,4.0,24.97538,121.5175,36.7
19.2,0.9589,0.0,24.948,121.53956,37.7
31.5,0.525,6.0,24.9849,121.53413,36.3
13.7,0.3302,6.0,24.978,121.53788,38.4
4.3,0.3248,5.0,24.98203,121.53765,31.3
16.0,10000.2722,3.0,24.97349,121.53451,34.2
7.0,10000.7134,2.0,24.9877,121.53788,40.1
11.6,0.815,6.0,24.97707,121.54312,44.0
16.5,0.4066,8.0,24.97563,121.54069,66.8
36.0,10000.5727,8.0,24.97349,121.54477,96.3
35.3,0.7391,6.0,24.98672,121.53715,54.4
33.6,0.4617,6.0,24.96412,121.542,47.3
13.5,0.5101,6.0,24.97003,121.54039,38.5
21.3,0.719,6.0,24.963,121.548,27.0
31.7,0.6747,5.0,24.97445,121.53642,22.5
18.8,0.87,10.0,24.981,121.54093,47.1
13.3,0.6419,8.0,24.9645,121.54765,40.3
29.3,0.527,8.0,24.98353,121.53655,40.5
13.3,0.5575,6.0,24.96606,121.54297,36.3
17.6,0.7134,1.0,24.97353,121.53475,39.4
13.5,0.38284,6.0,24.95425,121.53923,48.5
33.2,0.9845,7.0,24.98349,121.54059,42.0
17.0,0.16,6.0,24.9568,121.53561,45.1
17.2,0.9845,5.0,24.96515,121.54026,45.2
24.0,0.945,6.0,24.96357,121.54477,32.7
15.0,0.9286,7.0,24.96305,121.54477,25.1
10.3,0.5806,0.0,24.97814,121.522,29.5
13.9,0.724,6.0,24.96165,121.54464,30.5
16.8,0.335,7.0,24.9866,121.54022,97.5
21.3,0.7129,4.0,24.97433,121.54739,47.1
4.8,0.315,6.0,24.97544,121.52758,48.6
11.6,0.5684,6.0,24.98092,121.53913,36.8
14.7,0.6419,8.0,24.9896,121.539,21.3
29.6,0.6977,6.0,24.98102,121.53863,40.5
3.5,0.547,6.0,24.98092,121.54739,55.3
30.6,0.545,5.0,24.97433,121.53758,43.5
15.4,0.7771,7.0,24.96305,121.53477,62.2
31.0,0.8729,0.0,24.938,121.534,27.7
19.0,0.118,3.0,24.96731,121.51486,29.7
31.7,0.632,6.0,24.98199,121.54739,49.5
12.9,0.8513,5.0,24.97493,121.5833,42.3
30.0,10000.4617,5.0,24.97305,121.53758,34.3
4.0,0.9387,6.0,24.9838,121.54477,49.7
13.0,0.9615,6.0,24.9829,121.54713,33.4
9.9,0.3248,6.0,24.9757723,121.53119,43.7
18.0,10000.2219,4.0,24.96945,121.54026,40.5
5.2,0.8821,8.0,24.983,121.53913,36.9
30.3,0.317,6.0,24.97545,121.5346,31.3
31.5,0.8515,1.0,24.97349,121.54464,47.3
14.7,0.557,6.0,24.9653,121.53836,38.5
4.0,10000.7286,2.0,24.98322,121.54477,61.5
21.2,0.5487,4.0,24.974,121.53842,44.2
18.0,0.906,7.0,24.9617,121.54436,44.3
21.7,0.327,3.0,24.96357,121.53713,23.5
22.2,0.6783,5.0,24.98246,121.5175,0.9
7.5,0.7391,6.0,24.97563,121.53715,40.1
13.6,0.532,8.0,24.9796,121.54494,43.5
16.4,0.3248,5.0,24.98203,121.54348,41.3
