X1 house age,X2 distance MRT station,X3 number convenience stores,X4 lat,X5 long,X6 price
43.30006610821645,2467.2124315352676,0,24.921328429101568,121.5503654934027,0.4498164874870234
23.472158011403714,1013.9727017531959,5,24.97884261373534,121.53720695290447,13.157660559499824
25.935697752696314,920.8614973858641,0,24.955572036067046,121.556224777681,32.51082105170575
43.488475849444015,317.4281920845649,1,24.95585384476173,121.55425879916486,26.97752095124924
27.25617857418927,3138.822972540237,4,24.960318483309912,121.53311475790908,36.18107888612144
25.754050876116303,886.6984438777959,3,24.953385563696006,121.558873988104,30.76970149036994
24.034931156763754,144.43737561419456,4,24.953522411818934,121.523318413395,40.42131184760203
40.242869413272885,235.85502225582883,0,24.96096290733447,121.51270338236502,31.608883891798463
13.778286067082231,29.294019843829233,1,24.949826009225415,121.53279619020758,17.087590472179354
11.85923309902341,868.8823243316012,3,24.97463182333318,121.53865796853455,17.143731287281028
11.204786961626487,2730.0078421842773,4,24.967213964376842,121.55151178380159,19.13560905578879
26.269634575379875,1418.922052875227,0,24.93950414563113,121.51133319196231,19.8619499032535
29.458351351424337,548.4058087204301,6,24.943829485322766,121.51832349441818,5.353335304419982
17.471113148630707,554.6481995575526,4,24.97161876824938,121.54367094013911,64.43922261164114
2.1215598387902936,830.5099535289957,1,24.993504373389463,121.54020983416292,15.46597977073619
26.691868582624103,990.2860871181581,1,24.927194709982015,121.52874426848346,28.993912682273518
10.423306242117686,-117.10441826231613,0,24.959501870918114,121.57375282555489,28.095605736986037
22.639899772547974,2951.0295308799264,1,24.941804987720175,121.53447516285095,1.1358037444788707
15.157388000601795,568.6461558076071,3,24.928709413975383,121.5479514294091,57.84589068051681
17.521438508738004,476.1434924676178,6,24.953694852626025,121.54727939529474,24.534423477903275
20.692144020066728,-32.7412063733625,5,24.985569605134476,121.55072533429461,0.9540507218422434
43.248375056411305,1631.9091463694535,3,24.957754161715588,121.55040395122302,28.38702907912059
35.21577959736795,836.1913586728783,1,24.9572734429261,121.53664374462184,22.250845509230054
20.92705183833722,5993.485166722697,4,24.95625901902868,121.52388671343539,5.329282435833562
29.67305321553828,647.8904608670957,4,24.971066105392833,121.5577625580149,5.786966927760066
12.551968245260518,789.5461060145271,2,24.992414233632008,121.55782597807284,56.207600466324294
10.776032475466033,671.414425683452,6,24.973622730877604,121.5071914735018,16.18197621661337
43.60083417370974,26.403117925157403,5,24.963408182791177,121.56093840437076,31.11030512292047
2.451342756811297,963.8942171441263,4,24.998892788485694,121.53636925095287,34.30316654039914
27.44441016839629,87.47120121626557,1,24.937465670336806,121.53818298496476,39.81519543445505
44.133957356694175,547.8398793384628,-2,24.97596210641693,121.55589783178004,42.26128888344254
24.008529699758693,7621.715386987156,-2,24.976712369183637,121.51096712575425,28.773933425273654
2.3340689689543233,437.48971878613895,4,24.995303330128305,121.54002820453833,16.07772270895888
23.255520646940703,162.10877543664492,6,24.957973280818113,121.53773193613033,12.700608916946782
40.967206022659106,905.3736830620585,8,24.986380474984774,121.53856953804046,44.0910279614305
41.73890696604005,811.8295492968089,-1,24.970400050388967,121.52705659068575,18.351062467398805
43.13339133617821,20.550061021925387,0,24.977851313412607,121.5542740639935,33.920042934881366
40.14780339413717,-11.695554528395292,3,24.950577452230377,121.55591343235886,11.342055110349946
44.702759356247284,597.1509731010528,-1,24.96372402516358,121.5434241924217,15.659775566714814
49.15903632088308,3459.9269597270313,4,24.98525535551295,121.5386174393147,34.358797345532594
23.142948825037422,-82.95676151615544,3,24.964108386217173,121.52515099885527,12.049362129342661
15.09388949224773,722.6173166301658,8,24.98651353586583,121.53417209154672,32.847745953766534
16.119789954637493,1052.1637867758493,3,24.92230911200268,121.54010922557627,6.708211222870986
16.144979180050957,816.4104057053644,4,24.930683480437704,121.56071540593307,24.47605010186425
23.263504675013905,408.94148434579654,4,24.965954195462082,121.54287326317241,50.03967727561581
13.516129914066436,1008.2566661927544,1,24.955706891889882,121.53484852132142,35.53672168512124
14.292698096805578,-214.29625644447236,1,24.98421356995076,121.54266539902281,22.151900313776345
29.772575882200503,483.68809026831025,2,24.992242958401995,121.54864205831171,17.69062508273257
32.39150817394156,329.68870922259873,6,24.971032519120076,121.5557777669975,-1.2949722855904042
49.015712773785054,520.4936560808262,5,24.966038762410086,121.55986462420316,30.212896650904312
43.450901107780396,94.50252852835172,3,24.952727291846298,121.53011476043582,35.76578325230557
6.394964873705917,1031.502983999285,3,24.926754988001647,121.50041480010358,16.38283620000758
45.04266131999735,68.03928251109977,2,24.966066196640135,121.5225400946251,29.939386839158967
31.906265657195263,503.1621410072582,1,24.96898784627256,121.54178472282308,9.753176714548294
45.323110242355625,292.58515396361935,7,24.96585437150931,121.54147898050091,47.42322710959916
17.45014600386045,645.3080352868335,2,24.932410870825333,121.5134150072105,43.0341497963056
19.530362298286246,182.39180795559588,4,24.963962365974098,121.54168509592998,14.164019371797265
27.90814446861252,860.5575460419501,7,24.984898279697436,121.53145138571946,4.58342147250038
41.524857955051154,5598.039737044488,4,24.930721014848377,121.54181828406828,19.667718493645346
29.93376680451727,982.1768634952127,4,24.964266900041235,121.53835091287978,5.0307500127853935
-2.0001235781391786,573.3153099402009,6,24.958964955182225,121.52524561733344,11.32552588280537
21.070949012454793,480.7288744419736,-1,24.946379869713066,121.54038332528573,30.94533146371841
22.038654475654702,407.1778664343265,3,24.984678545120484,121.54274334223834,23.171479657676567
49.89854149631785,2689.7726527659634,6,24.98516053653478,121.51928165596482,39.546692759571606
11.981251272320332,29.51395250353727,0,24.98607734239001,121.55757445792119,10.96145086732468
9.892983902580632,4820.818095923777,-2,24.964327152613993,121.52612868446214,45.15724624750317
47.95459367912399,-42.44652818676809,7,24.96299626432785,121.55543854523125,48.60268615952717
48.36533006128022,319.35969834245907,1,24.955637129521936,121.55790834309599,27.3355701677652
19.581830806365616,2289.4847964751884,1,24.979985096589687,121.52879482427043,34.60173421834865
13.496130191838354,769.1782560300201,6,24.947244603301293,121.53911345647508,18.943754052488785
26.26672391693105,707.4961223271168,0,24.9864465425343,121.56203407518662,18.681336216775335
9.823183598367105,562.344477598954,1,24.95611314889426,121.50706223230254,-0.9597048561918342
19.931160430293765,593.6357398656702,5,24.97059120280803,121.5381308387204,22.960949352043446
25.242352948378915,410.850836543996,2,24.98810048184109,121.5335688981124,9.945360279432876
11.945875218440085,255.88596969174327,4,24.979901284422557,121.54045411335963,9.378428303682325
2.5135766605350733,339.1598652873883,6,24.990391245727547,121.53151772702509,12.325459798404234
17.960075007412108,390.5815713373098,0,24.955187476129314,121.55863698783533,19.242513552428555
12.725344837732562,1986.0572902644578,2,24.954932618506355,121.54539278005103,14.207290646967508
40.758055303702555,5741.101289401747,1,24.97115090271229,121.54294797475292,8.79205438368038
19.728705861465876,959.8748752313361,5,24.987335089752555,121.53613950871997,51.390264583327365
18.68494061239072,-353.8363717485278,0,24.975731710293434,121.54071045245799,9.655643425269474
21.503097570770468,1029.779568465923,2,24.983683323102404,121.55088305096594,27.93643661116298
23.77694575259482,455.09586683647956,2,24.937337286089598,121.54647169188445,43.84403184288064
25.018554776854074,6833.297982606484,2,24.98669282131026,121.5554683797808,14.11793451965999
17.84528538362384,903.1367745924624,4,24.95682922043184,121.54760661595998,20.11207425751382
8.898259449727599,347.1792339858349,9,24.976435957258687,121.53102981987462,-0.1184615885103959
12.61502233541594,293.0579218680863,-1,24.9747091657391,121.55082855058319,21.192340761192597
48.032922070662075,-253.53103524101334,5,24.982425603293787,121.58377546896236,20.829603472338377
21.36734977670594,398.2560547211308,2,24.956947096145157,121.53572659219559,6.447043990365586
9.46258745941774,209.53108495973393,5,24.956567282930838,121.52500863714565,25.390597477776225
39.63169517751656,1702.30497085948,1,24.962041123849314,121.55473005730536,10.906071678689061
10.761596136283408,5129.375459612063,7,24.96824565557731,121.53734604313776,28.467725361876955
23.240466662720223,746.5251674846257,1,24.95320685284112,121.54171435283514,20.78960296644487
49.70502429369435,349.21838952607254,4,24.941399693996757,121.55468323064996,50.98386942713934
41.43761044201537,723.619237545606,-1,24.957801853973155,121.53608284854788,24.82961763390775
