CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
3.5819414948805064,1213.0,10.702022361185056,1025.0,150.0,696.0,116.0,1636.0,958.0,18.12773408001342,24.734377941383197,0.8886830916040667
1.868020696776754,939.0,8.590395826782583,874.0,161.0,757.0,99.0,1362.0,1168.0,16.837043496319822,49.634850864813046,0.8280730816880391
1.907923436943199,1197.0,7.031482971738501,862.0,174.0,737.0,95.0,1294.0,904.0,16.22421180062114,46.67726306887394,1.1237278285040497
3.060002828139312,1355.0,12.22013269901947,1076.0,568.0,530.0,201.0,1257.0,1589.0,4.657226121704198,49.62157319455702,0.424407161429752
1.8515298438342624,1220.0,11.990330303196215,1060.0,598.0,583.0,136.0,1276.0,1107.0,13.050663924076991,68.56893760244505,1.2427704039494916
1.8638108257193646,1129.0,9.916597478872387,935.0,256.0,525.0,101.0,1527.0,1076.0,18.620725813928324,49.68940913759187,1.3993441087840999
2.62987113614118,1109.0,9.302260849117584,983.0,256.0,714.0,123.0,1494.0,949.0,7.6230884459393184,74.23653881725971,0.9093824969593751
0.6606654561483671,934.0,4.593387537095854,744.0,109.0,741.0,65.0,1298.0,865.0,26.53443951213403,34.62448013465727,1.179617935587516
2.146910903703777,1193.0,12.418984457589373,1079.0,113.0,815.0,101.0,1742.0,947.0,29.365253058478977,9.856059085511667,0.926949152960115
2.976654750652845,1067.0,8.008439446945625,873.0,294.0,771.0,119.0,1312.0,974.0,9.008462254166345,54.871425718674814,0.7382231949827383
0.6389714418239606,952.0,1.9277067114346496,623.0,126.0,992.0,65.0,1014.0,713.0,13.388010015020084,47.37259878169115,0.8241395345261695
3.0199892193121096,1332.0,15.823102384562793,1194.0,257.0,542.0,119.0,1627.0,1517.0,14.368427531523528,57.53010547897022,0.9277714076568644
0.604664332450438,784.0,1.7122853103520335,572.0,86.0,1229.0,95.0,837.0,540.0,11.925990415519722,24.73594931278644,0.2931072252739755
3.493174158693765,1117.0,13.481664156433906,1175.0,249.0,886.0,178.0,1542.0,1260.0,18.074235125574532,19.130514482787003,0.37594946436274457
1.2848877891012467,1130.0,5.61863093116904,787.0,127.0,874.0,83.0,1696.0,941.0,13.901120480165657,75.63084901852778,1.3406712760078443
1.1016001067888153,906.0,4.346902840951496,715.0,210.0,832.0,84.0,1012.0,793.0,4.20575554034086,79.17771455789273,0.6835884296159478
1.2679986610781018,1037.0,8.058347406440257,906.0,167.0,602.0,102.0,1100.0,811.0,14.63755015249062,53.65493661185006,1.1252950204305947
2.6946440895304167,1380.0,11.309303412971282,979.0,296.0,701.0,99.0,1679.0,1195.0,4.308700288388554,87.81328818349617,1.2286205679365085
0.6181930455105751,800.0,3.0961708532054084,685.0,50.0,1260.0,63.0,1166.0,522.0,23.26789076664454,33.42259714826912,0.8194874666612773
2.4060345297186303,1144.0,11.606953406995476,1021.0,257.0,732.0,118.0,1256.0,1037.0,22.74555266671795,21.807058790472016,0.8273693250655105
1.9256893269844606,1265.0,10.259255560259485,1040.0,254.0,835.0,158.0,1698.0,1000.0,22.304056521148127,50.82104320040468,1.3552962435053224
1.6051270794165182,1080.0,5.626584350861863,777.0,34.0,996.0,82.0,1524.0,691.0,17.559105492725216,34.938033309491594,0.9096440916294439
3.71680211711905,1123.0,19.900429584294482,1264.0,308.0,529.0,137.0,1542.0,1591.0,12.699438087953817,61.63232704171538,0.7694775689547273
1.798678816674214,1094.0,9.679472525825698,960.0,93.0,982.0,114.0,1887.0,933.0,33.99607388059292,39.216530383796396,1.548107338541899
1.2570788220320526,1036.0,9.377802965675393,974.0,224.0,557.0,86.0,1273.0,758.0,28.130178380594458,33.25492016545196,1.5624238875849732
3.5013725952698795,1147.0,13.353564198614945,1059.0,562.0,575.0,166.0,1300.0,1142.0,6.140273738608398,71.87601835914515,0.8168923257035723
1.3124141515175605,1037.0,4.187717924918818,750.0,137.0,858.0,76.0,1249.0,784.0,6.1460726616432915,59.327217044178106,0.701707362114562
1.4759938872443479,1011.0,6.708171911058162,848.0,213.0,702.0,164.0,1300.0,738.0,17.513993492890698,40.230054705458556,1.0862807594046735
1.1101630228736983,880.0,4.915598313002527,731.0,302.0,982.0,152.0,703.0,791.0,3.9016075314862917,60.33554317375092,0.2559694022593202
2.5950627985978536,1115.0,11.09189041118708,1021.0,120.0,827.0,124.0,1707.0,1045.0,24.48663090790157,25.498645414939496,0.9237217829627216
4.648520013914007,1447.0,18.570679730269205,1239.0,784.0,607.0,153.0,1569.0,1786.0,10.56668695702727,56.25773292009255,0.6027813842704799
0.6378156009233764,1022.0,5.29075711633601,800.0,176.0,940.0,79.0,1153.0,766.0,14.412208960397928,69.46265108396747,1.1163733255397006
0.6187363360841257,935.0,4.251121902359862,719.0,31.0,1023.0,48.0,1824.0,507.0,39.040772258798874,53.565431037335316,2.1198081279877528
2.5878092448802152,1365.0,12.676288774330269,1083.0,411.0,631.0,146.0,1762.0,1525.0,17.03218693394799,51.583086117650126,1.0091501734982413
2.0977274981772496,1302.0,9.65586820782574,982.0,284.0,648.0,112.0,1583.0,1360.0,12.167028127433172,76.36871812555978,1.2070975859126378
4.533712299905757,1332.0,19.5853266577193,1260.0,920.0,519.0,145.0,1601.0,1457.0,13.653309463561504,61.115392945350806,1.0321337988984303
0.7166206058677832,950.0,3.9308404305058606,737.0,81.0,1031.0,58.0,1143.0,696.0,14.602048680278495,62.57716812757738,0.9819662797272366
2.4693652838496276,1012.0,10.256401928287046,1032.0,107.0,732.0,101.0,1596.0,969.0,13.364410631109068,48.93839401213096,0.7399860385441004
2.7876673216897196,1195.0,15.219552066430667,1155.0,334.0,697.0,118.0,1721.0,1339.0,17.89193120384708,81.61549182718221,1.3314083337076006
3.1356200316460523,1481.0,14.372957586966232,1131.0,302.0,567.0,122.0,1608.0,1400.0,8.199908474207993,78.70891509914344,1.12767672596718
2.466862273969691,1225.0,11.768253321507018,1037.0,333.0,730.0,134.0,1366.0,1570.0,8.459004714687017,63.220592432931454,0.5137004830709637
0.8458636544516729,1070.0,6.661777832737949,866.0,60.0,919.0,32.0,1636.0,765.0,23.670370993179098,68.09651675361484,1.634309848043005
1.8990809040263017,1192.0,11.131299003848246,1030.0,265.0,817.0,180.0,1398.0,1300.0,11.169093048172327,47.23533298125599,0.46007849242923005
