X1 house age,X2 distance MRT station,X3 number convenience stores,X4 lat,X5 long,X6 price
2.7,3289.11947,0,24.97189,121.51525,29.7
37.9,836.34565,4,24.98591,121.52722,36.3
14.3,240.96799,10,24.97788,121.56288,50.3
15.7,762.09892,1,24.96819,121.55622,34.5
0.6,4108.88933,0,24.96389,121.55406,20.0
9.2,378.92824,2,24.97462,121.56281,36.3
13.4,497.21097,2,24.97345,121.54294,32.8
29.7,232.90627,1,24.9679,121.56367,59.3
5.4,676.87478,7,24.97399,121.54217,43.6
22.9,157.594,1,24.98082,121.55585,44.1
2.0,448.04856,0,24.94163,121.54392,41.1
23.2,653.76323,5,24.94218,121.51485,34.7
35.1,90.68085,2,24.97846,121.56541,53.2
17.1,620.45431,0,24.95792,121.55981,49.9
8.7,189.13576,8,24.96954,121.56055,32.6
6.1,192.68862,3,24.98476,121.55432,40.4
17.4,433.09902,4,24.96528,121.55931,41.5
12.9,192.25964,5,24.96918,121.55472,41.3
15.5,2352.87041,1,24.96261,121.53896,22.4
2.3,1762.6966,1,24.96067,121.5229,28.8
0.0,913.01557,0,24.98536,121.54948,31.9
28.7,399.75964,2,24.96475,121.54475,46.5
2.4,3970.5606,0,24.94911,121.5249,25.5
11.0,540.20405,7,24.97227,121.55371,49.0
0.9,1427.50489,0,24.97053,121.5542,50.5
15.7,1337.33991,0,24.97229,121.53291,49.9
13.7,2194.91075,0,24.93207,121.52169,7.6
0.5,625.74522,7,24.99139,121.56066,65.4
32.6,2815.77757,0,24.95958,121.54345,10.2
5.1,291.25505,9,24.98932,121.56452,68.4
9.1,162.26566,0,24.95153,121.56382,37.0
8.1,1153.81266,1,24.98224,121.55857,36.9
16.2,911.49065,1,24.97741,121.56436,38.6
7.6,104.66666,0,24.99053,121.56097,59.5
27.3,77.76453,5,24.98097,121.55671,55.8
13.9,3174.70474,0,24.94552,121.52775,12.9
15.6,787.2521,5,24.97901,121.53802,35.9
17.0,29.87025,3,24.98234,121.56626,72.1
16.3,3431.57483,7,24.94522,121.54692,24.0
15.1,502.47452,8,24.98546,121.54165,53.1
0.2,30.69202,4,24.96173,121.56314,46.6
4.6,608.60394,5,24.95854,121.5648,34.9
6.9,501.06486,3,24.98002,121.54779,50.8
28.2,3562.05903,4,24.93343,121.55126,13.5
26.2,704.33596,1,24.96627,121.56514,21.9
20.9,45.39123,0,24.96627,121.56561,50.2
36.4,1003.61059,2,24.98432,121.56064,41.6
21.0,1374.69844,0,24.97149,121.53035,43.6
27.7,561.79621,10,24.95241,121.55913,44.1
1.6,194.38726,8,24.97349,121.56091,43.4
13.2,2156.78104,0,24.96325,121.55928,21.4
14.8,2764.09097,0,24.94909,121.53551,24.7
20.1,804.99411,1,24.9547,121.51875,22.2
4.5,1371.2207,0,24.96726,121.52676,37.8
7.0,43.44431,6,24.98071,121.56357,54.2
4.7,3208.57093,0,24.96516,121.54636,24.9
15.4,639.77451,1,24.96864,121.54391,38.3
4.3,306.26004,1,24.97793,121.56241,56.3
31.6,1993.96766,0,24.97134,121.55037,28.4
26.7,3394.19924,0,24.95814,121.55728,18.5
3.4,2642.29539,0,24.9376,121.5333,28.0
28.4,3999.80376,0,24.95833,121.52903,17.7
36.9,751.06763,8,24.97363,121.54104,38.8
0.9,111.80704,7,24.96613,121.56482,44.4
4.8,3613.26199,0,24.96684,121.5594,47.2
12.8,784.89954,4,24.97317,121.56106,44.0
17.0,2561.99336,3,24.96634,121.56257,20.2
9.0,911.99863,0,24.95762,121.53927,37.7
5.2,245.25437,1,24.98925,121.56612,61.4
13.2,204.24286,10,24.9629,121.54938,41.3
26.2,1469.02862,0,24.98671,121.5482,33.5
25.5,433.5185,0,24.97346,121.55007,25.8
40.4,1230.33311,8,24.9771,121.54634,40.4
2.6,536.60358,6,24.9702,121.56119,40.5
30.1,1994.4002,0,24.96716,121.53137,26.5
19.3,556.47536,0,24.9686,121.55563,41.6
40.9,1529.18749,0,24.97397,121.53647,13.4
10.5,687.91148,0,24.98568,121.56307,40.0
36.1,1220.73613,0,24.96506,121.51566,31.7
14.9,1019.60374,0,24.96353,121.53944,22.6
32.1,41.01391,1,24.98106,121.55796,56.4
27.0,568.40369,0,24.95582,121.53979,39.9
18.9,1303.42827,0,24.95439,121.54723,27.0
13.9,1263.39991,3,24.96617,121.5627,42.8
7.3,1323.3795,0,24.9745,121.5307,38.9
3.6,745.44028,6,24.98418,121.56511,33.1
11.4,784.70011,1,24.96681,121.56343,41.3
0.9,38.09166,3,24.97369,121.56511,46.7
1.1,731.22135,0,24.98274,121.56279,44.9
29.9,2607.11747,0,24.93802,121.54637,15.7
20.4,1687.37273,4,24.96643,121.52606,41.4
0.9,2668.25005,0,24.97258,121.54589,34.4
1.7,29.87747,10,24.9747,121.56611,68.6
4.4,2952.22143,0,24.95841,121.54451,19.9
