X1 house age,X2 distance MRT station,X3 number convenience stores,X4 lat,X5 long,X6 price
16.3,319.64598,1,24.98063,121.52609,44.1
0.2,511.39102,3,24.98863,121.55636,58.9
1.5,2215.33028,0,24.97165,121.55562,33.0
20.3,2127.91691,0,24.94859,121.53881,21.7
8.3,3616.45421,0,24.97605,121.54917,25.8
3.4,1872.82947,1,24.96157,121.56054,16.7
15.3,593.03083,2,24.96678,121.5576,34.9
38.0,569.92007,9,24.99104,121.56126,36.3
1.7,280.35626,2,24.96228,121.56581,52.7
10.4,1164.32767,2,24.99235,121.56576,49.5
13.2,622.72527,8,24.97825,121.5592,32.6
36.2,1295.55998,0,24.96892,121.54533,25.5
21.1,149.55239,4,24.97731,121.56422,45.8
12.1,83.96722,7,24.96545,121.55725,51.2
22.4,2557.13851,0,24.95677,121.56032,14.4
16.1,27.59482,10,24.97022,121.56543,59.7
22.7,4450.34381,1,24.95232,121.49855,13.6
22.6,234.73003,10,24.97538,121.56289,37.7
0.1,1170.5388,0,24.95621,121.54711,42.9
12.9,320.20302,3,24.97807,121.56052,50.3
6.2,1564.16893,0,24.96048,121.5499,40.6
7.3,689.08222,2,24.97598,121.55584,35.9
31.4,1214.16634,3,24.97328,121.54148,32.0
13.9,3250.08338,1,24.96139,121.52515,22.9
37.8,768.57472,3,24.9546,121.50047,25.3
20.1,392.67733,1,24.97211,121.55395,42.1
29.7,118.04812,6,24.98911,121.56536,36.1
10.5,401.99035,0,24.96622,121.53535,49.2
21.1,2226.22609,3,24.97735,121.56428,20.8
11.8,142.18209,5,24.97812,121.56487,48.3
21.0,59.97531,9,24.96124,121.54526,41.6
37.6,542.00516,5,24.96599,121.54565,33.8
11.7,436.78765,2,24.95535,121.53407,28.9
19.7,366.68081,6,24.978,121.544,47.5
17.7,38.64341,10,24.97455,121.55724,40.2
9.1,571.02499,1,24.98018,121.53102,28.4
15.8,584.79066,0,24.97534,121.53198,25.2
31.2,1319.17445,3,24.97282,121.55171,34.2
27.9,4809.15287,0,24.97005,121.4959,16.8
21.7,3969.62038,1,24.93351,121.54435,11.0
0.0,365.7467,0,24.96283,121.55781,30.8
8.6,195.85571,6,24.97509,121.56259,53.9
41.9,144.72652,5,24.96163,121.56109,36.1
4.2,3358.1505,0,24.96408,121.54498,21.2
22.5,699.53827,2,24.94092,121.54967,25.6
32.4,929.19087,6,24.96886,121.55711,36.1
21.1,4417.53429,0,24.93392,121.51346,10.7
14.9,172.16,2,24.95679,121.56609,49.8
3.8,210.79035,4,24.97585,121.56363,50.7
25.6,1029.82937,1,24.9744,121.53197,35.3
19.3,1032.62107,3,24.99182,121.55837,43.9
33.2,1900.34202,1,24.97487,121.54498,42.8
3.8,1245.07337,4,24.96851,121.53358,40.2
6.0,1545.40618,0,24.95652,121.52441,24.2
38.9,1650.28171,0,24.95314,121.53937,31.5
3.6,660.33133,2,24.97195,121.55231,54.0
12.1,1222.84507,0,24.97565,121.55451,24.4
23.1,552.05819,5,24.9503,121.56002,25.7
9.6,271.88719,0,24.96604,121.56379,49.1
30.4,801.77166,6,24.98017,121.5335,32.1
43.1,4108.17961,1,24.96205,121.53338,10.7
