X1 house age,X2 distance MRT station,X3 number convenience stores,X4 lat,X5 long,X6 price
0.5,90.03725,5,24.98003,121.5652,54.6
18.3,2600.97699,2,24.983,121.54128,25.3
2.7,658.07452,4,24.98124,121.51822,40.7
0.6,434.81194,7,24.96249,121.54385,35.8
6.5,2653.3714,0,24.98026,121.54957,26.8
5.9,415.76122,0,24.97063,121.56512,46.9
26.2,168.39547,9,24.98145,121.53252,45.9
16.0,174.19695,9,24.97502,121.56321,56.0
4.8,1829.39278,1,24.96694,121.53404,24.7
3.1,312.51303,1,24.9658,121.56517,41.9
31.2,944.90306,4,24.97186,121.56063,40.4
15.4,716.78268,1,24.97152,121.53959,42.2
3.7,873.69848,1,24.96222,121.54976,38.2
0.2,679.22106,0,24.97326,121.555,58.9
31.5,2119.69557,0,24.97592,121.55068,29.6
21.7,2150.93073,0,24.96505,121.49824,22.2
12.8,289.39189,3,24.97275,121.56231,47.0
29.8,2962.61462,0,24.97659,121.54268,28.6
0.7,782.41593,4,24.95508,121.55711,43.2
23.8,361.21135,10,24.97032,121.54782,18.5
16.6,380.73475,2,24.97791,121.55378,40.1
23.0,2584.4733,0,24.95674,121.533,29.4
40.6,1000.57472,0,24.96378,121.56175,17.2
0.6,290.18993,0,24.97295,121.56523,51.8
5.5,898.4273,0,24.96462,121.53155,35.0
1.2,163.02161,5,24.96933,121.56459,36.1
22.0,173.92202,1,24.97891,121.55939,42.1
3.0,204.94122,4,24.96814,121.56386,62.7
0.5,180.73685,5,24.96811,121.55839,64.7
1.7,589.05244,0,24.97981,121.55999,49.0
11.0,1064.98422,0,24.96216,121.5637,45.4
2.6,2837.88766,0,24.95745,121.56091,31.4
14.5,4356.69483,1,24.93399,121.53812,13.6
26.1,552.90178,5,24.97066,121.5588,48.9
19.5,1051.8631,0,24.95702,121.55795,23.4
36.1,373.96157,2,24.98183,121.55449,44.7
5.1,701.81973,6,24.96657,121.53737,43.7
0.2,1786.116,0,24.96361,121.52362,40.7
34.5,124.57556,10,24.96147,121.56044,43.8
43.4,247.27663,8,24.97847,121.55309,44.4
26.9,922.52483,10,24.96242,121.55864,28.4
36.7,489.65214,1,24.96122,121.56022,34.4
31.9,1037.48221,4,24.95965,121.55391,41.0
9.4,1226.38404,0,24.97373,121.55976,36.5
13.5,549.25441,0,24.97125,121.5662,37.8
5.5,134.99306,7,24.96484,121.56355,58.9
10.6,25.37138,9,24.97905,121.56525,73.2
3.5,4069.51182,0,24.95197,121.55242,23.4
13.0,145.79328,5,24.98782,121.52368,49.7
25.9,816.40942,0,24.98158,121.5584,31.1
18.7,1840.77703,0,24.96994,121.55915,27.6
38.6,598.2582,1,24.96604,121.54719,33.2
14.6,1249.44784,1,24.96594,121.55473,36.6
19.7,423.09898,2,24.95499,121.54325,26.8
31.3,1902.90151,5,24.97591,121.54065,43.6
13.7,1262.72424,8,24.96845,121.52648,29.1
15.3,2084.36039,2,24.96698,121.5274,22.4
1.7,98.60724,6,24.9862,121.56193,61.7
6.3,29.27511,1,24.96724,121.56617,58.3
26.2,464.61889,6,24.99111,121.55001,40.5
0.9,380.44785,0,24.98022,121.55317,40.3
26.9,33.02165,10,24.97914,121.56589,51.0
11.7,2701.54992,7,24.96677,121.52396,36.8
38.6,754.44384,0,24.98197,121.56191,26.4
0.7,1592.28915,9,24.97165,121.53678,42.5
3.7,53.19132,6,24.98872,121.55796,54.4
16.9,480.2877,2,24.97872,121.55718,46.0
0.0,160.51148,4,24.96837,121.56119,51.4
42.0,161.87808,2,24.97308,121.56585,47.3
33.6,1052.58003,1,24.97131,121.55101,25.5
41.5,4605.84019,1,24.94595,121.53822,11.1
43.0,697.92583,2,24.95855,121.52942,30.1
22.9,171.77708,5,24.96258,121.5648,51.1
6.8,450.90347,10,24.94931,121.54482,51.4
10.4,52.02181,0,24.96947,121.56486,48.4
21.8,1708.72049,0,24.97432,121.55158,23.6
22.4,1914.51617,0,24.97597,121.55047,31.1
19.5,831.74489,0,24.97556,121.53538,36.0
30.0,266.39504,4,24.97018,121.54136,38.7
28.8,2906.37985,0,24.97611,121.53042,35.5
10.3,4406.4635,0,24.96333,121.52261,15.6
29.3,468.62987,0,24.98087,121.55646,32.2
1.7,40.20466,10,24.98653,121.56166,86.1
1.3,1859.93399,0,24.95333,121.52352,34.4
13.5,1035.56182,2,24.97262,121.54842,46.5
40.7,1927.68294,0,24.9586,121.55947,21.3
22.2,2500.17744,0,24.9678,121.54552,18.3
31.3,1361.0873,5,24.97307,121.54464,33.8
0.1,26.89926,10,24.99447,121.5589,75.0
20.0,2230.5608,0,24.9732,121.53411,23.2
13.9,343.93297,3,24.97909,121.55941,47.0
38.1,2823.00293,0,24.94434,121.53588,15.8
3.1,64.80132,6,24.96632,121.55927,34.2
12.5,63.40017,10,24.98595,121.55421,61.8
28.1,2570.94457,0,24.94779,121.53825,18.2
0.9,85.40928,1,24.95807,121.55761,57.7
33.0,185.12584,4,24.96729,121.52505,22.4
28.3,1778.81685,0,24.97052,121.56039,22.4
0.4,3061.68675,0,24.96644,121.52894,32.6
17.1,1014.16515,1,24.97311,121.55331,33.4
1.1,499.86164,0,24.96469,121.51763,34.3
0.0,154.12313,5,24.97177,121.55657,37.9
20.2,1804.71705,0,24.96171,121.55556,36.7
24.0,961.36263,0,24.97098,121.51644,43.9
3.3,582.65054,0,24.97021,121.54171,30.6
1.7,647.95057,0,24.9388,121.55545,21.6
0.3,3210.25339,0,24.96477,121.5502,25.3
2.0,831.60705,0,24.97267,121.55124,50.8
43.0,50.85993,8,24.98946,121.56389,41.1
14.0,502.18089,10,24.9756,121.55194,69.6
11.1,2140.56335,4,24.96106,121.55381,42.6
0.3,281.16315,1,24.96725,121.56307,35.8
4.5,296.59456,3,24.96065,121.54658,37.2
30.1,3108.53374,0,24.96311,121.55595,22.7
37.9,2560.34535,0,24.96058,121.54821,27.1
11.8,2058.35027,0,24.9611,121.5213,28.2
29.7,94.72143,4,24.97635,121.56538,42.9
0.7,906.58265,0,24.98071,121.50505,32.3
16.5,1432.43551,0,24.97432,121.55463,29.7
16.5,24.14437,6,24.97478,121.56623,57.3
24.1,767.42624,10,24.97686,121.55756,34.4
17.2,4784.84638,0,24.9424,121.50936,7.6
13.7,1293.00726,0,24.97883,121.55429,30.8
27.7,827.68663,4,24.96679,121.53767,30.6
19.6,186.4075,5,24.98885,121.56213,37.3
32.5,5058.58839,0,24.9533,121.52305,19.1
20.9,775.78371,2,24.97092,121.5521,34.0
28.1,112.44044,10,24.97225,121.53111,55.4
17.0,701.43309,1,24.96341,121.54252,26.6
18.2,1903.26489,0,24.96129,121.55229,19.5
12.4,215.55902,0,24.97463,121.56577,54.6
12.0,1134.16839,2,24.96764,121.55895,35.0
7.4,205.67129,7,24.98054,121.55921,45.6
0.0,291.11266,3,24.95915,121.53989,50.4
4.4,3017.47509,0,24.97113,121.53125,23.0
40.3,3591.84796,0,24.95895,121.55628,18.2
8.5,258.15745,0,24.9606,121.56605,24.9
0.0,517.71841,2,24.98599,121.56263,39.8
23.3,2886.78134,1,24.93385,121.53315,21.7
3.3,362.98003,1,24.95237,121.52935,46.0
30.7,971.96218,1,24.97489,121.55481,42.7
0.0,42.64115,2,24.9634,121.56432,70.3
20.6,3241.31948,0,24.95363,121.53594,18.5
40.0,843.36573,7,24.97436,121.56302,30.2
5.4,767.04458,1,24.97098,121.55519,31.8
0.5,357.77931,5,24.95337,121.55719,37.4
