X1 house age,X2 distance MRT station,X3 number convenience stores,X4 lat,X5 long,X6 price
21.3,575.20641,7,24.98041,121.55772,36.6
35.7,170.94408,9,24.96965,121.54818,42.3
19.6,1841.94542,0,24.96499,121.56188,27.6
7.2,78.9339,9,24.9923,121.55858,80.2
11.0,3330.08527,1,24.96172,121.49872,24.9
7.9,356.91662,3,24.96805,121.56395,43.4
25.4,3126.71515,0,24.9591,121.56255,15.2
42.9,1490.65857,9,24.98535,121.55124,31.8
1.0,274.842,5,24.9683,121.55034,46.4
29.3,1540.55768,1,24.98181,121.54919,33.1
15.1,1292.53043,6,24.97444,121.53956,38.8
0.9,1538.96316,4,24.96638,121.52716,26.5
15.2,364.37271,4,24.98487,121.56006,38.2
13.7,2290.02485,0,24.94338,121.54498,19.4
8.2,72.50246,2,24.97085,121.56221,46.4
14.8,125.3144,1,24.98194,121.55467,42.6
29.4,1611.51304,1,24.94914,121.54839,16.6
19.5,2217.31162,5,24.95886,121.55281,20.6
33.2,1280.68647,8,24.97757,121.55043,33.8
15.5,1454.38164,1,24.96638,121.535,24.6
2.4,628.94352,5,24.98075,121.55212,43.6
9.5,99.42414,3,24.97749,121.55665,36.5
12.2,125.01286,0,24.94324,121.56573,45.4
2.2,559.28587,1,24.97321,121.51977,43.5
17.5,371.20678,6,24.97716,121.56273,37.3
15.4,1666.09771,0,24.97368,121.56459,30.3
33.1,782.86305,5,24.97389,121.55625,37.4
0.0,75.62131,8,24.97606,121.56584,51.9
1.6,294.5977,5,24.97726,121.55069,54.3
4.1,1597.40026,2,24.96062,121.55169,37.2
22.1,703.85895,1,24.96448,121.55851,23.7
26.3,1038.23648,4,24.98277,121.56561,42.6
21.2,1606.36147,0,24.96618,121.52816,24.6
3.2,2366.88965,0,24.96391,121.53255,37.0
37.9,1011.44023,7,24.95781,121.5129,35.4
6.7,62.93746,9,24.97494,121.56626,48.5
0.1,1315.60783,3,24.9691,121.5377,50.8
36.4,64.36854,1,24.97338,121.56318,32.0
13.7,562.09503,1,24.9787,121.56032,32.6
37.1,229.2836,1,24.97722,121.56408,50.9
0.9,250.82997,0,24.95591,121.54808,45.6
27.0,1092.4425,2,24.97963,121.56066,30.4
0.0,1276.19574,0,24.9801,121.52528,61.9
37.9,343.79719,3,24.98059,121.5599,37.5
9.6,3227.31636,5,24.97276,121.5293,23.6
1.9,592.46977,1,24.95378,121.5562,42.2
22.3,1216.22801,4,24.96378,121.56083,36.4
26.1,2013.28106,0,24.96155,121.51912,17.1
38.6,97.45346,7,24.97476,121.54578,59.1
25.1,1452.34857,2,24.94659,121.54445,24.0
1.6,905.4843,1,24.95252,121.5408,35.3
22.6,1073.57601,5,24.97243,121.55244,37.5
2.8,755.68389,1,24.95925,121.55486,48.3
1.6,327.75784,0,24.97359,121.53732,44.0
0.0,574.03189,2,24.98143,121.56323,45.5
18.1,1337.23245,3,24.98316,121.53903,36.8
14.4,567.43996,0,24.96431,121.55463,36.9
43.5,721.89885,4,24.97763,121.55,42.0
11.4,2873.45245,0,24.95471,121.53677,33.3
0.5,257.95034,1,24.97773,121.56171,57.5
25.0,566.35762,0,24.98083,121.54735,32.7
5.0,1255.77419,0,24.97674,121.51838,38.1
12.2,480.87636,1,24.99097,121.54894,47.9
10.1,636.74245,3,24.97556,121.55638,43.8
0.5,598.17812,7,24.95184,121.53362,50.7
10.1,476.80816,0,24.9548,121.53885,31.5
16.0,1107.70237,4,24.95557,121.55936,35.7
24.7,1403.26144,4,24.97408,121.53422,34.3
10.6,1325.01642,0,24.98908,121.53863,40.0
0.1,203.40067,3,24.9591,121.56316,49.1
3.0,59.32303,10,24.9839,121.55415,47.8
40.6,3356.26415,0,24.97643,121.50846,18.8
7.0,3223.14307,0,24.97363,121.56056,20.5
24.9,921.11156,10,24.97289,121.56213,42.5
8.2,68.89032,8,24.98097,121.54568,51.7
8.6,1470.53195,4,24.97037,121.54849,27.9
0.2,1950.55613,3,24.97986,121.54467,55.9
16.6,748.65789,1,24.95181,121.54435,20.0
36.6,1344.62843,0,24.97152,121.55442,20.3
9.1,499.93152,2,24.98665,121.56404,46.4
14.0,170.08469,1,24.97161,121.5456,54.1
5.0,164.99581,5,24.97375,121.56276,41.6
0.0,795.47207,1,24.96606,121.53758,43.1
18.7,842.43872,2,24.9831,121.5589,41.2
12.6,555.46144,0,24.95437,121.56413,40.8
9.1,99.86188,5,24.97965,121.56589,49.7
5.4,1920.94422,0,24.94874,121.55376,34.1
11.5,987.24177,3,24.98524,121.56317,42.8
5.1,913.57677,0,24.9719,121.53948,46.2
26.3,3444.93407,1,24.95607,121.55216,17.1
16.1,212.54425,4,24.97073,121.54645,43.9
41.7,1037.51493,0,24.96364,121.56437,25.9
0.1,190.265,2,24.98093,121.56541,57.6
32.2,138.25301,6,24.97977,121.56485,36.7
34.7,384.37652,1,24.97531,121.55475,40.5
26.2,1938.48754,5,24.98259,121.53335,42.8
24.0,1210.38379,0,24.98632,121.53633,28.1
19.8,120.49683,2,24.97706,121.56602,40.5
31.7,1000.07358,0,24.97184,121.5551,37.6
13.0,1111.23836,1,24.98091,121.53696,49.4
29.4,325.54451,1,24.96744,121.56273,36.6
9.2,215.90801,10,24.98814,121.56421,50.9
0.6,1395.06314,0,24.97755,121.54715,41.9
20.1,217.86778,0,24.97178,121.54003,38.6
6.8,48.96082,7,24.97398,121.55147,50.4
26.5,137.49348,5,24.97562,121.55368,32.1
23.5,409.52563,0,24.9686,121.54343,42.2
35.1,391.15387,6,24.96426,121.56398,45.7
13.0,482.83236,7,24.97852,121.54096,51.8
13.1,608.3126,3,24.9577,121.56598,48.8
20.7,275.68977,2,24.97564,121.52494,34.2
6.6,1533.78918,1,24.94953,121.56221,25.1
11.0,4184.14331,0,24.96749,121.52138,20.3
7.9,161.5505,2,24.9735,121.55442,39.4
7.4,671.95281,0,24.97154,121.54558,32.6
33.5,1460.10964,0,24.95162,121.53022,21.4
0.6,585.84873,5,24.97558,121.55817,31.4
21.9,705.56143,9,24.97503,121.54758,38.8
0.2,462.70283,1,24.97606,121.55766,52.8
7.5,82.54735,6,24.97009,121.55894,54.8
3.2,74.9408,2,24.9659,121.54654,66.7
16.8,1317.95656,8,24.95838,121.5529,19.1
11.2,1163.02106,1,24.97303,121.55303,37.5
25.2,145.68222,2,24.98653,121.55053,46.0
4.0,2516.12357,0,24.96399,121.55785,47.3
4.1,142.33349,2,24.97228,121.55642,55.8
0.1,321.48894,1,24.94551,121.56062,31.4
1.6,1124.26342,1,24.97619,121.55563,47.6
0.4,881.39163,0,24.96481,121.5648,31.4
7.1,1743.84038,6,24.97488,121.51137,38.2
22.5,3585.88942,1,24.97469,121.5315,23.0
11.2,174.06912,0,24.97545,121.54563,39.3
2.8,104.92846,0,24.97246,121.55981,41.5
3.8,4994.10248,0,24.96945,121.52987,34.1
11.3,1132.48301,5,24.97138,121.55209,29.8
1.8,439.72474,0,24.95002,121.55468,29.5
25.9,1598.51416,0,24.93971,121.52543,17.2
41.6,4033.7929,0,24.96393,121.5342,10.5
24.7,133.05827,1,24.98731,121.56624,51.0
31.0,1926.88143,1,24.97027,121.54137,30.1
0.1,218.01814,0,24.97245,121.56494,35.5
21.5,2069.03197,3,24.96078,121.5235,33.6
14.2,225.52906,4,24.98731,121.55089,45.5
1.2,111.69632,0,24.98844,121.53865,52.8
18.8,1305.32584,1,24.98149,121.54404,30.6
30.5,619.33763,1,24.97347,121.54033,29.6
0.8,848.69431,0,24.96676,121.55366,38.9
34.0,689.55569,6,24.97115,121.53197,28.8
12.4,131.23994,4,24.97127,121.54477,57.7
31.8,591.63477,2,24.96905,121.56168,23.6
22.2,83.34666,0,24.96828,121.56581,29.5
3.4,2789.32818,5,24.97935,121.53677,26.1
2.0,230.61135,4,24.97693,121.54073,42.4
0.9,110.40039,0,24.99026,121.54451,64.3
0.9,3645.76068,0,24.96585,121.52372,22.1
3.3,799.70678,0,24.93826,121.53186,26.4
36.4,1871.16962,2,24.94869,121.53041,23.9
0.7,1905.57841,0,24.96755,121.55218,22.4
4.8,4401.76358,0,24.97408,121.4985,27.4
17.4,147.46439,0,24.96902,121.56524,31.7
32.9,702.52337,0,24.96588,121.56163,38.7
35.0,590.01,6,24.96303,121.55676,39.7
26.7,418.39721,0,24.98201,121.53562,37.9
31.1,531.32019,9,24.96039,121.55664,32.7
21.3,2702.45192,0,24.94849,121.54669,15.6
7.3,638.92437,1,24.97767,121.55658,45.5
34.3,273.56245,5,24.95525,121.5575,34.1
2.5,1202.67303,3,24.97067,121.54774,34.7
0.0,127.81504,1,24.98216,121.56156,73.2
24.5,156.50866,2,24.9763,121.54441,40.1
4.7,1482.27945,0,24.94759,121.54365,23.3
17.1,336.09707,2,24.97792,121.52214,39.1
13.7,52.69525,7,24.96927,121.56363,55.6
12.8,70.57636,8,24.98683,121.56355,51.2
17.1,366.1017,1,24.96916,121.56475,31.6
0.6,407.07939,1,24.96622,121.54357,32.6
6.2,394.61815,3,24.98069,121.55833,61.1
34.8,549.22102,6,24.93686,121.54666,24.4
17.4,1093.33788,1,24.94933,121.54819,32.1
