CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
0.8,0.0,2.0,582.0,107.0,1081.0,87.0,802.0,382.0,3.2,46.8,0.3682
2.4,0.0,750.5,877.0,353.0,918.0,142.0,969.0,941.0,9.8,34.3,0.3861
4.9,0.0,30.5,1562.0,382.0,440.0,145.0,2386.0,1956.0,22.9,41.6,1.247
2.0,0.0,3.4,674.0,176.0,888.0,122.0,909.0,616.0,9.8,44.6,0.5271
3.5,0.0,14.4,1131.0,171.0,735.0,137.0,1825.0,1085.0,23.3,34.4,0.9734
1.6,0.0,4.5,736.0,221.0,896.0,134.0,938.0,890.0,6.4,41.1,0.3945
1.0,10000.0,4.7,748.0,221.0,861.0,107.0,1145.0,826.0,8.4,81.6,0.8347
3.9,0.0,3.8,702.0,210.0,932.0,121.0,1059.0,848.0,5.6,64.3,0.5589
1.0,0.0,6.1,817.0,279.0,800.0,90.0,1258.0,951.0,14.2,68.6,1.1053
1.7,0.0,10.1,983.0,176.0,848.0,81.0,1448.0,1051.0,19.3,59.1,1.3338
2.4,0.0,8.0,900.0,293.0,908.0,147.0,925.0,914.0,3.4,47.7,0.3716
4.0,0.0,23.1,1381.0,247.0,579.0,165.0,2165.0,1462.0,20.2,42.8,1.0086
0.6,0.0,0.4,426.0,39.0,1439.0,48.0,754.0,373.0,-0.6,38.6,0.2326
0.6,0.0,0.4,425.0,39.0,1474.0,37.0,668.0,268.0,3.1,38.6,0.3024
1.7,0.0,8.5,918.0,339.0,912.0,162.0,941.0,821.0,6.1,43.3,0.4271
4.9,0.0,38.1,1731.0,983.0,355.0,244.0,2083.0,2254.0,10.4,64.4,0.8123
2.5,0.0,10.4,993.0,133.0,976.0,114.0,1549.0,861.0,21.3,29.1,0.7686
3.3,0.0,11.4,1029.0,409.0,759.0,168.0,1211.0,1433.0,13.2,47.0,0.7582
0.4,0.0,0.9,489.0,39.0,1474.0,48.0,698.0,268.0,-0.6,40.3,0.2477
0.7,0.0,2.5,621.0,41.0,1200.0,56.0,1344.0,424.0,16.5,52.2,0.9385
2.0,10000.0,3.1,657.0,243.0,1073.0,121.0,802.0,630.0,4.0,32.4,0.3017
3.6,0.0,38.1,1731.0,411.0,680.0,126.0,2417.0,2306.0,23.4,26.5,0.7403
1.5,0.0,6.2,819.0,224.0,944.0,101.0,948.0,933.0,5.0,48.8,0.429
0.4,0.0,0.9,489.0,39.0,1474.0,48.0,667.0,268.0,3.6,38.1,0.3077
1.2,1.0,3.0,653.0,228.0,944.0,146.0,885.0,931.0,5.9,45.1,0.4211
1.4,0.0,7.0,858.0,180.0,1144.0,88.0,1254.0,960.0,17.8,60.3,1.2331
1.8,0.0,5.6,794.0,277.0,849.0,147.0,989.0,1027.0,8.7,38.1,0.4165
3.0,0.0,3.5,683.0,132.0,799.0,94.0,1039.0,679.0,12.6,58.3,0.8539
2.5,0.0,4.0,709.0,171.0,765.0,124.0,939.0,556.0,21.3,33.8,0.9033
1.0,0.0,14.1,1119.0,180.0,825.0,162.0,1780.0,1240.0,25.1,32.4,1.0773
3.0,10000.0,3.4,676.0,34.0,1034.0,49.0,1402.0,640.0,34.8,32.4,1.837
3.2,12.0,19.9,1295.0,590.0,800.0,171.0,1626.0,1481.0,31.0,21.9,0.9708
3.4,0.0,18.0,1238.0,261.0,630.0,148.0,1996.0,1229.0,29.1,21.6,0.8702
1.0,0.0,3.4,678.0,176.0,960.0,125.0,861.0,594.0,2.8,49.0,0.37
2.0,10000.0,3.4,678.0,176.0,960.0,125.0,863.0,863.0,2.8,49.0,0.37
2.3,0.0,10.0,978.0,133.0,976.0,105.0,1590.0,854.0,19.6,47.4,1.0741
1.8,0.0,5.6,793.0,221.0,841.0,135.0,969.0,856.0,6.9,47.4,0.4472
0.5,0.0,1.1,509.0,112.0,1149.0,62.0,895.0,595.0,6.6,43.5,0.4112
3.0,0.0,3.4,676.0,34.0,1034.0,34.0,1455.0,640.0,24.5,43.4,1.2589
1.8,0.0,5.6,793.0,276.0,948.0,147.0,953.0,841.0,9.6,44.4,0.5381
3.3,0.0,11.4,1029.0,358.0,809.0,140.0,1256.0,964.0,15.2,43.4,0.7483
0.9,0.0,3.4,677.0,134.0,905.0,93.0,1094.0,905.0,12.8,64.3,0.937
1.0,0.0,4.5,736.0,176.0,888.0,122.0,942.0,611.0,4.0,62.1,0.5414
2.9,0.0,4.0,713.0,221.0,933.0,107.0,948.0,867.0,4.8,64.6,0.537
3.2,10.0,19.9,1295.0,590.0,416.0,171.0,1627.0,1934.0,31.0,21.9,0.933
1.2,2.0,6.3,824.0,66.0,853.0,76.0,1627.0,657.0,27.2,38.0,1.5417
0.0,10000.0,0.5,437.0,47.0,1491.0,45.0,755.0,325.0,4.5,63.9,0.5239
1.6,0.0,8.5,920.0,231.0,787.0,121.0,1039.0,882.0,13.9,37.8,0.5772
1.5,0.0,6.2,819.0,224.0,918.0,101.0,948.0,926.0,5.0,48.8,0.429
0.9,0.0,3.9,705.0,73.0,1186.0,73.0,1339.0,658.0,15.5,59.6,1.0741
2.8,0.0,49.0,2065.0,306.0,785.0,110.0,2403.0,1874.0,23.7,61.9,1.7396
1.3,0.0,5.3,777.0,228.0,806.0,140.0,1004.0,898.0,3.1,58.5,0.4636
0.0,10000.0,0.5,437.0,47.0,1491.0,45.0,702.0,325.0,5.6,40.7,0.3804
2.6,0.0,4.0,709.0,171.0,683.0,114.0,945.0,630.0,21.0,48.4,1.3254
2.2,10.0,11.0,1015.0,107.0,824.0,97.0,1722.0,949.0,15.2,61.4,1.0385
1.5,0.0,6.2,821.0,224.0,944.0,101.0,948.0,926.0,4.1,48.8,0.4039
1.8,0.0,5.6,791.0,277.0,839.0,134.0,969.0,691.0,9.8,36.2,0.5081
3.2,11.0,20.3,1306.0,218.0,654.0,139.0,2017.0,1199.0,31.7,25.9,1.1883
0.4,0.0,2.2,597.0,18.0,1069.0,29.0,1346.0,603.0,20.8,48.3,1.1846
1.0,0.0,5.3,781.0,221.0,876.0,107.0,948.0,867.0,6.6,47.4,0.4688
0.3,0.0,0.4,425.0,29.0,1609.0,28.0,667.0,261.0,3.8,48.0,0.3879
0.4,0.0,2.2,597.0,18.0,1069.0,29.0,1346.0,603.0,17.9,48.3,0.9076
0.9,0.0,3.9,705.0,73.0,1186.0,62.0,1339.0,658.0,12.7,64.5,0.9209
2.6,0.0,4.0,709.0,171.0,640.0,114.0,942.0,630.0,21.8,33.3,0.6225
1.5,0.0,7.2,867.0,90.0,919.0,88.0,1440.0,606.0,19.5,51.8,1.1742
2.8,0.0,49.4,1955.0,478.0,541.0,156.0,2477.0,2007.0,14.6,58.2,0.9139
0.7,0.0,2.0,582.0,107.0,1081.0,85.0,792.0,377.0,11.2,33.8,0.449
2.6,0.0,4.0,709.0,176.0,888.0,126.0,920.0,683.0,3.0,65.6,0.5259
0.9,0.0,3.4,677.0,107.0,863.0,55.0,1139.0,685.0,12.2,65.8,0.9928
3.6,0.0,38.1,1731.0,411.0,617.0,194.0,2414.0,2306.0,23.1,26.5,0.7403
0.5,0.0,1.1,507.0,61.0,1122.0,55.0,1043.0,526.0,12.5,55.8,0.8148
0.7,0.0,3.4,674.0,32.0,976.0,45.0,1530.0,792.0,24.4,58.6,1.7714
