CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
1.9,0.0,5.5,790.0,210.0,921.0,113.0,896.0,1038.0,4.3,46.4,0.3896
1.3,0.0,3.4,676.0,167.0,998.0,115.0,855.0,555.0,4.0,44.9,0.3689
0.3,0.0,0.4,425.0,29.0,1609.0,28.0,667.0,263.0,3.8,48.0,0.3879
3.9,0.0,3.8,702.0,210.0,939.0,121.0,1052.0,848.0,5.6,64.8,0.5589
2.0,10000.0,3.5,683.0,156.0,982.0,110.0,790.0,558.0,11.4,23.6,0.3202
6.8,0.0,49.0,1728.0,1389.0,365.0,213.0,2416.0,2342.0,16.9,53.4,1.0347
1.0,0.0,4.5,736.0,221.0,896.0,125.0,936.0,664.0,4.8,47.7,0.4006
2.3,0.0,10.0,978.0,133.0,976.0,118.0,1525.0,854.0,21.6,33.4,0.9002
1.3,0.0,0.3,412.0,39.0,1964.0,29.0,779.0,274.0,10.6,36.1,0.4624
3.0,10000.0,3.1,659.0,166.0,888.0,113.0,931.0,613.0,9.4,44.3,0.5289
2.5,0.0,4.4,734.0,171.0,799.0,108.0,942.0,894.0,4.8,64.2,0.5238
7.2,61.0,69.7,1902.0,478.0,541.0,149.0,913.0,2174.0,27.8,33.3,1.3391
0.2,2.0,3.8,700.0,34.0,1072.0,52.0,1286.0,641.0,38.5,18.9,1.3251
4.3,0.0,18.0,1238.0,696.0,560.0,154.0,1568.0,2044.0,13.4,69.0,1.0579
3.6,0.0,38.4,1737.0,411.0,617.0,194.0,2414.0,2306.0,23.1,26.5,0.7403
0.7,0.0,2.0,582.0,107.0,955.0,80.0,942.0,2038.0,2.6,60.5,0.4721
2.9,0.0,4.0,709.0,171.0,975.0,114.0,945.0,854.0,9.8,64.3,0.7417
2.0,0.0,10.5,996.0,132.0,863.0,124.0,1539.0,674.0,31.8,28.5,1.1883
2.0,10000.0,3.4,677.0,114.0,888.0,84.0,1069.0,630.0,12.8,65.3,0.9953
2.4,0.0,8.0,899.0,284.0,921.0,132.0,969.0,939.0,6.8,47.6,0.4271
1.5,0.0,6.2,821.0,224.0,944.0,101.0,948.0,926.0,4.1,48.8,0.4039
2.2,10.0,11.0,1015.0,355.0,808.0,125.0,1375.0,1084.0,34.4,24.7,1.3337
2.6,0.0,4.0,709.0,161.0,907.0,126.0,977.0,898.0,6.6,65.3,0.6204
2.7,0.0,3.1,659.0,162.0,888.0,121.0,820.0,670.0,12.4,20.8,0.274
1.9,0.0,5.6,794.0,223.0,850.0,110.0,948.0,1008.0,4.1,69.6,0.5784
1.8,0.0,5.6,793.0,210.0,964.0,132.0,953.0,1049.0,4.2,64.6,0.5756
1.4,0.0,7.0,858.0,180.0,1158.0,88.0,1233.0,960.0,17.3,47.8,0.9686
0.6,0.0,0.4,425.0,39.0,1473.0,37.0,667.0,324.0,3.2,38.6,0.3024
0.4,0.0,2.2,597.0,18.0,1184.0,29.0,1346.0,603.0,17.3,54.5,1.0949
0.8,0.0,2.0,582.0,107.0,1081.0,87.0,792.0,377.0,3.2,48.8,0.3729
2.4,0.0,8.0,900.0,243.0,1084.0,133.0,968.0,720.0,8.7,34.6,0.3889
1.2,3.0,3.4,675.0,166.0,857.0,116.0,976.0,659.0,13.6,30.2,0.4789
2.6,0.0,4.0,709.0,206.0,888.0,114.0,953.0,964.0,4.6,64.3,0.5654
4.6,0.0,0.4,425.0,29.0,1409.0,28.0,667.0,261.0,3.8,48.0,0.3879
1.3,0.0,0.4,425.0,124.0,1676.0,74.0,783.0,421.0,4.0,38.9,0.3249
1.5,0.0,6.2,821.0,224.0,944.0,101.0,948.0,926.0,4.1,48.8,0.4049
4.0,10000.0,35.1,1667.0,347.0,798.0,182.0,2417.0,2112.0,20.5,38.2,0.9133
0.5,0.0,2.2,601.0,70.0,1150.0,60.0,1157.0,720.0,16.2,43.9,0.8299
1.7,0.0,5.4,785.0,243.0,853.0,157.0,969.0,688.0,4.2,50.1,0.4168
5.5,0.0,26.1,1458.0,394.0,622.0,153.0,2262.0,1895.0,25.4,34.6,1.1465
1.7,0.0,5.0,764.0,272.0,758.0,151.0,1145.0,811.0,6.5,70.1,0.6577
1.5,0.0,6.2,819.0,224.0,918.0,101.0,948.0,926.0,5.0,48.8,0.429
1.0,10000.0,9.5,960.0,189.0,854.0,93.0,1637.0,767.0,34.7,31.6,1.7505
3.2,11.0,20.3,1306.0,259.0,648.0,198.0,1886.0,1611.0,35.5,19.1,1.0888
1.8,0.0,5.6,794.0,221.0,948.0,111.0,1039.0,744.0,7.8,65.9,0.6867
0.8,0.0,2.0,582.0,107.0,1081.0,87.0,802.0,382.0,3.3,48.8,0.3725
2.6,0.0,4.0,709.0,223.0,924.0,126.0,948.0,814.0,4.8,63.6,0.4564
3.5,0.0,14.4,1131.0,221.0,738.0,135.0,1900.0,1171.0,23.6,33.4,0.9807
0.7,0.0,2.0,582.0,107.0,1081.0,85.0,792.0,384.0,11.2,33.8,0.449
2.5,0.0,4.0,709.0,171.0,892.0,118.0,939.0,588.0,19.0,41.4,0.9485
1.4,0.0,7.0,858.0,176.0,758.0,81.0,1317.0,951.0,21.6,64.9,1.7005
0.4,0.0,0.9,489.0,39.0,1474.0,48.0,667.0,268.0,3.6,38.1,0.3077
3.0,10000.0,3.5,683.0,156.0,782.0,110.0,1190.0,796.0,15.6,61.4,1.0859
1.0,10000.0,9.1,945.0,142.0,856.0,107.0,992.0,1027.0,5.2,48.0,0.4551
1.7,0.0,8.5,919.0,243.0,1031.0,109.0,1300.0,680.0,22.1,42.6,1.1289
4.6,0.0,5.3,781.0,243.0,799.0,134.0,918.0,760.0,10.2,40.1,0.5447
2.2,10.0,9.1,944.0,296.0,752.0,142.0,1305.0,894.0,17.2,51.5,1.0015
4.0,0.0,23.1,1381.0,266.0,614.0,190.0,2151.0,467.0,12.9,44.5,0.5332
3.3,0.0,11.4,1029.0,427.0,751.0,166.0,1033.0,1271.0,5.1,40.7,0.3621
1.6,0.0,4.5,736.0,227.0,891.0,165.0,875.0,774.0,6.0,38.0,0.3584
1.8,0.0,5.6,794.0,221.0,948.0,135.0,969.0,799.0,14.1,28.6,0.4472
1.0,10000.0,4.5,736.0,221.0,889.0,125.0,941.0,944.0,4.8,64.7,0.563
2.5,0.0,4.0,709.0,171.0,900.0,118.0,939.0,854.0,9.6,44.3,0.5126
1.0,10000.0,6.1,817.0,235.0,8702.0,153.0,905.0,1873.0,8.6,36.7,0.3867
1.5,0.0,6.4,829.0,209.0,843.0,111.0,944.0,893.0,16.1,26.2,0.5034
3.0,0.0,3.5,683.0,149.0,1159.0,125.0,742.0,437.0,-1.3,38.7,0.2362
1.5,0.0,6.2,823.0,224.0,919.0,101.0,948.0,926.0,5.0,48.8,0.429
2.3,0.0,11.4,1029.0,414.0,805.0,139.0,1005.0,1154.0,9.4,27.4,0.3239
3.2,14.0,17.7,1230.0,362.0,519.0,102.0,1864.0,1483.0,26.5,52.2,1.7769
