CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
0.9,0.0,3.9,705.0,73.0,1186.0,69.0,1320.0,767.0,11.2,58.6,0.7717
1.9,0.0,5.5,790.0,210.0,921.0,113.0,896.0,1038.0,4.3,46.4,0.3896
3.4,0.0,18.0,1238.0,261.0,751.0,173.0,1996.0,1218.0,29.1,19.6,0.8702
1.3,0.0,0.3,412.0,39.0,1964.0,29.0,779.0,274.0,10.6,36.1,0.4624
6.0,10000.0,35.1,1667.0,347.0,597.0,182.0,2416.0,2359.0,20.5,38.2,0.9133
1.8,0.0,5.6,794.0,221.0,939.0,121.0,848.0,848.0,12.4,20.1,0.4367
2.2,10.0,9.1,944.0,296.0,752.0,142.0,1305.0,894.0,17.2,51.5,1.0015
5.7,0.0,26.1,1458.0,847.0,428.0,197.0,1750.0,1776.0,8.2,74.9,0.8187
1.0,0.0,3.4,678.0,176.0,960.0,125.0,863.0,594.0,2.8,49.0,0.37
1.0,10000.0,4.5,736.0,221.0,891.0,135.0,939.0,638.0,6.9,46.4,0.5046
1.6,0.0,4.0,713.0,221.0,933.0,107.0,948.0,867.0,6.9,51.4,0.4489
3.0,0.0,3.1,658.0,157.0,955.0,118.0,910.0,555.0,8.6,37.8,0.4774
1.9,0.0,5.6,793.0,276.0,948.0,135.0,954.0,879.0,6.2,47.6,0.3748
0.3,0.0,0.4,425.0,29.0,1609.0,28.0,667.0,261.0,3.8,48.0,0.3879
3.9,0.0,3.8,699.0,197.0,968.0,133.0,937.0,1019.0,6.4,47.2,0.4368
5.8,0.0,23.1,1381.0,819.0,428.0,174.0,1661.0,1837.0,7.2,47.6,0.4892
1.6,0.0,4.5,736.0,263.0,1141.0,120.0,916.0,675.0,13.5,44.6,0.5249
1.5,0.0,6.2,823.0,224.0,944.0,101.0,948.0,933.0,5.1,48.8,0.429
1.0,0.0,9.1,945.0,176.0,876.0,107.0,1523.0,952.0,31.1,29.7,1.3058
0.6,0.0,0.4,424.0,73.0,1373.0,58.0,754.0,313.0,3.6,44.2,0.3331
0.8,0.0,2.0,582.0,107.0,1081.0,87.0,792.0,379.0,11.2,36.7,0.4505
3.0,10000.0,3.4,676.0,32.0,1039.0,49.0,1374.0,736.0,17.5,47.6,0.9938
0.7,0.0,2.0,582.0,107.0,1081.0,85.0,792.0,691.0,11.2,33.8,0.449
3.8,0.0,19.0,1268.0,605.0,500.0,136.0,1735.0,1534.0,19.6,57.2,1.2757
2.7,0.0,3.1,659.0,157.0,969.0,121.0,807.0,582.0,8.6,32.8,0.3669
2.5,0.0,4.0,709.0,171.0,892.0,118.0,939.0,556.0,9.8,43.3,0.5133
1.2,2.0,5.3,776.0,193.0,844.0,114.0,1217.0,801.0,12.0,72.4,1.0224
3.0,0.0,3.1,658.0,166.0,873.0,121.0,866.0,562.0,10.0,37.7,0.4643
7.7,0.0,37.0,1727.0,809.0,440.0,171.0,2250.0,2240.0,27.1,54.6,1.7045
0.4,0.0,0.9,488.0,39.0,1498.0,49.0,742.0,326.0,11.2,38.9,0.5099
3.4,0.0,18.0,1238.0,261.0,630.0,136.0,1970.0,1828.0,24.1,39.6,1.1835
0.2,2.0,3.8,701.0,34.0,1162.0,54.0,1390.0,812.0,13.5,60.2,0.9579
3.0,0.0,3.4,674.0,32.0,1201.0,45.0,1220.0,498.0,38.2,14.6,0.9939
1.9,0.0,5.5,790.0,210.0,921.0,113.0,896.0,1038.0,4.3,46.4,0.3896
3.5,0.0,14.4,1131.0,293.0,825.0,152.0,1573.0,971.0,17.6,37.4,0.8209
2.0,0.0,3.1,658.0,206.0,964.0,121.0,870.0,616.0,4.3,64.8,0.537
0.8,0.0,2.0,582.0,107.0,1081.0,87.0,802.0,491.0,3.3,48.8,0.3729
3.4,0.0,18.0,1238.0,158.0,657.0,121.0,1986.0,1107.0,28.3,31.1,1.1968
2.6,0.0,4.0,711.0,204.0,910.0,122.0,945.0,898.0,4.6,62.2,0.5421
1.5,0.0,6.2,821.0,235.0,854.0,161.0,905.0,1873.0,6.2,39.6,0.3778
0.8,0.0,2.0,582.0,105.0,1136.0,70.0,929.0,473.0,13.1,47.7,0.7262
3.0,10000.0,3.1,657.0,134.0,905.0,93.0,1038.0,821.0,15.4,53.2,0.9722
1.0,10000.0,4.5,740.0,221.0,987.0,109.0,883.0,630.0,8.4,44.1,0.4483
1.0,0.0,5.1,766.0,244.0,839.0,147.0,979.0,852.0,3.4,60.8,0.4974
1.2,2.0,6.3,824.0,66.0,853.0,76.0,1627.0,617.0,27.1,38.0,1.5417
2.2,10.0,14.0,1116.0,180.0,794.0,137.0,1675.0,1331.0,27.2,31.8,1.1479
1.7,0.0,5.2,773.0,257.0,911.0,176.0,910.0,699.0,6.3,40.1,0.3761
0.7,0.0,2.0,582.0,107.0,1081.0,85.0,792.0,377.0,11.2,33.8,0.449
3.0,10000.0,3.5,683.0,166.0,888.0,104.0,947.0,612.0,6.4,62.7,0.6223
0.4,0.0,2.2,599.0,32.0,1189.0,45.0,1235.0,564.0,13.5,50.1,0.7706
1.6,0.0,4.5,736.0,198.0,942.0,120.0,881.0,915.0,7.3,38.8,0.3584
4.2,17.0,20.5,1311.0,222.0,670.0,145.0,2160.0,1287.0,23.1,43.3,1.2488
2.6,0.0,4.0,709.0,204.0,964.0,110.0,893.0,898.0,8.6,40.3,0.4446
1.5,0.0,6.2,819.0,224.0,923.0,101.0,948.0,926.0,5.0,48.8,0.429
3.5,0.0,14.4,1131.0,272.0,758.0,151.0,2009.0,1427.0,24.5,35.4,1.1911
1.6,0.0,4.5,736.0,227.0,891.0,165.0,875.0,774.0,6.0,38.0,0.3584
1.5,0.0,6.2,819.0,277.0,854.0,134.0,967.0,905.0,10.2,33.1,0.4291
0.2,2.0,3.8,701.0,34.0,1162.0,54.0,1323.0,692.0,18.1,66.5,1.2758
3.4,0.0,17.5,1224.0,246.0,628.0,163.0,2049.0,1835.0,21.2,44.6,1.1175
0.7,0.0,2.0,582.0,107.0,1081.0,85.0,792.0,377.0,11.2,33.8,0.449
2.4,0.0,8.0,900.0,347.0,955.0,126.0,956.0,936.0,4.8,49.7,0.4305
3.0,0.0,3.5,683.0,166.0,888.0,113.0,939.0,613.0,21.4,44.3,1.1586
1.2,1.0,3.0,653.0,207.0,1798.0,99.0,978.0,537.0,8.4,55.7,0.6155
3.2,14.0,17.8,1233.0,551.0,477.0,208.0,1450.0,1911.0,10.0,53.1,0.6495
0.7,0.0,2.5,621.0,41.0,1200.0,56.0,1342.0,660.0,16.5,52.2,0.9385
4.0,0.0,23.1,1381.0,311.0,575.0,161.0,2165.0,1665.0,25.9,41.6,1.2593
0.4,0.0,2.2,598.0,41.0,1257.0,49.0,1374.0,506.0,17.9,52.5,1.0655
4.0,0.0,23.1,1381.0,279.0,560.0,95.0,2163.0,1495.0,15.5,62.2,1.0875
2.8,0.0,49.0,1871.0,306.0,506.0,151.0,2466.0,5522.0,23.5,55.9,1.6139
2.2,10.0,11.9,1047.0,265.0,654.0,168.0,1129.0,816.0,28.5,13.1,0.5028
3.7,0.0,56.0,1793.0,404.0,976.0,187.0,2679.0,2122.0,14.6,64.3,1.0
1.4,0.0,7.0,858.0,180.0,1144.0,88.0,1233.0,960.0,17.9,47.3,0.9186
1.4,0.0,7.0,858.0,176.0,758.0,81.0,1244.0,960.0,14.2,60.9,1.0031
1.7,0.0,8.5,919.0,327.0,842.0,112.0,1174.0,1089.0,10.7,70.1,0.9033
1.3,0.0,0.3,407.0,157.0,1798.0,80.0,704.0,467.0,11.6,33.3,0.4491
3.3,0.0,11.4,1029.0,427.0,779.0,166.0,1033.0,1271.0,5.1,40.7,0.3621
1.9,0.0,5.5,790.0,210.0,921.0,113.0,896.0,1038.0,4.3,46.4,0.3896
4.5,0.0,19.1,1270.0,239.0,654.0,176.0,1906.0,1264.0,33.6,22.9,1.1747
5.2,53.0,24.0,1404.0,733.0,468.0,196.0,1748.0,2226.0,11.3,51.1,0.679
1.3,0.0,0.4,425.0,152.0,1144.0,104.0,669.0,484.0,4.9,38.8,0.3249
3.0,10000.0,3.5,683.0,197.0,993.0,128.0,894.0,572.0,4.6,49.4,0.4166
3.3,0.0,11.4,1029.0,342.0,733.0,127.0,1255.0,1034.0,13.4,48.4,0.7397
1.4,0.0,7.8,891.0,175.0,735.0,118.0,953.0,923.0,8.7,44.1,0.5332
2.0,0.0,3.5,683.0,132.0,4942.0,87.0,1138.0,680.0,15.6,60.2,1.0763
2.2,10.0,14.1,1121.0,149.0,736.0,126.0,1793.0,967.0,24.4,35.7,1.0807
3.6,0.0,38.3,1735.0,274.0,1200.0,119.0,2443.0,2306.0,23.4,54.1,1.5452
0.4,0.0,2.2,599.0,32.0,1189.0,45.0,1235.0,564.0,13.5,50.1,0.7706
1.6,0.0,4.5,736.0,221.0,933.0,111.0,948.0,861.0,4.9,64.1,0.5583
4.0,0.0,23.1,1379.0,266.0,614.0,187.0,2205.0,1693.0,21.9,44.2,1.1746
4.5,0.0,23.1,1379.0,261.0,630.0,135.0,2305.0,1493.0,21.1,41.6,1.0979
2.0,10000.0,17.5,1224.0,358.0,580.0,122.0,2163.0,1489.0,26.4,51.1,1.7471
2.7,0.0,4.0,709.0,157.0,969.0,107.0,928.0,821.0,8.6,47.4,0.5271
1.8,0.0,5.6,794.0,221.0,967.0,121.0,1039.0,848.0,7.8,47.9,0.5067
0.6,0.0,0.4,425.0,39.0,1474.0,37.0,668.0,268.0,3.1,38.6,0.3024
1.3,0.0,6.0,812.0,247.0,944.0,143.0,802.0,626.0,10.6,25.3,0.3374
3.3,0.0,11.4,1029.0,427.0,751.0,166.0,1033.0,1271.0,5.1,40.7,0.3621
1.9,0.0,5.6,794.0,284.0,888.0,133.0,969.0,799.0,14.1,36.5,0.4886
1.7,0.0,6.1,817.0,235.0,802.0,126.0,1084.0,790.0,8.4,63.7,0.7154
1.0,0.0,4.5,736.0,209.0,839.0,140.0,942.0,915.0,4.6,41.2,0.3545
1.9,0.0,5.6,793.0,276.0,948.0,165.0,953.0,841.0,6.2,48.4,0.4462
1.4,0.0,7.8,892.0,180.0,942.0,121.0,993.0,939.0,4.6,51.0,0.5367
0.8,0.0,2.0,582.0,107.0,1081.0,85.0,792.0,377.0,11.2,33.8,0.449
3.0,10000.0,3.2,667.0,124.0,1176.0,95.0,956.0,467.0,21.3,35.4,0.8941
0.7,0.0,2.5,621.0,41.0,1200.0,56.0,1342.0,669.0,16.5,59.6,1.1095
1.9,0.0,5.5,790.0,264.0,936.0,210.0,896.0,1938.0,6.8,39.4,0.3861
4.6,0.0,14.4,1131.0,216.0,630.0,134.0,1900.0,129.0,10.1,41.6,0.5249
0.7,0.0,2.5,621.0,41.0,1200.0,56.0,1342.0,576.0,16.5,52.2,0.912
2.3,0.0,8.4,916.0,293.0,883.0,152.0,954.0,1231.0,7.8,39.4,0.4707
4.6,0.0,0.4,424.0,62.0,1373.0,45.0,974.0,453.0,10.6,47.1,0.5259
1.9,0.0,5.5,790.0,210.0,921.0,113.0,896.0,1038.0,4.3,46.4,0.3896
0.7,0.0,2.5,618.0,135.0,1001.0,109.0,942.0,821.0,4.5,62.1,0.5665
1.6,0.0,4.5,736.0,221.0,891.0,111.0,946.0,885.0,13.4,47.7,0.7176
1.9,0.0,5.5,790.0,210.0,921.0,113.0,896.0,1038.0,4.3,46.4,0.3896
2.0,0.0,3.4,678.0,176.0,960.0,125.0,863.0,652.0,2.8,49.0,0.37
1.5,0.0,6.2,819.0,224.0,944.0,101.0,948.0,926.0,5.0,48.8,0.429
9.2,51.0,23.0,1377.0,1000.0,564.0,168.0,1734.0,2038.0,15.3,63.2,1.0898
1.0,10000.0,11.2,1023.0,176.0,815.0,126.0,1574.0,975.0,30.1,26.3,1.0392
1.0,0.0,4.5,736.0,221.0,896.0,125.0,936.0,664.0,6.8,42.7,0.4483
2.7,0.0,4.0,709.0,192.0,888.0,118.0,945.0,821.0,3.8,64.9,0.4806
1.2,2.0,6.3,824.0,66.0,853.0,76.0,1627.0,617.0,27.1,38.0,1.5417
0.3,0.0,0.4,429.0,39.0,1473.0,37.0,667.0,206.0,3.2,38.6,0.3024
1.7,0.0,8.5,919.0,339.0,918.0,162.0,898.0,821.0,4.0,38.7,0.3276
2.3,0.0,8.4,916.0,293.0,799.0,152.0,1124.0,974.0,12.8,44.4,0.7394
2.3,0.0,8.4,917.0,169.0,950.0,95.0,1559.0,793.0,21.7,46.9,1.2335
3.4,0.0,18.0,1238.0,425.0,619.0,145.0,1854.0,1389.0,29.4,34.9,1.3893
0.5,0.0,1.1,509.0,112.0,1149.0,62.0,876.0,467.0,6.6,45.5,0.4499
2.3,0.0,11.4,1029.0,414.0,805.0,146.0,1005.0,1154.0,9.4,27.4,0.3239
0.7,0.0,1.1,512.0,95.0,1001.0,63.0,1137.0,618.0,11.7,81.6,1.1043
0.3,0.0,0.4,425.0,29.0,1609.0,28.0,667.0,261.0,3.8,48.0,0.3879
0.7,0.0,2.0,587.0,48.0,1373.0,46.0,1399.0,433.0,12.7,64.2,0.9487
1.6,0.0,4.5,736.0,221.0,891.0,111.0,948.0,1017.0,4.4,49.7,0.4166
1.0,0.0,4.5,740.0,221.0,919.0,121.0,866.0,630.0,12.8,44.9,0.5296
2.0,10000.0,5.2,774.0,302.0,932.0,134.0,969.0,617.0,9.8,44.2,0.5296
1.0,10000.0,5.2,986.0,223.0,826.0,131.0,948.0,1220.0,3.8,60.2,0.4874
2.9,0.0,4.0,709.0,171.0,987.0,114.0,942.0,854.0,3.8,64.3,0.5238
3.0,10000.0,3.1,659.0,190.0,944.0,118.0,1090.0,826.0,8.4,53.4,0.6473
2.3,0.0,10.0,978.0,171.0,854.0,118.0,1648.0,1015.0,19.4,47.6,1.0727
4.3,0.0,11.4,1029.0,404.0,799.0,133.0,1054.0,1369.0,5.1,50.7,0.4687
1.0,10000.0,9.5,960.0,442.0,841.0,162.0,1114.0,944.0,7.1,44.1,0.5023
9.2,17.0,52.0,2079.0,1279.0,382.0,272.0,1902.0,2473.0,9.1,64.8,0.7523
1.7,0.0,8.5,918.0,339.0,912.0,162.0,849.0,948.0,4.3,48.7,0.3946
2.7,0.0,3.4,674.0,162.0,888.0,117.0,888.0,683.0,12.0,23.4,0.3408
5.0,0.0,3.1,659.0,166.0,888.0,121.0,942.0,579.0,6.4,48.8,0.4792
0.6,0.0,0.4,425.0,39.0,1473.0,37.0,667.0,324.0,3.2,38.6,0.3024
2.2,10.0,11.9,1046.0,224.0,633.0,130.0,1622.0,966.0,23.4,68.2,1.7597
2.4,0.0,8.5,918.0,309.0,1056.0,121.0,907.0,855.0,9.8,37.3,0.4789
2.0,10000.0,3.8,702.0,159.0,996.0,106.0,883.0,532.0,5.8,40.0,0.376
0.4,0.0,0.9,489.0,39.0,1474.0,48.0,667.0,293.0,3.6,38.1,0.3077
2.2,10.0,9.1,944.0,296.0,752.0,142.0,1305.0,894.0,17.2,51.5,1.0015
4.5,0.0,19.1,1270.0,279.0,630.0,95.0,2163.0,1489.0,15.1,62.2,1.0813
0.8,0.0,2.0,582.0,107.0,1081.0,87.0,792.0,377.0,3.2,48.8,0.3729
1.6,0.0,4.5,736.0,221.0,891.0,111.0,939.0,1017.0,6.4,51.7,0.5007
