CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
5.8,0.0,23.1,1381.0,819.0,428.0,197.0,1661.0,2037.0,13.2,56.6,0.8273
4.9,0.0,38.1,1731.0,983.0,355.0,244.0,2083.0,2254.0,10.4,64.4,0.8123
1.8,0.0,5.6,794.0,221.0,948.0,135.0,969.0,799.0,14.1,47.6,0.7182
2.0,10000.0,3.4,678.0,176.0,960.0,125.0,863.0,863.0,2.8,49.0,0.37
4.3,0.0,18.0,1238.0,729.0,564.0,161.0,1580.0,1828.0,11.0,60.9,0.8571
0.5,0.0,1.1,509.0,122.0,1147.0,95.0,647.0,378.0,-1.3,47.1,0.2758
1.2,2.0,6.3,824.0,66.0,853.0,76.0,1627.0,590.0,27.1,38.0,1.5417
0.7,0.0,2.0,583.0,93.0,975.0,60.0,1090.0,611.0,13.1,63.5,0.9517
2.0,0.0,3.4,676.0,180.0,969.0,113.0,855.0,555.0,4.0,44.6,0.3689
1.4,0.0,7.8,891.0,175.0,735.0,118.0,953.0,922.0,8.7,44.1,0.5332
1.7,0.0,8.1,902.0,270.0,664.0,157.0,1185.0,830.0,14.0,48.1,0.7978
2.3,0.0,10.0,978.0,133.0,745.0,122.0,1536.0,884.0,33.9,26.6,1.2877
2.0,10000.0,3.8,699.0,157.0,990.0,106.0,954.0,573.0,8.6,51.8,0.5249
1.6,0.0,4.5,736.0,227.0,889.0,133.0,875.0,691.0,6.0,38.1,0.3584
1.7,0.0,10.1,983.0,71.0,1141.0,85.0,1482.0,610.0,25.5,28.6,0.9475
3.6,0.0,38.1,1731.0,411.0,617.0,194.0,2414.0,2306.0,23.1,26.5,0.7403
0.3,0.0,0.4,425.0,29.0,1609.0,28.0,667.0,261.0,3.8,48.0,0.3879
0.8,0.0,2.0,582.0,107.0,1081.0,87.0,885.0,500.0,13.6,47.7,0.7385
5.0,0.0,23.1,1381.0,325.0,579.0,90.0,2176.0,1600.0,21.8,68.6,1.7058
5.5,0.0,26.1,1458.0,276.0,684.0,176.0,2051.0,1569.0,18.6,36.2,0.7676
0.8,0.0,2.5,621.0,108.0,863.0,98.0,1070.0,524.0,12.7,65.9,0.948
4.4,0.0,24.0,1403.0,284.0,683.0,133.0,2244.0,1486.0,20.2,38.1,0.9379
3.8,0.0,49.0,1774.0,527.0,488.0,122.0,2632.0,2226.0,15.4,60.0,1.0724
1.4,0.0,7.8,891.0,219.0,842.0,137.0,955.0,508.0,18.2,26.5,0.5667
1.8,0.0,5.6,793.0,210.0,839.0,90.0,1397.0,825.0,17.8,79.6,1.5654
0.0,10000.0,0.5,437.0,39.0,1491.0,37.0,698.0,324.0,5.6,38.3,0.3366
1.0,0.0,6.1,817.0,288.0,664.0,127.0,1068.0,799.0,12.6,41.2,0.6402
0.7,0.0,2.0,582.0,107.0,1081.0,85.0,792.0,670.0,11.6,33.3,0.449
2.9,0.0,4.0,709.0,221.0,933.0,107.0,948.0,854.0,6.8,64.6,0.5755
1.0,0.0,6.1,817.0,244.0,664.0,149.0,1268.0,821.0,12.2,71.9,1.0272
0.3,0.0,0.4,425.0,29.0,1609.0,28.0,667.0,261.0,3.8,48.0,0.3879
1.7,0.0,8.5,919.0,270.0,639.0,180.0,1053.0,890.0,4.1,69.0,0.5733
0.4,0.0,2.2,597.0,30.0,1155.0,48.0,1396.0,606.0,21.2,48.8,1.2062
1.0,0.0,3.4,678.0,176.0,960.0,125.0,863.0,652.0,2.8,49.0,0.37
3.0,10000.0,3.1,657.0,134.0,905.0,93.0,1038.0,821.0,15.5,53.4,0.9722
3.0,10000.0,3.2,667.0,176.0,889.0,122.0,916.0,1209.0,3.4,64.8,0.5357
4.9,0.0,38.1,1731.0,274.0,1288.0,121.0,2475.0,2306.0,22.4,54.8,1.4792
2.0,10000.0,3.4,677.0,153.0,888.0,99.0,1153.0,685.0,12.8,68.9,1.0029
1.5,0.0,6.2,821.0,213.0,942.0,109.0,904.0,686.0,26.1,38.6,1.2562
4.9,0.0,38.1,1731.0,983.0,355.0,244.0,2083.0,2254.0,10.4,64.4,0.8123
4.0,0.0,23.1,1381.0,223.0,545.0,139.0,2165.0,1496.0,23.5,37.2,1.0979
0.8,0.0,2.0,582.0,107.0,1081.0,87.0,802.0,670.0,3.3,46.8,0.3774
2.9,0.0,4.0,709.0,223.0,924.0,104.0,939.0,941.0,4.8,64.2,0.563
4.0,0.0,28.1,1507.0,244.0,562.0,121.0,2450.0,1545.0,22.2,47.8,1.2688
0.7,0.0,2.0,582.0,107.0,1081.0,85.0,792.0,377.0,11.2,33.8,0.449
1.3,0.0,0.4,424.0,155.0,1784.0,109.0,830.0,562.0,3.8,48.0,0.3728
0.8,0.0,2.0,582.0,107.0,1081.0,87.0,802.0,382.0,3.4,43.6,0.3365
0.5,0.0,1.2,522.0,61.0,1242.0,55.0,1070.0,471.0,10.8,78.7,1.0202
2.6,0.0,4.0,709.0,192.0,888.0,109.0,917.0,831.0,8.6,47.2,0.5442
1.6,0.0,4.5,736.0,227.0,891.0,165.0,875.0,774.0,6.0,38.0,0.3584
1.3,0.0,0.4,425.0,162.0,782.0,123.0,760.0,527.0,4.8,38.4,0.3178
5.9,0.0,23.1,1381.0,325.0,932.0,206.0,2140.0,2048.0,35.5,19.6,1.0898
2.2,10.0,11.0,1015.0,174.0,880.0,125.0,1632.0,1010.0,25.3,24.7,0.7785
1.3,0.0,6.3,826.0,140.0,799.0,90.0,1389.0,651.0,17.0,59.4,1.1416
4.0,0.0,35.1,1667.0,347.0,597.0,182.0,2416.0,2359.0,20.5,38.2,0.9133
1.6,0.0,4.5,736.0,255.0,987.0,117.0,953.0,894.0,3.6,64.1,0.5289
1.7,0.0,7.5,880.0,89.0,996.0,84.0,1539.0,745.0,24.6,39.4,1.1901
1.6,0.0,4.5,736.0,221.0,891.0,107.0,948.0,861.0,6.4,51.7,0.5039
2.0,0.0,3.4,678.0,176.0,960.0,125.0,863.0,594.0,2.8,49.0,0.37
1.2,2.0,6.4,831.0,235.0,782.0,126.0,1101.0,704.0,21.2,38.4,0.9161
2.0,0.0,3.4,678.0,176.0,960.0,125.0,863.0,594.0,2.8,49.0,0.37
4.6,0.0,18.5,1253.0,47.0,896.0,95.0,2016.0,951.0,23.3,46.1,1.3345
1.8,0.0,5.6,795.0,265.0,888.0,140.0,910.0,691.0,12.6,38.4,0.5594
1.0,0.0,9.1,945.0,302.0,729.0,185.0,1073.0,1026.0,5.3,44.4,0.397
4.9,0.0,44.3,1661.0,274.0,565.0,134.0,2494.0,2008.0,20.2,40.4,0.908
4.2,42.0,23.0,1377.0,261.0,567.0,181.0,2017.0,1515.0,37.1,21.3,1.3223
2.4,0.0,8.5,918.0,358.0,922.0,147.0,922.0,938.0,5.6,42.5,0.3962
2.4,0.0,8.5,918.0,339.0,918.0,162.0,898.0,921.0,4.0,38.7,0.3267
3.4,0.0,18.0,1238.0,221.0,699.0,140.0,1971.0,1171.0,26.9,32.1,1.2483
0.4,0.0,0.9,489.0,39.0,1474.0,54.0,668.0,268.0,3.6,38.1,0.3077
3.0,10000.0,3.5,683.0,156.0,983.0,110.0,838.0,617.0,-1.3,38.4,0.2375
1.0,0.0,9.5,960.0,223.0,854.0,131.0,948.0,828.0,19.6,33.2,0.8886
1.3,0.0,0.4,425.0,53.0,1473.0,49.0,722.0,373.0,2.8,43.6,0.3308
0.6,0.0,0.4,426.0,39.0,1475.0,48.0,698.0,302.0,-0.6,40.3,0.2439
3.0,0.0,3.5,683.0,149.0,1162.0,110.0,742.0,537.0,-1.3,38.4,0.2362
