CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
3.0,10000.0,3.1,658.0,166.0,854.0,121.0,866.0,579.0,10.6,40.7,0.5406
3.0,0.0,3.5,683.0,109.0,861.0,69.0,1183.0,693.0,13.4,60.6,0.937
5.4,0.0,28.9,1526.0,289.0,535.0,122.0,2439.0,1828.0,21.5,47.3,1.2087
0.9,0.0,3.9,705.0,73.0,1186.0,73.0,1339.0,9385.0,10.9,64.5,0.8286
1.0,10000.0,4.9,759.0,221.0,933.0,107.0,1148.0,867.0,8.8,65.4,0.7271
3.2,14.0,17.8,1233.0,519.0,476.0,150.0,1559.0,1927.0,21.0,31.9,0.8789
0.9,0.0,3.9,705.0,73.0,1186.0,73.0,1339.0,659.0,15.6,59.3,1.0215
0.8,0.0,2.0,582.0,107.0,1081.0,87.0,802.0,612.0,3.3,48.8,0.3726
0.7,0.0,2.0,582.0,107.0,1081.0,85.0,792.0,377.0,11.2,33.8,0.449
0.5,0.0,1.1,509.0,112.0,1149.0,62.0,895.0,609.0,6.6,43.5,0.4112
3.5,0.0,14.4,1131.0,221.0,721.0,135.0,1900.0,1157.0,23.6,27.1,0.7988
2.5,0.0,4.0,709.0,171.0,975.0,114.0,939.0,854.0,9.8,64.3,0.7417
5.4,0.0,28.9,1524.0,302.0,565.0,168.0,2271.0,4771.0,26.0,34.3,1.2079
1.5,0.0,6.2,821.0,224.0,944.0,101.0,948.0,933.0,4.0,48.8,0.4039
5.2,79.0,26.2,1458.0,379.0,598.0,113.0,2149.0,1705.0,19.1,51.0,1.0751
1.6,0.0,8.5,918.0,339.0,918.0,107.0,1496.0,892.0,21.6,46.8,1.1751
2.0,0.0,3.4,676.0,167.0,760.0,115.0,920.0,568.0,4.8,49.9,0.4166
1.7,0.0,8.5,919.0,180.0,942.0,121.0,994.0,820.0,14.6,30.1,0.5989
2.0,0.0,3.4,678.0,176.0,960.0,125.0,863.0,594.0,2.8,49.0,0.37
1.6,0.0,4.5,736.0,263.0,1141.0,97.0,1141.0,790.0,12.5,65.4,0.9295
2.4,0.0,8.0,900.0,369.0,841.0,147.0,953.0,944.0,3.7,60.2,0.4639
0.9,0.0,3.4,677.0,107.0,863.0,55.0,1139.0,685.0,12.2,65.8,0.9928
3.8,0.0,49.0,1774.0,527.0,479.0,184.0,2466.0,2226.0,32.4,33.9,1.6604
1.3,0.0,0.4,425.0,157.0,1704.0,115.0,745.0,467.0,4.0,38.9,0.3299
2.0,0.0,3.1,657.0,166.0,854.0,126.0,922.0,991.0,4.5,62.3,0.5289
0.8,0.0,2.0,582.0,107.0,1081.0,87.0,802.0,612.0,3.3,43.6,0.3365
1.7,0.0,8.5,919.0,212.0,892.0,132.0,979.0,847.0,4.5,51.9,0.4125
1.5,0.0,6.2,819.0,224.0,923.0,101.0,948.0,926.0,5.0,48.8,0.429
0.6,0.0,0.4,425.0,39.0,1473.0,37.0,667.0,268.0,3.2,48.6,0.3879
2.2,10.0,11.0,1015.0,355.0,808.0,125.0,1375.0,1042.0,34.4,24.3,1.3469
2.4,0.0,8.0,900.0,347.0,941.0,147.0,910.0,938.0,12.8,21.3,0.3444
0.7,0.0,2.0,582.0,107.0,1081.0,85.0,792.0,377.0,11.2,33.8,0.449
3.7,0.0,19.1,1270.0,180.0,580.0,133.0,2163.0,1474.0,30.5,31.3,1.2989
0.4,0.0,3.2,662.0,180.0,932.0,114.0,1014.0,658.0,6.4,48.1,0.4349
1.0,0.0,5.2,774.0,239.0,854.0,128.0,921.0,915.0,11.2,40.1,0.5062
2.2,10.0,11.0,1015.0,355.0,808.0,125.0,1375.0,1084.0,26.9,28.3,0.9977
1.4,0.0,7.0,858.0,176.0,944.0,81.0,1317.0,944.0,16.7,59.3,1.1037
1.5,0.0,6.4,829.0,209.0,794.0,111.0,1257.0,855.0,16.0,58.2,1.0762
