CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
1.9,0.0,5.6,793.0,276.0,792.0,135.0,953.0,836.0,3.5,57.6,0.4464
1.5,0.0,6.6,838.0,174.0,844.0,112.0,915.0,629.0,12.1,48.3,0.5772
2.2,10.0,14.0,1116.0,180.0,794.0,137.0,1675.0,1268.0,27.2,31.8,1.1479
3.6,0.0,38.4,1737.0,411.0,617.0,194.0,2414.0,2306.0,23.1,26.5,0.7403
3.8,0.0,19.1,1270.0,240.0,630.0,148.0,2065.0,1274.0,26.6,34.2,1.1724
1.6,0.0,4.5,736.0,221.0,896.0,125.0,945.0,821.0,6.4,44.7,0.4396
2.2,10.0,14.0,1116.0,180.0,805.0,127.0,1683.0,1171.0,27.4,31.3,1.1449
2.2,10.0,11.0,1015.0,111.0,806.0,114.0,1604.0,1054.0,24.2,27.5,0.8861
1.2,2.0,6.3,824.0,66.0,853.0,76.0,1362.0,2776.0,27.2,31.0,1.0285
5.0,10000.0,3.1,658.0,166.0,964.0,121.0,866.0,562.0,10.6,37.7,0.4788
2.0,0.0,3.4,676.0,176.0,975.0,125.0,838.0,613.0,3.8,29.0,0.2363
2.0,0.0,3.4,674.0,176.0,888.0,122.0,909.0,616.0,9.8,44.6,0.5279
0.8,0.0,2.0,582.0,149.0,1301.0,115.0,791.0,417.0,8.6,37.7,0.4772
1.0,0.0,6.1,817.0,277.0,844.0,134.0,1071.0,1111.0,10.2,49.4,0.6138
0.7,0.0,2.0,582.0,107.0,1081.0,85.0,792.0,670.0,11.6,33.3,0.449
2.6,0.0,4.0,709.0,216.0,952.0,114.0,938.0,796.0,9.6,43.1,0.5238
1.2,2.0,6.3,824.0,66.0,853.0,76.0,1321.0,21.0,27.1,30.5,1.0542
1.4,0.0,7.8,891.0,219.0,842.0,137.0,955.0,508.0,18.2,26.5,0.5667
0.5,0.0,1.4,533.0,112.0,1162.0,62.0,839.0,608.0,3.4,47.2,0.3682
1.2,5.0,4.4,734.0,225.0,880.0,106.0,922.0,774.0,7.7,43.4,0.4504
2.6,0.0,4.0,709.0,204.0,964.0,110.0,893.0,898.0,8.8,40.3,0.4436
0.9,0.0,3.9,705.0,73.0,1186.0,73.0,1339.0,659.0,15.8,59.6,1.0215
3.4,0.0,18.0,1239.0,449.0,530.0,136.0,1539.0,1471.0,13.3,47.4,0.7702
2.3,0.0,8.9,935.0,275.0,873.0,94.0,1314.0,904.0,19.7,57.2,1.3112
4.4,0.0,24.0,1403.0,358.0,580.0,141.0,2275.0,1486.0,30.8,28.4,1.2234
1.0,10000.0,3.4,678.0,176.0,960.0,125.0,861.0,862.0,2.8,49.0,0.37
0.5,0.0,2.2,598.0,62.0,1396.0,59.0,1289.0,529.0,19.2,56.8,1.3074
3.0,10000.0,3.5,683.0,197.0,993.0,122.0,805.0,579.0,10.4,25.4,0.4774
2.8,0.0,49.4,1955.0,281.0,799.0,161.0,2456.0,1658.0,29.5,31.9,1.3878
1.4,0.0,7.8,891.0,175.0,735.0,118.0,953.0,630.0,9.8,44.1,0.5332
2.0,10000.0,11.4,1029.0,355.0,737.0,128.0,1147.0,1042.0,12.5,53.3,0.7487
0.4,0.0,0.9,488.0,39.0,1498.0,49.0,742.0,326.0,11.2,38.6,0.5099
4.0,0.0,23.1,1381.0,526.0,465.0,118.0,1971.0,1395.0,21.2,64.6,1.6276
2.4,0.0,8.0,900.0,393.0,858.0,95.0,1332.0,790.0,15.8,60.5,1.0539
2.2,10.0,11.0,1015.0,185.0,824.0,115.0,1669.0,1186.0,27.4,31.9,1.164
0.5,0.0,6.2,819.0,38.0,1001.0,39.0,153.0,656.0,31.6,42.8,1.8934
0.5,0.0,1.1,509.0,112.0,1149.0,62.0,837.0,608.0,6.6,43.5,0.4499
1.3,0.0,0.4,425.0,109.0,1704.0,70.0,784.0,467.0,4.5,48.9,0.4046
0.9,0.0,3.9,705.0,73.0,1186.0,69.0,1392.0,767.0,11.2,58.9,0.8286
2.0,0.0,3.1,659.0,157.0,969.0,121.0,807.0,582.0,8.6,32.8,0.3669
0.8,0.0,2.0,583.0,93.0,1102.0,61.0,1090.0,657.0,12.7,65.3,0.9465
2.0,10000.0,3.4,676.0,167.0,998.0,115.0,855.0,555.0,4.0,44.9,0.3689
1.0,10000.0,9.5,960.0,302.0,819.0,149.0,947.0,862.0,7.5,33.6,0.3778
6.6,0.0,35.0,1666.0,347.0,597.0,182.0,2416.0,2359.0,20.5,38.2,0.9133
2.0,0.0,3.4,678.0,176.0,960.0,125.0,863.0,594.0,2.8,49.0,0.37
1.7,0.0,8.4,914.0,126.0,937.0,106.0,1481.0,847.0,19.2,47.6,1.0724
1.4,0.0,7.0,858.0,176.0,944.0,81.0,1317.0,944.0,21.3,44.5,1.1235
0.7,0.0,2.0,582.0,107.0,1081.0,85.0,792.0,670.0,11.6,33.3,0.449
