CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2.8,0.0,49.0,2075.0,254.0,657.0,122.0,2465.0,1774.0,27.6,45.2,1.6686
1.3,0.0,0.9,490.0,13.0,1419.0,216.0,741.0,268.0,4.0,48.6,0.3904
0.4,0.0,0.3,415.0,39.0,1498.0,37.0,667.0,268.0,3.7,38.9,0.3075
2.4,0.0,13.5,1100.0,133.0,745.0,114.0,1721.0,1018.0,23.6,44.5,1.4559
1.8,0.0,5.6,793.0,213.0,1137.0,109.0,1254.0,654.0,14.9,58.1,0.9442
0.8,0.0,2.0,582.0,93.0,977.0,54.0,1039.0,679.0,13.1,64.4,1.0239
1.6,0.0,6.8,850.0,231.0,888.0,146.0,1100.0,799.0,13.6,47.4,0.7108
2.0,0.0,10.2,1754.0,302.0,890.0,126.0,567.0,897.0,11.4,19.8,0.3732
0.9,0.0,3.9,705.0,73.0,1186.0,64.0,1435.0,692.0,15.9,58.5,1.0229
2.4,0.0,4.6,743.0,249.0,945.0,133.0,953.0,774.0,9.7,47.1,0.5238
1.3,0.0,6.1,817.0,303.0,891.0,135.0,939.0,821.0,3.8,51.3,0.4489
0.7,0.0,4.1,717.0,134.0,785.0,89.0,1177.0,847.0,13.2,64.1,0.947
2.5,0.0,14.4,1131.0,216.0,890.0,118.0,1899.0,1047.0,23.6,31.2,0.9295
1.8,0.0,10.1,983.0,134.0,905.0,105.0,1536.0,862.0,25.5,33.0,1.0789
1.0,0.0,4.0,709.0,167.0,735.0,104.0,942.0,613.0,12.6,44.8,0.7352
0.7,0.0,2.5,620.0,95.0,999.0,62.0,940.0,847.0,4.1,63.2,0.563
1.4,0.0,7.0,857.0,176.0,937.0,81.0,1254.0,900.0,14.9,65.7,1.0347
0.2,1.0,3.8,698.0,27.0,1034.0,53.0,1271.0,560.0,38.1,18.9,1.2933
0.5,0.0,3.2,667.0,62.0,1157.0,80.0,1386.0,658.0,19.8,56.5,1.2567
1.5,0.0,6.2,819.0,171.0,680.0,110.0,1135.0,858.0,12.2,65.6,0.9196
0.5,0.0,2.6,630.0,64.0,1135.0,42.0,1340.0,656.0,20.2,62.5,1.4583
0.9,0.0,3.9,705.0,73.0,1086.0,54.0,1340.0,733.0,10.2,64.3,0.8286
1.3,0.0,6.2,822.0,205.0,842.0,126.0,922.0,857.0,4.1,47.5,0.4087
0.2,1.0,2.7,635.0,29.0,1262.0,36.0,1420.0,648.0,24.5,37.7,1.1125
1.2,3.0,3.0,653.0,165.0,980.0,111.0,846.0,551.0,3.4,46.9,0.3671
4.4,0.0,28.8,1522.0,357.0,588.0,151.0,2417.0,2045.0,22.5,46.5,1.1807
1.3,0.0,3.4,676.0,167.0,960.0,115.0,855.0,555.0,4.0,36.9,0.3689
5.6,0.0,24.1,1407.0,319.0,597.0,154.0,2284.0,1654.0,21.3,44.8,1.1223
1.5,0.0,6.4,613.0,134.0,938.0,90.0,938.0,840.0,4.0,62.6,0.5579
1.4,0.0,9.2,1155.0,140.0,902.0,109.0,1900.0,579.0,3.6,38.1,0.4393
1.3,0.0,0.4,425.0,39.0,1486.0,37.0,667.0,498.0,3.3,38.5,0.3075
2.5,0.0,4.0,709.0,171.0,1158.0,114.0,929.0,588.0,9.3,44.4,0.5406
2.7,0.0,3.6,686.0,243.0,1230.0,121.0,820.0,627.0,2.2,44.0,0.3168
2.8,0.0,11.8,1043.0,264.0,891.0,126.0,1531.0,1365.0,15.5,51.6,0.8185
3.0,10000.0,3.1,657.0,114.0,975.0,90.0,1112.0,720.0,12.1,69.5,1.0452
4.0,0.0,65.7,1723.0,358.0,412.0,154.0,2191.0,1420.0,26.5,34.2,1.2924
1.2,65.0,24.0,1404.0,691116.0,733.0,51.0,2009.0,1125.0,23.8,61.3,1.7283
4.6,0.0,24.5,1401.0,347.0,597.0,182.0,2199.0,2095.0,29.2,38.5,1.3756
1.3,0.0,0.5,437.0,135.0,993.0,68.0,979.0,550.0,8.6,51.4,0.5811
1.7,0.0,7.5,877.0,223.0,919.0,95.0,1225.0,902.0,14.9,59.2,0.9579
0.9,0.0,3.9,705.0,41.0,1083.0,65.0,1375.0,494.0,20.2,42.6,0.9277
4.7,0.0,23.1,1381.0,254.0,600.0,150.0,2138.0,1430.0,19.0,44.1,1.0031
1.4,0.0,7.2,864.0,242.0,854.0,167.0,959.0,671.0,4.1,51.7,0.4488
0.7,0.0,2.0,582.0,107.0,1081.0,85.0,792.0,595.0,11.6,33.3,0.449
2.8,0.0,11.8,1043.0,176.0,800.0,122.0,1875.0,1054.0,23.7,47.1,1.2104
4.6,0.0,19.0,1268.0,277.0,758.0,134.0,2011.0,1398.0,32.3,19.1,0.8302
2.4,0.0,3.8,751.0,171.0,786.0,113.0,942.0,849.0,4.2,43.6,0.3722
3.0,0.0,4.0,709.0,134.0,833.0,108.0,1395.0,830.0,18.7,65.0,1.1913
2.0,10000.0,25.7,1446.0,313.0,508.0,142.0,2167.0,1734.0,25.2,48.7,1.5583
3.0,0.0,23.1,1381.0,190.0,599.0,128.0,2166.0,1716.0,25.9,34.6,1.1702
1.7,0.0,5.4,785.0,221.0,1175.0,107.0,1146.0,790.0,12.6,70.9,1.0239
4.0,0.0,66.1,1731.0,263.0,683.0,125.0,1132.0,1132.0,8.6,75.7,0.8274
2.5,0.0,3.4,677.0,192.0,885.0,128.0,969.0,689.0,14.8,42.4,0.5288
3.2,1.0,19.7,1287.0,167.0,698.0,140.0,2046.0,1212.0,33.7,26.9,1.3849
1.3,0.0,0.3,412.0,63.0,1557.0,60.0,682.0,383.0,6.0,40.6,0.4839
0.7,0.0,1.3,532.0,71.0,1126.0,60.0,998.0,523.0,12.4,55.9,0.6752
2.3,0.0,3.7,696.0,180.0,939.0,121.0,866.0,629.0,9.8,33.9,0.3889
0.3,0.0,0.3,409.0,25.0,1839.0,25.0,798.0,221.0,10.2,36.3,0.4821
2.7,0.0,3.4,674.0,24.0,1223.0,36.0,1434.0,561.0,24.8,38.1,1.1834
2.4,0.0,3.8,699.0,180.0,1001.0,102.0,952.0,1010.0,4.4,64.2,0.5302
2.0,0.0,3.4,677.0,140.0,960.0,79.0,840.0,679.0,2.8,49.6,0.3789
0.7,0.0,2.0,582.0,93.0,1404.0,6.0,1062.0,417.0,12.1,53.7,0.8073
1.4,0.0,4.8,751.0,221.0,806.0,140.0,945.0,861.0,4.6,49.9,0.44
1.6,0.0,4.0,713.0,221.0,888.0,110.0,948.0,1132.0,6.8,47.9,0.4404
1.8,0.0,6.5,836.0,348.0,907.0,166.0,888.0,960.0,10.1,38.6,0.4133
