CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
1.3,0.0,0.3,412.0,39.0,1964.0,29.0,779.0,274.0,10.6,36.1,0.4624
1.2,2.0,6.3,824.0,66.0,853.0,76.0,1605.0,21.0,19.2,57.0,1.2758
2.8,0.0,49.4,1955.0,192.0,807.0,152.0,2445.0,1959.0,31.5,27.6,1.3069
0.9,0.0,3.4,676.0,34.0,1073.0,46.0,1339.0,488.0,34.5,19.2,1.0274
1.7,0.0,8.5,919.0,178.0,942.0,107.0,1290.0,790.0,21.3,30.7,0.7961
3.3,0.0,11.4,1029.0,427.0,751.0,166.0,1033.0,1271.0,5.1,40.7,0.3621
1.7,0.0,8.5,919.0,270.0,743.0,157.0,989.0,971.0,5.6,33.1,0.3249
0.9,0.0,3.9,705.0,73.0,1186.0,73.0,1339.0,660.0,15.6,59.2,1.0215
1.0,0.0,4.5,736.0,221.0,896.0,125.0,936.0,664.0,4.8,49.7,0.4546
0.5,0.0,3.2,667.0,62.0,1157.0,65.0,1339.0,659.0,19.8,38.5,0.8299
1.5,0.0,6.2,821.0,213.0,976.0,109.0,938.0,657.0,26.1,38.2,1.2562
2.0,10000.0,3.4,678.0,176.0,960.0,125.0,863.0,863.0,2.8,49.0,0.37
2.6,0.0,4.8,751.0,221.0,933.0,107.0,948.0,679.0,7.4,47.6,0.5046
3.0,0.0,3.5,683.0,166.0,890.0,117.0,782.0,640.0,-0.6,37.7,0.2384
4.6,0.0,23.1,1381.0,266.0,614.0,182.0,2151.0,1495.0,21.2,44.0,1.1242
1.4,0.0,7.0,857.0,176.0,944.0,81.0,1313.0,933.0,19.2,66.7,1.4457
1.6,0.0,4.5,736.0,221.0,910.0,111.0,939.0,874.0,6.4,42.1,0.4771
3.6,0.0,38.1,1731.0,24.0,543.0,21.0,2004.0,218.0,30.1,41.6,1.6048
2.3,0.0,3.8,701.0,171.0,806.0,124.0,985.0,721.0,9.8,30.4,0.3716
3.0,0.0,3.1,658.0,166.0,873.0,121.0,866.0,562.0,10.0,37.7,0.4643
1.0,10000.0,4.5,736.0,209.0,843.0,154.0,906.0,1018.0,4.9,48.1,0.4094
4.2,21.0,16.7,1202.0,249.0,748.0,143.0,1854.0,1429.0,15.2,53.1,0.9117
2.0,0.0,3.5,683.0,166.0,890.0,126.0,929.0,617.0,8.2,46.7,0.5034
2.8,0.0,49.4,1960.0,348.0,806.0,107.0,2556.0,2007.0,23.9,59.6,1.643
2.6,0.0,4.0,709.0,142.0,789.0,109.0,1001.0,884.0,13.2,61.9,0.9221
4.3,0.0,11.4,1029.0,354.0,905.0,141.0,943.0,1254.0,4.2,50.6,0.4364
2.3,0.0,10.0,978.0,133.0,976.0,105.0,1574.0,899.0,19.6,47.7,1.074
1.2,2.0,6.3,824.0,66.0,853.0,76.0,1627.0,24.0,31.2,38.3,1.59
0.8,0.0,2.0,582.0,107.0,1081.0,55.0,1089.0,524.0,12.1,65.3,0.948
1.2,1.0,2.7,632.0,123.0,981.0,88.0,1114.0,637.0,14.9,57.9,0.9726
2.2,10.0,9.1,944.0,296.0,752.0,142.0,1305.0,894.0,17.2,51.5,1.0015
1.5,0.0,6.2,819.0,224.0,944.0,101.0,948.0,926.0,5.0,48.8,0.429
0.6,0.0,2.0,586.0,93.0,1148.0,60.0,1089.0,524.0,13.1,63.3,0.9535
1.0,10000.0,5.1,766.0,200.0,817.0,128.0,1132.0,790.0,12.6,74.3,1.0851
2.0,0.0,3.1,659.0,157.0,944.0,118.0,942.0,609.0,10.5,47.4,0.6448
2.5,0.0,4.0,709.0,221.0,933.0,121.0,969.0,629.0,6.8,48.9,0.4472
1.0,0.0,4.5,736.0,221.0,910.0,125.0,946.0,821.0,4.8,62.7,0.5445
4.6,0.0,0.4,424.0,62.0,1665.0,80.0,942.0,453.0,10.6,81.8,1.0347
9.0,10000.0,4.9,759.0,176.0,939.0,121.0,916.0,565.0,19.3,56.8,1.2689
2.9,0.0,5.3,777.0,221.0,933.0,159.0,969.0,630.0,12.9,41.9,0.5259
5.6,0.0,38.1,1731.0,274.0,559.0,171.0,2443.0,2306.0,23.4,43.1,1.2445
1.2,9.0,5.4,783.0,74.0,960.0,70.0,1566.0,588.0,16.5,60.9,1.0805
2.3,0.0,11.4,1029.0,414.0,805.0,146.0,1005.0,1154.0,9.4,27.4,0.3239
1.7,0.0,8.5,919.0,180.0,942.0,121.0,994.0,733.0,14.6,30.1,0.5589
0.2,1.0,2.7,635.0,117.0,829.0,78.0,1235.0,609.0,13.7,80.5,1.2528
2.0,10000.0,3.4,674.0,211.0,888.0,118.0,938.0,588.0,9.8,44.1,0.5289
2.3,0.0,8.0,900.0,409.0,758.0,139.0,1077.0,1357.0,4.1,63.3,0.5122
4.2,21.0,16.7,1202.0,249.0,748.0,143.0,1854.0,1429.0,15.2,53.1,0.9117
1.3,0.0,0.3,412.0,162.0,1349.0,99.0,736.0,324.0,3.8,44.3,0.3582
1.8,0.0,5.6,793.0,221.0,845.0,135.0,969.0,886.0,6.9,47.6,0.4458
2.3,0.0,8.7,928.0,132.0,978.0,98.0,1565.0,884.0,21.1,47.5,1.1842
1.6,0.0,4.5,736.0,263.0,1041.0,121.0,853.0,781.0,12.5,24.0,0.3462
3.7,0.0,19.1,1270.0,180.0,780.0,133.0,2094.0,1132.0,30.5,31.3,1.3686
4.2,21.0,16.7,1202.0,249.0,748.0,143.0,1854.0,1429.0,15.2,53.1,0.9117
3.4,0.0,18.0,1238.0,406.0,514.0,136.0,1986.0,1604.0,28.2,45.6,1.6308
1.0,0.0,5.1,766.0,279.0,852.0,109.0,953.0,838.0,4.2,64.8,0.5483
3.4,0.0,18.5,1253.0,261.0,765.0,145.0,1863.0,1197.0,29.1,22.4,0.8702
3.9,0.0,3.8,702.0,165.0,887.0,73.0,1132.0,768.0,15.3,58.8,1.0213
4.6,0.0,23.1,1381.0,261.0,630.0,148.0,2305.0,1672.0,21.1,41.6,1.0979
1.3,0.0,0.4,425.0,49.0,1373.0,46.0,781.0,478.0,3.6,48.0,0.3689
4.0,10000.0,97.5,1132.0,281.0,847.0,109.0,2453.0,670.0,21.9,46.1,1.1902
3.4,0.0,9.8,1849.0,256.0,770.0,145.0,2345.0,1804.0,27.5,38.6,1.3754
3.6,0.0,38.4,1737.0,411.0,617.0,194.0,2414.0,2306.0,23.1,26.5,0.7403
4.2,21.0,16.9,1208.0,681.0,497.0,179.0,1549.0,1770.0,12.2,65.8,0.931
3.4,0.0,18.0,1238.0,173.0,756.0,126.0,1863.0,1279.0,30.0,24.9,1.0284
