CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
1.2,1.0,6.1,816.0,132.0,1015.0,90.0,1438.0,806.0,16.5,61.4,1.1121
1.8,0.0,5.6,794.0,277.0,848.0,134.0,969.0,948.0,10.7,47.4,0.5115
2.3,0.0,10.0,978.0,133.0,976.0,105.0,1590.0,854.0,19.6,47.4,1.0741
4.4,0.0,24.0,1403.0,302.0,494.0,134.0,2016.0,533.0,22.0,32.6,0.956
0.4,0.0,0.9,489.0,39.0,1474.0,54.0,668.0,292.0,3.6,38.1,0.3077
2.0,10000.0,3.2,667.0,150.0,798.0,104.0,1138.0,830.0,11.8,62.9,0.8236
2.9,0.0,4.0,709.0,221.0,933.0,107.0,948.0,905.0,7.8,47.6,0.5046
2.0,0.0,3.5,683.0,166.0,890.0,117.0,782.0,701.0,12.6,23.2,0.3408
2.3,0.0,8.0,900.0,302.0,799.0,171.0,969.0,1015.0,7.8,36.4,0.3779
1.8,0.0,5.6,794.0,221.0,948.0,135.0,969.0,799.0,14.1,47.6,0.7182
0.7,0.0,2.0,582.0,107.0,1081.0,85.0,792.0,682.0,11.2,33.8,0.449
1.4,0.0,7.0,858.0,176.0,664.0,81.0,1235.0,704.0,21.7,38.3,0.9535
3.2,11.0,19.8,1290.0,311.0,606.0,156.0,1913.0,1643.0,24.0,36.4,1.0706
1.7,0.0,8.5,919.0,180.0,945.0,121.0,994.0,894.0,26.6,14.5,0.5987
2.0,10000.0,11.4,1029.0,355.0,737.0,148.0,1185.0,1024.0,8.7,45.4,0.5483
1.7,0.0,8.5,920.0,102.0,1037.0,97.0,1542.0,683.0,19.6,47.1,1.059
1.0,0.0,4.5,736.0,227.0,891.0,165.0,875.0,774.0,6.0,38.0,0.3584
1.9,0.0,5.6,793.0,253.0,793.0,141.0,1131.0,837.0,14.2,48.6,0.7988
1.3,0.0,3.2,667.0,168.0,838.0,132.0,866.0,588.0,6.0,48.7,0.4874
6.7,0.0,35.1,1667.0,347.0,597.0,182.0,2416.0,2359.0,20.5,38.2,0.9133
