CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
1.0,10000.0,9.1,945.0,142.0,856.0,107.0,1649.0,1068.0,23.2,47.0,1.3746
1.8,0.0,5.6,794.0,277.0,849.0,134.0,969.0,1019.0,10.6,37.1,0.4769
3.4,0.0,18.0,1238.0,261.0,588.0,158.0,1996.0,1886.0,29.1,19.6,0.8702
3.3,0.0,11.4,1029.0,427.0,751.0,166.0,1033.0,1271.0,5.1,40.7,0.3621
3.0,0.0,3.4,674.0,202.0,905.0,110.0,969.0,770.0,9.8,44.6,0.5279
2.4,0.0,8.0,900.0,373.0,918.0,161.0,969.0,941.0,5.6,49.5,0.4435
3.4,0.0,12.5,1066.0,445.0,761.0,129.0,1407.0,1419.0,12.8,58.9,0.8768
2.5,0.0,4.0,709.0,171.0,768.0,118.0,939.0,854.0,9.6,44.3,0.5173
1.5,0.0,6.4,829.0,209.0,740.0,111.0,1217.0,951.0,16.6,59.2,1.0762
0.7,0.0,2.0,582.0,107.0,1081.0,85.0,792.0,655.0,11.2,33.8,0.449
0.5,0.0,1.1,509.0,112.0,1149.0,62.0,839.0,592.0,6.6,45.5,0.4412
0.4,0.0,2.2,599.0,39.0,1162.0,48.0,1219.0,575.0,20.2,38.5,0.938
0.9,0.0,3.9,705.0,73.0,1186.0,69.0,1392.0,658.0,11.2,58.9,0.7741
1.9,0.0,5.5,790.0,210.0,921.0,113.0,896.0,1038.0,4.3,46.4,0.3896
1.5,0.0,6.2,821.0,304.0,886.0,111.0,967.0,844.0,16.2,26.2,0.4789
1.2,3.0,4.8,751.0,221.0,821.0,135.0,936.0,861.0,6.8,44.4,0.4472
0.6,0.0,0.4,412.0,39.0,1473.0,37.0,667.0,325.0,3.6,38.7,0.3024
1.6,0.0,4.5,736.0,227.0,891.0,165.0,875.0,774.0,6.0,38.0,0.3584
1.0,10000.0,4.5,736.0,255.0,987.0,117.0,1046.0,841.0,5.6,69.1,0.6264
0.5,0.0,1.4,535.0,42.0,1490.0,58.0,1184.0,392.0,13.5,48.4,0.7487
5.0,10000.0,35.1,1667.0,347.0,564.0,133.0,2416.0,2051.0,20.2,50.1,1.1931
2.2,10.0,11.9,1047.0,207.0,1062.0,128.0,1572.0,929.0,22.8,33.1,0.8048
4.5,0.0,35.1,1667.0,347.0,597.0,182.0,2416.0,2359.0,20.5,38.2,0.9133
2.3,0.0,10.0,978.0,133.0,976.0,118.0,1524.0,854.0,21.6,33.4,0.9004
1.2,3.0,4.8,751.0,221.0,819.0,154.0,946.0,769.0,4.8,54.6,0.4564
2.0,10000.0,5.2,774.0,254.0,1064.0,168.0,805.0,799.0,12.2,19.2,0.3408
1.0,0.0,10.1,983.0,149.0,817.0,114.0,1604.0,1012.0,25.4,33.8,1.0774
3.2,12.0,19.9,1295.0,590.0,800.0,171.0,1626.0,1481.0,31.0,21.9,0.9708
1.5,0.0,6.6,838.0,358.0,797.0,122.0,1127.0,1005.0,6.1,76.7,0.7271
0.6,0.0,0.4,425.0,39.0,1473.0,37.0,668.0,324.0,3.2,38.6,0.3024
4.6,0.0,14.4,1131.0,216.0,630.0,113.0,1572.0,1274.0,17.6,61.1,1.1927
