Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
3,1,32,0,6934,103,1,22,2,2,1,25,227.208,1
0,1,37,0,1,0,72,0,2,2,2,27,16.246,1
0,1,19,0,533,8,0,2,2,2,1,28,199.513,1
0,1,35,0,10136,94,95,30,2,2,1,25,1267.451,1
1,1,34,0,7895,71,9,22,3,2,1,40,768.256,1
0,1,31,0,3,0,0,0,3,2,2,40,0.1,1
0,1,25,0,16,0,56,1,2,2,1,30,3.849,1
0,1,23,0,368,5,5,2,2,2,1,27,156.663,1
7,1,41,0,16536,255,269,96,5,2,1,55,2165.28,1
3,1,43,0,2095,52,289,39,4,2,1,52,240.614,1
0,1,37,0,2006,46,20,18,2,2,2,25,147.104,1
0,1,33,0,2260,52,36,29,2,2,1,25,444.085,1
1,1,37,0,3695,34,175,20,3,2,1,37,357.015,1
3,1,34,1,6614,94,144,44,2,2,1,27,752.221,1
2,1,27,0,14414,217,1,71,3,2,1,43,109.443,1
1,1,22,1,4636,62,303,22,2,2,1,28,660.027,1
0,1,36,0,1264,34,4,24,2,2,1,31,302.722,1
1,1,21,0,6147,75,0,14,2,2,2,27,127.515,1
0,1,39,0,47,1,103,3,2,2,1,31,24.693,1
1,1,35,0,8788,84,127,47,2,2,1,25,538.164,1
1,1,39,1,13517,186,0,37,4,2,1,47,956.16,1
0,1,31,0,3642,66,12,16,2,2,2,26,1219.884,1
0,1,33,0,3591,78,1,23,2,2,2,29,240.405,1
0,1,21,0,2342,29,3,12,3,2,2,42,259.8,1
1,1,36,0,12504,197,330,75,2,2,1,34,1118.932,1
6,1,44,0,2894,50,147,16,2,2,1,32,887.987,1
0,1,21,0,765,11,8,8,3,2,1,35,187.635,1
3,1,42,1,7439,143,7,48,2,2,1,25,1011.735,1
3,1,39,0,2367,41,5,26,4,2,1,48,194.845,1
1,1,21,0,1314,13,176,11,2,2,1,30,445.646,1
0,1,36,0,992,11,10,4,2,2,1,25,217.396,1
3,1,16,0,2582,24,102,11,2,2,2,27,96.29,1
0,1,41,0,1306,21,88,9,2,2,1,33,181.694,1
2,1,22,0,11599,133,153,41,2,2,1,30,1268.959,1
0,1,28,0,861,22,5,9,2,2,1,27,17.12,1
0,1,9,0,3929,25,5,12,3,2,1,41,234.154,1
0,1,34,0,890,8,0,2,2,2,2,25,1.064,1
5,1,30,0,14585,196,364,72,2,2,1,27,932.848,1
0,1,39,0,467,11,59,7,2,2,1,28,80.679,1
0,1,38,0,1863,35,213,23,2,2,1,26,1036.082,1
