Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
0,1,32,0,530,24,9,8,2,2,2,25,37.743,1
16,1,34,2,215,2,1,2,3,2,1,37,2.439,1
3,1,40,0,5797,68,38,17,2,2,2,29,452.703,1
20,1,30,0,16228,255,427,97,2,2,1,25,2165.28,1
0,1,29,0,2132,41,11,13,2,2,1,25,611.725,1
0,1,29,0,1,0,0,0,2,2,2,25,0.029,1
2,1,26,0,11559,172,522,53,2,2,1,26,1963.068,1
21,1,28,3,15242,229,82,54,3,2,1,45,1300.924,1
2,1,24,0,4892,37,9,11,4,2,1,49,122.175,1
3,1,36,0,13925,223,393,70,3,2,1,42,1975.717,1
1,1,33,0,3285,31,1,15,2,2,1,25,510.463,1
1,1,41,0,5622,82,151,29,2,2,2,26,616.807,1
0,1,39,0,74,1,4,1,2,2,1,29,185.899,1
0,1,36,0,7443,83,0,15,3,2,1,44,712.764,1
0,1,42,0,1,0,108,0,3,2,2,38,0.252,1
15,1,36,5,17090,255,283,97,2,2,1,34,1143.926,1
0,1,13,0,9929,94,156,23,2,2,1,26,1061.906,1
4,1,38,0,15195,232,57,65,2,2,1,30,1662.931,1
0,1,35,0,2665,27,32,10,4,2,1,44,560.905,1
0,1,25,0,1035,7,8,1,2,2,1,29,49.818,1
0,1,30,0,3981,58,5,17,3,2,2,42,22.924,1
0,1,34,0,5211,73,0,38,2,2,1,33,99.008,1
5,1,41,0,6550,119,14,21,2,2,1,29,303.741,1
1,1,31,0,13968,217,12,75,4,2,1,52,975.467,1
19,1,39,1,11364,167,89,39,3,2,1,33,913.043,1
1,1,39,0,6777,95,32,22,2,2,1,25,847.251,1
0,1,36,0,10430,160,64,51,2,2,1,31,1395.159,1
0,1,25,0,5516,79,114,33,2,2,1,34,493.115,1
5,1,31,1,17090,255,21,89,2,2,1,30,1814.388,1
1,1,38,0,4557,53,6,7,2,2,1,25,488.571,1
2,1,39,0,12833,167,80,42,2,2,1,27,1406.116,1
0,1,40,0,5034,63,119,37,2,2,1,28,616.562,1
0,1,26,0,9076,80,2,16,3,2,1,45,453.145,1
2,1,33,0,3030,34,2,10,3,2,2,43,529.969,1
0,1,35,0,3154,31,241,19,2,2,1,26,365.808,1
0,1,36,0,1899,13,106,7,2,2,1,25,1103.594,1
0,1,38,0,11253,135,291,42,2,2,1,25,1925.229,1
0,1,37,0,1514,17,31,8,2,2,1,34,4.335,1
1,1,31,0,395,9,177,15,2,2,2,35,113.635,1
2,1,26,0,1720,30,11,14,2,2,1,28,491.627,1
0,1,22,0,235,3,2,2,3,2,2,43,4.774,1
0,1,31,0,6970,86,172,22,2,2,1,32,1150.62,1
0,1,28,0,1131,12,20,14,3,2,2,39,97.918,1
0,1,40,0,1663,17,8,5,3,2,2,34,710.715,1
16,1,41,2,10703,148,347,51,2,2,1,25,1626.252,1
