Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
0,1,36,0,3226,31,0,12,2,2,2,30,611.261,1
1,1,33,1,11577,164,1,46,2,2,1,25,635.601,1
0,1,35,0,18,0,0,1,2,2,2,26,0.085,1
0,1,40,0,7966,71,15,35,2,2,1,25,550.624,1
0,1,22,0,696,7,1,7,2,2,1,29,139.093,1
0,1,44,0,10569,118,369,37,3,2,1,34,1307.238,1
0,1,23,0,8918,79,332,25,2,2,1,28,1244.23,1
2,1,43,0,13429,189,5,43,2,2,1,28,857.3,1
1,1,37,0,2779,21,147,12,2,2,1,27,847.261,1
4,1,35,0,260,5,0,13,2,2,1,33,4.17,1
0,1,44,0,11355,151,64,45,2,2,1,26,915.04,1
0,1,32,0,3276,30,393,11,2,2,1,26,476.632,1
0,1,23,0,825,8,77,3,3,2,1,35,130.504,1
0,1,37,0,5195,64,180,13,3,2,1,33,1135.041,1
5,1,30,1,3570,27,36,10,3,2,2,38,296.721,1
8,1,40,1,3802,59,347,25,2,2,1,28,580.919,1
0,1,27,0,1521,20,25,10,3,2,1,49,24.306,1
0,1,30,0,18,0,0,1,2,2,1,31,2.437,1
0,1,34,0,38,1,82,4,4,2,2,48,2.636,1
0,1,35,0,1075,7,3,5,2,2,1,32,443.888,1
2,1,31,1,5696,66,197,33,3,2,1,37,845.543,1
0,1,32,0,88,2,54,4,3,2,2,45,36.859,1
14,1,37,2,9830,165,61,52,2,2,1,27,1062.461,1
0,1,41,0,13,0,1,1,2,2,2,26,2.681,1
0,1,37,0,2329,65,0,34,2,2,2,30,165.629,1
0,1,37,0,24,0,0,1,2,2,1,26,0.133,1
3,1,36,0,3727,82,115,45,2,2,1,26,373.659,1
0,1,38,0,1,0,0,0,2,2,2,28,0.667,1
0,1,37,0,1290,28,4,26,3,2,1,36,291.93,1
1,1,29,0,4439,75,238,29,2,2,1,25,1126.185,1
3,1,34,0,5464,62,0,25,2,2,2,32,255.608,1
5,1,19,0,1218,18,26,4,2,2,1,27,13.263,1
3,1,39,0,1161,22,56,11,2,2,1,25,72.023,1
6,1,36,0,5443,85,243,26,3,2,1,35,1348.522,1
0,1,39,0,13333,153,500,54,2,2,1,34,1535.336,1
0,1,33,0,1597,13,20,6,3,2,1,36,313.216,1
0,1,35,0,398,6,0,3,2,2,1,27,13.313,1
0,1,36,0,622,10,11,3,2,2,2,26,50.787,1
1,1,28,0,29,1,41,0,3,2,2,36,64.117,1
1,1,36,1,1642,12,11,7,3,2,1,40,224.932,1
11,1,35,1,5284,77,30,43,3,2,1,43,155.204,1
3,1,42,0,2656,22,277,10,5,2,1,55,1146.381,1
0,1,26,0,11899,143,160,40,3,2,1,36,1421.186,1
11,1,43,1,1485,26,97,17,3,2,2,37,164.944,1
2,1,39,0,12697,171,105,53,3,2,1,37,1937.406,1
8,1,43,0,43,1,0,0,3,2,2,38,0.868,1
0,1,38,0,254,3,39,6,2,2,2,26,39.191,1
1,1,30,0,11800,124,106,32,3,2,1,40,661.372,1
1,1,33,0,29,0,37,1,2,2,1,31,3.039,1
0,1,28,0,402,4,75,10,3,2,1,42,394.912,1
7,1,41,0,4506,77,105,20,3,2,1,37,270.014,1
0,1,31,0,1817,20,12,5,3,2,2,36,173.178,1
1,1,43,0,4694,50,45,20,2,2,2,35,243.344,1
0,1,27,0,10206,136,51,26,2,2,1,25,240.627,1
0,1,30,0,367,4,117,4,2,2,1,31,69.084,1
0,1,14,0,300,2,0,4,2,2,2,26,59.285,1
8,1,38,0,2777,32,1,15,2,2,1,32,206.908,1
1,1,20,0,13652,176,3,29,3,2,1,37,966.087,1
8,1,42,1,7740,98,72,36,2,2,1,32,241.633,1
0,1,32,0,1426,24,23,20,2,2,1,27,255.792,1
0,1,35,0,1580,8,0,8,3,2,1,45,14.239,1
2,1,36,0,12706,147,241,58,2,2,1,26,1841.173,1
0,1,37,0,55,0,3,5,2,2,1,25,16.333,1
0,1,36,0,13038,178,121,61,2,2,2,26,1409.045,1
0,1,18,0,7,0,0,0,2,2,1,26,0.104,1
0,1,30,0,7525,78,58,24,2,2,2,25,374.086,1
0,1,36,0,785,16,26,29,2,2,1,26,104.582,1
1,1,45,0,402,3,15,4,3,2,2,39,26.778,1
0,1,41,0,24,1,23,1,3,2,2,44,52.321,1
0,1,38,1,11071,153,66,54,3,2,1,45,511.393,1
0,1,21,0,798,5,62,8,3,2,1,46,918.078,1
3,1,37,2,15153,207,94,74,2,2,1,31,1644.09,1
0,1,22,0,9139,115,455,50,3,2,1,46,1181.854,1
2,1,37,0,6830,73,302,30,4,2,1,49,746.157,1
0,1,25,0,3838,40,3,14,2,2,1,26,336.468,1
0,1,37,0,344,2,0,1,2,2,1,29,5.442,1
8,1,26,1,11269,126,136,43,3,2,1,37,836.372,1
1,1,25,0,1479,31,149,19,2,2,1,30,504.799,1
0,1,34,0,141,1,19,2,3,2,1,42,527.541,1
1,1,23,0,2819,50,217,24,2,2,1,26,402.958,1
2,1,34,0,9231,88,9,15,2,2,1,26,954.926,1
0,1,41,0,10155,135,2,60,3,2,1,34,1198.868,1
4,1,44,0,15956,245,79,62,3,2,1,33,927.48,1
7,1,39,0,13692,205,138,76,2,2,1,30,1326.546,1
